seed,task,phase,step,optimizer,rule,rate,selected_rate,common_rate,path_rank_one_capture,path_effective_rank,path_unit_oracle_capture,path_calibrated_oracle_capture,credit_rank_one_capture,credit_effective_rank,credit_unit_oracle_capture,credit_calibrated_oracle_capture,eligibility_calibrated_oracle_capture,loss_eligibility_calibrated_oracle_capture
1112,ungated_independent,fresh,0,adam,exact,0.03,True,True,0.9999999999999983,1.0000000000000033,0.6714155022159615,1.0,1.0000000000000002,0.9999999999999996,0.6714155022159615,1.0000000000000002,1.0,1.0
1112,ungated_independent,fresh,0,adam,unit_broadcast,0.03,True,True,0.9999999999999983,1.0000000000000033,0.6714155022159615,1.0,1.0000000000000002,0.9999999999999996,0.6714155022159615,1.0000000000000002,1.0,1.0
1112,ungated_independent,fresh,0,adam,calibrated_broadcast,0.03,True,True,0.9999999999999983,1.0000000000000033,0.6714155022159615,1.0,1.0000000000000002,0.9999999999999996,0.6714155022159615,1.0000000000000002,1.0,1.0
1112,ungated_independent,fresh,0,sgd,exact,0.3,True,True,0.9999999999999983,1.0000000000000033,0.6714155022159615,1.0,1.0000000000000002,0.9999999999999996,0.6714155022159615,1.0000000000000002,1.0,1.0
1112,ungated_independent,fresh,0,sgd,unit_broadcast,0.3,True,True,0.9999999999999983,1.0000000000000033,0.6714155022159615,1.0,1.0000000000000002,0.9999999999999996,0.6714155022159615,1.0000000000000002,1.0,1.0
1112,ungated_independent,fresh,0,sgd,calibrated_broadcast,0.3,True,True,0.9999999999999983,1.0000000000000033,0.6714155022159615,1.0,1.0000000000000002,0.9999999999999996,0.6714155022159615,1.0000000000000002,1.0,1.0
1112,ungated_independent,fresh,64,adam,exact,0.03,True,True,0.9999999999999993,1.0000000000000013,0.6856651486043994,0.9401417768497711,0.9999999999999998,1.0000000000000004,0.6856651486043991,0.940141776849771,0.9476976564761311,0.9263634803897925
1112,ungated_independent,fresh,64,adam,unit_broadcast,0.03,True,True,1.000000000000002,0.9999999999999959,0.6616060303763344,0.9260633761637886,1.0000000000000004,0.9999999999999992,0.661606030376335,0.9260633761637889,0.9376567959898913,0.9226255225440922
1112,ungated_independent,fresh,64,adam,calibrated_broadcast,0.03,True,True,1.0000000000000018,0.9999999999999966,0.677954986202216,0.9426875241937055,1.0,1.0,0.677954986202216,0.9426875241937058,0.946916942262981,0.9271711124657845
1112,ungated_independent,fresh,64,sgd,exact,0.3,True,True,1.0000000000000007,0.9999999999999984,0.4710604743188424,0.7379971234138275,1.0000000000000004,0.9999999999999993,0.4710604743188427,0.7379971234138277,0.826127987587024,0.7882560836389189
1112,ungated_independent,fresh,64,sgd,unit_broadcast,0.3,True,True,0.9999999999999997,1.0000000000000007,0.5702834607285768,0.8753580916643695,0.9999999999999998,1.0000000000000007,0.5702834607285768,0.8753580916643697,0.9408106810749448,0.9056159681842921
1112,ungated_independent,fresh,64,sgd,calibrated_broadcast,0.3,True,True,1.0000000000000029,0.9999999999999944,0.5418463898378263,0.837186723633118,1.0000000000000004,0.9999999999999993,0.5418463898378263,0.8371867236331175,0.9136658590072384,0.8704723585630794
1112,ungated_independent,fresh,256,adam,exact,0.03,True,True,0.9999999999999999,1.0000000000000004,0.6414293685879057,0.8888521662693404,1.0000000000000004,0.9999999999999992,0.6414293685879059,0.8888521662693406,0.927241740796685,0.9175693680144076
1112,ungated_independent,fresh,256,adam,unit_broadcast,0.03,True,True,0.9999999999999978,1.0000000000000044,0.5874898834270801,0.8929769931600074,1.0,1.0,0.5874898834270799,0.8929769931600071,0.9458939325897381,0.9258454859427504
1112,ungated_independent,fresh,256,adam,calibrated_broadcast,0.03,True,True,0.9999999999999966,1.000000000000007,0.5926368922588979,0.8966867940994744,0.9999999999999998,1.0000000000000002,0.5926368922588978,0.8966867940994742,0.9462372126363462,0.9276393556598368
