dataset,network_type,split,analysis_scope,source_feedback,removal_fraction,parent_gain_ratio_mean_mean,parent_gain_ratio_mean_std,parent_gain_ratio_mean_count,parent_gain_ratio_q50_mean,parent_gain_ratio_q50_std,parent_gain_ratio_q50_count,parent_gain_ratio_q95_mean,parent_gain_ratio_q95_std,parent_gain_ratio_q95_count,distal_path_gain_ratio_mean_mean,distal_path_gain_ratio_mean_std,distal_path_gain_ratio_mean_count,distal_path_gain_ratio_q50_mean,distal_path_gain_ratio_q50_std,distal_path_gain_ratio_q50_count,distal_path_gain_ratio_q95_mean,distal_path_gain_ratio_q95_std,distal_path_gain_ratio_q95_count,parent_total_clipped_fraction_mean,parent_total_clipped_fraction_std,parent_total_clipped_fraction_count,branch_numel_weighted_cosine_mean,branch_numel_weighted_cosine_std,branch_numel_weighted_cosine_count,branch_macro_cosine_mean,branch_macro_cosine_std,branch_macro_cosine_count,branch_concatenated_cosine_mean,branch_concatenated_cosine_std,branch_concatenated_cosine_count,branch_local_target_norm_ratio_mean,branch_local_target_norm_ratio_std,branch_local_target_norm_ratio_count
noise_resilience,dendritic_shunting,test,all_populations,approx_direct_code_per_soma,0.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.08122957254906729,0.047244781605740624,5,0.08619338707067073,0.05430592564647575,5,0.022114634656139637,0.02052684539712981,5,0.287282485445684,0.1668935687919976,5
noise_resilience,dendritic_shunting,test,all_populations,approx_direct_code_per_soma,0.25,1.0209128975868225,0.0006023485364001471,5,1.0225953221321107,0.0007089129494931716,5,1.0449357986450196,0.0012639703003550506,5,1.027931571006775,0.0008256663953765701,5,1.0275133490562438,0.0008309420951789173,5,1.0465269684791565,0.001422685349552493,5,0.0,0.0,5,0.08126832355642266,0.047482626410087034,5,0.08620737087912858,0.0544201960591096,5,0.022264695749919898,0.02067965477606452,5,0.2832091435366369,0.1641878437443058,5
noise_resilience,dendritic_shunting,test,all_populations,approx_direct_code_per_soma,0.5,1.0447241425514222,0.0013732808587386797,5,1.0473313093185426,0.0015551961022724535,5,1.0987528204917907,0.003048204271723456,5,1.0597334861755372,0.0018875652674480502,5,1.0582335233688354,0.0018615658635346536,5,1.1026100754737853,0.003453983353451759,5,0.0,0.0,5,0.0813016179367483,0.04775120305088772,5,0.08621938559226691,0.05454489201203949,5,0.022412636270268432,0.02083283114124731,5,0.2786936039814882,0.16120229532747601,5
noise_resilience,dendritic_shunting,test,all_populations,approx_direct_code_per_soma,1.0,1.1043124437332152,0.003722206048365343,5,1.1045710682868957,0.0037944207505811642,5,1.2461719751358031,0.009436710098535061,5,1.1393101215362549,0.0051496057198133025,5,1.1318357706069946,0.004772484865187545,5,1.2582857608795166,0.010890934222807245,5,0.0,0.0,5,0.08133726421803983,0.0484206197522977,5,0.0862322490196675,0.054836057347745985,5,0.022690423119974303,0.02113374386594962,5,0.26797601683600486,0.1541742816323213,5
noise_resilience,dendritic_shunting,test,all_populations,approx_direct_code_per_soma,2.0,1.3352256417274475,0.02030839766014752,5,1.2645428419113158,0.012131415129088226,5,1.971988582611084,0.07236619688780502,5,1.4473913550376891,0.02879633344799201,5,1.3582726836204528,0.017645459356413092,5,2.0718604803085325,0.09170092341980354,5,3.5858154296875e-05,2.1847261143915333e-05,5,0.08059061940896581,0.05148507574799308,5,0.0859628124628216,0.05594804759995886,5,0.022904708516823125,0.021713214676312553,5,0.23357405225061645,0.13175087575117336,5
noise_resilience,dendritic_shunting,test,all_populations,approx_direct_code_per_soma,4.0,4.404681205749512,0.19815183617477383,5,2.128047752380371,0.10969071252650581,5,10.5,0.0,5,5.551916599273682,0.26868119550232,5,3.573628807067871,0.46115366827395887,5,10.500000953674316,0.0,5,0.13552398681640626,0.011598565362409139,5,0.06925370537995502,0.05444434952393348,5,0.08187173857586458,0.05700764471328097,5,0.015675795392851515,0.015228163164433622,5,0.06282100259311449,0.03367190067604245,5
noise_resilience,dendritic_shunting,test,all_populations,approx_direct_code_per_soma,8.0,7.4153626441955565,0.06315313267989864,5,10.5,0.0,5,10.5,0.0,5,9.575024604797363,0.07731161606695428,5,10.5,0.0,5,10.500000953674316,0.0,5,0.3267539978027344,0.0042129066531199685,5,0.07733031727702785,0.05262312019684964,5,0.08478628974407912,0.05653253083098487,5,0.020008060512654004,0.02020561390303068,5,0.030203851277766158,0.014360029826845516,5
noise_resilience,dendritic_shunting,test,all_populations,exact_soma_blockwise_per_soma,0.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.2266173569601309,0.05485882269198798,5,0.4077532947063446,0.03963140829781186,5,0.13306202762955835,0.026789277334190103,5,3.718075112603658,1.331324523630328,5
noise_resilience,dendritic_shunting,test,all_populations,exact_soma_blockwise_per_soma,0.25,1.0209128975868225,0.0006023485364001471,5,1.0225953221321107,0.0007089129494931716,5,1.0449357986450196,0.0012639703003550506,5,1.027931571006775,0.0008256663953765701,5,1.0275133490562438,0.0008309420951789173,5,1.0465269684791565,0.001422685349552493,5,0.0,0.0,5,0.22691238336078548,0.05460983124985512,5,0.40785975884646175,0.03954694988951514,5,0.1335500320859726,0.026362538237256424,5,3.6710254453753692,1.3256284971410226,5
noise_resilience,dendritic_shunting,test,all_populations,exact_soma_blockwise_per_soma,0.5,1.0447241425514222,0.0013732808587386797,5,1.0473313093185426,0.0015551961022724535,5,1.0987528204917907,0.003048204271723456,5,1.0597334861755372,0.0018875652674480502,5,1.0582335233688354,0.0018615658635346536,5,1.1026100754737853,0.003453983353451759,5,0.0,0.0,5,0.22720001519691962,0.05433886035283873,5,0.40796355456113814,0.03945388924269533,5,0.13402529178611736,0.02590540422182826,5,3.6185880365868037,1.3189069913908307,5
noise_resilience,dendritic_shunting,test,all_populations,exact_soma_blockwise_per_soma,1.0,1.1043124437332152,0.003722206048365343,5,1.1045710682868957,0.0037944207505811642,5,1.2461719751358031,0.009436710098535061,5,1.1393101215362549,0.0051496057198133025,5,1.1318357706069946,0.004772484865187545,5,1.2582857608795166,0.010890934222807245,5,0.0,0.0,5,0.22771340784689462,0.05372657856275014,5,0.4081488190218806,0.03923766222016357,5,0.13488877043436034,0.02490215052903788,5,3.4928915048811042,1.300946594430529,5
noise_resilience,dendritic_shunting,test,all_populations,exact_soma_blockwise_per_soma,2.0,1.3352256417274475,0.02030839766014752,5,1.2645428419113158,0.012131415129088226,5,1.971988582611084,0.07236619688780502,5,1.4473913550376891,0.02879633344799201,5,1.3582726836204528,0.017645459356413092,5,2.0718604803085325,0.09170092341980354,5,3.5858154296875e-05,2.1847261143915333e-05,5,0.2269525600129269,0.052250278545504625,5,0.40787425711750985,0.03874424577672945,5,0.13485964365883968,0.022790038981170838,5,3.0789024327209638,1.216896694346114,5
noise_resilience,dendritic_shunting,test,all_populations,exact_soma_blockwise_per_soma,4.0,4.404681205749512,0.19815183617477383,5,2.128047752380371,0.10969071252650581,5,10.5,0.0,5,5.551916599273682,0.26868119550232,5,3.573628807067871,0.46115366827395887,5,10.500000953674316,0.0,5,0.13552398681640626,0.011598565362409139,5,0.20429055901268972,0.04052900706235025,5,0.3996963772922754,0.035415942136557126,5,0.09556074640506451,0.02435983032622198,5,0.8462812552709045,0.3971131635914569,5
noise_resilience,dendritic_shunting,test,all_populations,exact_soma_blockwise_per_soma,8.0,7.4153626441955565,0.06315313267989864,5,10.5,0.0,5,10.5,0.0,5,9.575024604797363,0.07731161606695428,5,10.5,0.0,5,10.500000953674316,0.0,5,0.3267539978027344,0.0042129066531199685,5,0.2237381073038076,0.05019524652644229,5,0.4067142797634006,0.03866520871995202,5,0.10315140217059685,0.023937244898936755,5,0.4336949220092114,0.24109720357949033,5
noise_resilience,dendritic_shunting,test,population_0,approx_direct_code_per_soma,0.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.0796820547226297,0.049180410389815445,5,0.08227317236363887,0.061478590825399554,5,0.07674645273790957,0.05033773767705891,5,0.09998662176584107,0.04329018782632175,5
noise_resilience,dendritic_shunting,test,population_0,approx_direct_code_per_soma,0.25,1.041825795173645,0.0012046970728002942,5,1.0451906442642211,0.0014178258989863215,5,1.089871597290039,0.0025279406007100275,5,1.0558631420135498,0.0016513327907531356,5,1.0550266981124878,0.0016618841903578738,5,1.093053936958313,0.002845370699104986,5,0.0,0.0,5,0.0797239860915449,0.04939629355597105,5,0.08229554645717144,0.06160883479870668,5,0.07714863171918752,0.05055404732174733,5,0.09718218039435586,0.04205757341474064,5
noise_resilience,dendritic_shunting,test,population_0,approx_direct_code_per_soma,0.5,1.0894482851028442,0.002746561717477314,5,1.094662618637085,0.0031103922045448715,5,1.1975056409835816,0.006096408543446966,5,1.1194669723510742,0.003775130534896049,5,1.116467046737671,0.003723131727069348,5,1.2052201509475708,0.006907966706903573,5,0.0,0.0,5,0.07976001299870203,0.049642427150335344,5,0.08231476999819279,0.061752007253674676,5,0.07753173077028579,0.050780432546343804,5,0.09418545824368495,0.0407493918198645,5
noise_resilience,dendritic_shunting,test,population_0,approx_direct_code_per_soma,1.0,1.2086248874664307,0.007444412096730732,5,1.2091421365737915,0.007588841501162351,5,1.4923439502716065,0.0188734201970702,5,1.2786202430725098,0.010299211439626605,5,1.2636715412139892,0.009544969730375089,5,1.5165715217590332,0.02178186844561451,5,0.0,0.0,5,0.07979858483136651,0.05026779184851947,5,0.08233535148203372,0.06209322732882586,5,0.0782086944889659,0.051299290500928026,5,0.08750104684672491,0.03787616310040296,5
noise_resilience,dendritic_shunting,test,population_0,approx_direct_code_per_soma,2.0,1.670451283454895,0.04061679532029503,5,1.5290856838226319,0.0242628302581765,5,2.943977165222168,0.14473239377561004,5,1.8947827100753785,0.05759266689598408,5,1.7165453672409057,0.035290918712826184,5,3.1437209606170655,0.18340184683960714,5,7.171630859375e-05,4.3694522287830666e-05,5,0.07899066160369916,0.05334848633898092,5,0.08190425299108028,0.06358626381694465,5,0.07821044037692733,0.053980552863058466,5,0.06950242479081198,0.030795226486141823,5
noise_resilience,dendritic_shunting,test,population_0,approx_direct_code_per_soma,4.0,7.809362411499023,0.39630367234954766,5,3.2560955047607423,0.2193814250530117,5,20.0,0.0,5,10.103833198547363,0.53736239100464,5,6.147257614135742,0.9223073365479177,5,20.000001907348633,0.0,5,0.2710479736328125,0.023197130724818278,5,0.06672330761852255,0.05565793188455252,5,0.07535853477194907,0.06367157064123652,5,0.05920455733145287,0.052748853220399676,5,0.015027581844229237,0.008339095994178473,5
noise_resilience,dendritic_shunting,test,population_0,approx_direct_code_per_soma,8.0,13.830725288391113,0.12630626535979728,5,20.0,0.0,5,20.0,0.0,5,18.150049209594727,0.15462323213390855,5,20.0,0.0,5,20.000001907348633,0.0,5,0.6535079956054688,0.008425813306239937,5,0.07546278089041492,0.054421134873089916,5,0.0800218166410923,0.06433519509672803,5,0.06920470543517299,0.048826909853296956,5,0.007196644389885848,0.003076069444626814,5
noise_resilience,dendritic_shunting,test,population_0,exact_soma_blockwise_per_soma,0.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.18305093212811596,0.056527962348903164,5,0.18964224815368652,0.04618135263703328,5,0.1764251016763661,0.05510052825290473,5,3.8143594552261746,2.5396604536155913,5
noise_resilience,dendritic_shunting,test,population_0,exact_soma_blockwise_per_soma,0.25,1.041825795173645,0.0012046970728002942,5,1.0451906442642211,0.0014178258989863215,5,1.089871597290039,0.0025279406007100275,5,1.0558631420135498,0.0016513327907531356,5,1.0550266981124878,0.0016618841903578738,5,1.093053936958313,0.002845370699104986,5,0.0,0.0,5,0.183370171850896,0.056243351757952205,5,0.189812590777874,0.046052510413506456,5,0.17737147163423875,0.0554916247096902,5,3.7123560365098682,2.479410600795011,5
noise_resilience,dendritic_shunting,test,population_0,exact_soma_blockwise_per_soma,0.5,1.0894482851028442,0.002746561717477314,5,1.094662618637085,0.0031103922045448715,5,1.1975056409835816,0.006096408543446966,5,1.1194669723510742,0.003775130534896049,5,1.116467046737671,0.003723131727069348,5,1.2052201509475708,0.006907966706903573,5,0.0,0.0,5,0.18368141012457737,0.055933486780546486,5,0.1899786639213562,0.04591157631248813,5,0.17827817574263627,0.05587411932884373,5,3.6022851882166456,2.412094405782265,5
noise_resilience,dendritic_shunting,test,population_0,exact_soma_blockwise_per_soma,1.0,1.2086248874664307,0.007444412096730732,5,1.2091421365737915,0.007588841501162351,5,1.4923439502716065,0.0188734201970702,5,1.2786202430725098,0.010299211439626605,5,1.2636715412139892,0.009544969730375089,5,1.5165715217590332,0.02178186844561451,5,0.0,0.0,5,0.18423693778885314,0.05523248021609533,5,0.19027508705854418,0.04558804941264771,5,0.17988965993046596,0.05661805506077523,5,3.35258651300932,2.2506907121037463,5
noise_resilience,dendritic_shunting,test,population_0,exact_soma_blockwise_per_soma,2.0,1.670451283454895,0.04061679532029503,5,1.5290856838226319,0.0242628302581765,5,2.943977165222168,0.14473239377561004,5,1.8947827100753785,0.05759266689598408,5,1.7165453672409057,0.035290918712826184,5,3.1437209606170655,0.18340184683960714,5,7.171630859375e-05,4.3694522287830666e-05,5,0.1834136458697072,0.05352834285159753,5,0.1898357880115509,0.04483391700089921,5,0.17996156480277278,0.05826284931168064,5,2.648459143377725,1.7385095496641585,5
noise_resilience,dendritic_shunting,test,population_0,exact_soma_blockwise_per_soma,4.0,7.809362411499023,0.39630367234954766,5,3.2560955047607423,0.2193814250530117,5,20.0,0.0,5,10.103833198547363,0.53736239100464,5,6.147257614135742,0.9223073365479177,5,20.000001907348633,0.0,5,0.2710479736328125,0.023197130724818278,5,0.1588917356240322,0.040617291650633325,5,0.17675118029117584,0.04021667797714755,5,0.13906989299864536,0.05070822477388393,5,0.5454232570804614,0.3112732430208865,5
noise_resilience,dendritic_shunting,test,population_0,exact_soma_blockwise_per_soma,8.0,13.830725288391113,0.12630626535979728,5,20.0,0.0,5,20.0,0.0,5,18.150049209594727,0.15462323213390855,5,20.0,0.0,5,20.000001907348633,0.0,5,0.6535079956054688,0.008425813306239937,5,0.17993537751991912,0.05125481438468377,5,0.18797982424497603,0.04471291031519645,5,0.16259363500489493,0.061414410150941984,5,0.28313821220771473,0.2060732429366102,5
noise_resilience,dendritic_shunting,test,population_1,approx_direct_code_per_soma,0.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.10008525091973901,0.05447913012613226,5,0.09272707824905714,0.05550843038702427,5,0.010827491951967683,0.010253272018065699,5,0.41311097665552854,0.30178666094723383,5
noise_resilience,dendritic_shunting,test,population_1,approx_direct_code_per_soma,0.25,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.10008525091973901,0.05447913012613226,5,0.09272707824905714,0.05550843038702427,5,0.010827491951967683,0.010253272018065699,5,0.41311097665552854,0.30178666094723383,5
noise_resilience,dendritic_shunting,test,population_1,approx_direct_code_per_soma,0.5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.10008525091973901,0.05447913012613226,5,0.09272707824905714,0.05550843038702427,5,0.010827491951967683,0.010253272018065699,5,0.41311097665552854,0.30178666094723383,5
noise_resilience,dendritic_shunting,test,population_1,approx_direct_code_per_soma,1.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.10008525091973901,0.05447913012613226,5,0.09272707824905714,0.05550843038702427,5,0.010827491951967683,0.010253272018065699,5,0.41311097665552854,0.30178666094723383,5
noise_resilience,dendritic_shunting,test,population_1,approx_direct_code_per_soma,2.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.10008525091973901,0.05447913012613226,5,0.09272707824905714,0.05550843038702427,5,0.010827491951967683,0.010253272018065699,5,0.41311097665552854,0.30178666094723383,5
noise_resilience,dendritic_shunting,test,population_1,approx_direct_code_per_soma,4.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.10008525091973901,0.05447913012613226,5,0.09272707824905714,0.05550843038702427,5,0.010827491951967683,0.010253272018065699,5,0.41311097665552854,0.30178666094723383,5
noise_resilience,dendritic_shunting,test,population_1,approx_direct_code_per_soma,8.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.10008525091973901,0.05447913012613226,5,0.09272707824905714,0.05550843038702427,5,0.010827491951967683,0.010253272018065699,5,0.41311097665552854,0.30178666094723383,5
