dataset,network_type,split,analysis_scope,source_feedback,removal_fraction,parent_gain_ratio_mean_mean,parent_gain_ratio_mean_std,parent_gain_ratio_mean_count,parent_gain_ratio_q50_mean,parent_gain_ratio_q50_std,parent_gain_ratio_q50_count,parent_gain_ratio_q95_mean,parent_gain_ratio_q95_std,parent_gain_ratio_q95_count,distal_path_gain_ratio_mean_mean,distal_path_gain_ratio_mean_std,distal_path_gain_ratio_mean_count,distal_path_gain_ratio_q50_mean,distal_path_gain_ratio_q50_std,distal_path_gain_ratio_q50_count,distal_path_gain_ratio_q95_mean,distal_path_gain_ratio_q95_std,distal_path_gain_ratio_q95_count,parent_total_clipped_fraction_mean,parent_total_clipped_fraction_std,parent_total_clipped_fraction_count,branch_numel_weighted_cosine_mean,branch_numel_weighted_cosine_std,branch_numel_weighted_cosine_count,branch_macro_cosine_mean,branch_macro_cosine_std,branch_macro_cosine_count,branch_concatenated_cosine_mean,branch_concatenated_cosine_std,branch_concatenated_cosine_count,branch_local_target_norm_ratio_mean,branch_local_target_norm_ratio_std,branch_local_target_norm_ratio_count
noise_resilience,dendritic_shunting,test,population_1,exact_soma_blockwise_per_soma,0.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.7574509799133227,0.042675891196094086,5,0.7712717056274414,0.030141146131739672,5,0.11325068351110223,0.030094932929917228,5,4.046784427250865,1.6350366427683065,5
noise_resilience,dendritic_shunting,test,population_1,exact_soma_blockwise_per_soma,0.25,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.7574509799133227,0.042675891196094086,5,0.7712717056274414,0.030141146131739672,5,0.11325068351110223,0.030094932929917228,5,4.046784427250865,1.6350366427683065,5
noise_resilience,dendritic_shunting,test,population_1,exact_soma_blockwise_per_soma,0.5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.7574509799133227,0.042675891196094086,5,0.7712717056274414,0.030141146131739672,5,0.11325068351110223,0.030094932929917228,5,4.046784427250865,1.6350366427683065,5
noise_resilience,dendritic_shunting,test,population_1,exact_soma_blockwise_per_soma,1.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.7574509799133227,0.042675891196094086,5,0.7712717056274414,0.030141146131739672,5,0.11325068351110223,0.030094932929917228,5,4.046784427250865,1.6350366427683065,5
noise_resilience,dendritic_shunting,test,population_1,exact_soma_blockwise_per_soma,2.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.7574509799133227,0.042675891196094086,5,0.7712717056274414,0.030141146131739672,5,0.11325068351110223,0.030094932929917228,5,4.046784427250865,1.6350366427683065,5
noise_resilience,dendritic_shunting,test,population_1,exact_soma_blockwise_per_soma,4.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.7574509799133227,0.042675891196094086,5,0.7712717056274414,0.030141146131739672,5,0.11325068351110223,0.030094932929917228,5,4.046784427250865,1.6350366427683065,5
noise_resilience,dendritic_shunting,test,population_1,exact_soma_blockwise_per_soma,8.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.7574509799133227,0.042675891196094086,5,0.7712717056274414,0.030141146131739672,5,0.11325068351110223,0.030094932929917228,5,4.046784427250865,1.6350366427683065,5
noise_resilience,dendritic_shunting,train,all_populations,approx_direct_code_per_soma,0.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.9999999880790711,1.6323404239048808e-08,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.04630349153080826,0.030445720938811184,5,0.03937368207843974,0.034469293742495924,5,0.014887467614800429,0.01343402181141782,5,0.24395294689268016,0.11168104065980011,5
noise_resilience,dendritic_shunting,train,all_populations,approx_direct_code_per_soma,0.25,1.0212417125701905,0.0005139803482550044,5,1.023114836215973,0.0006085656686890101,5,1.0452357530593872,0.0010952249748686087,5,1.0283554196357727,0.0007294631747309459,5,1.0279818534851075,0.0007532822727807694,5,1.0467968702316284,0.0012365407387967,5,0.0,0.0,5,0.04636382296512696,0.03086977475038965,5,0.03939545346656814,0.034610077518094445,5,0.01507918995057515,0.013821443439526529,5,0.23954715735987672,0.10980988991391186,5
noise_resilience,dendritic_shunting,train,all_populations,approx_direct_code_per_soma,0.5,1.0454602599143983,0.0011734404153056566,5,1.0484718203544616,0.0013379492029218453,5,1.099475908279419,0.0026443435041439544,5,1.0606823444366456,0.0016671647818727136,5,1.059283447265625,0.0016899236929422538,5,1.1032646298408508,0.0030055426528026877,5,0.0,0.0,5,0.04640199483654822,0.03133756012413626,5,0.03940922828624025,0.034765245199449915,5,0.015262095671404043,0.014254485267270783,5,0.23464089774167318,0.10771110864865187,5
noise_resilience,dendritic_shunting,train,all_populations,approx_direct_code_per_soma,1.0,1.1062175631523132,0.003190273603180567,5,1.1073583245277405,0.0032807629793268557,5,1.248407769203186,0.008212133708886363,5,1.1417646884918213,0.0045453938514353675,5,1.134529423713684,0.00434697661675942,5,1.2603435039520263,0.009508447704377396,5,0.0,0.0,5,0.046363597917651676,0.032442037995596806,5,0.03939537225523963,0.03513064622091438,5,0.015566731543480011,0.015301932821090719,5,0.22291132651231488,0.10261747643940747,5
noise_resilience,dendritic_shunting,train,all_populations,approx_direct_code_per_soma,2.0,1.3438263297080995,0.017541430125914026,5,1.2734968662261963,0.010637038294610058,5,1.989009404182434,0.06384011098474172,5,1.4582836627960205,0.02538522846583888,5,1.3682536482810974,0.016237777882754136,5,2.088897371292114,0.08125323717957063,5,3.96728515625e-05,1.956311249535841e-05,5,0.04472322970920891,0.03583478930664111,5,0.03880342390621081,0.0362158020761162,5,0.015127400286562901,0.01881943963229735,5,0.1854512928863748,0.0854462922813423,5
noise_resilience,dendritic_shunting,train,all_populations,approx_direct_code_per_soma,4.0,4.513579416275024,0.16997234434783476,5,2.2113735914230346,0.10381897736462407,5,10.5,0.0,5,5.693672561645508,0.23821113435656904,5,3.8412847995758055,0.4698375375311627,5,10.500000953674316,0.0,5,0.14111251831054689,0.009803344257093808,5,0.03645137896534983,0.03487665580641394,5,0.03581841824343428,0.035964201948289455,5,0.009597080116494627,0.02130510038935763,5,0.039581642734239794,0.018455192432322003,5
noise_resilience,dendritic_shunting,train,all_populations,approx_direct_code_per_soma,8.0,7.472288990020752,0.048175131207660246,5,10.5,0.0,5,10.5,0.0,5,9.647799873352051,0.06383883626334604,5,10.5,0.0,5,10.500000953674316,0.0,5,0.33040313720703124,0.003200373458167325,5,0.04912517193958591,0.03347402141767979,5,0.04039192240452394,0.03560673813024171,5,0.01845204861642055,0.017575349071423624,5,0.02221945115578023,0.010604814651259157,5
noise_resilience,dendritic_shunting,train,all_populations,exact_soma_blockwise_per_soma,0.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.9999999880790711,1.6323404239048808e-08,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.206029799462067,0.07061078361962939,5,0.3809240793809295,0.05662451763192544,5,0.11774660508969317,0.04180019268161341,5,4.476556258565591,1.3334145745156192,5
noise_resilience,dendritic_shunting,train,all_populations,exact_soma_blockwise_per_soma,0.25,1.0212417125701905,0.0005139803482550044,5,1.023114836215973,0.0006085656686890101,5,1.0452357530593872,0.0010952249748686087,5,1.0283554196357727,0.0007294631747309459,5,1.0279818534851075,0.0007532822727807694,5,1.0467968702316284,0.0012365407387967,5,0.0,0.0,5,0.2063679002591893,0.0709866811622033,5,0.3810460874810815,0.0567213243625791,5,0.11819829724363413,0.04165641500644753,5,4.396100551161572,1.3148589567346531,5
noise_resilience,dendritic_shunting,train,all_populations,exact_soma_blockwise_per_soma,0.5,1.0454602599143983,0.0011734404153056566,5,1.0484718203544616,0.0013379492029218453,5,1.099475908279419,0.0026443435041439544,5,1.0606823444366456,0.0016671647818727136,5,1.059283447265625,0.0016899236929422538,5,1.1032646298408508,0.0030055426528026877,5,0.0,0.0,5,0.20669739815202132,0.07137885917956825,5,0.3811649911105633,0.056820128291520944,5,0.11860892974609785,0.04148315208594197,5,4.306333636258346,1.2932320144005178,5
noise_resilience,dendritic_shunting,train,all_populations,exact_soma_blockwise_per_soma,1.0,1.1062175631523132,0.003190273603180567,5,1.1073583245277405,0.0032807629793268557,5,1.248407769203186,0.008212133708886363,5,1.1417646884918213,0.0045453938514353675,5,1.134529423713684,0.00434697661675942,5,1.2603435039520263,0.009508447704377396,5,0.0,0.0,5,0.20727920058900723,0.07220772329318337,5,0.3813749421387911,0.05701848968385159,5,0.11921305828378273,0.04101812735240561,5,4.091066266456553,1.2373465681390934,5
noise_resilience,dendritic_shunting,train,all_populations,exact_soma_blockwise_per_soma,2.0,1.3438263297080995,0.017541430125914026,5,1.2734968662261963,0.010637038294610058,5,1.989009404182434,0.06384011098474172,5,1.4582836627960205,0.02538522846583888,5,1.3682536482810974,0.016237777882754136,5,2.088897371292114,0.08125323717957063,5,3.96728515625e-05,1.956311249535841e-05,5,0.20669995677664285,0.07396575097188968,5,0.38116591442376374,0.057288294096233774,5,0.11752256801972547,0.03925717117709091,5,3.4010567280980637,1.0252968161588176,5
noise_resilience,dendritic_shunting,train,all_populations,exact_soma_blockwise_per_soma,4.0,4.513579416275024,0.16997234434783476,5,2.2113735914230346,0.10381897736462407,5,10.5,0.0,5,5.693672561645508,0.23821113435656904,5,3.8412847995758055,0.4698375375311627,5,10.500000953674316,0.0,5,0.14111251831054689,0.009803344257093808,5,0.18375587115407166,0.06409200139356429,5,0.3728862406685948,0.05387089666121397,5,0.07737952672009075,0.027567114784964934,5,0.7208120365392539,0.18396040715169987,5
noise_resilience,dendritic_shunting,train,all_populations,exact_soma_blockwise_per_soma,8.0,7.472288990020752,0.048175131207660246,5,10.5,0.0,5,10.5,0.0,5,9.647799873352051,0.06383883626334604,5,10.5,0.0,5,10.500000953674316,0.0,5,0.33040313720703124,0.003200373458167325,5,0.20650607760243983,0.07444194111015708,5,0.3810959505848587,0.05806206389678914,5,0.09096709344535095,0.0336465843512707,5,0.4125171626458889,0.14753128576699695,5
