dataset,network_type,split,feedback_family,relative_step,field_cosine_mean,field_cosine_std,field_cosine_count,field_scaled_capture_mean,field_scaled_capture_std,field_scaled_capture_count,field_scaled_residual_mean,field_scaled_residual_std,field_scaled_residual_count,field_to_exact_norm_ratio_mean,field_to_exact_norm_ratio_std,field_to_exact_norm_ratio_count,gradient_cosine_mean,gradient_cosine_std,gradient_cosine_count,gradient_scaled_capture_mean,gradient_scaled_capture_std,gradient_scaled_capture_count,gradient_scaled_residual_mean,gradient_scaled_residual_std,gradient_scaled_residual_count,gradient_to_exact_norm_ratio_mean,gradient_to_exact_norm_ratio_std,gradient_to_exact_norm_ratio_count,norm_matched_loss_decrease_mean,norm_matched_loss_decrease_std,norm_matched_loss_decrease_count,norm_matched_fraction_of_exact_mean,norm_matched_fraction_of_exact_std,norm_matched_fraction_of_exact_count,norm_matched_is_descent_mean,norm_matched_is_descent_std,norm_matched_is_descent_count
mnist,dendritic_additive,test,ancestry_available,1e-06,0.25316565423700055,0.05026948999065914,5,0.06611443575619688,0.02598344785515709,5,0.9663023545253763,0.013477939499284537,5,17.449930652164177,4.233618101993632,5,0.28334359461369346,0.057731785926838974,5,0.0829498941518112,0.03675162588359272,5,0.9574694925101321,0.019438259971605726,5,4.895253471819214,2.0421313520258897,5,0.0002288520336151123,0.00017025242801317614,5,0.28058801759203256,0.0611150004149445,5,1.0,0.0,5
mnist,dendritic_additive,test,ancestry_available,1e-05,0.25316565423700055,0.05026948999065914,5,0.06611443575619688,0.02598344785515709,5,0.9663023545253763,0.013477939499284537,5,17.449930652164177,4.233618101993632,5,0.28334359461369346,0.057731785926838974,5,0.0829498941518112,0.03675162588359272,5,0.9574694925101321,0.019438259971605726,5,4.895253471819214,2.0421313520258897,5,0.002413967251777649,0.0016872023727591545,5,0.3511333962251737,0.17682466583345213,5,1.0,0.0,5
mnist,dendritic_additive,test,ancestry_available,0.0001,0.25316565423700055,0.05026948999065914,5,0.06611443575619688,0.02598344785515709,5,0.9663023545253763,0.013477939499284537,5,17.449930652164177,4.233618101993632,5,0.28334359461369346,0.057731785926838974,5,0.0829498941518112,0.03675162588359272,5,0.9574694925101321,0.019438259971605726,5,4.895253471819214,2.0421313520258897,5,0.017552113533020018,0.00622113573516564,5,0.5878610086521178,0.27907641987322696,5,1.0,0.0,5
mnist,dendritic_additive,test,ancestry_available,0.001,0.25316565423700055,0.05026948999065914,5,0.06611443575619688,0.02598344785515709,5,0.9663023545253763,0.013477939499284537,5,17.449930652164177,4.233618101993632,5,0.28334359461369346,0.057731785926838974,5,0.0829498941518112,0.03675162588359272,5,0.9574694925101321,0.019438259971605726,5,4.895253471819214,2.0421313520258897,5,0.07228034138679504,0.00887925022275778,5,0.7760823125395824,0.16036307632046176,5,1.0,0.0,5
mnist,dendritic_additive,test,ancestry_exact_soma,1e-06,0.25316565336114294,0.05026948271687434,5,0.06611443575619688,0.02598344785515709,5,0.9663023545253763,0.013477939499284537,5,17.449930308436407,4.233618268554407,5,0.28334359916204177,0.05773178527578901,5,0.0829499218413996,0.036751606942074716,5,0.9574694782087159,0.019438250221208427,5,4.895253280324088,2.0421312977649597,5,0.0002288520336151123,0.00017025242801317614,5,0.28058801759203256,0.0611150004149445,5,1.0,0.0,5
mnist,dendritic_additive,test,ancestry_exact_soma,1e-05,0.25316565336114294,0.05026948271687434,5,0.06611443575619688,0.02598344785515709,5,0.9663023545253763,0.013477939499284537,5,17.449930308436407,4.233618268554407,5,0.28334359916204177,0.05773178527578901,5,0.0829499218413996,0.036751606942074716,5,0.9574694782087159,0.019438250221208427,5,4.895253280324088,2.0421312977649597,5,0.002413967251777649,0.0016872023727591545,5,0.3511333962251737,0.17682466583345213,5,1.0,0.0,5
mnist,dendritic_additive,test,ancestry_exact_soma,0.0001,0.25316565336114294,0.05026948271687434,5,0.06611443575619688,0.02598344785515709,5,0.9663023545253763,0.013477939499284537,5,17.449930308436407,4.233618268554407,5,0.28334359916204177,0.05773178527578901,5,0.0829499218413996,0.036751606942074716,5,0.9574694782087159,0.019438250221208427,5,4.895253280324088,2.0421312977649597,5,0.017552113533020018,0.00622113573516564,5,0.5878610086521178,0.27907641987322696,5,1.0,0.0,5
mnist,dendritic_additive,test,ancestry_exact_soma,0.001,0.25316565336114294,0.05026948271687434,5,0.06611443575619688,0.02598344785515709,5,0.9663023545253763,0.013477939499284537,5,17.449930308436407,4.233618268554407,5,0.28334359916204177,0.05773178527578901,5,0.0829499218413996,0.036751606942074716,5,0.9574694782087159,0.019438250221208427,5,4.895253280324088,2.0421312977649597,5,0.07228035032749176,0.008879247650441022,5,0.7760823935490717,0.16036299009680338,5,1.0,0.0,5
mnist,dendritic_additive,test,exact_transport,1e-06,1.0000000418087527,8.047072773489077e-08,5,0.9999999999999932,6.773270407953566e-15,5,6.339172477990087e-08,5.938120744265644e-08,5,1.0,0.0,5,0.8215245209476535,0.10422234433578197,5,0.6835922734281831,0.16886723124581693,5,0.5447899838849437,0.15657107024630942,5,0.14485880579349178,0.024152833704142455,5,0.000639498233795166,0.0003952120923839617,5,0.8182459178978629,0.10035424425869235,5,1.0,0.0,5
mnist,dendritic_additive,test,exact_transport,1e-05,1.0000000418087527,8.047072773489077e-08,5,0.9999999999999932,6.773270407953566e-15,5,6.339172477990087e-08,5.938120744265644e-08,5,1.0,0.0,5,0.8215245209476535,0.10422234433578197,5,0.6835922734281831,0.16886723124581693,5,0.5447899838849437,0.15657107024630942,5,0.14485880579349178,0.024152833704142455,5,0.006578469276428222,0.003385190163316347,5,0.9606811580828459,0.27481342862876756,5,1.0,0.0,5
mnist,dendritic_additive,test,exact_transport,0.0001,1.0000000418087527,8.047072773489077e-08,5,0.9999999999999932,6.773270407953566e-15,5,6.339172477990087e-08,5.938120744265644e-08,5,1.0,0.0,5,0.8215245209476535,0.10422234433578197,5,0.6835922734281831,0.16886723124581693,5,0.5447899838849437,0.15657107024630942,5,0.14485880579349178,0.024152833704142455,5,0.03164880871772766,0.002133419101056951,5,1.030206967885998,0.0842455561053489,5,1.0,0.0,5
mnist,dendritic_additive,test,exact_transport,0.001,1.0000000418087527,8.047072773489077e-08,5,0.9999999999999932,6.773270407953566e-15,5,6.339172477990087e-08,5.938120744265644e-08,5,1.0,0.0,5,0.8215245209476535,0.10422234433578197,5,0.6835922734281831,0.16886723124581693,5,0.5447899838849437,0.15657107024630942,5,0.14485880579349178,0.024152833704142455,5,0.09289278686046601,0.018000122034852527,5,0.9732852725211959,0.0675189431095281,5,1.0,0.0,5
mnist,dendritic_additive,test,global_scalar_available,1e-06,0.05211200339742215,0.022471382270260902,5,0.0031196400665744585,0.0020001555556713973,5,0.998438559794636,0.0010014044128748944,5,1.3927660731797005,0.35124142723956675,5,0.08525847489500364,0.08060770074598583,5,0.01246701494481819,0.014090363759833769,5,0.9937266209196391,0.007105273641611181,5,0.3586287231465181,0.08803271275253188,5,7.135868072509766e-05,8.382725966653558e-05,5,0.0843613559768206,0.08206682766341541,5,0.8,0.4472135954999579,5
mnist,dendritic_additive,test,global_scalar_available,1e-05,0.05211200339742215,0.022471382270260902,5,0.0031196400665744585,0.0020001555556713973,5,0.998438559794636,0.0010014044128748944,5,1.3927660731797005,0.35124142723956675,5,0.08525847489500364,0.08060770074598583,5,0.01246701494481819,0.014090363759833769,5,0.9937266209196391,0.007105273641611181,5,0.3586287231465181,0.08803271275253188,5,0.000724184513092041,0.000959156976427498,5,0.11645259683058122,0.11861482752663038,5,0.8,0.4472135954999579,5
mnist,dendritic_additive,test,global_scalar_available,0.0001,0.05211200339742215,0.022471382270260902,5,0.0031196400665744585,0.0020001555556713973,5,0.998438559794636,0.0010014044128748944,5,1.3927660731797005,0.35124142723956675,5,0.08525847489500364,0.08060770074598583,5,0.01246701494481819,0.014090363759833769,5,0.9937266209196391,0.007105273641611181,5,0.3586287231465181,0.08803271275253188,5,0.005916115641593933,0.003999542360714268,5,0.2061509743170395,0.16919327301881665,5,1.0,0.0,5
mnist,dendritic_additive,test,global_scalar_available,0.001,0.05211200339742215,0.022471382270260902,5,0.0031196400665744585,0.0020001555556713973,5,0.998438559794636,0.0010014044128748944,5,1.3927660731797005,0.35124142723956675,5,0.08525847489500364,0.08060770074598583,5,0.01246701494481819,0.014090363759833769,5,0.9937266209196391,0.007105273641611181,5,0.3586287231465181,0.08803271275253188,5,0.01594526171684265,0.005235398226089619,5,0.16781516243783717,0.05580789454648118,5,1.0,0.0,5
mnist,dendritic_additive,test,submitted_mw,1e-06,0.05211200339742215,0.022471382270260902,5,0.0031196400665744585,0.0020001555556713973,5,0.998438559794636,0.0010014044128748944,5,1.3927660731797005,0.35124142723956675,5,0.08525847489500364,0.08060770074598583,5,0.01246701494481819,0.014090363759833769,5,0.9937266209196391,0.007105273641611181,5,0.3586287231465181,0.08803271275253188,5,7.135868072509766e-05,8.382725966653558e-05,5,0.0843613559768206,0.08206682766341541,5,0.8,0.4472135954999579,5
mnist,dendritic_additive,test,submitted_mw,1e-05,0.05211200339742215,0.022471382270260902,5,0.0031196400665744585,0.0020001555556713973,5,0.998438559794636,0.0010014044128748944,5,1.3927660731797005,0.35124142723956675,5,0.08525847489500364,0.08060770074598583,5,0.01246701494481819,0.014090363759833769,5,0.9937266209196391,0.007105273641611181,5,0.3586287231465181,0.08803271275253188,5,0.000724184513092041,0.000959156976427498,5,0.11645259683058122,0.11861482752663038,5,0.8,0.4472135954999579,5
mnist,dendritic_additive,test,submitted_mw,0.0001,0.05211200339742215,0.022471382270260902,5,0.0031196400665744585,0.0020001555556713973,5,0.998438559794636,0.0010014044128748944,5,1.3927660731797005,0.35124142723956675,5,0.08525847489500364,0.08060770074598583,5,0.01246701494481819,0.014090363759833769,5,0.9937266209196391,0.007105273641611181,5,0.3586287231465181,0.08803271275253188,5,0.005916115641593933,0.003999542360714268,5,0.2061509743170395,0.16919327301881665,5,1.0,0.0,5
mnist,dendritic_additive,test,submitted_mw,0.001,0.05211200339742215,0.022471382270260902,5,0.0031196400665744585,0.0020001555556713973,5,0.998438559794636,0.0010014044128748944,5,1.3927660731797005,0.35124142723956675,5,0.08525847489500364,0.08060770074598583,5,0.01246701494481819,0.014090363759833769,5,0.9937266209196391,0.007105273641611181,5,0.3586287231465181,0.08803271275253188,5,0.01594526171684265,0.005235398226089619,5,0.16781516243783717,0.05580789454648118,5,1.0,0.0,5
mnist,dendritic_additive,train,ancestry_available,1e-06,0.2484196877391081,0.039806171580328835,5,0.06297997762467637,0.020762189312987695,5,0.9679500342900071,0.010767630501730043,5,17.287404880550184,3.495138765153294,5,0.3407371925876267,0.04556169349225694,5,0.11776259351816476,0.03346774205437795,5,0.9391365206363578,0.018027828795759097,5,4.863931426326827,1.2064993332601943,5,0.00021169185638427734,5.221988322425174e-05,5,0.34154617110051716,0.04397884922127311,5,1.0,0.0,5
