dataset,network_type,split,feedback_family,relative_step,field_cosine_mean,field_cosine_std,field_cosine_count,field_scaled_capture_mean,field_scaled_capture_std,field_scaled_capture_count,field_scaled_residual_mean,field_scaled_residual_std,field_scaled_residual_count,field_to_exact_norm_ratio_mean,field_to_exact_norm_ratio_std,field_to_exact_norm_ratio_count,gradient_cosine_mean,gradient_cosine_std,gradient_cosine_count,gradient_scaled_capture_mean,gradient_scaled_capture_std,gradient_scaled_capture_count,gradient_scaled_residual_mean,gradient_scaled_residual_std,gradient_scaled_residual_count,gradient_to_exact_norm_ratio_mean,gradient_to_exact_norm_ratio_std,gradient_to_exact_norm_ratio_count,norm_matched_loss_decrease_mean,norm_matched_loss_decrease_std,norm_matched_loss_decrease_count,norm_matched_fraction_of_exact_mean,norm_matched_fraction_of_exact_std,norm_matched_fraction_of_exact_count,norm_matched_is_descent_mean,norm_matched_is_descent_std,norm_matched_is_descent_count
mnist,dendritic_additive,train,ancestry_available,1e-05,0.2484196877391081,0.039806171580328835,5,0.06297997762467637,0.020762189312987695,5,0.9679500342900071,0.010767630501730043,5,17.287404880550184,3.495138765153294,5,0.3407371925876267,0.04556169349225694,5,0.11776259351816476,0.03346774205437795,5,0.9391365206363578,0.018027828795759097,5,4.863931426326827,1.2064993332601943,5,0.002062678337097168,0.0005109929974432901,5,0.35511558306004154,0.03681371105874155,5,1.0,0.0,5
mnist,dendritic_additive,train,ancestry_available,0.0001,0.2484196877391081,0.039806171580328835,5,0.06297997762467637,0.020762189312987695,5,0.9679500342900071,0.010767630501730043,5,17.287404880550184,3.495138765153294,5,0.3407371925876267,0.04556169349225694,5,0.11776259351816476,0.03346774205437795,5,0.9391365206363578,0.018027828795759097,5,4.863931426326827,1.2064993332601943,5,0.018516290187835693,0.004346204954694626,5,0.537904394963866,0.09576714963655907,5,1.0,0.0,5
mnist,dendritic_additive,train,ancestry_available,0.001,0.2484196877391081,0.039806171580328835,5,0.06297997762467637,0.020762189312987695,5,0.9679500342900071,0.010767630501730043,5,17.287404880550184,3.495138765153294,5,0.3407371925876267,0.04556169349225694,5,0.11776259351816476,0.03346774205437795,5,0.9391365206363578,0.018027828795759097,5,4.863931426326827,1.2064993332601943,5,0.09262004494667053,0.014763128289084234,5,0.8368622510688452,0.18116664248395653,5,1.0,0.0,5
mnist,dendritic_additive,train,ancestry_exact_soma,1e-06,0.24841967939633242,0.039806153370096915,5,0.06297995019608416,0.02076217649177931,5,0.9679500485167617,0.01076762394369842,5,17.28740581014164,3.495139943072221,5,0.34073717433038947,0.04556170814851153,5,0.11776259351816476,0.03346774205437795,5,0.9391365206363578,0.018027828795759097,5,4.863931523681297,1.2064992459286528,5,0.00021169185638427734,5.221988322425174e-05,5,0.34154617110051716,0.04397884922127311,5,1.0,0.0,5
mnist,dendritic_additive,train,ancestry_exact_soma,1e-05,0.24841967939633242,0.039806153370096915,5,0.06297995019608416,0.02076217649177931,5,0.9679500485167617,0.01076762394369842,5,17.28740581014164,3.495139943072221,5,0.34073717433038947,0.04556170814851153,5,0.11776259351816476,0.03346774205437795,5,0.9391365206363578,0.018027828795759097,5,4.863931523681297,1.2064992459286528,5,0.002062678337097168,0.0005109929974432901,5,0.35511558306004154,0.03681371105874155,5,1.0,0.0,5
mnist,dendritic_additive,train,ancestry_exact_soma,0.0001,0.24841967939633242,0.039806153370096915,5,0.06297995019608416,0.02076217649177931,5,0.9679500485167617,0.01076762394369842,5,17.28740581014164,3.495139943072221,5,0.34073717433038947,0.04556170814851153,5,0.11776259351816476,0.03346774205437795,5,0.9391365206363578,0.018027828795759097,5,4.863931523681297,1.2064992459286528,5,0.018516290187835693,0.004346225560854125,5,0.5379043510564435,0.09576764693424818,5,1.0,0.0,5
mnist,dendritic_additive,train,ancestry_exact_soma,0.001,0.24841967939633242,0.039806153370096915,5,0.06297995019608416,0.02076217649177931,5,0.9679500485167617,0.01076762394369842,5,17.28740581014164,3.495139943072221,5,0.34073717433038947,0.04556170814851153,5,0.11776259351816476,0.03346774205437795,5,0.9391365206363578,0.018027828795759097,5,4.863931523681297,1.2064992459286528,5,0.09262003898620605,0.014763133189474876,5,0.8368621981224023,0.1811666791533882,5,1.0,0.0,5
mnist,dendritic_additive,train,exact_transport,1e-06,0.9999999929826412,6.865279319819395e-08,5,0.9999999999999923,5.192889437426173e-15,5,7.696939986549138e-08,4.5403320063270895e-08,5,1.0,0.0,5,0.8687961769372926,0.08193469279743235,5,0.7601774698883983,0.14286605201361316,5,0.4686438543834953,0.15888465887312309,5,0.1533680866469307,0.026282246859356484,5,0.0005470633506774903,0.00016579360821935348,5,0.8730812631861369,0.07867325353656889,5,1.0,0.0,5
mnist,dendritic_additive,train,exact_transport,1e-05,0.9999999929826412,6.865279319819395e-08,5,0.9999999999999923,5.192889437426173e-15,5,7.696939986549138e-08,4.5403320063270895e-08,5,1.0,0.0,5,0.8687961769372926,0.08193469279743235,5,0.7601774698883983,0.14286605201361316,5,0.4686438543834953,0.15888465887312309,5,0.1533680866469307,0.026282246859356484,5,0.005377870798110962,0.0015984201893454763,5,0.9178552125604996,0.06340757089170405,5,1.0,0.0,5
mnist,dendritic_additive,train,exact_transport,0.0001,0.9999999929826412,6.865279319819395e-08,5,0.9999999999999923,5.192889437426173e-15,5,7.696939986549138e-08,4.5403320063270895e-08,5,1.0,0.0,5,0.8687961769372926,0.08193469279743235,5,0.7601774698883983,0.14286605201361316,5,0.4686438543834953,0.15888465887312309,5,0.1533680866469307,0.026282246859356484,5,0.03563334345817566,0.004888782737727353,5,1.0418587303035192,0.0969092184189441,5,1.0,0.0,5
mnist,dendritic_additive,train,exact_transport,0.001,0.9999999929826412,6.865279319819395e-08,5,0.9999999999999923,5.192889437426173e-15,5,7.696939986549138e-08,4.5403320063270895e-08,5,1.0,0.0,5,0.8687961769372926,0.08193469279743235,5,0.7601774698883983,0.14286605201361316,5,0.4686438543834953,0.15888465887312309,5,0.1533680866469307,0.026282246859356484,5,0.11289456188678741,0.020616451998764218,5,0.9967224417777937,0.06968369247065741,5,1.0,0.0,5
mnist,dendritic_additive,train,global_scalar_available,1e-06,0.06299719075708127,0.01866932707362241,5,0.0042475059580699085,0.0021841261514778114,5,0.9978735070710503,0.0010942621101022768,5,1.6501410484607675,0.4047002268977621,5,0.07047530655386158,0.035020807981341266,5,0.005947979911796986,0.005257959478096455,5,0.9970187825121453,0.0026380405138994867,5,0.5066988943291261,0.1169489832059365,5,4.1812658309936523e-05,1.6460947960152692e-05,5,0.070378676205484,0.034050914371177875,5,1.0,0.0,5
mnist,dendritic_additive,train,global_scalar_available,1e-05,0.06299719075708127,0.01866932707362241,5,0.0042475059580699085,0.0021841261514778114,5,0.9978735070710503,0.0010942621101022768,5,1.6501410484607675,0.4047002268977621,5,0.07047530655386158,0.035020807981341266,5,0.005947979911796986,0.005257959478096455,5,0.9970187825121453,0.0026380405138994867,5,0.5066988943291261,0.1169489832059365,5,0.000437241792678833,0.00014859286210491975,5,0.07577590259447767,0.025249234633667766,5,1.0,0.0,5
mnist,dendritic_additive,train,global_scalar_available,0.0001,0.06299719075708127,0.01866932707362241,5,0.0042475059580699085,0.0021841261514778114,5,0.9978735070710503,0.0010942621101022768,5,1.6501410484607675,0.4047002268977621,5,0.07047530655386158,0.035020807981341266,5,0.005947979911796986,0.005257959478096455,5,0.9970187825121453,0.0026380405138994867,5,0.5066988943291261,0.1169489832059365,5,0.0042215526103973385,0.0032863334546412285,5,0.12760344973436483,0.09575569200621316,5,0.8,0.4472135954999579,5
mnist,dendritic_additive,train,global_scalar_available,0.001,0.06299719075708127,0.01866932707362241,5,0.0042475059580699085,0.0021841261514778114,5,0.9978735070710503,0.0010942621101022768,5,1.6501410484607675,0.4047002268977621,5,0.07047530655386158,0.035020807981341266,5,0.005947979911796986,0.005257959478096455,5,0.9970187825121453,0.0026380405138994867,5,0.5066988943291261,0.1169489832059365,5,0.025118535757064818,0.01514489788902601,5,0.22500779313117086,0.1481288532593299,5,1.0,0.0,5
mnist,dendritic_additive,train,submitted_mw,1e-06,0.06299719075708127,0.01866932707362241,5,0.0042475059580699085,0.0021841261514778114,5,0.9978735070710503,0.0010942621101022768,5,1.6501410484607675,0.4047002268977621,5,0.07047530655386158,0.035020807981341266,5,0.005947979911796986,0.005257959478096455,5,0.9970187825121453,0.0026380405138994867,5,0.5066988943291261,0.1169489832059365,5,4.1812658309936523e-05,1.6460947960152692e-05,5,0.070378676205484,0.034050914371177875,5,1.0,0.0,5
mnist,dendritic_additive,train,submitted_mw,1e-05,0.06299719075708127,0.01866932707362241,5,0.0042475059580699085,0.0021841261514778114,5,0.9978735070710503,0.0010942621101022768,5,1.6501410484607675,0.4047002268977621,5,0.07047530655386158,0.035020807981341266,5,0.005947979911796986,0.005257959478096455,5,0.9970187825121453,0.0026380405138994867,5,0.5066988943291261,0.1169489832059365,5,0.000437241792678833,0.00014859286210491975,5,0.07577590259447767,0.025249234633667766,5,1.0,0.0,5
mnist,dendritic_additive,train,submitted_mw,0.0001,0.06299719075708127,0.01866932707362241,5,0.0042475059580699085,0.0021841261514778114,5,0.9978735070710503,0.0010942621101022768,5,1.6501410484607675,0.4047002268977621,5,0.07047530655386158,0.035020807981341266,5,0.005947979911796986,0.005257959478096455,5,0.9970187825121453,0.0026380405138994867,5,0.5066988943291261,0.1169489832059365,5,0.0042215526103973385,0.0032863334546412285,5,0.12760344973436483,0.09575569200621316,5,0.8,0.4472135954999579,5
mnist,dendritic_additive,train,submitted_mw,0.001,0.06299719075708127,0.01866932707362241,5,0.0042475059580699085,0.0021841261514778114,5,0.9978735070710503,0.0010942621101022768,5,1.6501410484607675,0.4047002268977621,5,0.07047530655386158,0.035020807981341266,5,0.005947979911796986,0.005257959478096455,5,0.9970187825121453,0.0026380405138994867,5,0.5066988943291261,0.1169489832059365,5,0.025118535757064818,0.01514489788902601,5,0.22500779313117086,0.1481288532593299,5,1.0,0.0,5
mnist,dendritic_additive,valid,ancestry_available,1e-06,0.23712289657157712,0.05523392420567334,5,0.058667903333021076,0.02686467413196731,5,0.9701431940503232,0.013887031036905294,5,16.513165779708412,5.00268889666241,5,0.3778645003342865,0.07918502099409142,5,0.14779779913683638,0.06201517534797085,5,0.9226496935039877,0.03390693034176345,5,4.873083742565992,0.9447983083965104,5,0.00014374256134033203,0.00018943751594396294,5,0.25436281713324804,0.33554740617604073,5,0.8,0.4472135954999579,5
mnist,dendritic_additive,valid,ancestry_available,1e-05,0.23712289657157712,0.05523392420567334,5,0.058667903333021076,0.02686467413196731,5,0.9701431940503232,0.013887031036905294,5,16.513165779708412,5.00268889666241,5,0.3778645003342865,0.07918502099409142,5,0.14779779913683638,0.06201517534797085,5,0.9226496935039877,0.03390693034176345,5,4.873083742565992,0.9447983083965104,5,0.0019878000020980835,0.0005490637117215832,5,0.39205587585591917,0.09575129757755432,5,1.0,0.0,5
mnist,dendritic_additive,valid,ancestry_available,0.0001,0.23712289657157712,0.05523392420567334,5,0.058667903333021076,0.02686467413196731,5,0.9701431940503232,0.013887031036905294,5,16.513165779708412,5.00268889666241,5,0.3778645003342865,0.07918502099409142,5,0.14779779913683638,0.06201517534797085,5,0.9226496935039877,0.03390693034176345,5,4.873083742565992,0.9447983083965104,5,0.0172502338886261,0.006491381461819735,5,0.5385204514573326,0.11782390270060436,5,1.0,0.0,5
mnist,dendritic_additive,valid,ancestry_available,0.001,0.23712289657157712,0.05523392420567334,5,0.058667903333021076,0.02686467413196731,5,0.9701431940503232,0.013887031036905294,5,16.513165779708412,5.00268889666241,5,0.3778645003342865,0.07918502099409142,5,0.14779779913683638,0.06201517534797085,5,0.9226496935039877,0.03390693034176345,5,4.873083742565992,0.9447983083965104,5,0.07442836165428161,0.02092883998747192,5,0.8792699203124835,0.14601251404459195,5,1.0,0.0,5
mnist,dendritic_additive,valid,ancestry_exact_soma,1e-06,0.23712289606417522,0.05523394456765561,5,0.058667903333021076,0.02686467413196731,5,0.9701431940503232,0.013887031036905294,5,16.513166370103516,5.0026892582565665,5,0.37786451890810224,0.07918501558920947,5,0.14779777119399745,0.06201515727331154,5,0.9226497089317963,0.033906920644502944,5,4.873083820928905,0.9447982990175041,5,0.00014374256134033203,0.00018943751594396294,5,0.25436281713324804,0.33554740617604073,5,0.8,0.4472135954999579,5
mnist,dendritic_additive,valid,ancestry_exact_soma,1e-05,0.23712289606417522,0.05523394456765561,5,0.058667903333021076,0.02686467413196731,5,0.9701431940503232,0.013887031036905294,5,16.513166370103516,5.0026892582565665,5,0.37786451890810224,0.07918501558920947,5,0.14779777119399745,0.06201515727331154,5,0.9226497089317963,0.033906920644502944,5,4.873083820928905,0.9447982990175041,5,0.0019878000020980835,0.0005490637117215832,5,0.39205587585591917,0.09575129757755432,5,1.0,0.0,5
mnist,dendritic_additive,valid,ancestry_exact_soma,0.0001,0.23712289606417522,0.05523394456765561,5,0.058667903333021076,0.02686467413196731,5,0.9701431940503232,0.013887031036905294,5,16.513166370103516,5.0026892582565665,5,0.37786451890810224,0.07918501558920947,5,0.14779777119399745,0.06201515727331154,5,0.9226497089317963,0.033906920644502944,5,4.873083820928905,0.9447982990175041,5,0.0172502338886261,0.006491381461819735,5,0.5385204514573326,0.11782390270060436,5,1.0,0.0,5
mnist,dendritic_additive,valid,ancestry_exact_soma,0.001,0.23712289606417522,0.05523394456765561,5,0.058667903333021076,0.02686467413196731,5,0.9701431940503232,0.013887031036905294,5,16.513166370103516,5.0026892582565665,5,0.37786451890810224,0.07918501558920947,5,0.14779777119399745,0.06201515727331154,5,0.9226497089317963,0.033906920644502944,5,4.873083820928905,0.9447982990175041,5,0.0744283676147461,0.02092884045374634,5,0.8792699969313977,0.146012490964535,5,1.0,0.0,5
mnist,dendritic_additive,valid,exact_transport,1e-06,1.0000000431623137,7.286316928092372e-08,5,0.9999999999999929,7.0634531758423925e-15,5,6.491952508490314e-08,6.067735193488182e-08,5,1.0,0.0,5,0.8629634740763766,0.07353932984172105,5,0.7490324000472756,0.12918146279373863,5,0.48326974184691096,0.14755489049818243,5,0.14168161271772514,0.02054193422119004,5,0.0004966676235198975,7.222944860859297e-05,5,0.8791748049972732,0.05960525870818047,5,1.0,0.0,5
mnist,dendritic_additive,valid,exact_transport,1e-05,1.0000000431623137,7.286316928092372e-08,5,0.9999999999999929,7.0634531758423925e-15,5,6.491952508490314e-08,6.067735193488182e-08,5,1.0,0.0,5,0.8629634740763766,0.07353932984172105,5,0.7490324000472756,0.12918146279373863,5,0.48326974184691096,0.14755489049818243,5,0.14168161271772514,0.02054193422119004,5,0.004770112037658691,0.0007620953169081246,5,0.9446905133063023,0.14610240363309226,5,1.0,0.0,5
mnist,dendritic_additive,valid,exact_transport,0.0001,1.0000000431623137,7.286316928092372e-08,5,0.9999999999999929,7.0634531758423925e-15,5,6.491952508490314e-08,6.067735193488182e-08,5,1.0,0.0,5,0.8629634740763766,0.07353932984172105,5,0.7490324000472756,0.12918146279373863,5,0.48326974184691096,0.14755489049818243,5,0.14168161271772514,0.02054193422119004,5,0.03297441601753235,0.008887964055593037,5,1.0362696237275135,0.10581952529496332,5,1.0,0.0,5
mnist,dendritic_additive,valid,exact_transport,0.001,1.0000000431623137,7.286316928092372e-08,5,0.9999999999999929,7.0634531758423925e-15,5,6.491952508490314e-08,6.067735193488182e-08,5,1.0,0.0,5,0.8629634740763766,0.07353932984172105,5,0.7490324000472756,0.12918146279373863,5,0.48326974184691096,0.14755489049818243,5,0.14168161271772514,0.02054193422119004,5,0.09021845012903214,0.03570721686037794,5,1.0252991118433017,0.025978530122139566,5,1.0,0.0,5
mnist,dendritic_additive,valid,global_scalar_available,1e-06,0.04949139526354788,0.027529425864193834,5,0.0030556230880611768,0.0023278603272582116,5,0.9984704752430436,0.0011656435290605977,5,1.353141278641894,0.41547088615654015,5,0.0855462314928633,0.03527876341715048,5,0.008313796325935052,0.006516762742592892,5,0.9958301161309693,0.0032755687760248797,5,0.3777775737524333,0.06665704329264738,5,-1.9621849060058593e-05,0.00018282292219502886,5,-0.0378950133909194,0.32398472804744743,5,0.8,0.4472135954999579,5
mnist,dendritic_additive,valid,global_scalar_available,1e-05,0.04949139526354788,0.027529425864193834,5,0.0030556230880611768,0.0023278603272582116,5,0.9984704752430436,0.0011656435290605977,5,1.353141278641894,0.41547088615654015,5,0.0855462314928633,0.03527876341715048,5,0.008313796325935052,0.006516762742592892,5,0.9958301161309693,0.0032755687760248797,5,0.3777775737524333,0.06665704329264738,5,0.0003926008939743042,0.0003777571690475974,5,0.07291254991245613,0.07167678249643261,5,0.8,0.4472135954999579,5
