panel,source,architecture,arm,multiplier,metric,mean,ci_low,ci_high,n,positive,rate_policy,stage,index,seed,test_accuracy,test_cross_entropy,validation_cross_entropy,selection_validation_loss,best_epoch,final_epoch_valid_loss,epochs,initialized_model_sha256,initialized_core_sha256,final_core_sha256,final_model_sha256,decoder_only_core_unchanged,total_parameters,active_synapses,runtime_commit,elapsed_seconds,execution_stage,contrast,checkpoint,coordinate,basis
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,neuron_shared,1.0,,,,,,,selected,fresh,24.0,50304.0,0.9718999862670898,0.0972556993365287,0.0960941687226295,0.0960941700140635,90.0,0.1253108423948288,180.0,65b226df48a5fefdf60578d18274473764a03d56a75e0db564e9a13aba8a583f,782200c8f1bd856e5b3330f928a574670f9a14bd9fe611859cff39f34e020518,78aa0edbad92611f9f48a32b921ee5930f4a13695bceb2796402b4e3eb037e0f,800138885e21c0dc63b8994e8266613176479ef631ce4107c7de4b1938e6393f,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,260.2467806970235,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,neuron_shared,1.0,,,,,,,selected,fresh,25.0,50305.0,0.9711999893188475,0.0965250879526138,0.1023254171013832,0.1023254177172978,95.0,0.148166362841924,180.0,90f62c5bd1b18f546c4bf9b9029244de91ea71ae1f7c98022eaddf0915613f81,d35efa6aecdb7bcad8cecc1f7134ebb30a6ffde79a745cd42a8a50fe97f24712,e3e8c2b8ac741d818664cfc6c4022da3e8efc0fa519b7d05fdcbbd31cccba9aa,226b1fc94ca0b513704a12ae1847fbfbe126980e3a6a03aedc3476b2ff2d13b2,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,261.4971794770099,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,neuron_shared,1.0,,,,,,,selected,fresh,26.0,50306.0,0.971299946308136,0.0967357158660888,0.1021646186709404,0.1021646144986152,88.0,0.148196840763092,180.0,4cc0e29dc0113a548bb932848af5f13fd4b9e9a70a010f6f144c1bc02426b6b0,3db71d78500557117db228d48c7ef0f00f78b846484000e629bf005b113f67e4,debfcd1c9a366d049bc68a9dbe6a6a9d1a9b149deb1f076cc97deb949c5dd85c,83ac05a6a048d884823e33d392533d476c12738d0879c940343872c2c79f8d1c,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,261.8117170829792,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,neuron_shared,1.0,,,,,,,selected,fresh,27.0,50307.0,0.9720999598503112,0.0971960797905922,0.1041359230875969,0.1041359272003173,88.0,0.1480426495869954,180.0,47f2e4599e79a253ef09924d823903706f4fbc20f32e9e12a6aba9bcc06cd223,f962b9e618459200f10d2c96c91a8ec71ebc51fa226952b2fa71dadd79fea773,68d0dcfda428c614654f4efed179abebd66e60ce622e674b1ba1d74b9a0266ed,3ed0d33f3f23c88966d9b1ceb70e76310e998136073464adcdc17c524877a992,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,260.4520195730729,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,neuron_shared,1.0,,,,,,,selected,fresh,28.0,50308.0,0.9709999561309814,0.0993889272212982,0.0946978777647018,0.0946978807648023,105.0,0.1262669737339019,180.0,de9c7ea5b8e0a5bacb070f2e388bf2bdaad9068f73bd9ebc5c5765c4950947ad,8d44514ef8822f5846b8f9b7c00d1285ab895ae2b8948a5806a4ee05f745ce54,98e9d993159b20d4536af499a657399b91cf6751b40f15420e14cecf67ea1018,e657f3bf3687f0311cdbc1440ecfe85f37256df7ff5c3ff02ec5b0b7949d1340,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,261.4673235719092,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,neuron_shared,1.0,,,,,,,selected,fresh,29.0,50309.0,0.9685999751091005,0.1005042493343353,0.1068907231092453,0.1068907311509052,82.0,0.153778852413098,180.0,4c05196f3955a0101a16d21941617a82efeb56f2eff4afa71bba95e3da480eb3,3d7370bfb3014bd67e0f63fa2f18c25ee7153e135dae2b29f3341ee28cb5dcbc,9e52586abf407536b902b35705a4cf8debf0c6ed74da9371a0e8932d0d07785f,57735eda5b69accf790ba3591cae0675daaa7242c563dd3524be8ea3964759d8,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,234.07097021699883,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,3.0,,,,,,,selected,fresh,40.0,50300.0,0.9718999862670898,0.0909539684653282,0.0995200052857399,0.0995200079282124,26.0,0.232870578289032,180.0,18e643254f01cad3414b508b3b80152de051aec9cc36a1929818663ae8cf00f7,efc6ac1240c12dd1c6d735684ffe203b045c62528ca8db863b0a37a508533077,7cd5e89edd249cb88caf6491f3a0b298115a05f9134c9a38b7e007a97858761b,2732c543a2508ebded1377717c5ddd19313ba5923f5ee629c734c5b0aaa9a294,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,245.24721454805692,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,3.0,,,,,,,selected,fresh,41.0,50301.0,0.9714999794960022,0.0970159471035003,0.1044907718896865,0.1044907817145188,28.0,0.2302949579755465,180.0,df80e605c54913f9a4292defd442f450fcaa737305d521f5d2db8640a5c07892,6d1b2f33d89285822ca4f8bd12e31254ad64365844216d5560887d5c8516e21e,392973a59c567ae0b3c4d9e5b0f2b9b5e54d83e3b33ca9d9dd63cefa30283691,996fa4976c87992316e42e141cbee97169d72154bf003dd746d6349f31cbc74d,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,246.32844052300788,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,3.0,,,,,,,selected,fresh,42.0,50302.0,0.9720999598503112,0.095379926264286,0.1069319620728492,0.106931965748469,26.0,0.2402484410603841,180.0,008284e706b586d5b411e3141773a5cc7c7bcb35f0c5c3ac3ba604ea90fb2119,51c88895cad28c6fbd3e8741d8ff295d4b1465a898e7f2038239a0afec6de6eb,0c5dd778b05505a198802073449e40030d3868b37cc5fdad8a24e8f0dedc4325,836e87042bd00e39091f22fa16404ed19bfc800d4ff7c95f114bad955727e962,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,243.6892207749188,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,3.0,,,,,,,selected,fresh,43.0,50303.0,0.9704999923706056,0.0962135270237922,0.097224660217762,0.0972246564428011,24.0,0.2122190944949785,180.0,a24678286959651fb8682a48ff022b088727eb4f398e423411d740c3c49c05f9,5118ad459713239569287c9e6fe0d21750baec6f4c122be4c464a9084e23cbc9,99added734120f00369f915f800f8d52523556814c8383cf4aae312d94caf6ef,73551dea42c188fe24cc683f0c3f7923f296402805fb3c2b306197e80aa779c3,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,241.37991026800591,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,3.0,,,,,,,selected,fresh,44.0,50304.0,0.9732999801635742,0.0917285159230232,0.096473827958107,0.0964738272825876,30.0,0.2108480408986409,180.0,65b226df48a5fefdf60578d18274473764a03d56a75e0db564e9a13aba8a583f,782200c8f1bd856e5b3330f928a574670f9a14bd9fe611859cff39f34e020518,863346a0f244da3206079c8ab23a72f1e5ac00a4a5ce03a4ae14e612f7fc870b,8932ed11d9beac193422c8aa91385e41f28945808f0320da6bb26b225e9e1318,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,241.63221709092613,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,3.0,,,,,,,selected,fresh,45.0,50305.0,0.9727999567985536,0.0956817269325256,0.1060742139816284,0.1060742277304331,23.0,0.2473505448500315,180.0,90f62c5bd1b18f546c4bf9b9029244de91ea71ae1f7c98022eaddf0915613f81,d35efa6aecdb7bcad8cecc1f7134ebb30a6ffde79a745cd42a8a50fe97f24712,448b9e8d96857a062aaa8c97e385a5e277f78fe12a979ed5078ee388613e897c,e9876984cfc9355c8de8d25b8bf067a31878506135efc5edaf805bbcf2984088,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,243.30494427203664,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,3.0,,,,,,,selected,fresh,46.0,50306.0,0.974299967288971,0.0920559391379356,0.1035844087600708,0.1035844143827756,28.0,0.220091571966807,180.0,4cc0e29dc0113a548bb932848af5f13fd4b9e9a70a010f6f144c1bc02426b6b0,3db71d78500557117db228d48c7ef0f00f78b846484000e629bf005b113f67e4,5612c5e4838cc0ccdbdaa7e616e611baaa0cc7be659d26af51af529b81754e41,7682714e1d43027e39f2fbf7343717aea607b450b91fe1cd7a592da46a4732e9,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,245.52546769101173,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,3.0,,,,,,,selected,fresh,47.0,50307.0,0.9711999893188475,0.0961228907108306,0.0990544855594635,0.0990544799764951,29.0,0.22653204925855,180.0,47f2e4599e79a253ef09924d823903706f4fbc20f32e9e12a6aba9bcc06cd223,f962b9e618459200f10d2c96c91a8ec71ebc51fa226952b2fa71dadd79fea773,f711fe8356b1bfff55c1ae763710e65e78ad0cb39abd54bc9bf5339d4f880d4e,546c126dadbd3672a34a97dad9f30fd1d2e29e2464f552f7134e0ff26ee1fc78,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,241.0843759130221,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,3.0,,,,,,,selected,fresh,48.0,50308.0,0.9724999666213988,0.0915020033717155,0.096877783536911,0.0968777785897254,27.0,0.2085143573880195,180.0,de9c7ea5b8e0a5bacb070f2e388bf2bdaad9068f73bd9ebc5c5765c4950947ad,8d44514ef8822f5846b8f9b7c00d1285ab895ae2b8948a5806a4ee05f745ce54,786c3d24433db76f2c91d52d01e220c69ba9a40600817f45390cefec2580d191,d933fdd344420b040d5f83b73b22de9c4f068a8ddbaf930c4e594a5c897e43d0,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,243.58470100001432,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,3.0,,,,,,,selected,fresh,49.0,50309.0,0.972599983215332,0.0968572124838829,0.1080088689923286,0.1080088705668846,29.0,0.2320099468926588,180.0,4c05196f3955a0101a16d21941617a82efeb56f2eff4afa71bba95e3da480eb3,3d7370bfb3014bd67e0f63fa2f18c25ee7153e135dae2b29f3341ee28cb5dcbc,0698cb39b9fb8c7ad5829a2e5835fa2d7f2503984f619342edc79ec9736fd05c,a3c44da1be81f83275d6db421bb8abeb89f25d76e78d5fd4140c7abeb61a02d5,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,242.9357625299599,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,exact_path,1.0,,,,,,,selected,fresh,50.0,50300.0,0.9722999930381776,0.0902673602104187,0.095923401415348,0.0959234087367852,76.0,0.1816949090957641,180.0,18e643254f01cad3414b508b3b80152de051aec9cc36a1929818663ae8cf00f7,efc6ac1240c12dd1c6d735684ffe203b045c62528ca8db863b0a37a508533077,0b05443488940368a0aecf45aef0746db80e736b7ae03932f8ffc80c71146910,d17602db06825344f7ba35564243ace2a8ebcc313e3e8ecde5a94f5483d91e67,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,388.7949870309094,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,exact_path,1.0,,,,,,,selected,fresh,51.0,50301.0,0.9690999984741212,0.0980641692876815,0.1045876890420913,0.104587682634592,64.0,0.2021812851031621,180.0,df80e605c54913f9a4292defd442f450fcaa737305d521f5d2db8640a5c07892,6d1b2f33d89285822ca4f8bd12e31254ad64365844216d5560887d5c8516e21e,c71b87e94d202ce08e6fc37ec5bf9acfbd68e5a656af214658037afdada1b828,748773e0b1465dbc8b89f6b6c1ebcacb8d4590b40280b14354c1480c012b50dd,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,241.3188912619371,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,exact_path,1.0,,,,,,,selected,fresh,52.0,50302.0,0.972000002861023,0.0978223755955696,0.1006958484649658,0.100695846358935,76.0,0.1885809434652328,180.0,008284e706b586d5b411e3141773a5cc7c7bcb35f0c5c3ac3ba604ea90fb2119,51c88895cad28c6fbd3e8741d8ff295d4b1465a898e7f2038239a0afec6de6eb,dcd51c512209bb7db1e48e06c16de320980a13704ac55a328439ed7b80a880b7,01ea5ce4a8ec412fdbb07981efb1b6341eb4f9c9dc3152e95b36a04acb489fe1,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,241.83681158197575,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,exact_path,1.0,,,,,,,selected,fresh,53.0,50303.0,0.9726999998092652,0.0925164297223091,0.096266821026802,0.0962668228348096,69.0,0.1886723461151123,180.0,a24678286959651fb8682a48ff022b088727eb4f398e423411d740c3c49c05f9,5118ad459713239569287c9e6fe0d21750baec6f4c122be4c464a9084e23cbc9,2ace7f8cd247560df4399d8d4e0a5e031f378fea6310c0ffc5d611f0bc6c076c,18f2bfe88efc3d819075e4b6fd3894258421a4d359c0fdaf43f4fe89fcbb3107,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,240.3813827680424,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,exact_path,1.0,,,,,,,selected,fresh,54.0,50304.0,0.9727999567985536,0.0886944532394409,0.0949425846338272,0.0949425837198893,72.0,0.1738481957912445,180.0,65b226df48a5fefdf60578d18274473764a03d56a75e0db564e9a13aba8a583f,782200c8f1bd856e5b3330f928a574670f9a14bd9fe611859cff39f34e020518,0474116a0a85c265cb331781881e0b34e4b7cb1fdaf440d458e0b5175e900845,449bd334866ab281f7ef29bdf2725c58666e87db26bf29159a448b627cce8a4a,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,242.94492044404612,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,exact_path,1.0,,,,,,,selected,fresh,55.0,50305.0,0.9717999696731568,0.0943708419799804,0.1025646552443504,0.102564668615659,69.0,0.189323526819547,180.0,90f62c5bd1b18f546c4bf9b9029244de91ea71ae1f7c98022eaddf0915613f81,d35efa6aecdb7bcad8cecc1f7134ebb30a6ffde79a745cd42a8a50fe97f24712,df4f356868bed6487f822758a6cc0171ca2c71fb0f2df76aa9f2c757a56fdb76,ded68c3503d3411ef2d078a10c14f65deddb250b32cfe627b6c68133b0918e01,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,240.02194790309292,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,exact_path,1.0,,,,,,,selected,fresh,56.0,50306.0,0.9704999923706056,0.097914271056652,0.1029539555311203,0.1029539624651273,73.0,0.1971602852741877,180.0,4cc0e29dc0113a548bb932848af5f13fd4b9e9a70a010f6f144c1bc02426b6b0,3db71d78500557117db228d48c7ef0f00f78b846484000e629bf005b113f67e4,02c174f71e67e59924824b21ccf04b2af65173781543b8d7ef5b44c7fd3c56a6,00831e4e49b30cb8ef2327b19c02462e65ceef8b5513ca6646182a7a785272bb,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,242.43560384807645,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,exact_path,1.0,,,,,,,selected,fresh,57.0,50307.0,0.971299946308136,0.0946728438138961,0.0975055322051048,0.0975055409272511,69.0,0.1852493452231089,180.0,47f2e4599e79a253ef09924d823903706f4fbc20f32e9e12a6aba9bcc06cd223,f962b9e618459200f10d2c96c91a8ec71ebc51fa226952b2fa71dadd79fea773,1b0b5049a7502d18541e489cfe84e78a2813cbd3e9f7333942805a50668a1452,34521444c6dbe3bf59dbacfa4cfffdde781ce3d04314aff8f20a03024390a400,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,242.4199046069989,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,exact_path,1.0,,,,,,,selected,fresh,58.0,50308.0,0.9709999561309814,0.0956726148724556,0.09271802008152,0.0927180136243502,73.0,0.1646475580135981,180.0,de9c7ea5b8e0a5bacb070f2e388bf2bdaad9068f73bd9ebc5c5765c4950947ad,8d44514ef8822f5846b8f9b7c00d1285ab895ae2b8948a5806a4ee05f745ce54,60819dc237d09b1eac777c6c619778cec4a377e83e9b0eb2bdb77ead684bea3b,e208333e459f570ed95afe9d3958b204ec668b5192fd4a8266a74750bb6269b2,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,242.1959560540272,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,exact_path,1.0,,,,,,,selected,fresh,59.0,50309.0,0.9698999524116516,0.100890003144741,0.1042578220367431,0.1042578224142392,70.0,0.1994910167555014,180.0,4c05196f3955a0101a16d21941617a82efeb56f2eff4afa71bba95e3da480eb3,3d7370bfb3014bd67e0f63fa2f18c25ee7153e135dae2b29f3341ee28cb5dcbc,8e92278058d78dd1779f7df89f7acc23082b668feae90910f542abec9176bc8e,d48c3d9443dc328ddd3174abf0355730f9179118155dcbe4f4d003e3768a583c,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,243.4001782690175,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,decoder_only,3.0,,,,,,,selected,fresh,70.0,50300.0,0.8162999749183655,0.9146291613578796,0.9352909922599792,0.9352910342216492,180.0,0.9352910342216492,180.0,18e643254f01cad3414b508b3b80152de051aec9cc36a1929818663ae8cf00f7,efc6ac1240c12dd1c6d735684ffe203b045c62528ca8db863b0a37a508533077,efc6ac1240c12dd1c6d735684ffe203b045c62528ca8db863b0a37a508533077,4a601e7d531b2478a2d90f4031b22feec3ec878a5671a40ed1cb568d7ced9dde,True,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,256.4139472739771,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,decoder_only,3.0,,,,,,,selected,fresh,71.0,50301.0,0.7994999885559082,0.9336085915565492,0.9614845514297484,0.9614845779736836,180.0,0.9614845779736836,180.0,df80e605c54913f9a4292defd442f450fcaa737305d521f5d2db8640a5c07892,6d1b2f33d89285822ca4f8bd12e31254ad64365844216d5560887d5c8516e21e,6d1b2f33d89285822ca4f8bd12e31254ad64365844216d5560887d5c8516e21e,bea2aa6b642379a3b118fd4c1cd09cd9728e83c6fb670fd2ded7cfade88d901e,True,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,163.25542908604257,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,decoder_only,3.0,,,,,,,selected,fresh,72.0,50302.0,0.8193999528884888,0.8853704929351807,0.901658535003662,0.9016585728327432,180.0,0.9016585728327432,180.0,008284e706b586d5b411e3141773a5cc7c7bcb35f0c5c3ac3ba604ea90fb2119,51c88895cad28c6fbd3e8741d8ff295d4b1465a898e7f2038239a0afec6de6eb,51c88895cad28c6fbd3e8741d8ff295d4b1465a898e7f2038239a0afec6de6eb,c878347d5d2c7809bdb85434c4665dd1ccda3196bda5c3af19cc05c2989b846b,True,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,163.24236382404342,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,decoder_only,3.0,,,,,,,selected,fresh,73.0,50303.0,0.7998999953269958,0.905832588672638,0.9129440188407898,0.912943974494934,179.0,0.913433082262675,180.0,a24678286959651fb8682a48ff022b088727eb4f398e423411d740c3c49c05f9,5118ad459713239569287c9e6fe0d21750baec6f4c122be4c464a9084e23cbc9,5118ad459713239569287c9e6fe0d21750baec6f4c122be4c464a9084e23cbc9,50ee2989e32bd9ae7062d49d31ff31dabb4636c136e6cb8c6c58807f9db2e0e9,True,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,162.2702733790502,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,decoder_only,3.0,,,,,,,selected,fresh,74.0,50304.0,0.8064999580383301,0.9501176476478576,0.965810239315033,0.965810294151306,180.0,0.965810294151306,180.0,65b226df48a5fefdf60578d18274473764a03d56a75e0db564e9a13aba8a583f,782200c8f1bd856e5b3330f928a574670f9a14bd9fe611859cff39f34e020518,782200c8f1bd856e5b3330f928a574670f9a14bd9fe611859cff39f34e020518,1c39ca456e5bad9652f4cea77a8bc4393fd6258b046264d44cc6e21ca316e6be,True,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,162.22039016894996,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,decoder_only,3.0,,,,,,,selected,fresh,75.0,50305.0,0.8091999888420105,0.9069042801856996,0.917309582233429,0.9173095237414042,180.0,0.9173095237414042,180.0,90f62c5bd1b18f546c4bf9b9029244de91ea71ae1f7c98022eaddf0915613f81,d35efa6aecdb7bcad8cecc1f7134ebb30a6ffde79a745cd42a8a50fe97f24712,d35efa6aecdb7bcad8cecc1f7134ebb30a6ffde79a745cd42a8a50fe97f24712,e7760f2052441a42f8036caceb22deb7c5d072715bfebddaecb926f0f2f7538e,True,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,162.84520820702892,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,decoder_only,3.0,,,,,,,selected,fresh,76.0,50306.0,0.8035999536514282,0.942079484462738,0.965717613697052,0.9657176354726156,180.0,0.9657176354726156,180.0,4cc0e29dc0113a548bb932848af5f13fd4b9e9a70a010f6f144c1bc02426b6b0,3db71d78500557117db228d48c7ef0f00f78b846484000e629bf005b113f67e4,3db71d78500557117db228d48c7ef0f00f78b846484000e629bf005b113f67e4,1fb2b43eff59a57a322467c37ac6acc2b5043afe25df95c187e8fd78db4a6882,True,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,162.89783994597383,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,decoder_only,3.0,,,,,,,selected,fresh,77.0,50307.0,0.805899977684021,0.9194527268409728,0.9404470920562744,0.9404471314748128,179.0,0.943600817044576,180.0,47f2e4599e79a253ef09924d823903706f4fbc20f32e9e12a6aba9bcc06cd223,f962b9e618459200f10d2c96c91a8ec71ebc51fa226952b2fa71dadd79fea773,f962b9e618459200f10d2c96c91a8ec71ebc51fa226952b2fa71dadd79fea773,2061fe57c7cb4dfb8eb0c16e0583ca73100b5e91497b507d794ee38406106cef,True,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,261.47122927801684,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,decoder_only,3.0,,,,,,,selected,fresh,78.0,50308.0,0.8104000091552734,0.8954921364784241,0.9042251706123352,0.904225222269694,179.0,0.9060203534762064,180.0,de9c7ea5b8e0a5bacb070f2e388bf2bdaad9068f73bd9ebc5c5765c4950947ad,8d44514ef8822f5846b8f9b7c00d1285ab895ae2b8948a5806a4ee05f745ce54,8d44514ef8822f5846b8f9b7c00d1285ab895ae2b8948a5806a4ee05f745ce54,8ade5d4d5fb190a329b96eda58b8cd994508c53069fc65067f681b5f52c209f8,True,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,163.05009111692198,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,decoder_only,3.0,,,,,,,selected,fresh,79.0,50309.0,0.8248999714851379,0.8902876973152161,0.9172465801239014,0.9172466416358948,180.0,0.9172466416358948,180.0,4c05196f3955a0101a16d21941617a82efeb56f2eff4afa71bba95e3da480eb3,3d7370bfb3014bd67e0f63fa2f18c25ee7153e135dae2b29f3341ee28cb5dcbc,3d7370bfb3014bd67e0f63fa2f18c25ee7153e135dae2b29f3341ee28cb5dcbc,7a5c79b951d66d77b3947477b52a257a1c91c389f6bf9b38e8bc8e8f51002f98,True,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,163.1832908259239,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,additive,strict_scalar,3.0,,,,,,,selected,fresh,90.0,50300.0,0.8831999897956848,0.3964348137378692,0.3894201517105102,0.3894201614061991,21.0,0.4600210669835408,180.0,6f13dc9ce28b089e286dd0b9c88a2d8303ce62e606c32c1ff480fdb158851dba,0159cd8ba83333d7645709dbf9b18442fd24a5090f23ace1aac42bab16d2f7aa,7e074acade1f0757766779ecbd6a37b6cfd9be4c600c9c7a05c7613a0afb956d,cc9e1e9bf5df32670e12351b2243789bab947fdeff72d234b60b40ccd544b4f1,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,212.96665908605792,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,additive,strict_scalar,3.0,,,,,,,selected,fresh,91.0,50301.0,0.905299961566925,0.3307637572288513,0.3407837152481079,0.3407836953401565,21.0,0.4561506134668986,180.0,62fc5d5c4db96c02b6be9a00d608eaa8b7a2af798a02a5591dafc8ff39f00fcc,9a07d9c3ec34adf1bc105bd06f9e02f1c4f659e2a16c2f523ae34f3417fce17a,4c6387818efef661f91d98b48f1ac79d94a8385b66539a882d400e225d636085,3b9dc00687bafa2780038d99cc08b09f3a594820d0ed230027b1bf676b5dff54,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,209.6156886339886,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,additive,strict_scalar,3.0,,,,,,,selected,fresh,92.0,50302.0,0.9065999984741212,0.3319822251796722,0.3339905142784118,0.3339905032316844,15.0,0.4766036330858866,180.0,ba91b8c750414e3e60277d4f7b59cfabb36c58332d29ebdb53669d374f95aa6c,e537f0718ac074a53f8c69cafbfd87519ad7eddd9da42bec25bf8ff9de66998c,74e89820ae7e7bdc21f054f86dabe28a189e8d0fec97c7177279bc52802ac6e8,852cedf67c0516e8b6d810cc6169dab46dbd3880ef30aa6b8fb734e3b779e7e5,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,211.96872630203143,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,additive,strict_scalar,3.0,,,,,,,selected,fresh,93.0,50303.0,0.8992999792098999,0.3688935339450836,0.3649539053440094,0.3649539048671722,28.0,0.4646778815587362,180.0,675926e8823d6c8d1928d4a5b668b24003fb39b5471c24e680119616be43c070,8f9c64a8c0e68ac60195d977b8849a68f2f5b3365641fb8211d0b293e9135591,f574bf067c4e6cd17da3a914399cb48f6d71b761ef26a575d7711134b5a01213,f962f3e3d891ca36d65715271010993c5e9ff829d3ddcea751228dc10ce095a8,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,339.96551040606573,,,,,
