seed,signal_retention,noise_retention,method,population_loss_after_one_step,expected_population_loss,projected_bp_predicted_better_than_full
7011,0.5,0.75,full_stochastic_bp,0.4842885425,0.5,False
7011,0.5,0.75,bp_plus_route_projection,0.5745642511,0.625,False
7011,0.5,0.75,routed_localca,0.7017474244,0.65,False
7011,0.5,1,full_stochastic_bp,0.7832058801,0.5,False
7011,0.5,1,bp_plus_route_projection,1.03320588,0.75,False
7011,0.5,1,routed_localca,1.192644615,0.775,False
7011,0.75,0.1,full_stochastic_bp,0.4940129107,0.5,True
7011,0.75,0.1,bp_plus_route_projection,0.1602255379,0.175,True
7011,0.75,0.1,routed_localca,0.146409609,0.2,True
7011,0.75,0.25,full_stochastic_bp,0.7516657935,0.5,True
7011,0.75,0.25,bp_plus_route_projection,0.3298454974,0.25,True
7011,0.75,0.25,routed_localca,0.363235488,0.275,True
7011,0.75,0.5,full_stochastic_bp,0.5161304638,0.5,True
7011,0.75,0.5,bp_plus_route_projection,0.247622561,0.375,True
7011,0.75,0.5,routed_localca,0.2342056519,0.4,True
7011,0.75,0.75,full_stochastic_bp,0.3182740822,0.5,False
7011,0.75,0.75,bp_plus_route_projection,0.3212913655,0.5,False
7011,0.75,0.75,routed_localca,0.3370019538,0.525,False
7011,0.75,1,full_stochastic_bp,1.337982814,0.5,False
7011,0.75,1,bp_plus_route_projection,1.462982814,0.625,False
7011,0.75,1,routed_localca,1.591615452,0.65,False
7011,0.9,0.1,full_stochastic_bp,0.3887724404,0.5,True
7011,0.9,0.1,bp_plus_route_projection,0.09263715479,0.1,True
7011,0.9,0.1,routed_localca,0.1192145226,0.125,True
7011,0.9,0.25,full_stochastic_bp,0.8450971664,0.5,True
7011,0.9,0.25,bp_plus_route_projection,0.2432601508,0.175,True
7011,0.9,0.25,routed_localca,0.2559917983,0.2,True
7011,0.9,0.5,full_stochastic_bp,0.4923482836,0.5,True
7011,0.9,0.5,bp_plus_route_projection,0.3249533727,0.3,True
7011,0.9,0.5,routed_localca,0.4189720899,0.325,True
7011,0.9,0.75,full_stochastic_bp,0.4380328456,0.5,True
7011,0.9,0.75,bp_plus_route_projection,0.4254696316,0.425,True
7011,0.9,0.75,routed_localca,0.4757378922,0.45,True
7011,0.9,1,full_stochastic_bp,0.4912509078,0.5,False
7011,0.9,1,bp_plus_route_projection,0.5412509078,0.55,False
7011,0.9,1,routed_localca,0.4829090451,0.575,False
7011,1,0.1,full_stochastic_bp,0.2715765657,0.5,True
7011,1,0.1,bp_plus_route_projection,0.02939722151,0.05,True
7011,1,0.1,routed_localca,0.05207683727,0.075,True
7011,1,0.25,full_stochastic_bp,0.7120172507,0.5,True
7011,1,0.25,bp_plus_route_projection,0.1025692656,0.125,True
7011,1,0.25,routed_localca,0.06054251643,0.15,True
7011,1,0.5,full_stochastic_bp,0.2248503022,0.5,True
7011,1,0.5,bp_plus_route_projection,0.1270021141,0.25,True
7011,1,0.5,routed_localca,0.1394453999,0.275,True
7011,1,0.75,full_stochastic_bp,0.5084148393,0.5,True
7011,1,0.75,bp_plus_route_projection,0.4603702481,0.375,True
7011,1,0.75,routed_localca,0.4736392639,0.4,True
7011,1,1,full_stochastic_bp,0.3671601855,0.5,False
7011,1,1,bp_plus_route_projection,0.3671601855,0.5,False
7011,1,1,routed_localca,0.3635194704,0.525,False
7012,0.25,0.1,full_stochastic_bp,0.512809722,0.5,True
7012,0.25,0.1,bp_plus_route_projection,0.3933118124,0.425,True
7012,0.25,0.1,routed_localca,0.4205268458,0.45,True
7012,0.25,0.25,full_stochastic_bp,0.5174533191,0.5,False
7012,0.25,0.25,bp_plus_route_projection,0.4604901857,0.5,False
7012,0.25,0.25,routed_localca,0.5194484357,0.525,False
7012,0.25,0.5,full_stochastic_bp,0.5969342568,0.5,False
7012,0.25,0.5,bp_plus_route_projection,0.6492157488,0.625,False
7012,0.25,0.5,routed_localca,0.7025915747,0.65,False
7012,0.25,0.75,full_stochastic_bp,0.4860991751,0.5,False
7012,0.25,0.75,bp_plus_route_projection,0.7269469789,0.75,False
7012,0.25,0.75,routed_localca,0.7650231519,0.775,False
7012,0.25,1,full_stochastic_bp,0.1377223766,0.5,False
7012,0.25,1,bp_plus_route_projection,0.5127223766,0.875,False
7012,0.25,1,routed_localca,0.5600246671,0.9,False
7012,0.5,0.1,full_stochastic_bp,0.3900346231,0.5,True
7012,0.5,0.1,bp_plus_route_projection,0.3131429528,0.3,True
7012,0.5,0.1,routed_localca,0.3212041498,0.325,True
7012,0.5,0.25,full_stochastic_bp,0.295412691,0.5,True
7012,0.5,0.25,bp_plus_route_projection,0.3878273268,0.375,True
7012,0.5,0.25,routed_localca,0.4532188752,0.4,True
7012,0.5,0.5,full_stochastic_bp,0.341511603,0.5,False
7012,0.5,0.5,bp_plus_route_projection,0.4611070969,0.5,False
7012,0.5,0.5,routed_localca,0.5047968948,0.525,False
7012,0.5,0.75,full_stochastic_bp,0.5419285627,0.5,False
7012,0.5,0.75,bp_plus_route_projection,0.6724074049,0.625,False
7012,0.5,0.75,routed_localca,0.8239532382,0.65,False
7012,0.5,1,full_stochastic_bp,0.1426582129,0.5,False
7012,0.5,1,bp_plus_route_projection,0.3926582129,0.75,False
7012,0.5,1,routed_localca,0.3717967129,0.775,False
7012,0.75,0.1,full_stochastic_bp,0.5190536144,0.5,True
7012,0.75,0.1,bp_plus_route_projection,0.1493860669,0.175,True
7012,0.75,0.1,routed_localca,0.1613547609,0.2,True
7012,0.75,0.25,full_stochastic_bp,0.4562170095,0.5,True
7012,0.75,0.25,bp_plus_route_projection,0.2582891122,0.25,True
7012,0.75,0.25,routed_localca,0.2674355696,0.275,True
7012,0.75,0.5,full_stochastic_bp,0.5833596667,0.5,True
7012,0.75,0.5,bp_plus_route_projection,0.2600591107,0.375,True
7012,0.75,0.5,routed_localca,0.2489075087,0.4,True
7012,0.75,0.75,full_stochastic_bp,0.3024840734,0.5,False
7012,0.75,0.75,bp_plus_route_projection,0.3748211625,0.5,False
7012,0.75,0.75,routed_localca,0.3696703468,0.525,False
7012,0.75,1,full_stochastic_bp,0.3702723061,0.5,False
7012,0.75,1,bp_plus_route_projection,0.4952723061,0.625,False
7012,0.75,1,routed_localca,0.4479702597,0.65,False
7012,0.9,0.1,full_stochastic_bp,0.6612460357,0.5,True
7012,0.9,0.1,bp_plus_route_projection,0.07036973137,0.1,True
7012,0.9,0.1,routed_localca,0.1078403921,0.125,True
7012,0.9,0.25,full_stochastic_bp,0.2668251262,0.5,True
7012,0.9,0.25,bp_plus_route_projection,0.1296248829,0.175,True
7012,0.9,0.25,routed_localca,0.173356593,0.2,True
7012,0.9,0.5,full_stochastic_bp,0.3059346819,0.5,True
7012,0.9,0.5,bp_plus_route_projection,0.2655677805,0.3,True
7012,0.9,0.5,routed_localca,0.3193071227,0.325,True
7012,0.9,0.75,full_stochastic_bp,0.625584992,0.5,True
7012,0.9,0.75,bp_plus_route_projection,0.6054127222,0.425,True
7012,0.9,0.75,routed_localca,0.5847877166,0.45,True
7012,0.9,1,full_stochastic_bp,0.2494652895,0.5,False
7012,0.9,1,bp_plus_route_projection,0.2994652895,0.55,False
7012,0.9,1,routed_localca,0.3309447562,0.575,False
7012,1,0.1,full_stochastic_bp,0.2705454382,0.5,True
7012,1,0.1,bp_plus_route_projection,0.04718995412,0.05,True
7012,1,0.1,routed_localca,0.06087484877,0.075,True
7012,1,0.25,full_stochastic_bp,0.7376119996,0.5,True
7012,1,0.25,bp_plus_route_projection,0.242114337,0.125,True
7012,1,0.25,routed_localca,0.2532491422,0.15,True
7012,1,0.5,full_stochastic_bp,0.3800626478,0.5,True
7012,1,0.5,bp_plus_route_projection,0.1865790383,0.25,True
7012,1,0.5,routed_localca,0.3059359687,0.275,True
7012,1,0.75,full_stochastic_bp,0.4864884082,0.5,True
7012,1,0.75,bp_plus_route_projection,0.3444923554,0.375,True
7012,1,0.75,routed_localca,0.384080694,0.4,True
7012,1,1,full_stochastic_bp,0.1867194347,0.5,False
7012,1,1,bp_plus_route_projection,0.1867194347,0.5,False
7012,1,1,routed_localca,0.2595651589,0.525,False
7013,0.25,0.1,full_stochastic_bp,0.3006303637,0.5,True
7013,0.25,0.1,bp_plus_route_projection,0.4788006249,0.425,True
7013,0.25,0.1,routed_localca,0.4694738387,0.45,True
7013,0.25,0.25,full_stochastic_bp,0.4374754486,0.5,False
7013,0.25,0.25,bp_plus_route_projection,0.5511751134,0.5,False
7013,0.25,0.25,routed_localca,0.5843093367,0.525,False
7013,0.25,0.5,full_stochastic_bp,0.6873625423,0.5,False
7013,0.25,0.5,bp_plus_route_projection,0.863687041,0.625,False
7013,0.25,0.5,routed_localca,0.861301513,0.65,False
7013,0.25,0.75,full_stochastic_bp,0.1848524756,0.5,False
7013,0.25,0.75,bp_plus_route_projection,0.4304111513,0.75,False
7013,0.25,0.75,routed_localca,0.5178165921,0.775,False
7013,0.25,1,full_stochastic_bp,0.4481923815,0.5,False
7013,0.25,1,bp_plus_route_projection,0.8231923815,0.875,False
7013,0.25,1,routed_localca,0.8213060001,0.9,False
7013,0.5,0.1,full_stochastic_bp,0.3561029344,0.5,True
7013,0.5,0.1,bp_plus_route_projection,0.3027875482,0.3,True
7013,0.5,0.1,routed_localca,0.3106281231,0.325,True
7013,0.5,0.25,full_stochastic_bp,0.3827900597,0.5,True
7013,0.5,0.25,bp_plus_route_projection,0.3089523616,0.375,True
7013,0.5,0.25,routed_localca,0.3063712545,0.4,True
7013,0.5,0.5,full_stochastic_bp,0.4996484394,0.5,False
7013,0.5,0.5,bp_plus_route_projection,0.4539076974,0.5,False
7013,0.5,0.5,routed_localca,0.4329737864,0.525,False
7013,0.5,0.75,full_stochastic_bp,0.3327411314,0.5,False
7013,0.5,0.75,bp_plus_route_projection,0.4975716648,0.625,False
7013,0.5,0.75,routed_localca,0.4382013555,0.65,False
7013,0.5,1,full_stochastic_bp,0.324202575,0.5,False
7013,0.5,1,bp_plus_route_projection,0.574202575,0.75,False
7013,0.5,1,routed_localca,0.6109825339,0.775,False
7013,0.75,0.1,full_stochastic_bp,0.529635625,0.5,True
7013,0.75,0.1,bp_plus_route_projection,0.166737585,0.175,True
7013,0.75,0.1,routed_localca,0.1632224091,0.2,True
7013,0.75,0.25,full_stochastic_bp,0.4228669769,0.5,True
7013,0.75,0.25,bp_plus_route_projection,0.2324467706,0.25,True
7013,0.75,0.25,routed_localca,0.2337933134,0.275,True
7013,0.75,0.5,full_stochastic_bp,0.1959671772,0.5,True
7013,0.75,0.5,bp_plus_route_projection,0.2509548642,0.375,True
7013,0.75,0.5,routed_localca,0.2434945554,0.4,True
7013,0.75,0.75,full_stochastic_bp,0.5085330887,0.5,False
7013,0.75,0.75,bp_plus_route_projection,0.5641056197,0.5,False
7013,0.75,0.75,routed_localca,0.753259274,0.525,False
7013,0.75,1,full_stochastic_bp,0.3020810833,0.5,False
7013,0.75,1,bp_plus_route_projection,0.4270810833,0.625,False
7013,0.75,1,routed_localca,0.4165608533,0.65,False
7013,0.9,0.1,full_stochastic_bp,0.6346558872,0.5,True
7013,0.9,0.1,bp_plus_route_projection,0.1139803336,0.1,True
7013,0.9,0.1,routed_localca,0.1442521774,0.125,True
7013,0.9,0.25,full_stochastic_bp,0.6032064189,0.5,True
7013,0.9,0.25,bp_plus_route_projection,0.09901412782,0.175,True
7013,0.9,0.25,routed_localca,0.1909333115,0.2,True
7013,0.9,0.5,full_stochastic_bp,0.4344724729,0.5,True
7013,0.9,0.5,bp_plus_route_projection,0.3272398359,0.3,True
7013,0.9,0.5,routed_localca,0.3183598638,0.325,True
7013,0.9,0.75,full_stochastic_bp,0.2656409778,0.5,True
7013,0.9,0.75,bp_plus_route_projection,0.2749725718,0.425,True
7013,0.9,0.75,routed_localca,0.3090548045,0.45,True
7013,0.9,1,full_stochastic_bp,1.317886996,0.5,False
7013,0.9,1,bp_plus_route_projection,1.367886996,0.55,False
7013,0.9,1,routed_localca,1.429491592,0.575,False
7013,1,0.1,full_stochastic_bp,0.2919596761,0.5,True
7013,1,0.1,bp_plus_route_projection,0.05501819189,0.05,True
7013,1,0.1,routed_localca,0.08317061479,0.075,True
7013,1,0.25,full_stochastic_bp,0.5562838722,0.5,True
7013,1,0.25,bp_plus_route_projection,0.07020409319,0.125,True
7013,1,0.25,routed_localca,0.1128308869,0.15,True
7013,1,0.5,full_stochastic_bp,0.5841322745,0.5,True
7013,1,0.5,bp_plus_route_projection,0.3371020374,0.25,True
7013,1,0.5,routed_localca,0.4319100916,0.275,True
7013,1,0.75,full_stochastic_bp,0.6013300364,0.5,True
7013,1,0.75,bp_plus_route_projection,0.4990802881,0.375,True
7013,1,0.75,routed_localca,0.4501948181,0.4,True
7013,1,1,full_stochastic_bp,0.550790932,0.5,False
7013,1,1,bp_plus_route_projection,0.550790932,0.5,False
7013,1,1,routed_localca,0.8043076933,0.525,False
7014,0.25,0.1,full_stochastic_bp,0.2953776901,0.5,True
7014,0.25,0.1,bp_plus_route_projection,0.3970129133,0.425,True
7014,0.25,0.1,routed_localca,0.4298673265,0.45,True
7014,0.25,0.25,full_stochastic_bp,0.2762546953,0.5,False
7014,0.25,0.25,bp_plus_route_projection,0.4519272038,0.5,False
7014,0.25,0.25,routed_localca,0.587153411,0.525,False
7014,0.25,0.5,full_stochastic_bp,0.8297815967,0.5,False
7014,0.25,0.5,bp_plus_route_projection,0.7340417765,0.625,False
7014,0.25,0.5,routed_localca,0.8416587731,0.65,False
7014,0.25,0.75,full_stochastic_bp,0.252851524,0.5,False
7014,0.25,0.75,bp_plus_route_projection,0.4898156287,0.75,False
7014,0.25,0.75,routed_localca,0.4537299293,0.775,False
7014,0.25,1,full_stochastic_bp,0.3312731017,0.5,False
7014,0.25,1,bp_plus_route_projection,0.7062731017,0.875,False
7014,0.25,1,routed_localca,0.6889894073,0.9,False
7014,0.5,0.1,full_stochastic_bp,0.2559198653,0.5,True
7014,0.5,0.1,bp_plus_route_projection,0.2756021418,0.3,True
7014,0.5,0.1,routed_localca,0.3078807172,0.325,True
7014,0.5,0.25,full_stochastic_bp,0.6482415036,0.5,True
7014,0.5,0.25,bp_plus_route_projection,0.3028829343,0.375,True
7014,0.5,0.25,routed_localca,0.323257078,0.4,True
7014,0.5,0.5,full_stochastic_bp,0.3228331385,0.5,False
7014,0.5,0.5,bp_plus_route_projection,0.4107781726,0.5,False
7014,0.5,0.5,routed_localca,0.4548060863,0.525,False
7014,0.5,0.75,full_stochastic_bp,0.2524088985,0.5,False
7014,0.5,0.75,bp_plus_route_projection,0.3589662152,0.625,False
7014,0.5,0.75,routed_localca,0.3398596715,0.65,False
7014,0.5,1,full_stochastic_bp,0.117462684,0.5,False
7014,0.5,1,bp_plus_route_projection,0.367462684,0.75,False
7014,0.5,1,routed_localca,0.3918826191,0.775,False
7014,0.75,0.1,full_stochastic_bp,0.1028880739,0.5,True
7014,0.75,0.1,bp_plus_route_projection,0.1549222083,0.175,True
7014,0.75,0.1,routed_localca,0.1898457731,0.2,True
7014,0.75,0.25,full_stochastic_bp,0.4075996926,0.5,True
7014,0.75,0.25,bp_plus_route_projection,0.240649303,0.25,True
7014,0.75,0.25,routed_localca,0.264030089,0.275,True
7014,0.75,0.5,full_stochastic_bp,0.6756313252,0.5,True
7014,0.75,0.5,bp_plus_route_projection,0.6075915848,0.375,True
7014,0.75,0.5,routed_localca,0.578002737,0.4,True
7014,0.75,0.75,full_stochastic_bp,0.271704635,0.5,False
7014,0.75,0.75,bp_plus_route_projection,0.2823010555,0.5,False
7014,0.75,0.75,routed_localca,0.2416426438,0.525,False
7014,0.75,1,full_stochastic_bp,0.5373673541,0.5,False
7014,0.75,1,bp_plus_route_projection,0.6623673541,0.625,False
7014,0.75,1,routed_localca,0.6113837753,0.65,False
7014,0.9,0.1,full_stochastic_bp,0.1331281878,0.5,True
7014,0.9,0.1,bp_plus_route_projection,0.09720261247,0.1,True
7014,0.9,0.1,routed_localca,0.1462686916,0.125,True
7014,0.9,0.25,full_stochastic_bp,0.3556965122,0.5,True
7014,0.9,0.25,bp_plus_route_projection,0.2098599104,0.175,True
7014,0.9,0.25,routed_localca,0.2482126858,0.2,True
7014,0.9,0.5,full_stochastic_bp,0.6016130879,0.5,True
7014,0.9,0.5,bp_plus_route_projection,0.2082478063,0.3,True
7014,0.9,0.5,routed_localca,0.2027106942,0.325,True
7014,0.9,0.75,full_stochastic_bp,0.5111714957,0.5,True
7014,0.9,0.75,bp_plus_route_projection,0.498496254,0.425,True
7014,0.9,0.75,routed_localca,0.574322748,0.45,True
7014,0.9,1,full_stochastic_bp,0.7567553535,0.5,False
7014,0.9,1,bp_plus_route_projection,0.8067553535,0.55,False
7014,0.9,1,routed_localca,0.9620905518,0.575,False
7014,1,0.1,full_stochastic_bp,0.878847847,0.5,True
7014,1,0.1,bp_plus_route_projection,0.1357452047,0.05,True
7014,1,0.1,routed_localca,0.1621793325,0.075,True
7014,1,0.25,full_stochastic_bp,0.3715675452,0.5,True
7014,1,0.25,bp_plus_route_projection,0.03656913677,0.125,True
7014,1,0.25,routed_localca,0.02144883223,0.15,True
7014,1,0.5,full_stochastic_bp,0.4876550915,0.5,True
7014,1,0.5,bp_plus_route_projection,0.272648005,0.25,True
7014,1,0.5,routed_localca,0.1737355752,0.275,True
7014,1,0.75,full_stochastic_bp,0.3611565451,0.5,True
7014,1,0.75,bp_plus_route_projection,0.2376313739,0.375,True
7014,1,0.75,routed_localca,0.2146565841,0.4,True
7014,1,1,full_stochastic_bp,0.3882798985,0.5,False
7014,1,1,bp_plus_route_projection,0.3882798985,0.5,False
7014,1,1,routed_localca,0.3899864857,0.525,False
7015,0.25,0.1,full_stochastic_bp,0.4657429152,0.5,True
7015,0.25,0.1,bp_plus_route_projection,0.4080930422,0.425,True
7015,0.25,0.1,routed_localca,0.4119888177,0.45,True
7015,0.25,0.25,full_stochastic_bp,0.7766565352,0.5,False
7015,0.25,0.25,bp_plus_route_projection,0.4519687937,0.5,False
7015,0.25,0.25,routed_localca,0.4465665632,0.525,False
7015,0.25,0.5,full_stochastic_bp,0.4387641557,0.5,False
7015,0.25,0.5,bp_plus_route_projection,0.5885428803,0.625,False
7015,0.25,0.5,routed_localca,0.6248090637,0.65,False
7015,0.25,0.75,full_stochastic_bp,0.5563812528,0.5,False
7015,0.25,0.75,bp_plus_route_projection,0.8180792259,0.75,False
7015,0.25,0.75,routed_localca,0.8607484465,0.775,False
7015,0.25,1,full_stochastic_bp,0.6159589272,0.5,False
7015,0.25,1,bp_plus_route_projection,0.9909589272,0.875,False
7015,0.25,1,routed_localca,1.004692906,0.9,False
7015,0.5,0.1,full_stochastic_bp,0.6891550411,0.5,True
7015,0.5,0.1,bp_plus_route_projection,0.2965900351,0.3,True
7015,0.5,0.1,routed_localca,0.2966129575,0.325,True
7015,0.5,0.25,full_stochastic_bp,0.3160755578,0.5,True
7015,0.5,0.25,bp_plus_route_projection,0.4315453382,0.375,True
7015,0.5,0.25,routed_localca,0.4783973783,0.4,True
7015,0.5,0.5,full_stochastic_bp,0.3653332318,0.5,False
7015,0.5,0.5,bp_plus_route_projection,0.2919766497,0.5,False
7015,0.5,0.5,routed_localca,0.3686071364,0.525,False
7015,0.5,0.75,full_stochastic_bp,0.5909408418,0.5,False
7015,0.5,0.75,bp_plus_route_projection,0.6515077123,0.625,False
7015,0.5,0.75,routed_localca,0.7235471438,0.65,False
7015,0.5,1,full_stochastic_bp,0.3812658648,0.5,False
7015,0.5,1,bp_plus_route_projection,0.6312658648,0.75,False
7015,0.5,1,routed_localca,0.7339224837,0.775,False
7015,0.75,0.1,full_stochastic_bp,0.773412111,0.5,True
7015,0.75,0.1,bp_plus_route_projection,0.1858496264,0.175,True
7015,0.75,0.1,routed_localca,0.2286473413,0.2,True
7015,0.75,0.25,full_stochastic_bp,0.6022806714,0.5,True
7015,0.75,0.25,bp_plus_route_projection,0.2402238646,0.25,True
7015,0.75,0.25,routed_localca,0.3208833008,0.275,True
7015,0.75,0.5,full_stochastic_bp,0.434741761,0.5,True
7015,0.75,0.5,bp_plus_route_projection,0.3410441344,0.375,True
7015,0.75,0.5,routed_localca,0.3990894475,0.4,True
7015,0.75,0.75,full_stochastic_bp,0.7408490014,0.5,False
7015,0.75,0.75,bp_plus_route_projection,0.6387388723,0.5,False
7015,0.75,0.75,routed_localca,0.6398477364,0.525,False
7015,0.75,1,full_stochastic_bp,0.2393067974,0.5,False
7015,0.75,1,bp_plus_route_projection,0.3643067974,0.625,False
7015,0.75,1,routed_localca,0.5162992356,0.65,False
7015,0.9,0.1,full_stochastic_bp,0.3625992704,0.5,True
7015,0.9,0.1,bp_plus_route_projection,0.07501629606,0.1,True
7015,0.9,0.1,routed_localca,0.1116598033,0.125,True
7015,0.9,0.25,full_stochastic_bp,0.3558616585,0.5,True
7015,0.9,0.25,bp_plus_route_projection,0.1253753512,0.175,True
7015,0.9,0.25,routed_localca,0.07922901034,0.2,True
7015,0.9,0.5,full_stochastic_bp,0.6168869591,0.5,True
7015,0.9,0.5,bp_plus_route_projection,0.6086377104,0.3,True
7015,0.9,0.5,routed_localca,0.6397741564,0.325,True
7015,0.9,0.75,full_stochastic_bp,0.3874418967,0.5,True
7015,0.9,0.75,bp_plus_route_projection,0.3642218609,0.425,True
7015,0.9,0.75,routed_localca,0.348859511,0.45,True
7015,0.9,1,full_stochastic_bp,0.1435203294,0.5,False
7015,0.9,1,bp_plus_route_projection,0.1935203294,0.55,False
7015,0.9,1,routed_localca,0.1872944097,0.575,False
7015,1,0.1,full_stochastic_bp,0.4730495433,0.5,True
7015,1,0.1,bp_plus_route_projection,0.06556341877,0.05,True
7015,1,0.1,routed_localca,0.1452684714,0.075,True
7015,1,0.25,full_stochastic_bp,0.5114513949,0.5,True
7015,1,0.25,bp_plus_route_projection,0.230277566,0.125,True
7015,1,0.25,routed_localca,0.2337747345,0.15,True
7015,1,0.5,full_stochastic_bp,0.4481561933,0.5,True
7015,1,0.5,bp_plus_route_projection,0.2167235973,0.25,True
7015,1,0.5,routed_localca,0.202470124,0.275,True
7015,1,0.75,full_stochastic_bp,0.6495189919,0.5,True
7015,1,0.75,bp_plus_route_projection,0.5698551764,0.375,True
7015,1,0.75,routed_localca,0.564253341,0.4,True
7015,1,1,full_stochastic_bp,0.224822876,0.5,False
7015,1,1,bp_plus_route_projection,0.224822876,0.5,False
7015,1,1,routed_localca,0.3333306195,0.525,False
7016,0.25,0.1,full_stochastic_bp,0.5263082928,0.5,True
7016,0.25,0.1,bp_plus_route_projection,0.4557279143,0.425,True
7016,0.25,0.1,routed_localca,0.4298736877,0.45,True
7016,0.25,0.25,full_stochastic_bp,0.2803077629,0.5,False
7016,0.25,0.25,bp_plus_route_projection,0.4386196084,0.5,False
7016,0.25,0.25,routed_localca,0.4700607918,0.525,False
7016,0.25,0.5,full_stochastic_bp,0.3751525074,0.5,False
7016,0.25,0.5,bp_plus_route_projection,0.5682273809,0.625,False
7016,0.25,0.5,routed_localca,0.6287809618,0.65,False
7016,0.25,0.75,full_stochastic_bp,0.5363421445,0.5,False
7016,0.25,0.75,bp_plus_route_projection,0.7125364124,0.75,False
7016,0.25,0.75,routed_localca,0.7295083947,0.775,False
7016,0.25,1,full_stochastic_bp,0.574495599,0.5,False
7016,0.25,1,bp_plus_route_projection,0.949495599,0.875,False
7016,0.25,1,routed_localca,0.9768072428,0.9,False
7016,0.5,0.1,full_stochastic_bp,0.3308761115,0.5,True
7016,0.5,0.1,bp_plus_route_projection,0.2823134253,0.3,True
7016,0.5,0.1,routed_localca,0.3469091484,0.325,True
7016,0.5,0.25,full_stochastic_bp,0.3209193931,0.5,True
7016,0.5,0.25,bp_plus_route_projection,0.3504731761,0.375,True
7016,0.5,0.25,routed_localca,0.360080519,0.4,True
7016,0.5,0.5,full_stochastic_bp,0.6523601006,0.5,False
7016,0.5,0.5,bp_plus_route_projection,0.697672718,0.5,False
7016,0.5,0.5,routed_localca,0.7319828413,0.525,False
7016,0.5,0.75,full_stochastic_bp,0.606034769,0.5,False
7016,0.5,0.75,bp_plus_route_projection,0.7905571343,0.625,False
7016,0.5,0.75,routed_localca,0.7491794761,0.65,False
7016,0.5,1,full_stochastic_bp,0.0646065715,0.5,False
7016,0.5,1,bp_plus_route_projection,0.3146065715,0.75,False
7016,0.5,1,routed_localca,0.3395509397,0.775,False
7016,0.75,0.1,full_stochastic_bp,0.4349192645,0.5,True
7016,0.75,0.1,bp_plus_route_projection,0.1839509306,0.175,True
7016,0.75,0.1,routed_localca,0.2346908787,0.2,True
7016,0.75,0.25,full_stochastic_bp,0.9693366156,0.5,True
7016,0.75,0.25,bp_plus_route_projection,0.3603036486,0.25,True
7016,0.75,0.25,routed_localca,0.4527937704,0.275,True
7016,0.75,0.5,full_stochastic_bp,0.6497262078,0.5,True
7016,0.75,0.5,bp_plus_route_projection,0.48868582,0.375,True
7016,0.75,0.5,routed_localca,0.4985331348,0.4,True
7016,0.75,0.75,full_stochastic_bp,0.3101425365,0.5,False
7016,0.75,0.75,bp_plus_route_projection,0.3194677787,0.5,False
7016,0.75,0.75,routed_localca,0.2729078169,0.525,False
7016,0.75,1,full_stochastic_bp,0.4241358431,0.5,False
7016,0.75,1,bp_plus_route_projection,0.5491358431,0.625,False
7016,0.75,1,routed_localca,0.651277648,0.65,False
7016,0.9,0.1,full_stochastic_bp,0.5332496525,0.5,True
7016,0.9,0.1,bp_plus_route_projection,0.07165792684,0.1,True
7016,0.9,0.1,routed_localca,0.108284955,0.125,True
7016,0.9,0.25,full_stochastic_bp,0.4520049917,0.5,True
7016,0.9,0.25,bp_plus_route_projection,0.2371893131,0.175,True
7016,0.9,0.25,routed_localca,0.2570091957,0.2,True
7016,0.9,0.5,full_stochastic_bp,0.4493661074,0.5,True
7016,0.9,0.5,bp_plus_route_projection,0.267101412,0.3,True
7016,0.9,0.5,routed_localca,0.1738950342,0.325,True
7016,0.9,0.75,full_stochastic_bp,0.7041639741,0.5,True
7016,0.9,0.75,bp_plus_route_projection,0.5438903114,0.425,True
7016,0.9,0.75,routed_localca,0.5646098366,0.45,True
7016,0.9,1,full_stochastic_bp,0.2731856498,0.5,False
7016,0.9,1,bp_plus_route_projection,0.3231856498,0.55,False
7016,0.9,1,routed_localca,0.3166982095,0.575,False
7016,1,0.1,full_stochastic_bp,0.1952274047,0.5,True
7016,1,0.1,bp_plus_route_projection,0.03609402576,0.05,True
7016,1,0.1,routed_localca,0.05120220716,0.075,True
7016,1,0.25,full_stochastic_bp,0.2701176098,0.5,True
7016,1,0.25,bp_plus_route_projection,0.09274972468,0.125,True
7016,1,0.25,routed_localca,0.1299444544,0.15,True
7016,1,0.5,full_stochastic_bp,0.2740055394,0.5,True
7016,1,0.5,bp_plus_route_projection,0.1700164943,0.25,True
7016,1,0.5,routed_localca,0.2810289662,0.275,True
7016,1,0.75,full_stochastic_bp,0.6970382481,0.5,True
7016,1,0.75,bp_plus_route_projection,0.4252096012,0.375,True
7016,1,0.75,routed_localca,0.4038570631,0.4,True
7016,1,1,full_stochastic_bp,0.4339488975,0.5,False
7016,1,1,bp_plus_route_projection,0.4339488975,0.5,False
7016,1,1,routed_localca,0.4156679132,0.525,False
7017,0.25,0.1,full_stochastic_bp,1.111026438,0.5,True
7017,0.25,0.1,bp_plus_route_projection,0.4241581797,0.425,True
7017,0.25,0.1,routed_localca,0.4262930905,0.45,True
7017,0.25,0.25,full_stochastic_bp,0.4746385942,0.5,False
7017,0.25,0.25,bp_plus_route_projection,0.4315992579,0.5,False
7017,0.25,0.25,routed_localca,0.4442428512,0.525,False
7017,0.25,0.5,full_stochastic_bp,0.5617301912,0.5,False
7017,0.25,0.5,bp_plus_route_projection,0.5770077598,0.625,False
7017,0.25,0.5,routed_localca,0.6161456451,0.65,False
