seed,reliability_heterogeneity,method,population_loss_after_one_step,population_loss_decrease,expected_guaranteed_decrease,mean_attenuation,attenuation_reliability_correlation
7011,2,explicit_point_gate,0.8220424745,3.177957525,3.428844371,0.5,1
7012,0,no_shunting,1.651536209,2.348463791,0,1,0
7012,0,best_global_gain,1.273582818,2.726417182,2,0.5,0
7012,0,reliability_aligned,1.273582818,2.726417182,2,0.5,0
7012,0,shuffled_shunting,1.273582818,2.726417182,2,0.5,0
7012,0,anti_aligned_shunting,1.273582818,2.726417182,2,0.5,0
7012,0,explicit_point_gate,1.273582818,2.726417182,2,0.5,0
7012,0.5,no_shunting,3.00619614,0.99380386,-2.220446049e-16,1,0
7012,0.5,best_global_gain,1.314886579,2.685113421,2,0.5,0
7012,0.5,reliability_aligned,1.259221531,2.740778469,2.197496878,0.5,1
7012,0.5,shuffled_shunting,1.541289973,2.458710027,1.667707444,0.5,-0.3943935932
7012,0.5,anti_aligned_shunting,1.698799278,2.301200722,1.407509367,0.5,-1
7012,0.5,explicit_point_gate,1.259221531,2.740778469,2.197496878,0.5,1
7012,1,no_shunting,2.262722675,1.737277325,8.881784197e-16,1,0
7012,1,best_global_gain,1.025329886,2.974670114,2,0.5,0
7012,1,reliability_aligned,0.6534981134,3.346501887,2.63926014,0.5,1
7012,1,shuffled_shunting,1.791631764,2.208368236,0.9282990149,0.5,-0.3812025613
7012,1,anti_aligned_shunting,2.31395909,1.68604091,0.08221958092,0.5,-1
7012,1,explicit_point_gate,0.6534981134,3.346501887,2.63926014,0.5,1
7012,1.5,no_shunting,10.80335242,-6.803352415,-8.881784197e-16,1,0
7012,1.5,best_global_gain,3.306538645,0.6934613555,2,0.5,0
7012,1.5,reliability_aligned,0.4889183892,3.511081611,3.087026034,0.5,1
7012,1.5,shuffled_shunting,7.027722624,-3.027722624,1.745977823,0.5,0.334872251
7012,1.5,anti_aligned_shunting,9.720026953,-5.720026953,-1.261078101,0.5,-1
7012,1.5,explicit_point_gate,0.4889183892,3.511081611,3.087026034,0.5,1
7012,2,no_shunting,3.01424789,0.9857521104,0,1,0
7012,2,best_global_gain,2.260425775,1.739574225,2,0.5,0
7012,2,reliability_aligned,0.8719417104,3.12805829,3.428844371,0.5,1
7012,2,shuffled_shunting,1.509064205,2.490935795,2.74809496,0.5,0.5628184882
7012,2,anti_aligned_shunting,5.206868003,-1.206868003,-2.286533112,0.5,-1
7012,2,explicit_point_gate,0.8719417104,3.12805829,3.428844371,0.5,1
7013,0,no_shunting,2.688155225,1.311844775,0,1,0
7013,0,best_global_gain,1.70019497,2.29980503,2,0.5,0
7013,0,reliability_aligned,1.70019497,2.29980503,2,0.5,0
7013,0,shuffled_shunting,1.70019497,2.29980503,2,0.5,0
7013,0,anti_aligned_shunting,1.70019497,2.29980503,2,0.5,0
7013,0,explicit_point_gate,1.70019497,2.29980503,2,0.5,0
7013,0.5,no_shunting,3.349587135,0.6504128646,-2.220446049e-16,1,0
7013,0.5,best_global_gain,1.522416402,2.477583598,2,0.5,0
7013,0.5,reliability_aligned,1.268181805,2.731818195,2.197496878,0.5,1
7013,0.5,shuffled_shunting,1.674001367,2.325998633,1.8608508,0.5,0.1240843137
7013,0.5,anti_aligned_shunting,2.169995186,1.830004814,1.407509367,0.5,-1
7013,0.5,explicit_point_gate,1.268181805,2.731818195,2.197496878,0.5,1
7013,1,no_shunting,1.091633738,2.908366262,8.881784197e-16,1,0
7013,1,best_global_gain,1.433470321,2.566529679,2,0.5,0
7013,1,reliability_aligned,0.9947597227,3.005240277,2.63926014,0.5,1
7013,1,shuffled_shunting,1.996298694,2.003701306,1.048764199,0.5,-0.3691979065
7013,1,anti_aligned_shunting,2.623463077,1.376536923,0.08221958092,0.5,-1
7013,1,explicit_point_gate,0.9947597227,3.005240277,2.63926014,0.5,1
7013,1.5,no_shunting,3.122186772,0.8778132278,-8.881784197e-16,1,0
7013,1.5,best_global_gain,1.902129122,2.097870878,2,0.5,0
7013,1.5,reliability_aligned,0.9261410024,3.073858998,3.087026034,0.5,1
7013,1.5,shuffled_shunting,2.659405458,1.340594542,1.613343072,0.5,0.1392992645
7013,1.5,anti_aligned_shunting,4.674539847,-0.6745398466,-1.261078101,0.5,-1
7013,1.5,explicit_point_gate,0.9261410024,3.073858998,3.087026034,0.5,1
7013,2,no_shunting,2.841705201,1.158294799,0,1,0
7013,2,best_global_gain,2.091509281,1.908490719,2,0.5,0
7013,2,reliability_aligned,0.7456071645,3.254392836,3.428844371,0.5,1
7013,2,shuffled_shunting,3.796082251,0.2039177489,0.6678707808,0.5,-0.4003928476
7013,2,anti_aligned_shunting,5.316845324,-1.316845324,-2.286533112,0.5,-1
7013,2,explicit_point_gate,0.7456071645,3.254392836,3.428844371,0.5,1
7014,0,no_shunting,1.323392943,2.676607057,0,1,0
7014,0,best_global_gain,0.9796174069,3.020382593,2,0.5,0
7014,0,reliability_aligned,0.9796174069,3.020382593,2,0.5,0
7014,0,shuffled_shunting,0.9796174069,3.020382593,2,0.5,0
7014,0,anti_aligned_shunting,0.9796174069,3.020382593,2,0.5,0
7014,0,explicit_point_gate,0.9796174069,3.020382593,2,0.5,0
7014,0.5,no_shunting,3.099792102,0.9002078983,-2.220446049e-16,1,0
7014,0.5,best_global_gain,2.680846479,1.319153521,2,0.5,0
7014,0.5,reliability_aligned,2.272107858,1.727892142,2.197496878,0.5,1
7014,0.5,shuffled_shunting,2.481332545,1.518667455,1.860245077,0.5,0.1110377518
7014,0.5,anti_aligned_shunting,3.298238859,0.7017611413,1.407509367,0.5,-1
7014,0.5,explicit_point_gate,2.272107858,1.727892142,2.197496878,0.5,1
7014,1,no_shunting,3.237668687,0.7623313133,8.881784197e-16,1,0
7014,1,best_global_gain,2.968738738,1.031261262,2,0.5,0
7014,1,reliability_aligned,2.517409844,1.482590156,2.63926014,0.5,1
7014,1,shuffled_shunting,2.840891708,1.159108292,2.042483683,0.5,0.4275418485
7014,1,anti_aligned_shunting,3.873988798,0.126011202,0.08221958092,0.5,-1
7014,1,explicit_point_gate,2.517409844,1.482590156,2.63926014,0.5,1
7014,1.5,no_shunting,2.701491219,1.298508781,-8.881784197e-16,1,0
7014,1.5,best_global_gain,1.98056907,2.01943093,2,0.5,0
7014,1.5,reliability_aligned,1.35200253,2.64799747,3.087026034,0.5,1
7014,1.5,shuffled_shunting,2.835552752,1.164447248,1.390735858,0.5,0.0572947806
7014,1.5,anti_aligned_shunting,4.374739583,-0.3747395829,-1.261078101,0.5,-1
7014,1.5,explicit_point_gate,1.35200253,2.64799747,3.087026034,0.5,1
7014,2,no_shunting,0.6338892466,3.366110753,0,1,0
7014,2,best_global_gain,1.367974809,2.632025191,2,0.5,0
7014,2,reliability_aligned,0.425209581,3.574790419,3.428844371,0.5,1
7014,2,shuffled_shunting,2.280698832,1.719301168,0.9717968133,0.5,0.08230533874
7014,2,anti_aligned_shunting,3.397285546,0.602714454,-2.286533112,0.5,-1
7014,2,explicit_point_gate,0.425209581,3.574790419,3.428844371,0.5,1
7015,0,no_shunting,5.701876673,-1.701876673,0,1,0
7015,0,best_global_gain,1.544476422,2.455523578,2,0.5,0
7015,0,reliability_aligned,1.544476422,2.455523578,2,0.5,0
7015,0,shuffled_shunting,1.544476422,2.455523578,2,0.5,0
7015,0,anti_aligned_shunting,1.544476422,2.455523578,2,0.5,0
7015,0,explicit_point_gate,1.544476422,2.455523578,2,0.5,0
7015,0.5,no_shunting,5.550397859,-1.550397859,-2.220446049e-16,1,0
7015,0.5,best_global_gain,1.898454335,2.101545665,2,0.5,0
7015,0.5,reliability_aligned,1.244156979,2.755843021,2.197496878,0.5,1
7015,0.5,shuffled_shunting,1.906748751,2.093251249,2.041698273,0.5,0.5891260696
7015,0.5,anti_aligned_shunting,3.61125871,0.3887412905,1.407509367,0.5,-1
7015,0.5,explicit_point_gate,1.244156979,2.755843021,2.197496878,0.5,1
7015,1,no_shunting,4.083914942,-0.08391494225,8.881784197e-16,1,0
7015,1,best_global_gain,2.917740454,1.082259546,2,0.5,0
7015,1,reliability_aligned,2.416314113,1.583685887,2.63926014,0.5,1
7015,1,shuffled_shunting,4.11786014,-0.1178601405,0.3805416975,0.5,-0.8608526624
7015,1,anti_aligned_shunting,3.775784494,0.2242155063,0.08221958092,0.5,-1
7015,1,explicit_point_gate,2.416314113,1.583685887,2.63926014,0.5,1
7015,1.5,no_shunting,4.723455244,-0.7234552437,-8.881784197e-16,1,0
7015,1.5,best_global_gain,2.361590203,1.638409797,2,0.5,0
7015,1.5,reliability_aligned,1.290906153,2.709093847,3.087026034,0.5,1
7015,1.5,shuffled_shunting,2.472299108,1.527700892,1.242966892,0.5,0.206701236
7015,1.5,anti_aligned_shunting,6.291992506,-2.291992506,-1.261078101,0.5,-1
7015,1.5,explicit_point_gate,1.290906153,2.709093847,3.087026034,0.5,1
7015,2,no_shunting,3.084501059,0.9154989413,0,1,0
7015,2,best_global_gain,2.104489603,1.895510397,2,0.5,0
7015,2,reliability_aligned,0.6206896598,3.37931034,3.428844371,0.5,1
7015,2,shuffled_shunting,2.975589533,1.024410467,0.9276125901,0.5,-0.1460816058
7015,2,anti_aligned_shunting,5.417539096,-1.417539096,-2.286533112,0.5,-1
7015,2,explicit_point_gate,0.6206896598,3.37931034,3.428844371,0.5,1
7016,0,no_shunting,4.573912947,-0.5739129466,0,1,0
7016,0,best_global_gain,2.217394347,1.782605653,2,0.5,0
7016,0,reliability_aligned,2.217394347,1.782605653,2,0.5,0
7016,0,shuffled_shunting,2.217394347,1.782605653,2,0.5,0
7016,0,anti_aligned_shunting,2.217394347,1.782605653,2,0.5,0
7016,0,explicit_point_gate,2.217394347,1.782605653,2,0.5,0
7016,0.5,no_shunting,5.88282358,-1.88282358,-2.220446049e-16,1,0
7016,0.5,best_global_gain,2.370589046,1.629410954,2,0.5,0
7016,0.5,reliability_aligned,1.852342707,2.147657293,2.197496878,0.5,1
7016,0.5,shuffled_shunting,1.952294567,2.047705433,2.068107313,0.5,0.651433057
7016,0.5,anti_aligned_shunting,3.762976717,0.2370232829,1.407509367,0.5,-1
7016,0.5,explicit_point_gate,1.852342707,2.147657293,2.197496878,0.5,1
7016,1,no_shunting,3.016645783,0.9833542171,8.881784197e-16,1,0
7016,1,best_global_gain,2.653170271,1.346829729,2,0.5,0
7016,1,reliability_aligned,2.327664831,1.672335169,2.63926014,0.5,1
7016,1,shuffled_shunting,2.185427163,1.814572837,1.254105114,0.5,-0.1370098187
7016,1,anti_aligned_shunting,3.491956307,0.5080436935,0.08221958092,0.5,-1
7016,1,explicit_point_gate,2.327664831,1.672335169,2.63926014,0.5,1
7016,1.5,no_shunting,1.149131786,2.850868214,-8.881784197e-16,1,0
7016,1.5,best_global_gain,1.551412016,2.448587984,2,0.5,0
7016,1.5,reliability_aligned,0.8180204285,3.181979572,3.087026034,0.5,1
7016,1.5,shuffled_shunting,2.110948349,1.889051651,-0.03062549886,0.5,-0.5065362741
7016,1.5,anti_aligned_shunting,2.990802229,1.009197771,-1.261078101,0.5,-1
7016,1.5,explicit_point_gate,0.8180204285,3.181979572,3.087026034,0.5,1
7016,2,no_shunting,1.839967276,2.160032724,0,1,0
7016,2,best_global_gain,1.389779953,2.610220047,2,0.5,0
7016,2,reliability_aligned,0.4041633084,3.595836692,3.428844371,0.5,1
7016,2,shuffled_shunting,1.341073622,2.658926378,1.734530359,0.5,0.2117338552
7016,2,anti_aligned_shunting,4.656684136,-0.6566841364,-2.286533112,0.5,-1
7016,2,explicit_point_gate,0.4041633084,3.595836692,3.428844371,0.5,1
7017,0,no_shunting,6.705904443,-2.705904443,0,1,0
7017,0,best_global_gain,4.30794324,-0.3079432399,2,0.5,0
7017,0,reliability_aligned,4.30794324,-0.3079432399,2,0.5,0
7017,0,shuffled_shunting,4.30794324,-0.3079432399,2,0.5,0
7017,0,anti_aligned_shunting,4.30794324,-0.3079432399,2,0.5,0
7017,0,explicit_point_gate,4.30794324,-0.3079432399,2,0.5,0
7017,0.5,no_shunting,1.421418148,2.578581852,-2.220446049e-16,1,0
7017,0.5,best_global_gain,1.451173697,2.548826303,2,0.5,0
7017,0.5,reliability_aligned,1.374517475,2.625482525,2.197496878,0.5,1
7017,0.5,shuffled_shunting,1.488719379,2.511280621,2.077522233,0.5,0.6750818224
7017,0.5,anti_aligned_shunting,1.757417777,2.242582223,1.407509367,0.5,-1
7017,0.5,explicit_point_gate,1.374517475,2.625482525,2.197496878,0.5,1
7017,1,no_shunting,2.221865217,1.778134783,8.881784197e-16,1,0
7017,1,best_global_gain,1.701745392,2.298254608,2,0.5,0
7017,1,reliability_aligned,1.567261464,2.432738536,2.63926014,0.5,1
7017,1,shuffled_shunting,2.917910814,1.082089186,0.9740779847,0.5,-0.4144534792
7017,1,anti_aligned_shunting,2.601077335,1.398922665,0.08221958092,0.5,-1
7017,1,explicit_point_gate,1.567261464,2.432738536,2.63926014,0.5,1
7017,1.5,no_shunting,0.9001500808,3.099849919,-8.881784197e-16,1,0
7017,1.5,best_global_gain,1.515746607,2.484253393,2,0.5,0
7017,1.5,reliability_aligned,0.8048130591,3.195186941,3.087026034,0.5,1
7017,1.5,shuffled_shunting,2.788410223,1.211589777,-0.2359226146,0.5,-0.6401208032
7017,1.5,anti_aligned_shunting,3.072153119,0.9278468809,-1.261078101,0.5,-1
7017,1.5,explicit_point_gate,0.8048130591,3.195186941,3.087026034,0.5,1
7017,2,no_shunting,2.393890098,1.606109902,0,1,0
7017,2,best_global_gain,1.538240988,2.461759012,2,0.5,0
7017,2,reliability_aligned,0.5124036239,3.487596376,3.428844371,0.5,1
7017,2,shuffled_shunting,3.684198158,0.3158018416,0.2881837256,0.5,-0.253393686
7017,2,anti_aligned_shunting,4.82410379,-0.8241037902,-2.286533112,0.5,-1
7017,2,explicit_point_gate,0.5124036239,3.487596376,3.428844371,0.5,1
7018,0,no_shunting,5.054941072,-1.054941072,0,1,0
7018,0,best_global_gain,3.365162321,0.6348376786,2,0.5,0
7018,0,reliability_aligned,3.365162321,0.6348376786,2,0.5,0
7018,0,shuffled_shunting,3.365162321,0.6348376786,2,0.5,0
7018,0,anti_aligned_shunting,3.365162321,0.6348376786,2,0.5,0
7018,0,explicit_point_gate,3.365162321,0.6348376786,2,0.5,0
7018,0.5,no_shunting,5.200634575,-1.200634575,-2.220446049e-16,1,0
7018,0.5,best_global_gain,2.109582923,1.890417077,2,0.5,0
7018,0.5,reliability_aligned,1.562240157,2.437759843,2.197496878,0.5,1
7018,0.5,shuffled_shunting,2.625558012,1.374441988,1.73737209,0.5,-0.187112633
7018,0.5,anti_aligned_shunting,3.434019283,0.5659807169,1.407509367,0.5,-1
7018,0.5,explicit_point_gate,1.562240157,2.437759843,2.197496878,0.5,1
7018,1,no_shunting,1.891410313,2.108589687,8.881784197e-16,1,0
7018,1,best_global_gain,1.355034686,2.644965314,2,0.5,0
7018,1,reliability_aligned,0.6433021741,3.356697826,2.63926014,0.5,1
7018,1,shuffled_shunting,1.562565934,2.437434066,1.091656596,0.5,-0.3133951604
7018,1,anti_aligned_shunting,2.786173016,1.213826984,0.08221958092,0.5,-1
7018,1,explicit_point_gate,0.6433021741,3.356697826,2.63926014,0.5,1
7018,1.5,no_shunting,1.950188981,2.049811019,-8.881784197e-16,1,0
7018,1.5,best_global_gain,1.588021815,2.411978185,2,0.5,0
7018,1.5,reliability_aligned,0.9515969364,3.048403064,3.087026034,0.5,1
7018,1.5,shuffled_shunting,3.086849058,0.9131509415,-0.3880285828,0.5,-0.6105694736
7018,1.5,anti_aligned_shunting,3.76580285,0.2341971505,-1.261078101,0.5,-1
7018,1.5,explicit_point_gate,0.9515969364,3.048403064,3.087026034,0.5,1
7018,2,no_shunting,5.867773471,-1.867773471,0,1,0
7018,2,best_global_gain,2.507178611,1.492821389,2,0.5,0
7018,2,reliability_aligned,0.3999258788,3.600074121,3.428844371,0.5,1
7018,2,shuffled_shunting,6.249186179,-2.249186179,0.1583572619,0.5,-0.4156293567
7018,2,anti_aligned_shunting,8.065251626,-4.065251626,-2.286533112,0.5,-1
7018,2,explicit_point_gate,0.3999258788,3.600074121,3.428844371,0.5,1
7019,0,no_shunting,3.296867279,0.7031327205,0,1,0
7019,0,best_global_gain,1.774885014,2.225114986,2,0.5,0
7019,0,reliability_aligned,1.774885014,2.225114986,2,0.5,0
7019,0,shuffled_shunting,1.774885014,2.225114986,2,0.5,0
7019,0,anti_aligned_shunting,1.774885014,2.225114986,2,0.5,0
7019,0,explicit_point_gate,1.774885014,2.225114986,2,0.5,0
7019,0.5,no_shunting,3.602825715,0.3971742845,-2.220446049e-16,1,0
7019,0.5,best_global_gain,1.539685316,2.460314684,2,0.5,0
7019,0.5,reliability_aligned,1.35778453,2.64221547,2.197496878,0.5,1
7019,0.5,shuffled_shunting,1.996930203,2.003069797,1.577511057,0.5,-0.5939338945
7019,0.5,anti_aligned_shunting,2.106862131,1.893137869,1.407509367,0.5,-1
7019,0.5,explicit_point_gate,1.35778453,2.64221547,2.197496878,0.5,1
7019,1,no_shunting,3.226075225,0.7739247753,8.881784197e-16,1,0
7019,1,best_global_gain,0.5850351855,3.414964815,2,0.5,0
7019,1,reliability_aligned,0.8329411588,3.167058841,2.63926014,0.5,1
7019,1,shuffled_shunting,1.84007061,2.15992939,2.075754393,0.5,0.4712470917
7019,1,anti_aligned_shunting,2.083423307,1.916576693,0.08221958092,0.5,-1
7019,1,explicit_point_gate,0.8329411588,3.167058841,2.63926014,0.5,1
7019,1.5,no_shunting,1.080301025,2.919698975,-8.881784197e-16,1,0
7019,1.5,best_global_gain,1.114141835,2.885858165,2,0.5,0
7019,1.5,reliability_aligned,0.7212929873,3.278707013,3.087026034,0.5,1
7019,1.5,shuffled_shunting,1.863396356,2.136603644,1.42347128,0.5,1.398344787e-17
7019,1.5,anti_aligned_shunting,2.91800534,1.08199466,-1.261078101,0.5,-1
7019,1.5,explicit_point_gate,0.7212929873,3.278707013,3.087026034,0.5,1
7019,2,no_shunting,3.306556725,0.6934432751,0,1,0
7019,2,best_global_gain,1.742801216,2.257198784,2,0.5,0
7019,2,reliability_aligned,0.6785716591,3.321428341,3.428844371,0.5,1
7019,2,shuffled_shunting,3.226047431,0.7739525695,-0.05055418855,0.5,-0.365625554
7019,2,anti_aligned_shunting,5.826923469,-1.826923469,-2.286533112,0.5,-1
7019,2,explicit_point_gate,0.6785716591,3.321428341,3.428844371,0.5,1
7020,0,no_shunting,6.834729328,-2.834729328,0,1,0
7020,0,best_global_gain,1.696029436,2.303970564,2,0.5,0
7020,0,reliability_aligned,1.696029436,2.303970564,2,0.5,0
7020,0,shuffled_shunting,1.696029436,2.303970564,2,0.5,0
7020,0,anti_aligned_shunting,1.696029436,2.303970564,2,0.5,0
7020,0,explicit_point_gate,1.696029436,2.303970564,2,0.5,0
7020,0.5,no_shunting,4.014820598,-0.01482059821,-2.220446049e-16,1,0
7020,0.5,best_global_gain,1.988007886,2.011992114,2,0.5,0
7020,0.5,reliability_aligned,1.633223634,2.366776366,2.197496878,0.5,1
7020,0.5,shuffled_shunting,2.024106148,1.975893852,1.962849398,0.5,0.3737819725
7020,0.5,anti_aligned_shunting,2.787689349,1.212310651,1.407509367,0.5,-1
7020,0.5,explicit_point_gate,1.633223634,2.366776366,2.197496878,0.5,1
7020,1,no_shunting,1.495600111,2.504399889,8.881784197e-16,1,0
7020,1,best_global_gain,1.680653963,2.319346037,2,0.5,0
7020,1,reliability_aligned,1.238831889,2.761168111,2.63926014,0.5,1
7020,1,shuffled_shunting,1.720939657,2.279060343,1.629480918,0.5,0.1786974549
7020,1,anti_aligned_shunting,2.915870883,1.084129117,0.08221958092,0.5,-1
7020,1,explicit_point_gate,1.238831889,2.761168111,2.63926014,0.5,1
7020,1.5,no_shunting,1.770381179,2.229618821,-8.881784197e-16,1,0
7020,1.5,best_global_gain,1.407523971,2.592476029,2,0.5,0
7020,1.5,reliability_aligned,0.9634373652,3.036562635,3.087026034,0.5,1
7020,1.5,shuffled_shunting,1.886772429,2.113227571,1.802943578,0.5,0.3272149029
7020,1.5,anti_aligned_shunting,3.25448232,0.7455176796,-1.261078101,0.5,-1
7020,1.5,explicit_point_gate,0.9634373652,3.036562635,3.087026034,0.5,1
7020,2,no_shunting,6.641150285,-2.641150285,0,1,0
7020,2,best_global_gain,2.109715718,1.890284282,2,0.5,0
7020,2,reliability_aligned,0.5222390609,3.477760939,3.428844371,0.5,1
7020,2,shuffled_shunting,2.441464838,1.558535162,1.890959575,0.5,0.3712487532
7020,2,anti_aligned_shunting,8.337794141,-4.337794141,-2.286533112,0.5,-1
7020,2,explicit_point_gate,0.5222390609,3.477760939,3.428844371,0.5,1
7021,0,no_shunting,4.37983635,-0.3798363499,0,1,0
7021,0,best_global_gain,1.12974124,2.87025876,2,0.5,0
7021,0,reliability_aligned,1.12974124,2.87025876,2,0.5,0
7021,0,shuffled_shunting,1.12974124,2.87025876,2,0.5,0
7021,0,anti_aligned_shunting,1.12974124,2.87025876,2,0.5,0
7021,0,explicit_point_gate,1.12974124,2.87025876,2,0.5,0
7021,0.5,no_shunting,1.621482723,2.378517277,-2.220446049e-16,1,0
7021,0.5,best_global_gain,1.345836467,2.654163533,2,0.5,0
7021,0.5,reliability_aligned,1.164175711,2.835824289,2.197496878,0.5,1
7021,0.5,shuffled_shunting,1.613576093,2.386423907,1.640140863,0.5,-0.4134587396
7021,0.5,anti_aligned_shunting,1.778623405,2.221376595,1.407509367,0.5,-1
7021,0.5,explicit_point_gate,1.164175711,2.835824289,2.197496878,0.5,1
7021,1,no_shunting,5.021556686,-1.021556686,8.881784197e-16,1,0
7021,1,best_global_gain,2.871779417,1.128220583,2,0.5,0
7021,1,reliability_aligned,2.133612653,1.866387347,2.63926014,0.5,1
7021,1,shuffled_shunting,3.958556699,0.041443301,1.587486392,0.5,0.2096128687
7021,1,anti_aligned_shunting,5.05871864,-1.05871864,0.08221958092,0.5,-1
7021,1,explicit_point_gate,2.133612653,1.866387347,2.63926014,0.5,1
7021,1.5,no_shunting,5.186435775,-1.186435775,-8.881784197e-16,1,0
7021,1.5,best_global_gain,2.469180921,1.530819079,2,0.5,0
7021,1.5,reliability_aligned,1.428061952,2.571938048,3.087026034,0.5,1
7021,1.5,shuffled_shunting,6.195055219,-2.195055219,-0.3331293811,0.5,-0.5312911556
7021,1.5,anti_aligned_shunting,6.390365913,-2.390365913,-1.261078101,0.5,-1
7021,1.5,explicit_point_gate,1.428061952,2.571938048,3.087026034,0.5,1
7021,2,no_shunting,4.362153619,-0.3621536194,0,1,0
7021,2,best_global_gain,2.070259851,1.929740149,2,0.5,0
7021,2,reliability_aligned,0.7792125105,3.220787489,3.428844371,0.5,1
7021,2,shuffled_shunting,6.758712374,-2.758712374,-1.290436899,0.5,-0.6196757774
7021,2,anti_aligned_shunting,6.884565247,-2.884565247,-2.286533112,0.5,-1
7021,2,explicit_point_gate,0.7792125105,3.220787489,3.428844371,0.5,1
7022,0,no_shunting,2.680622804,1.319377196,0,1,0
7022,0,best_global_gain,2.43292504,1.56707496,2,0.5,0
7022,0,reliability_aligned,2.43292504,1.56707496,2,0.5,0
7022,0,shuffled_shunting,2.43292504,1.56707496,2,0.5,0
7022,0,anti_aligned_shunting,2.43292504,1.56707496,2,0.5,0
7022,0,explicit_point_gate,2.43292504,1.56707496,2,0.5,0
7022,0.5,no_shunting,0.8015808862,3.198419114,-2.220446049e-16,1,0
7022,0.5,best_global_gain,0.6097673126,3.390232687,2,0.5,0
7022,0.5,reliability_aligned,0.690131755,3.309868245,2.197496878,0.5,1
7022,0.5,shuffled_shunting,0.8273217693,3.172678231,1.697458245,0.5,-0.2738488091
7022,0.5,anti_aligned_shunting,0.8941803396,3.10581966,1.407509367,0.5,-1
7022,0.5,explicit_point_gate,0.690131755,3.309868245,2.197496878,0.5,1
7022,1,no_shunting,1.180727779,2.819272221,8.881784197e-16,1,0
7022,1,best_global_gain,1.413137963,2.586862037,2,0.5,0
7022,1,reliability_aligned,1.08292637,2.91707363,2.63926014,0.5,1
7022,1,shuffled_shunting,1.164033952,2.835966048,2.204824066,0.5,0.6389774394
7022,1,anti_aligned_shunting,2.591221576,1.408778424,0.08221958092,0.5,-1
7022,1,explicit_point_gate,1.08292637,2.91707363,2.63926014,0.5,1
7022,1.5,no_shunting,3.819663869,0.1803361306,-8.881784197e-16,1,0
7022,1.5,best_global_gain,2.212620688,1.787379312,2,0.5,0
7022,1.5,reliability_aligned,0.9298563222,3.070143678,3.087026034,0.5,1
7022,1.5,shuffled_shunting,2.919668361,1.080331639,1.500132862,0.5,0.3218015691
7022,1.5,anti_aligned_shunting,5.503042815,-1.503042815,-1.261078101,0.5,-1
7022,1.5,explicit_point_gate,0.9298563222,3.070143678,3.087026034,0.5,1
7022,2,no_shunting,2.744712562,1.255287438,0,1,0
7022,2,best_global_gain,1.579067349,2.420932651,2,0.5,0
7022,2,reliability_aligned,0.3071807617,3.692819238,3.428844371,0.5,1
7022,2,shuffled_shunting,3.354628725,0.6453712753,-0.33199974,0.5,-0.1357432259
7022,2,anti_aligned_shunting,4.724095473,-0.7240954729,-2.286533112,0.5,-1
7022,2,explicit_point_gate,0.3071807617,3.692819238,3.428844371,0.5,1
7023,0,no_shunting,4.767879901,-0.7678799005,0,1,0
7023,0,best_global_gain,2.300297194,1.699702806,2,0.5,0
7023,0,reliability_aligned,2.300297194,1.699702806,2,0.5,0
7023,0,shuffled_shunting,2.300297194,1.699702806,2,0.5,0
7023,0,anti_aligned_shunting,2.300297194,1.699702806,2,0.5,0
7023,0,explicit_point_gate,2.300297194,1.699702806,2,0.5,0
7023,0.5,no_shunting,1.258896697,2.741103303,-2.220446049e-16,1,0
7023,0.5,best_global_gain,1.268662955,2.731337045,2,0.5,0
7023,0.5,reliability_aligned,1.154675157,2.845324843,2.197496878,0.5,1
7023,0.5,shuffled_shunting,1.526231842,2.473768158,1.904380446,0.5,0.230954709
7023,0.5,anti_aligned_shunting,1.492682687,2.507317313,1.407509367,0.5,-1
7023,0.5,explicit_point_gate,1.154675157,2.845324843,2.197496878,0.5,1
7023,1,no_shunting,3.289930739,0.710069261,8.881784197e-16,1,0
7023,1,best_global_gain,2.088308926,1.911691074,2,0.5,0
7023,1,reliability_aligned,1.02275428,2.97724572,2.63926014,0.5,1
7023,1,shuffled_shunting,3.635572588,0.3644274124,0.9502847049,0.5,-0.3012607575
7023,1,anti_aligned_shunting,4.107781935,-0.1077819354,0.08221958092,0.5,-1
7023,1,explicit_point_gate,1.02275428,2.97724572,2.63926014,0.5,1
7023,1.5,no_shunting,0.8502631192,3.149736881,-8.881784197e-16,1,0
7023,1.5,best_global_gain,1.830058456,2.169941544,2,0.5,0
7023,1.5,reliability_aligned,1.013692896,2.986307104,3.087026034,0.5,1
7023,1.5,shuffled_shunting,2.429181404,1.570818596,1.213761059,0.5,0.05394369378
7023,1.5,anti_aligned_shunting,3.34587926,0.6541207405,-1.261078101,0.5,-1
7023,1.5,explicit_point_gate,1.013692896,2.986307104,3.087026034,0.5,1
7023,2,no_shunting,2.962748708,1.037251292,0,1,0
7023,2,best_global_gain,0.9835906408,3.016409359,2,0.5,0
7023,2,reliability_aligned,0.1976934036,3.802306596,3.428844371,0.5,1
7023,2,shuffled_shunting,1.863837445,2.136162555,1.34310654,0.5,0.1467208321
7023,2,anti_aligned_shunting,4.565320811,-0.5653208113,-2.286533112,0.5,-1
7023,2,explicit_point_gate,0.1976934036,3.802306596,3.428844371,0.5,1
7024,0,no_shunting,1.098579411,2.901420589,0,1,0
7024,0,best_global_gain,2.100544542,1.899455458,2,0.5,0
7024,0,reliability_aligned,2.100544542,1.899455458,2,0.5,0
7024,0,shuffled_shunting,2.100544542,1.899455458,2,0.5,0
