seed,task_depth,model_depth,method,route_rank,final_population_loss,target_signal_capture,admitted_noise,initial_maximum_guaranteed_decrease
7019,3,4,rewired_tree,16,0.6447217848,1,24.505,0.01960399922
7019,3,4,full_stochastic_bp,16,0.6447217848,1,24.505,0.01960399922
7019,4,1,aligned_tree,2,0.1930328989,0.6163826416,0.845,0.1299890768
7019,4,1,rewired_tree,2,0.2946427554,0.4152475126,0.845,0.06841136167
7019,4,2,aligned_tree,4,0.2025210709,0.6543044143,1.69,0.09130944428
7019,4,2,rewired_tree,4,0.2464739717,0.5552151493,1.69,0.06864906959
7019,4,3,aligned_tree,8,0.1687910851,0.8357680882,3.38,0.08284472516
7019,4,3,rewired_tree,8,0.1921382143,0.7102021506,3.38,0.06165796655
7019,4,4,aligned_tree,16,0.1852658804,1,6.76,0.06443298969
7019,4,4,rewired_tree,16,0.1852658804,1,6.76,0.06443298969
7019,4,4,full_stochastic_bp,16,0.1852658804,1,6.76,0.06443298969
7020,1,1,aligned_tree,2,0.06188049979,1,0.845,0.27100271
7020,1,1,rewired_tree,2,0.7922111801,0.2484446178,8.034101563,0.003726192813
7020,1,2,aligned_tree,4,0.3195667756,1,6.12625,0.07016312928
7020,1,2,rewired_tree,4,1.970859797,0.2985483099,25.89132813,0.001701632567
7020,1,3,aligned_tree,8,1.187685777,1,33.16625,0.01463432481
7020,1,3,rewired_tree,8,4.732977959,0.3987556942,63.1109375,0.001251825475
7020,1,4,aligned_tree,16,6.855077323,1,135.41125,0.003665386836
7020,1,4,rewired_tree,16,6.855077323,1,135.41125,0.003665386836
7020,1,4,full_stochastic_bp,16,6.855077323,1,135.41125,0.003665386836
7020,2,1,aligned_tree,2,0.05444709329,0.9529486523,0.845,0.2525408979
7020,2,1,rewired_tree,2,0.1442969701,0.8416933971,3.815703125,0.07605620129
7020,2,2,aligned_tree,4,0.04147678881,1,1.69,0.1858736059
7020,2,2,rewired_tree,4,0.5388833986,0.8417447978,12.38453125,0.02678510195
7020,2,3,aligned_tree,8,0.4119608806,1,12.2525,0.03772873043
7020,2,3,rewired_tree,8,0.755916036,0.8762205496,30.55203125,0.01221452686
7020,2,4,aligned_tree,16,1.988352972,1,66.3325,0.007425834478
7020,2,4,rewired_tree,16,1.988352972,1,66.3325,0.007425834478
7020,2,4,full_stochastic_bp,16,1.988352972,1,66.3325,0.007425834478
7020,3,1,aligned_tree,2,0.1762811753,0.6540930944,0.845,0.1426988683
7020,3,1,rewired_tree,2,0.3461682068,0.3126543757,1.39953125,0.02854619183
7020,3,2,aligned_tree,4,0.217039469,0.7011761499,1.69,0.1028046372
7020,3,2,rewired_tree,4,0.3070301287,0.4428035512,4.46265625,0.01998538291
7020,3,3,aligned_tree,8,0.09820982137,1,3.38,0.1141552511
7020,3,3,rewired_tree,8,0.4079618019,0.596417232,11.1434375,0.01514982607
7020,3,4,aligned_tree,16,0.5411236871,1,24.505,0.01960399922
7020,3,4,rewired_tree,16,0.5411236871,1,24.505,0.01960399922
7020,3,4,full_stochastic_bp,16,0.5411236871,1,24.505,0.01960399922
7020,4,1,aligned_tree,2,0.476180373,0.1264440952,0.845,0.00822904235
7020,4,1,rewired_tree,2,0.4474470204,0.2054015493,0.845,0.02008269908
7020,4,2,aligned_tree,4,0.4592854358,0.2351131109,1.69,0.0143571239
7020,4,2,rewired_tree,4,0.4000711323,0.3257612796,1.69,0.0263226634
7020,4,3,aligned_tree,8,0.4416699275,0.312541028,3.38,0.01322692063
7020,4,3,rewired_tree,8,0.3621194832,0.5164395139,3.38,0.03422480582
7020,4,4,aligned_tree,16,0.2014220545,1,6.76,0.06443298969
7020,4,4,rewired_tree,16,0.2014220545,1,6.76,0.06443298969
7020,4,4,full_stochastic_bp,16,0.2014220545,1,6.76,0.06443298969
7021,1,1,aligned_tree,2,0.001973344895,1,0.845,0.27100271
7021,1,1,rewired_tree,2,0.07779803872,0.8452114668,8.509414063,0.03818337898
7021,1,2,aligned_tree,4,0.2535323046,1,6.12625,0.07016312928
7021,1,2,rewired_tree,4,0.4016185599,0.8555307024,24.38617188,0.01449848283
7021,1,3,aligned_tree,8,1.406819718,1,33.16625,0.01463432481
7021,1,3,rewired_tree,8,2.056425532,0.9174461156,62.55640625,0.00663034733
7021,1,4,aligned_tree,16,3.623860503,1,135.41125,0.003665386836
7021,1,4,rewired_tree,16,3.623860503,1,135.41125,0.003665386836
7021,1,4,full_stochastic_bp,16,3.623860503,1,135.41125,0.003665386836
7021,2,1,aligned_tree,2,0.2795450282,0.4750632696,0.845,0.08548268682
7021,2,1,rewired_tree,2,0.552666539,0.3617532596,4.291015625,0.01406317658
7021,2,2,aligned_tree,4,0.05943631124,1,1.69,0.1858736059
7021,2,2,rewired_tree,4,0.8367015253,0.3713720409,11.3546875,0.005880798758
7021,2,3,aligned_tree,8,0.4042653535,1,12.2525,0.03772873043
7021,2,3,rewired_tree,8,1.601223863,0.7175140372,30.55203125,0.008232073552
7021,2,4,aligned_tree,16,2.892912358,1,66.3325,0.007425834478
7021,2,4,rewired_tree,16,2.892912358,1,66.3325,0.007425834478
7021,2,4,full_stochastic_bp,16,2.892912358,1,66.3325,0.007425834478
7021,3,1,aligned_tree,2,0.2183618374,0.5840264013,0.845,0.1193423848
7021,3,1,rewired_tree,2,0.2301893938,0.5961785057,1.9540625,0.06968533756
7021,3,2,aligned_tree,4,0.2516348951,0.6158351335,1.69,0.08223764704
7021,3,2,rewired_tree,4,0.3144789439,0.6367825289,3.908125,0.04460948726
7021,3,3,aligned_tree,8,0.09419478674,1,3.38,0.1141552511
7021,3,3,rewired_tree,8,0.3904713387,0.9404100658,11.1434375,0.03659310857
7021,3,4,aligned_tree,16,0.9374410749,1,24.505,0.01960399922
7021,3,4,rewired_tree,16,0.9374410749,1,24.505,0.01960399922
7021,3,4,full_stochastic_bp,16,0.9374410749,1,24.505,0.01960399922
7021,4,1,aligned_tree,2,0.3193584089,0.4176950748,0.845,0.06908602837
7021,4,1,rewired_tree,2,0.3146395136,0.4436930539,0.845,0.07638107673
7021,4,2,aligned_tree,4,0.2375377786,0.7283039253,1.69,0.1096691367
7021,4,2,rewired_tree,4,0.3396086945,0.5039916086,1.69,0.05788708137
7021,4,3,aligned_tree,8,0.304065796,0.863109867,3.38,0.08778451017
7021,4,3,rewired_tree,8,0.3539849215,0.6239997851,3.38,0.04862334574
7021,4,4,aligned_tree,16,0.2793900907,1,6.76,0.06443298969
7021,4,4,rewired_tree,16,0.2793900907,1,6.76,0.06443298969
7021,4,4,full_stochastic_bp,16,0.2793900907,1,6.76,0.06443298969
7022,1,1,aligned_tree,2,0.009045700913,1,0.845,0.27100271
7022,1,1,rewired_tree,2,0.02733039382,0.9924774535,9.16296875,0.04849671181
7022,1,2,aligned_tree,4,0.1605452558,1,6.12625,0.07016312928
7022,1,2,rewired_tree,4,0.2398740132,0.9924774535,26.16859375,0.0181327807
7022,1,3,aligned_tree,8,0.4209934395,1,33.16625,0.01463432481
7022,1,3,rewired_tree,8,1.106348004,0.9943580901,63.1109375,0.007711905875
7022,1,4,aligned_tree,16,1.672321005,1,135.41125,0.003665386836
7022,1,4,rewired_tree,16,1.672321005,1,135.41125,0.003665386836
7022,1,4,full_stochastic_bp,16,1.672321005,1,135.41125,0.003665386836
7022,2,1,aligned_tree,2,0.3219591493,0.4485051163,0.845,0.07775649156
7022,2,1,rewired_tree,2,0.4400162111,0.2642606536,4.56828125,0.007225358254
7022,2,2,aligned_tree,4,0.0462797625,1,1.69,0.1858736059
7022,2,2,rewired_tree,4,0.5210414126,0.3331975141,12.38453125,0.004364796005
7022,2,3,aligned_tree,8,0.2835036853,1,12.2525,0.03772873043
7022,2,3,rewired_tree,8,2.117497467,0.5906721001,30.55203125,0.005601529288
7022,2,4,aligned_tree,16,2.862667651,1,66.3325,0.007425834478
7022,2,4,rewired_tree,16,2.862667651,1,66.3325,0.007425834478
7022,2,4,full_stochastic_bp,16,2.862667651,1,66.3325,0.007425834478
7022,3,1,aligned_tree,2,0.5256393593,0.02051049146,0.845,0.0002430243562
7022,3,1,rewired_tree,2,0.5549514574,0.00195738751,1.9540625,9.793780445e-07
7022,3,2,aligned_tree,4,0.3090126553,0.538957312,1.69,0.06515938699
7022,3,2,rewired_tree,4,0.6095073697,0.004534229268,4.46265625,2.301137052e-06
7022,3,3,aligned_tree,8,0.1172506607,1,3.38,0.1141552511
7022,3,3,rewired_tree,8,0.535256005,0.3587145935,11.1434375,0.005593568862
7022,3,4,aligned_tree,16,0.6602158906,1,24.505,0.01960399922
7022,3,4,rewired_tree,16,0.6602158906,1,24.505,0.01960399922
7022,3,4,full_stochastic_bp,16,0.6602158906,1,24.505,0.01960399922
7022,4,1,aligned_tree,2,0.3678094062,0.4193532769,0.845,0.06954431727
7022,4,1,rewired_tree,2,0.3446561256,0.3535810792,0.845,0.05215315916
7022,4,2,aligned_tree,4,0.3583818812,0.4546936569,1.69,0.04819949948
7022,4,2,rewired_tree,4,0.3461862957,0.5174124442,1.69,0.06064014864
7022,4,3,aligned_tree,8,0.2685524237,0.7727454494,3.38,0.07189647631
7022,4,3,rewired_tree,8,0.301327999,0.6708241793,3.38,0.05554487922
7022,4,4,aligned_tree,16,0.2859723612,1,6.76,0.06443298969
7022,4,4,rewired_tree,16,0.2859723612,1,6.76,0.06443298969
7022,4,4,full_stochastic_bp,16,0.2859723612,1,6.76,0.06443298969
7023,1,1,aligned_tree,2,0.07007806254,1,0.845,0.27100271
7023,1,1,rewired_tree,2,0.3692553197,0.2812303623,11.04441406,0.003491656356
7023,1,2,aligned_tree,4,0.08950820473,1,6.12625,0.07016312928
7023,1,2,rewired_tree,4,0.4137949948,0.3291483381,26.8815625,0.001990734993
7023,1,3,aligned_tree,8,0.5371774353,1,33.16625,0.01463432481
7023,1,3,rewired_tree,8,2.017827661,0.4249842898,62.08109375,0.001444752673
7023,1,4,aligned_tree,16,2.944883143,1,135.41125,0.003665386836
7023,1,4,rewired_tree,16,2.944883143,1,135.41125,0.003665386836
7023,1,4,full_stochastic_bp,16,2.944883143,1,135.41125,0.003665386836
7023,2,1,aligned_tree,2,0.5290489019,0.1349277416,0.845,0.009289203004
7023,2,1,rewired_tree,2,0.6257188274,0.07451797411,5.875390625,0.0004666398125
7023,2,2,aligned_tree,4,0.111055363,1,1.69,0.1858736059
7023,2,2,rewired_tree,4,0.8413858815,0.07839591421,13.13710938,0.0002325268399
7023,2,3,aligned_tree,8,0.2519421273,1,12.2525,0.03772873043
7023,2,3,rewired_tree,8,2.022346044,0.5283276962,29.9975,0.004572032533
7023,2,4,aligned_tree,16,3.436456089,1,66.3325,0.007425834478
7023,2,4,rewired_tree,16,3.436456089,1,66.3325,0.007425834478
7023,2,4,full_stochastic_bp,16,3.436456089,1,66.3325,0.007425834478
7023,3,1,aligned_tree,2,0.3170469896,0.3949831671,0.845,0.06290879844
7023,3,1,rewired_tree,2,0.4003646415,0.2154713707,2.50859375,0.008521806482
7023,3,2,aligned_tree,4,0.323367853,0.472061955,1.69,0.05153471409
7023,3,2,rewired_tree,4,0.399664139,0.3235921974,5.0171875,0.009803054622
7023,3,3,aligned_tree,8,0.0817461038,1,3.38,0.1141552511
7023,3,3,rewired_tree,8,0.3758034126,0.4768114734,11.1434375,0.009782457403
7023,3,4,aligned_tree,16,0.901810957,1,24.505,0.01960399922
7023,3,4,rewired_tree,16,0.901810957,1,24.505,0.01960399922
7023,3,4,full_stochastic_bp,16,0.901810957,1,24.505,0.01960399922
7023,4,1,aligned_tree,2,0.1725459231,0.6980262369,0.845,0.1578847513
7023,4,1,rewired_tree,2,0.2449115602,0.5538786089,0.845,0.1096526573
7023,4,2,aligned_tree,4,0.2106252401,0.7286978903,1.69,0.109769934
7023,4,2,rewired_tree,4,0.3501561138,0.5607215634,1.69,0.0698461944
7023,4,3,aligned_tree,8,0.2139885603,0.8899160321,3.38,0.09273607938
7023,4,3,rewired_tree,8,0.3495728309,0.6998565936,3.38,0.06002652794
7023,4,4,aligned_tree,16,0.2650555883,1,6.76,0.06443298969
7023,4,4,rewired_tree,16,0.2650555883,1,6.76,0.06443298969
7023,4,4,full_stochastic_bp,16,0.2650555883,1,6.76,0.06443298969
7024,1,1,aligned_tree,2,0.003448831286,1,0.845,0.27100271
7024,1,1,rewired_tree,2,0.3352502943,0.9507640408,9.539257813,0.04308629066
7024,1,2,aligned_tree,4,0.01665931689,1,6.12625,0.07016312928
7024,1,2,rewired_tree,4,0.5469162945,0.9540464381,29.4165625,0.01498495812
7024,1,3,aligned_tree,8,1.484915174,1,33.16625,0.01463432481
7024,1,3,rewired_tree,8,1.498914852,0.9737408218,64.536875,0.007236775109
7024,1,4,aligned_tree,16,3.435869192,1,135.41125,0.003665386836
7024,1,4,rewired_tree,16,3.435869192,1,135.41125,0.003665386836
7024,1,4,full_stochastic_bp,16,3.435869192,1,135.41125,0.003665386836
7024,2,1,aligned_tree,2,0.3990343193,0.2334402616,0.845,0.02526535668
7024,2,1,rewired_tree,2,0.3959922822,0.2413784888,4.845546875,0.005726796707
7024,2,2,aligned_tree,4,0.03697691998,1,1.69,0.1858736059
7024,2,2,rewired_tree,4,0.4225553252,0.278342445,14.72148438,0.002582513706
7024,2,3,aligned_tree,8,0.2554788442,1,12.2525,0.03772873043
7024,2,3,rewired_tree,8,0.3992977069,0.652937269,32.0571875,0.006516744895
7024,2,4,aligned_tree,16,1.256255627,1,66.3325,0.007425834478
7024,2,4,rewired_tree,16,1.256255627,1,66.3325,0.007425834478
7024,2,4,full_stochastic_bp,16,1.256255627,1,66.3325,0.007425834478
7024,3,1,aligned_tree,2,0.1396273092,0.7819169224,0.845,0.1878995987
7024,3,1,rewired_tree,2,0.4497420169,0.1111782211,1.9540625,0.002992531747
7024,3,2,aligned_tree,4,0.1570190008,0.8982242273,1.69,0.1558610637
7024,3,2,rewired_tree,4,0.4755560674,0.1199251577,5.57171875,0.00126343493
7024,3,3,aligned_tree,8,0.3046831839,1,3.38,0.1141552511
7024,3,3,rewired_tree,8,0.5517785878,0.454381583,12.2525,0.008124047652
7024,3,4,aligned_tree,16,1.116592451,1,24.505,0.01960399922
7024,3,4,rewired_tree,16,1.116592451,1,24.505,0.01960399922
7024,3,4,full_stochastic_bp,16,1.116592451,1,24.505,0.01960399922
7024,4,1,aligned_tree,2,0.4965245775,0.07126978546,0.845,0.002771772244
7024,4,1,rewired_tree,2,0.573569068,0.01074710866,0.845,6.748509189e-05
7024,4,2,aligned_tree,4,0.278193119,0.5897585716,1.69,0.0762833348
7024,4,2,rewired_tree,4,0.6063556155,0.01096680184,1.69,3.535364195e-05
7024,4,3,aligned_tree,8,0.2140397836,0.8589232372,3.38,0.0870208171
7024,4,3,rewired_tree,8,0.4928308887,0.3528694145,3.38,0.01667843284
7024,4,4,aligned_tree,16,0.2855576053,1,6.76,0.06443298969
7024,4,4,rewired_tree,16,0.2855576053,1,6.76,0.06443298969
7024,4,4,full_stochastic_bp,16,0.2855576053,1,6.76,0.06443298969
7025,1,1,aligned_tree,2,0.03058267875,1,0.845,0.27100271
7025,1,1,rewired_tree,2,0.5124881713,0.110901756,9.539257813,0.0006372536841
7025,1,2,aligned_tree,4,0.1668209437,1,6.12625,0.07016312928
7025,1,2,rewired_tree,4,1.04840215,0.1701749722,29.4165625,0.0004894003808
7025,1,3,aligned_tree,8,0.6627540596,1,33.16625,0.01463432481
7025,1,3,rewired_tree,8,1.445999962,0.2887214048,67.15109375,0.0006180329037
7025,1,4,aligned_tree,16,3.901741375,1,135.41125,0.003665386836
7025,1,4,rewired_tree,16,3.901741375,1,135.41125,0.003665386836
7025,1,4,full_stochastic_bp,16,3.901741375,1,135.41125,0.003665386836
7025,2,1,aligned_tree,2,0.3571652814,0.5339284813,0.845,0.1033699815
7025,2,1,rewired_tree,2,0.2787557804,0.4885051748,4.845546875,0.02236923295
7025,2,2,aligned_tree,4,0.1295740197,1,1.69,0.1858736059
7025,2,2,rewired_tree,4,0.4601753298,0.5487833231,14.72148437,0.009861095484
7025,2,3,aligned_tree,8,0.4532855742,1,12.2525,0.03772873043
7025,2,3,rewired_tree,8,1.721721029,0.695304743,33.16625,0.007138607328
7025,2,4,aligned_tree,16,3.38174519,1,66.3325,0.007425834478
7025,2,4,rewired_tree,16,3.38174519,1,66.3325,0.007425834478
7025,2,4,full_stochastic_bp,16,3.38174519,1,66.3325,0.007425834478
7025,3,1,aligned_tree,2,0.4960734087,0.1300378216,0.845,0.008671373906
7025,3,1,rewired_tree,2,0.3913432291,0.2909264137,1.9540625,0.01885046685
7025,3,2,aligned_tree,4,0.3635447182,0.4918995233,1.69,0.05544827761
7025,3,2,rewired_tree,4,0.5886691405,0.3604908623,5.57171875,0.01095322572
7025,3,3,aligned_tree,8,0.1324279188,1,3.38,0.1141552511
7025,3,3,rewired_tree,8,0.6167529082,0.5373628973,12.2525,0.011288584
7025,3,4,aligned_tree,16,0.6093265789,1,24.505,0.01960399922
7025,3,4,rewired_tree,16,0.6093265789,1,24.505,0.01960399922
7025,3,4,full_stochastic_bp,16,0.6093265789,1,24.505,0.01960399922
7025,4,1,aligned_tree,2,0.1422524423,0.8323533251,0.845,0.2065194159
7025,4,1,rewired_tree,2,0.3806113768,0.2818145282,0.845,0.0352406835
7025,4,2,aligned_tree,4,0.1597025798,0.8375296332,1.69,0.138763138
7025,4,2,rewired_tree,4,0.3980184392,0.3175617788,1.69,0.02511640847
7025,4,3,aligned_tree,8,0.1614382361,0.9234624218,3.38,0.09908101441
7025,4,3,rewired_tree,8,0.2903792953,0.5620052225,3.38,0.04006208164
7025,4,4,aligned_tree,16,0.2559039306,1,6.76,0.06443298969
7025,4,4,rewired_tree,16,0.2559039306,1,6.76,0.06443298969
7025,4,4,full_stochastic_bp,16,0.2559039306,1,6.76,0.06443298969
7026,1,1,aligned_tree,2,0.0490179026,1,0.845,0.27100271
7026,1,1,rewired_tree,2,0.6067648096,0.3454560065,9.16296875,0.006275479667
7026,1,2,aligned_tree,4,0.0878099328,1,6.12625,0.07016312928
7026,1,2,rewired_tree,4,1.047819145,0.3454560065,30.6840625,0.001923005225
7026,1,3,aligned_tree,8,0.4526748077,1,33.16625,0.01463432481
7026,1,3,rewired_tree,8,1.470402972,0.8363640016,63.98234375,0.005395855359
7026,1,4,aligned_tree,16,2.125389923,1,135.41125,0.003665386836
7026,1,4,rewired_tree,16,2.125389923,1,135.41125,0.003665386836
7026,1,4,full_stochastic_bp,16,2.125389923,1,135.41125,0.003665386836
7026,2,1,aligned_tree,2,0.2407985906,0.5208101622,0.845,0.09929755707
7026,2,1,rewired_tree,2,0.4368223884,0.2867450528,4.56828125,0.008467794011
7026,2,2,aligned_tree,4,0.07284918594,1,1.69,0.1858736059
7026,2,2,rewired_tree,4,0.8161956932,0.3466437825,15.4740625,0.003797615284
7026,2,3,aligned_tree,8,0.3817521395,1,12.2525,0.03772873043
7026,2,3,rewired_tree,8,0.9589504885,0.7525417171,32.0571875,0.008630352177
7026,2,4,aligned_tree,16,1.55859568,1,66.3325,0.007425834478
7026,2,4,rewired_tree,16,1.55859568,1,66.3325,0.007425834478
7026,2,4,full_stochastic_bp,16,1.55859568,1,66.3325,0.007425834478
7026,3,1,aligned_tree,2,0.1656693645,0.7003762828,0.845,0.1587079286
7026,3,1,rewired_tree,2,0.5835254252,0.05873974904,1.9540625,0.0008571031057
7026,3,2,aligned_tree,4,0.1091392794,0.8693832453,1.69,0.1476580791
7026,3,2,rewired_tree,4,0.6831507757,0.08676541569,6.12625,0.0006058440915
7026,3,3,aligned_tree,8,0.07305793369,1,3.38,0.1141552511
7026,3,3,rewired_tree,8,0.4460424436,0.7688377738,12.2525,0.02269780312
7026,3,4,aligned_tree,16,0.4811224576,1,24.505,0.01960399922
7026,3,4,rewired_tree,16,0.4811224576,1,24.505,0.01960399922
7026,3,4,full_stochastic_bp,16,0.4811224576,1,24.505,0.01960399922
7026,4,1,aligned_tree,2,0.2900078007,0.4493450471,0.845,0.07799735155
7026,4,1,rewired_tree,2,0.3914502482,0.2213460202,0.845,0.02297287171
7026,4,2,aligned_tree,4,0.2409722424,0.5697569326,1.69,0.07182696457
7026,4,2,rewired_tree,4,0.3226436492,0.4442721266,1.69,0.04624005533
7026,4,3,aligned_tree,8,0.2948043161,0.7725095301,3.38,0.0718566652
7026,4,3,rewired_tree,8,0.2103502482,0.7384684819,3.38,0.0662061275
7026,4,4,aligned_tree,16,0.2326379572,1,6.76,0.06443298969
7026,4,4,rewired_tree,16,0.2326379572,1,6.76,0.06443298969
7026,4,4,full_stochastic_bp,16,0.2326379572,1,6.76,0.06443298969
7027,1,1,aligned_tree,2,0.0143632694,1,0.845,0.27100271
7027,1,1,rewired_tree,2,0.616183727,0.2925024097,10.1928125,0.00407988031
7027,1,2,aligned_tree,4,0.3052526143,1,6.12625,0.07016312928
7027,1,2,rewired_tree,4,0.7424239332,0.2925024097,30.20875,0.001402526993
7027,1,3,aligned_tree,8,0.6023714009,1,33.16625,0.01463432481
7027,1,3,rewired_tree,8,1.116315177,0.2925024097,67.705625,0.0006291177635
7027,1,4,aligned_tree,16,3.342419514,1,135.41125,0.003665386836
7027,1,4,rewired_tree,16,3.342419514,1,135.41125,0.003665386836
7027,1,4,full_stochastic_bp,16,3.342419514,1,135.41125,0.003665386836
7027,2,1,aligned_tree,2,0.2434399187,0.6052279389,0.845,0.1262907879
7027,2,1,rewired_tree,2,0.3337242186,0.5132825409,5.1228125,0.02337247375
7027,2,2,aligned_tree,4,0.0636448319,1,1.69,0.1858736059
7027,2,2,rewired_tree,4,0.4619458066,0.6006828141,14.99875,0.01156515905
7027,2,3,aligned_tree,8,0.1608034989,1,12.2525,0.03772873043
7027,2,3,rewired_tree,8,1.347093331,0.6478358175,33.16625,0.006205864158
7027,2,4,aligned_tree,16,2.386403056,1,66.3325,0.007425834478
7027,2,4,rewired_tree,16,2.386403056,1,66.3325,0.007425834478
7027,2,4,full_stochastic_bp,16,2.386403056,1,66.3325,0.007425834478
7027,3,1,aligned_tree,2,0.1959128031,0.6353165226,0.845,0.1363313446
7027,3,1,rewired_tree,2,0.593636623,0.09179357407,1.9540625,0.002059299368
7027,3,2,aligned_tree,4,0.1458676368,0.7367854876,1.69,0.1118460732
7027,3,2,rewired_tree,4,0.5656662419,0.2237027448,5.57171875,0.004317452846
7027,3,3,aligned_tree,8,0.05055937038,1,3.38,0.1141552511
7027,3,3,rewired_tree,8,0.7048055472,0.2492910637,12.2525,0.002485485245
7027,3,4,aligned_tree,16,0.5955998955,1,24.505,0.01960399922
7027,3,4,rewired_tree,16,0.5955998955,1,24.505,0.01960399922
7027,3,4,full_stochastic_bp,16,0.5955998955,1,24.505,0.01960399922
7027,4,1,aligned_tree,2,0.2373014168,0.6182025924,0.845,0.1305951914
7027,4,1,rewired_tree,2,0.5033250984,0.09071613367,0.845,0.004397389664
7027,4,2,aligned_tree,4,0.242586164,0.6343867663,1.69,0.08657048283
7027,4,2,rewired_tree,4,0.4927022362,0.114194054,1.69,0.003613880098
7027,4,3,aligned_tree,8,0.1708530231,0.8323022187,3.38,0.08222664796
7027,4,3,rewired_tree,8,0.4589095946,0.2552725608,3.38,0.008962750279
7027,4,4,aligned_tree,16,0.1307059456,1,6.76,0.06443298969
7027,4,4,rewired_tree,16,0.1307059456,1,6.76,0.06443298969
7027,4,4,full_stochastic_bp,16,0.1307059456,1,6.76,0.06443298969
7028,1,1,aligned_tree,2,0.00388260864,1,0.845,0.27100271
7028,1,1,rewired_tree,2,1.582914578,0.322156367,9.677890625,0.005189211854
7028,1,2,aligned_tree,4,0.2936931593,1,6.12625,0.07016312928
7028,1,2,rewired_tree,4,1.854884947,0.4916172752,26.089375,0.004546247612
7028,1,3,aligned_tree,8,0.3570932323,1,33.16625,0.01463432481
7028,1,3,rewired_tree,8,3.385292477,0.6610781835,60.49671875,0.003572924358
7028,1,4,aligned_tree,16,7.701061542,1,135.41125,0.003665386836
7028,1,4,rewired_tree,16,7.701061542,1,135.41125,0.003665386836
7028,1,4,full_stochastic_bp,16,7.701061542,1,135.41125,0.003665386836
7028,2,1,aligned_tree,2,0.4543537986,0.1063226772,0.845,0.005941470729
7028,2,1,rewired_tree,2,0.4142616371,0.2037695923,4.845546875,0.00411165026
7028,2,2,aligned_tree,4,0.03287968326,1,1.69,0.1858736059
7028,2,2,rewired_tree,4,0.5583489764,0.460954288,12.85984375,0.007975455188
7028,2,3,aligned_tree,8,0.2907179158,1,12.2525,0.03772873043
7028,2,3,rewired_tree,8,1.431320572,0.5769382715,29.44296875,0.005543950701
7028,2,4,aligned_tree,16,2.342367295,1,66.3325,0.007425834478
7028,2,4,rewired_tree,16,2.342367295,1,66.3325,0.007425834478
7028,2,4,full_stochastic_bp,16,2.342367295,1,66.3325,0.007425834478
7028,3,1,aligned_tree,2,0.4476952267,0.1172500418,0.845,0.007143451138
7028,3,1,rewired_tree,2,0.5617358317,0.007106279701,1.9540625,1.28747744e-05
7028,3,2,aligned_tree,4,0.1581460265,0.78174743,1.69,0.1236228744
7028,3,2,rewired_tree,4,0.8670871535,0.1073451303,5.0171875,0.001124295406
7028,3,3,aligned_tree,8,0.1491469534,1,3.38,0.1141552511
7028,3,3,rewired_tree,8,1.138714686,0.5675695558,11.1434375,0.01375352261
7028,3,4,aligned_tree,16,1.08615825,1,24.505,0.01960399922
7028,3,4,rewired_tree,16,1.08615825,1,24.505,0.01960399922
7028,3,4,full_stochastic_bp,16,1.08615825,1,24.505,0.01960399922
7028,4,1,aligned_tree,2,0.3907967768,0.2450811121,0.845,0.02755058814
7028,4,1,rewired_tree,2,0.3122449996,0.385989325,0.845,0.06051545532
7028,4,2,aligned_tree,4,0.1943066134,0.7960955482,1.69,0.1274625431
7028,4,2,rewired_tree,4,0.2818582575,0.4694641671,1.69,0.0510303916
7028,4,3,aligned_tree,8,0.2038324483,0.9272198802,3.38,0.09980181302
7028,4,3,rewired_tree,8,0.2562352091,0.8168708887,3.38,0.07949709039
7028,4,4,aligned_tree,16,0.2399838254,1,6.76,0.06443298969
7028,4,4,rewired_tree,16,0.2399838254,1,6.76,0.06443298969
7028,4,4,full_stochastic_bp,16,0.2399838254,1,6.76,0.06443298969
7029,1,1,aligned_tree,2,0.002142295076,1,0.845,0.27100271
7029,1,1,rewired_tree,2,0.2632244777,0.505425197,6.113046875,0.01929861054
7029,1,2,aligned_tree,4,0.4389681734,1,6.12625,0.07016312928
7029,1,2,rewired_tree,4,0.1612141027,0.8145344489,16.1078125,0.01960326101
7029,1,3,aligned_tree,8,0.6279403811,1,33.16625,0.01463432481
7029,1,3,rewired_tree,8,0.9182257143,0.8763562992,51.861875,0.007281248767
7029,1,4,aligned_tree,16,2.252631136,1,135.41125,0.003665386836
7029,1,4,rewired_tree,16,2.252631136,1,135.41125,0.003665386836
7029,1,4,full_stochastic_bp,16,2.252631136,1,135.41125,0.003665386836
7029,2,1,aligned_tree,2,0.3699801184,0.2745031794,0.845,0.03365421238
7029,2,1,rewired_tree,2,0.2965136169,0.4087968422,2.706640625,0.02682044817
7029,2,2,aligned_tree,4,0.01643765117,1,1.69,0.1858736059
7029,2,2,rewired_tree,4,0.1921618486,0.6535139924,7.274921875,0.02693346742
7029,2,3,aligned_tree,8,0.1596437798,1,12.2525,0.03772873043
7029,2,3,rewired_tree,8,0.5386885176,0.7690093283,24.21453125,0.01183529903
7029,2,4,aligned_tree,16,1.422324149,1,66.3325,0.007425834478
7029,2,4,rewired_tree,16,1.422324149,1,66.3325,0.007425834478
7029,2,4,full_stochastic_bp,16,1.422324149,1,66.3325,0.007425834478
7029,3,1,aligned_tree,2,0.4519314847,0.242458811,0.845,0.02702919615
7029,3,1,rewired_tree,2,0.5733166622,0.2366945786,1.39953125,0.01711998507
