seed,alignment,budget_k,method,spectral_capture,pca_rank_upper_bound,morphology_regret
7000,0,1,ancestry,0.04402250437,0.35,0.3059774956
7000,0,1,random_rank,0.04776123789,0.35,0.3022387621
7000,0,1,dense_pca_upper_bound,0.35,0.35,1.110223025e-16
7000,0,2,ancestry,0.1472693167,0.5,0.3527306833
7000,0,2,random_rank,0.1296190632,0.5,0.3703809368
7000,0,2,dense_pca_upper_bound,0.5,0.5,2.220446049e-16
7000,0,4,ancestry,0.2899968331,0.8,0.5100031669
7000,0,4,random_rank,0.2623311993,0.8,0.5376688007
7000,0,4,dense_pca_upper_bound,0.8,0.8,2.220446049e-16
7000,0,8,ancestry,0.5828220264,1,0.4171779736
7000,0,8,random_rank,0.6010784885,1,0.3989215115
7000,0,8,dense_pca_upper_bound,1,1,4.440892099e-16
7000,0,16,ancestry,1,1,4.440892099e-16
7000,0,16,random_rank,1,1,2.220446049e-16
7000,0,16,dense_pca_upper_bound,1,1,4.440892099e-16
7000,0.25,1,ancestry,0.07051687828,0.2884880121,0.2179711339
7000,0.25,1,random_rank,0.05951055459,0.2884880121,0.2289774575
7000,0.25,1,dense_pca_upper_bound,0.2884880121,0.2884880121,0
7000,0.25,2,ancestry,0.2354519875,0.4456928513,0.2102408638
7000,0.25,2,random_rank,0.1165954159,0.4456928513,0.3290974354
7000,0.25,2,dense_pca_upper_bound,0.4456928513,0.4456928513,5.551115123e-17
7000,0.25,4,ancestry,0.4174976248,0.6988563565,0.2813587317
7000,0.25,4,random_rank,0.2647778328,0.6988563565,0.4340785236
7000,0.25,4,dense_pca_upper_bound,0.6988563565,0.6988563565,2.220446049e-16
7000,0.25,8,ancestry,0.6871165198,0.9198396583,0.2327231385
7000,0.25,8,random_rank,0.564460445,0.9198396583,0.3553792133
7000,0.25,8,dense_pca_upper_bound,0.9198396583,0.9198396583,1.110223025e-16
7000,0.25,16,ancestry,1,1,0
7000,0.25,16,random_rank,1,1,-2.220446049e-16
7000,0.25,16,dense_pca_upper_bound,1,1,0
7000,0.5,1,ancestry,0.09701125219,0.2596402481,0.162628996
7000,0.5,1,random_rank,0.07125987128,0.2596402481,0.1883803769
7000,0.5,1,dense_pca_upper_bound,0.2596402481,0.2596402481,-5.551115123e-17
7000,0.5,2,ancestry,0.3236346583,0.4204100407,0.09677538238
7000,0.5,2,random_rank,0.1035717687,0.4204100407,0.316838272
7000,0.5,2,dense_pca_upper_bound,0.4204100407,0.4204100407,-5.551115123e-17
7000,0.5,4,ancestry,0.5449984165,0.644785635,0.09978721849
7000,0.5,4,random_rank,0.2672244664,0.644785635,0.3775611686
7000,0.5,4,dense_pca_upper_bound,0.644785635,0.644785635,1.110223025e-16
7000,0.5,8,ancestry,0.7914110132,0.9015160628,0.1101050496
7000,0.5,8,random_rank,0.5278424014,0.9015160628,0.3736736613
7000,0.5,8,dense_pca_upper_bound,0.9015160628,0.9015160628,2.220446049e-16
7000,0.5,16,ancestry,1,1,2.220446049e-16
7000,0.5,16,random_rank,1,1,2.220446049e-16
7000,0.5,16,dense_pca_upper_bound,1,1,2.220446049e-16
7000,0.75,1,ancestry,0.1235056261,0.2926571904,0.1691515643
7000,0.75,1,random_rank,0.08300918798,0.2926571904,0.2096480024
7000,0.75,1,dense_pca_upper_bound,0.2926571904,0.2926571904,1.665334537e-16
7000,0.75,2,ancestry,0.4118173292,0.433518963,0.02170163387
7000,0.75,2,random_rank,0.09054812141,0.433518963,0.3429708416
7000,0.75,2,dense_pca_upper_bound,0.433518963,0.433518963,2.220446049e-16
7000,0.75,4,ancestry,0.6724992083,0.6897454948,0.01724628649
7000,0.75,4,random_rank,0.2696711,0.6897454948,0.4200743947
7000,0.75,4,dense_pca_upper_bound,0.6897454948,0.6897454948,3.330669074e-16
7000,0.75,8,ancestry,0.8957055066,0.9261987249,0.03049321825
7000,0.75,8,random_rank,0.4912243579,0.9261987249,0.4349743669
7000,0.75,8,dense_pca_upper_bound,0.9261987249,0.9261987249,2.220446049e-16
7000,0.75,16,ancestry,1,1,2.220446049e-16
7000,0.75,16,random_rank,1,1,2.220446049e-16
7000,0.75,16,dense_pca_upper_bound,1,1,2.220446049e-16
7000,1,1,ancestry,0.15,0.35,0.2
7000,1,1,random_rank,0.09475850468,0.35,0.2552414953
7000,1,1,dense_pca_upper_bound,0.35,0.35,-1.110223025e-16
7000,1,2,ancestry,0.5,0.5,-1.110223025e-16
7000,1,2,random_rank,0.07752447415,0.5,0.4224755259
7000,1,2,dense_pca_upper_bound,0.5,0.5,5.551115123e-17
7000,1,4,ancestry,0.8,0.8,-2.220446049e-16
7000,1,4,random_rank,0.2721177336,0.8,0.5278822664
7000,1,4,dense_pca_upper_bound,0.8,0.8,-2.220446049e-16
7000,1,8,ancestry,1,1,-2.220446049e-16
7000,1,8,random_rank,0.4546063144,1,0.5453936856
7000,1,8,dense_pca_upper_bound,1,1,-2.220446049e-16
7000,1,16,ancestry,1,1,-1.110223025e-16
7000,1,16,random_rank,1,1,-1.110223025e-16
7000,1,16,dense_pca_upper_bound,1,1,-1.110223025e-16
7001,0,1,ancestry,0.0181377828,0.35,0.3318622172
7001,0,1,random_rank,0.0731087995,0.35,0.2768912005
7001,0,1,dense_pca_upper_bound,0.35,0.35,-1.665334537e-16
7001,0,2,ancestry,0.05162422434,0.5,0.4483757757
7001,0,2,random_rank,0.1231330266,0.5,0.3768669734
7001,0,2,dense_pca_upper_bound,0.5,0.5,-1.665334537e-16
7001,0,4,ancestry,0.2312086216,0.8,0.5687913784
7001,0,4,random_rank,0.2332205069,0.8,0.5667794931
7001,0,4,dense_pca_upper_bound,0.8,0.8,-4.440892099e-16
7001,0,8,ancestry,0.5029543512,1,0.4970456488
7001,0,8,random_rank,0.4828618631,1,0.5171381369
7001,0,8,dense_pca_upper_bound,1,1,-4.440892099e-16
7001,0,16,ancestry,1,1,-2.220446049e-16
7001,0,16,random_rank,1,1,-3.330669074e-16
7001,0,16,dense_pca_upper_bound,1,1,-4.440892099e-16
7001,0.25,1,ancestry,0.0511033371,0.2805239151,0.229420578
7001,0.25,1,random_rank,0.07465008243,0.2805239151,0.2058738327
7001,0.25,1,dense_pca_upper_bound,0.2805239151,0.2805239151,0
7001,0.25,2,ancestry,0.1637181683,0.4214582695,0.2577401012
7001,0.25,2,random_rank,0.1550315709,0.4214582695,0.2664266986
7001,0.25,2,dense_pca_upper_bound,0.4214582695,0.4214582695,-5.551115123e-17
7001,0.25,4,ancestry,0.3734064662,0.6638741151,0.2904676489
7001,0.25,4,random_rank,0.2593320538,0.6638741151,0.4045420613
7001,0.25,4,dense_pca_upper_bound,0.6638741151,0.6638741151,2.220446049e-16
7001,0.25,8,ancestry,0.6272157634,0.8983518181,0.2711360547
7001,0.25,8,random_rank,0.4759454051,0.8983518181,0.4224064131
7001,0.25,8,dense_pca_upper_bound,0.8983518181,0.8983518181,1.110223025e-16
7001,0.25,16,ancestry,1,1,1.110223025e-16
7001,0.25,16,random_rank,1,1,1.110223025e-16
7001,0.25,16,dense_pca_upper_bound,1,1,-2.220446049e-16
7001,0.5,1,ancestry,0.0840688914,0.2217660109,0.1376971195
7001,0.5,1,random_rank,0.07619136535,0.2217660109,0.1455746456
7001,0.5,1,dense_pca_upper_bound,0.2217660109,0.2217660109,5.551115123e-17
7001,0.5,2,ancestry,0.2758121122,0.4071096278,0.1312975156
7001,0.5,2,random_rank,0.1869301151,0.4071096278,0.2201795127
7001,0.5,2,dense_pca_upper_bound,0.4071096278,0.4071096278,2.220446049e-16
7001,0.5,4,ancestry,0.5156043108,0.6288231152,0.1132188045
7001,0.5,4,random_rank,0.2854436007,0.6288231152,0.3433795145
7001,0.5,4,dense_pca_upper_bound,0.6288231152,0.6288231152,0
7001,0.5,8,ancestry,0.7514771756,0.8713931899,0.1199160143
7001,0.5,8,random_rank,0.469028947,0.8713931899,0.4023642429
7001,0.5,8,dense_pca_upper_bound,0.8713931899,0.8713931899,-1.110223025e-16
7001,0.5,16,ancestry,1,1,0
7001,0.5,16,random_rank,1,1,0
7001,0.5,16,dense_pca_upper_bound,1,1,0
7001,0.75,1,ancestry,0.1170344457,0.271975617,0.1549411713
7001,0.75,1,random_rank,0.07773264828,0.271975617,0.1942429687
7001,0.75,1,dense_pca_upper_bound,0.271975617,0.271975617,-5.551115123e-17
7001,0.75,2,ancestry,0.3879060561,0.4333346892,0.04542863307
7001,0.75,2,random_rank,0.2188286594,0.4333346892,0.2145060297
7001,0.75,2,dense_pca_upper_bound,0.4333346892,0.4333346892,-1.110223025e-16
7001,0.75,4,ancestry,0.6578021554,0.6802263002,0.02242414478
7001,0.75,4,random_rank,0.3115551476,0.6802263002,0.3686711525
7001,0.75,4,dense_pca_upper_bound,0.6802263002,0.6802263002,-2.220446049e-16
7001,0.75,8,ancestry,0.8757385878,0.9038207763,0.02808218852
7001,0.75,8,random_rank,0.4621124889,0.9038207763,0.4417082874
7001,0.75,8,dense_pca_upper_bound,0.9038207763,0.9038207763,-1.110223025e-16
7001,0.75,16,ancestry,1,1,0
7001,0.75,16,random_rank,1,1,0
7001,0.75,16,dense_pca_upper_bound,1,1,-2.220446049e-16
7001,1,1,ancestry,0.15,0.35,0.2
7001,1,1,random_rank,0.0792739312,0.35,0.2707260688
7001,1,1,dense_pca_upper_bound,0.35,0.35,-1.110223025e-16
7001,1,2,ancestry,0.5,0.5,-1.110223025e-16
7001,1,2,random_rank,0.2507272037,0.5,0.2492727963
7001,1,2,dense_pca_upper_bound,0.5,0.5,5.551115123e-17
7001,1,4,ancestry,0.8,0.8,-2.220446049e-16
7001,1,4,random_rank,0.3376666945,0.8,0.4623333055
7001,1,4,dense_pca_upper_bound,0.8,0.8,-2.220446049e-16
7001,1,8,ancestry,1,1,-2.220446049e-16
7001,1,8,random_rank,0.4551960308,1,0.5448039692
7001,1,8,dense_pca_upper_bound,1,1,-2.220446049e-16
7001,1,16,ancestry,1,1,-1.110223025e-16
7001,1,16,random_rank,1,1,0
7001,1,16,dense_pca_upper_bound,1,1,-1.110223025e-16
7002,0,1,ancestry,0.05199538545,0.35,0.2980046145
7002,0,1,random_rank,0.0417436612,0.35,0.3082563388
7002,0,1,dense_pca_upper_bound,0.35,0.35,0
7002,0,2,ancestry,0.0984045011,0.5,0.4015954989
7002,0,2,random_rank,0.1772850926,0.5,0.3227149074
7002,0,2,dense_pca_upper_bound,0.5,0.5,-2.220446049e-16
7002,0,4,ancestry,0.2165545974,0.8,0.5834454026
7002,0,4,random_rank,0.2359461079,0.8,0.5640538921
7002,0,4,dense_pca_upper_bound,0.8,0.8,-4.440892099e-16
7002,0,8,ancestry,0.4634974301,1,0.5365025699
7002,0,8,random_rank,0.5677224466,1,0.4322775534
7002,0,8,dense_pca_upper_bound,1,1,-4.440892099e-16
7002,0,16,ancestry,1,1,-3.330669074e-16
7002,0,16,random_rank,1,1,-5.551115123e-16
7002,0,16,dense_pca_upper_bound,1,1,-5.551115123e-16
7002,0.25,1,ancestry,0.07649653909,0.273525076,0.1970285369
7002,0.25,1,random_rank,0.06373230473,0.273525076,0.2097927713
7002,0.25,1,dense_pca_upper_bound,0.273525076,0.273525076,0
7002,0.25,2,ancestry,0.1988033758,0.412160801,0.2133574252
7002,0.25,2,random_rank,0.1707681813,0.412160801,0.2413926197
7002,0.25,2,dense_pca_upper_bound,0.412160801,0.412160801,0
7002,0.25,4,ancestry,0.362415948,0.6649514472,0.3025354992
7002,0.25,4,random_rank,0.2307178866,0.6649514472,0.4342335605
7002,0.25,4,dense_pca_upper_bound,0.6649514472,0.6649514472,0
7002,0.25,8,ancestry,0.5976230725,0.9130265262,0.3154034537
7002,0.25,8,random_rank,0.5440405894,0.9130265262,0.3689859368
7002,0.25,8,dense_pca_upper_bound,0.9130265262,0.9130265262,0
7002,0.25,16,ancestry,1,1,-2.220446049e-16
7002,0.25,16,random_rank,1,1,-4.440892099e-16
7002,0.25,16,dense_pca_upper_bound,1,1,0
7002,0.5,1,ancestry,0.1009976927,0.221164118,0.1201664253
7002,0.5,1,random_rank,0.08572094826,0.221164118,0.1354431697
7002,0.5,1,dense_pca_upper_bound,0.221164118,0.221164118,1.387778781e-16
7002,0.5,2,ancestry,0.2992022505,0.3907792577,0.09157700718
7002,0.5,2,random_rank,0.1642512701,0.3907792577,0.2265279876
7002,0.5,2,dense_pca_upper_bound,0.3907792577,0.3907792577,5.551115123e-17
7002,0.5,4,ancestry,0.5082772987,0.6303057908,0.1220284921
7002,0.5,4,random_rank,0.2254896654,0.6303057908,0.4048161254
7002,0.5,4,dense_pca_upper_bound,0.6303057908,0.6303057908,0
7002,0.5,8,ancestry,0.731748715,0.8892874283,0.1575387133
7002,0.5,8,random_rank,0.5203587323,0.8892874283,0.3689286961
7002,0.5,8,dense_pca_upper_bound,0.8892874283,0.8892874283,2.220446049e-16
7002,0.5,16,ancestry,1,1,0
7002,0.5,16,random_rank,1,1,-2.220446049e-16
7002,0.5,16,dense_pca_upper_bound,1,1,0
7002,0.75,1,ancestry,0.1254988464,0.2755097599,0.1500109136
7002,0.75,1,random_rank,0.1077095918,0.2755097599,0.1678001681
7002,0.75,1,dense_pca_upper_bound,0.2755097599,0.2755097599,-5.551115123e-17
7002,0.75,2,ancestry,0.3996011253,0.4177675954,0.01816647013
7002,0.75,2,random_rank,0.1577343589,0.4177675954,0.2600332365
7002,0.75,2,dense_pca_upper_bound,0.4177675954,0.4177675954,-1.110223025e-16
7002,0.75,4,ancestry,0.6541386493,0.6736257589,0.01948710956
7002,0.75,4,random_rank,0.2202614441,0.6736257589,0.4533643148
7002,0.75,4,dense_pca_upper_bound,0.6736257589,0.6736257589,-2.220446049e-16
7002,0.75,8,ancestry,0.8658743575,0.9067392305,0.04086487295
7002,0.75,8,random_rank,0.4966768751,0.9067392305,0.4100623553
7002,0.75,8,dense_pca_upper_bound,0.9067392305,0.9067392305,-5.551115123e-16
7002,0.75,16,ancestry,1,1,-2.220446049e-16
7002,0.75,16,random_rank,1,1,-6.661338148e-16
7002,0.75,16,dense_pca_upper_bound,1,1,-2.220446049e-16
7002,1,1,ancestry,0.15,0.35,0.2
7002,1,1,random_rank,0.1296982353,0.35,0.2203017647
7002,1,1,dense_pca_upper_bound,0.35,0.35,-1.110223025e-16
7002,1,2,ancestry,0.5,0.5,-1.110223025e-16
7002,1,2,random_rank,0.1512174476,0.5,0.3487825524
7002,1,2,dense_pca_upper_bound,0.5,0.5,5.551115123e-17
7002,1,4,ancestry,0.8,0.8,-2.220446049e-16
7002,1,4,random_rank,0.2150332228,0.8,0.5849667772
7002,1,4,dense_pca_upper_bound,0.8,0.8,-2.220446049e-16
7002,1,8,ancestry,1,1,-2.220446049e-16
7002,1,8,random_rank,0.472995018,1,0.527004982
7002,1,8,dense_pca_upper_bound,1,1,-2.220446049e-16
7002,1,16,ancestry,1,1,-1.110223025e-16
7002,1,16,random_rank,1,1,-3.330669074e-16
7002,1,16,dense_pca_upper_bound,1,1,-1.110223025e-16
7003,0,1,ancestry,0.1133608978,0.35,0.2366391022
7003,0,1,random_rank,0.05125613463,0.35,0.2987438654
7003,0,1,dense_pca_upper_bound,0.35,0.35,0
7003,0,2,ancestry,0.1807564199,0.5,0.3192435801
7003,0,2,random_rank,0.1694457655,0.5,0.3305542345
7003,0,2,dense_pca_upper_bound,0.5,0.5,2.220446049e-16
7003,0,4,ancestry,0.3884401628,0.8,0.4115598372
7003,0,4,random_rank,0.3063817305,0.8,0.4936182695
7003,0,4,dense_pca_upper_bound,0.8,0.8,1.110223025e-16
7003,0,8,ancestry,0.5896172486,1,0.4103827514
7003,0,8,random_rank,0.4422050536,1,0.5577949464
7003,0,8,dense_pca_upper_bound,1,1,0
7003,0,16,ancestry,1,1,1.110223025e-16
7003,0,16,random_rank,1,1,-2.220446049e-16
7003,0,16,dense_pca_upper_bound,1,1,0
7003,0.25,1,ancestry,0.1225206734,0.2861553263,0.163634653
7003,0.25,1,random_rank,0.05895327757,0.2861553263,0.2272020487
7003,0.25,1,dense_pca_upper_bound,0.2861553263,0.2861553263,-5.551115123e-17
7003,0.25,2,ancestry,0.2605673149,0.4502890573,0.1897217423
7003,0.25,2,random_rank,0.1541040214,0.4502890573,0.2961850359
7003,0.25,2,dense_pca_upper_bound,0.4502890573,0.4502890573,5.551115123e-17
7003,0.25,4,ancestry,0.4913301221,0.7064777943,0.2151476722
7003,0.25,4,random_rank,0.2831563985,0.7064777943,0.4233213958
7003,0.25,4,dense_pca_upper_bound,0.7064777943,0.7064777943,-1.110223025e-16
7003,0.25,8,ancestry,0.6922129365,0.9255226232,0.2333096867
7003,0.25,8,random_rank,0.4552938778,0.9255226232,0.4702287454
7003,0.25,8,dense_pca_upper_bound,0.9255226232,0.9255226232,0
7003,0.25,16,ancestry,1,1,4.440892099e-16
7003,0.25,16,random_rank,1,1,2.220446049e-16
7003,0.25,16,dense_pca_upper_bound,1,1,4.440892099e-16
7003,0.5,1,ancestry,0.1316804489,0.2296142652,0.09793381632
7003,0.5,1,random_rank,0.06665042052,0.2296142652,0.1629638447
7003,0.5,1,dense_pca_upper_bound,0.2296142652,0.2296142652,8.326672685e-17
7003,0.5,2,ancestry,0.34037821,0.4417077212,0.1013295113
7003,0.5,2,random_rank,0.1387622772,0.4417077212,0.302945444
7003,0.5,2,dense_pca_upper_bound,0.4417077212,0.4417077212,1.110223025e-16
7003,0.5,4,ancestry,0.5942200814,0.6705858388,0.07636575742
7003,0.5,4,random_rank,0.2599310665,0.6705858388,0.4106547723
7003,0.5,4,dense_pca_upper_bound,0.6705858388,0.6705858388,1.110223025e-16
7003,0.5,8,ancestry,0.7948086243,0.9039953957,0.1091867713
7003,0.5,8,random_rank,0.468382702,0.9039953957,0.4356126936
7003,0.5,8,dense_pca_upper_bound,0.9039953957,0.9039953957,1.110223025e-16
7003,0.5,16,ancestry,1,1,2.220446049e-16
7003,0.5,16,random_rank,1,1,2.220446049e-16
7003,0.5,16,dense_pca_upper_bound,1,1,2.220446049e-16
7003,0.75,1,ancestry,0.1408402245,0.2805172356,0.1396770111
7003,0.75,1,random_rank,0.07434756347,0.2805172356,0.2061696721
7003,0.75,1,dense_pca_upper_bound,0.2805172356,0.2805172356,0
7003,0.75,2,ancestry,0.420189105,0.4589076137,0.03871850877
7003,0.75,2,random_rank,0.123420533,0.4589076137,0.3354870807
7003,0.75,2,dense_pca_upper_bound,0.4589076137,0.4589076137,5.551115123e-17
7003,0.75,4,ancestry,0.6971100407,0.7134838925,0.01637385182
7003,0.75,4,random_rank,0.2367057345,0.7134838925,0.476778158
7003,0.75,4,dense_pca_upper_bound,0.7134838925,0.7134838925,0
7003,0.75,8,ancestry,0.8974043122,0.9203311393,0.02292682717
7003,0.75,8,random_rank,0.4814715263,0.9203311393,0.4388596131
7003,0.75,8,dense_pca_upper_bound,0.9203311393,0.9203311393,0
7003,0.75,16,ancestry,1,1,2.220446049e-16
7003,0.75,16,random_rank,1,1,0
7003,0.75,16,dense_pca_upper_bound,1,1,0
7003,1,1,ancestry,0.15,0.35,0.2
7003,1,1,random_rank,0.08204470641,0.35,0.2679552936
7003,1,1,dense_pca_upper_bound,0.35,0.35,-1.110223025e-16
7003,1,2,ancestry,0.5,0.5,-1.110223025e-16
7003,1,2,random_rank,0.1080787888,0.5,0.3919212112
7003,1,2,dense_pca_upper_bound,0.5,0.5,5.551115123e-17
7003,1,4,ancestry,0.8,0.8,-2.220446049e-16
7003,1,4,random_rank,0.2134804025,0.8,0.5865195975
7003,1,4,dense_pca_upper_bound,0.8,0.8,-2.220446049e-16
7003,1,8,ancestry,1,1,-2.220446049e-16
7003,1,8,random_rank,0.4945603505,1,0.5054396495
7003,1,8,dense_pca_upper_bound,1,1,-2.220446049e-16
7003,1,16,ancestry,1,1,-1.110223025e-16
7003,1,16,random_rank,1,1,-1.110223025e-16
7003,1,16,dense_pca_upper_bound,1,1,-1.110223025e-16
7004,0,1,ancestry,0.05505726378,0.35,0.2949427362
7004,0,1,random_rank,0.04175399565,0.35,0.3082460044
7004,0,1,dense_pca_upper_bound,0.35,0.35,-1.665334537e-16
7004,0,2,ancestry,0.117241032,0.5,0.382758968
7004,0,2,random_rank,0.07279215008,0.5,0.4272078499
7004,0,2,dense_pca_upper_bound,0.5,0.5,-1.110223025e-16
7004,0,4,ancestry,0.2080557438,0.8,0.5919442562
7004,0,4,random_rank,0.2616787867,0.8,0.5383212133
7004,0,4,dense_pca_upper_bound,0.8,0.8,-1.110223025e-16
7004,0,8,ancestry,0.4189318661,1,0.5810681339
7004,0,8,random_rank,0.4880834509,1,0.5119165491
7004,0,8,dense_pca_upper_bound,1,1,0
7004,0,16,ancestry,1,1,1.110223025e-16
7004,0,16,random_rank,1,1,0
7004,0,16,dense_pca_upper_bound,1,1,0
7004,0.25,1,ancestry,0.07879294784,0.2815452281,0.2027522802
7004,0.25,1,random_rank,0.05431833679,0.2815452281,0.2272268913
7004,0.25,1,dense_pca_upper_bound,0.2815452281,0.2815452281,1.110223025e-16
7004,0.25,2,ancestry,0.212930774,0.4288903279,0.2159595539
7004,0.25,2,random_rank,0.08696322518,0.4288903279,0.3419271027
7004,0.25,2,dense_pca_upper_bound,0.4288903279,0.4288903279,2.220446049e-16
7004,0.25,4,ancestry,0.3560418078,0.6736854151,0.3176436073
7004,0.25,4,random_rank,0.2734346808,0.6736854151,0.4002507343
7004,0.25,4,dense_pca_upper_bound,0.6736854151,0.6736854151,3.330669074e-16
7004,0.25,8,ancestry,0.5641988996,0.8862938744,0.3220949748
7004,0.25,8,random_rank,0.4740380825,0.8862938744,0.4122557919
7004,0.25,8,dense_pca_upper_bound,0.8862938744,0.8862938744,-1.110223025e-16
7004,0.25,16,ancestry,1,1,5.551115123e-16
7004,0.25,16,random_rank,1,1,2.220446049e-16
7004,0.25,16,dense_pca_upper_bound,1,1,2.220446049e-16
7004,0.5,1,ancestry,0.1025286319,0.2423109723,0.1397823404
7004,0.5,1,random_rank,0.06688267793,0.2423109723,0.1754282944
7004,0.5,1,dense_pca_upper_bound,0.2423109723,0.2423109723,-1.942890293e-16
7004,0.5,2,ancestry,0.308620516,0.4012570601,0.09263654413
7004,0.5,2,random_rank,0.1011343003,0.4012570601,0.3001227599
7004,0.5,2,dense_pca_upper_bound,0.4012570601,0.4012570601,-1.110223025e-16
7004,0.5,4,ancestry,0.5040278719,0.6137780736,0.1097502017
7004,0.5,4,random_rank,0.2851905748,0.6137780736,0.3285874988
7004,0.5,4,dense_pca_upper_bound,0.6137780736,0.6137780736,-2.220446049e-16
7004,0.5,8,ancestry,0.709465933,0.8613289492,0.1518630161
7004,0.5,8,random_rank,0.4599927141,0.8613289492,0.4013362351
7004,0.5,8,dense_pca_upper_bound,0.8613289492,0.8613289492,-1.110223025e-16
7004,0.5,16,ancestry,1,1,-2.220446049e-16
7004,0.5,16,random_rank,1,1,-2.220446049e-16
7004,0.5,16,dense_pca_upper_bound,1,1,-2.220446049e-16
7004,0.75,1,ancestry,0.1262643159,0.2819339319,0.1556696159
7004,0.75,1,random_rank,0.07944701907,0.2819339319,0.2024869128
7004,0.75,1,dense_pca_upper_bound,0.2819339319,0.2819339319,-5.551115123e-17
7004,0.75,2,ancestry,0.404310258,0.4236670736,0.01935681555
7004,0.75,2,random_rank,0.1153053754,0.4236670736,0.3083616982
7004,0.75,2,dense_pca_upper_bound,0.4236670736,0.4236670736,-1.110223025e-16
7004,0.75,4,ancestry,0.6520139359,0.6689059224,0.01689198648
7004,0.75,4,random_rank,0.2969464689,0.6689059224,0.3719594535
7004,0.75,4,dense_pca_upper_bound,0.6689059224,0.6689059224,-2.220446049e-16
7004,0.75,8,ancestry,0.8547329665,0.8918308452,0.0370978787
7004,0.75,8,random_rank,0.4459473457,0.8918308452,0.4458834996
7004,0.75,8,dense_pca_upper_bound,0.8918308452,0.8918308452,-2.220446049e-16
7004,0.75,16,ancestry,1,1,0
7004,0.75,16,random_rank,1,1,-2.220446049e-16
7004,0.75,16,dense_pca_upper_bound,1,1,0
7004,1,1,ancestry,0.15,0.35,0.2
7004,1,1,random_rank,0.09201136021,0.35,0.2579886398
7004,1,1,dense_pca_upper_bound,0.35,0.35,-1.110223025e-16
7004,1,2,ancestry,0.5,0.5,-1.110223025e-16
7004,1,2,random_rank,0.1294764505,0.5,0.3705235495
7004,1,2,dense_pca_upper_bound,0.5,0.5,5.551115123e-17
7004,1,4,ancestry,0.8,0.8,-2.220446049e-16
7004,1,4,random_rank,0.308702363,0.8,0.491297637
7004,1,4,dense_pca_upper_bound,0.8,0.8,-2.220446049e-16
7004,1,8,ancestry,1,1,-2.220446049e-16
7004,1,8,random_rank,0.4319019773,1,0.5680980227
7004,1,8,dense_pca_upper_bound,1,1,-2.220446049e-16
7004,1,16,ancestry,1,1,-1.110223025e-16
7004,1,16,random_rank,1,1,-1.110223025e-16
7004,1,16,dense_pca_upper_bound,1,1,-1.110223025e-16
7005,0,1,ancestry,0.03306049279,0.35,0.3169395072
7005,0,1,random_rank,0.03633959196,0.35,0.313660408
7005,0,1,dense_pca_upper_bound,0.35,0.35,-5.551115123e-17
7005,0,2,ancestry,0.1246638886,0.5,0.3753361114
7005,0,2,random_rank,0.06677957927,0.5,0.4332204207
7005,0,2,dense_pca_upper_bound,0.5,0.5,-1.110223025e-16
7005,0,4,ancestry,0.2425622044,0.8,0.5574377956
7005,0,4,random_rank,0.3292516945,0.8,0.4707483055
7005,0,4,dense_pca_upper_bound,0.8,0.8,-2.220446049e-16
7005,0,8,ancestry,0.5268306947,1,0.4731693053
7005,0,8,random_rank,0.465477378,1,0.534522622
7005,0,8,dense_pca_upper_bound,1,1,-4.440892099e-16
7005,0,16,ancestry,1,1,-2.220446049e-16
7005,0,16,random_rank,1,1,-4.440892099e-16
7005,0,16,dense_pca_upper_bound,1,1,-4.440892099e-16
7005,0.25,1,ancestry,0.06229536959,0.2873496601,0.2250542905
7005,0.25,1,random_rank,0.0422114913,0.2873496601,0.2451381688
7005,0.25,1,dense_pca_upper_bound,0.2873496601,0.2873496601,-1.665334537e-16
7005,0.25,2,ancestry,0.2184979165,0.4362412114,0.2177432949
7005,0.25,2,random_rank,0.07673300846,0.4362412114,0.3595082029
7005,0.25,2,dense_pca_upper_bound,0.4362412114,0.4362412114,0
7005,0.25,4,ancestry,0.3819216533,0.6870973004,0.3051756471
7005,0.25,4,random_rank,0.2759158044,0.6870973004,0.4111814961
7005,0.25,4,dense_pca_upper_bound,0.6870973004,0.6870973004,0
7005,0.25,8,ancestry,0.645123021,0.9075635017,0.2624404807
7005,0.25,8,random_rank,0.4823757085,0.9075635017,0.4251877932
7005,0.25,8,dense_pca_upper_bound,0.9075635017,0.9075635017,1.110223025e-16
7005,0.25,16,ancestry,1,1,7.771561172e-16
7005,0.25,16,random_rank,1,1,4.440892099e-16
7005,0.25,16,dense_pca_upper_bound,1,1,4.440892099e-16
7005,0.5,1,ancestry,0.09153024639,0.2568341159,0.1653038695
7005,0.5,1,random_rank,0.04808339064,0.2568341159,0.2087507253
7005,0.5,1,dense_pca_upper_bound,0.2568341159,0.2568341159,0
7005,0.5,2,ancestry,0.3123319443,0.4095124716,0.09718052724
7005,0.5,2,random_rank,0.08668643765,0.4095124716,0.3228260339
7005,0.5,2,dense_pca_upper_bound,0.4095124716,0.4095124716,1.665334537e-16
7005,0.5,4,ancestry,0.5212811022,0.6347610124,0.1134799102
7005,0.5,4,random_rank,0.2225799142,0.6347610124,0.4121810982
7005,0.5,4,dense_pca_upper_bound,0.6347610124,0.6347610124,1.110223025e-16
7005,0.5,8,ancestry,0.7634153473,0.8901699625,0.1267546151
7005,0.5,8,random_rank,0.4992740391,0.8901699625,0.3908959234
7005,0.5,8,dense_pca_upper_bound,0.8901699625,0.8901699625,0
7005,0.5,16,ancestry,1,1,2.220446049e-16
