arm,regime,task_id,split,seed,rank,noise_sd,angle_pi,candidate_id,tree_id,shape,budget_k,resource_cost,channel_cost,cable_cost,parameter_count,decoder_coefficients,encoder_coefficients,checkpoint,test_loss,population_loss,observed_objective,population_objective
feedback_only,fixed_cache,s9300_r1_n000_a125,confirmatory,9300,1,0.0,0.125,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,256,4.6792146255845984e-32,5.392603844284261e-33,0.013899347258575865,0.013899347258575865
feedback_only,fixed_cache,s9300_r1_n000_a375,confirmatory,9300,1,0.0,0.375,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,256,1.1814156168985898e-12,1.2052898171583334e-12,0.013899347259757281,0.013899347259781154
feedback_only,fixed_cache,s9300_r1_n750_a125,confirmatory,9300,1,0.75,0.125,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,256,0.2977507554040508,0.2874011980888961,0.3116501026626267,0.30130054534747197
feedback_only,fixed_cache,s9300_r1_n750_a375,confirmatory,9300,1,0.75,0.375,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,256,0.2950429976904921,0.2853639853116246,0.30894234494906797,0.2992633325702005
feedback_only,fixed_cache,s9300_r2_n000_a125,confirmatory,9300,2,0.0,0.125,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,256,8.285456478152778e-32,5.585196838722984e-32,0.023899347258575863,0.023899347258575863
feedback_only,fixed_cache,s9300_r2_n000_a375,confirmatory,9300,2,0.0,0.375,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,256,1.216291758607201e-08,1.2231649172140293e-08,0.02389935942149345,0.023899359490225036
feedback_only,fixed_cache,s9300_r2_n750_a125,confirmatory,9300,2,0.75,0.125,comb_contiguous_k2,comb_contiguous,comb,2,0.35,0.25,1.0,64,64,16,256,0.296159984051173,0.2905930277592548,0.32415998405117297,0.3185930277592548
feedback_only,fixed_cache,s9300_r2_n750_a375,confirmatory,9300,2,0.75,0.375,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,256,0.2920017643251755,0.2855584805972021,0.31590111158375134,0.30945782785577797
feedback_only,fixed_cache,s9300_r4_n000_a125,confirmatory,9300,4,0.0,0.125,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,256,4.792994515275623e-16,4.648176986001682e-16,0.043899347258576346,0.04389934725857633
feedback_only,fixed_cache,s9300_r4_n000_a375,confirmatory,9300,4,0.0,0.375,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,256,5.152893126908895e-06,5.015973794982661e-06,0.043904500151702774,0.04390436323237085
feedback_only,fixed_cache,s9300_r4_n750_a125,confirmatory,9300,4,0.75,0.125,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,256,0.2956353518367604,0.3002421408519185,0.33953469909533623,0.3441414881104944
feedback_only,fixed_cache,s9300_r4_n750_a375,confirmatory,9300,4,0.75,0.375,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,256,0.2917288206217392,0.2954160010146824,0.3356281678803151,0.33931534827325827
feedback_only,fixed_cache,s9300_r8_n000_a125,confirmatory,9300,8,0.0,0.125,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,256,1.0449622468102694e-08,1.0393756528242762e-08,0.08389935770819833,0.08389935765233238
feedback_only,fixed_cache,s9300_r8_n000_a375,confirmatory,9300,8,0.0,0.375,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,256,2.1623480462588375e-08,2.1375998164925026e-08,0.08389936888205632,0.08389936863457402
feedback_only,fixed_cache,s9300_r8_n750_a125,confirmatory,9300,8,0.75,0.125,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,256,0.3066801904917846,0.3029532835066563,0.3905795377503604,0.38685263076523213
