method,count,mean,median,sum
candidate_training,1280,0.15019976138009947,0.15293336217291648,192.25569456652732
empirical_split_fullbatch,640,0.010146725901540728,0.01028944749850775,6.493904576986066
gaussian_oracle_fullbatch,640,0.0006447740041039177,0.0006020829896442,0.4126553626265073
gaussian_oracle_sgd,640,0.04479320790214838,0.0388793755555525,28.667653057374963
gaussian_plugin_fullbatch,640,0.000722378818681996,0.0005815649637952,0.4623224439564774
gaussian_plugin_sgd,640,0.044801494047533155,0.0388897544471547,28.672956190421218
original_scalar,640,0.028369488835596663,0.028969100501853903,18.156472854781864
