task_id,arm,regime,checkpoint,method,split,seed,rank,noise_sd,angle_pi,candidate_id,tree_id,shape,budget_k,resource_cost,channel_cost,cable_cost,parameter_count,decoder_coefficients,encoder_coefficients,test_loss,population_loss,predicted_loss,predicted_objective,observed_objective,population_objective,oracle_objective,oracle_population_objective,regret,population_regret
s9300_r1_n000_a125,feedback_only,fixed_cache,256,empirical_split_fullbatch,confirmatory,9300,1,0.0,0.125,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,4.6792146255845984e-32,5.392603844284261e-33,4.409789797743604e-31,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0,0.0
s9300_r1_n000_a125,feedback_only,fixed_cache,256,gaussian_oracle_fullbatch,confirmatory,9300,1,0.0,0.125,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,4.6792146255845984e-32,5.392603844284261e-33,3.0814879110195774e-33,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0,0.0
s9300_r1_n000_a125,feedback_only,fixed_cache,256,gaussian_oracle_sgd,confirmatory,9300,1,0.0,0.125,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,4.6792146255845984e-32,5.392603844284261e-33,1.4137313665033144e-32,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0,0.0
s9300_r1_n000_a125,feedback_only,fixed_cache,256,gaussian_plugin_fullbatch,confirmatory,9300,1,0.0,0.125,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,4.6792146255845984e-32,5.392603844284261e-33,5.088975911896955e-31,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0,0.0
s9300_r1_n000_a125,feedback_only,fixed_cache,256,gaussian_plugin_sgd,confirmatory,9300,1,0.0,0.125,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,4.6792146255845984e-32,5.392603844284261e-33,5.490878228322007e-31,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0,0.0
s9300_r1_n000_a125,feedback_only,fixed_cache,256,original_scalar,confirmatory,9300,1,0.0,0.125,balanced_permutation_b_k4,balanced_permutation_b,balanced,4,0.5634003977894598,0.5,0.6340039778945984,64,64,32,5.116556784529252e-32,1.5792625543975334e-32,0.0538648537836417,0.0989368856067984,0.0450720318231567,0.0450720318231567,0.0138993472585758,0.0138993472585758,0.0311726845645809,0.0311726845645809
s9300_r1_n000_a125,feedback_only,fixed_cache,256,pilot16,confirmatory,9300,1,0.0,0.125,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,4.6792146255845984e-32,5.392603844284261e-33,1.5113030480095494e-05,0.0139144602890559,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0,0.0
s9300_r1_n000_a125,feedback_only,fresh_iid,256,empirical_split_fullbatch,confirmatory,9300,1,0.0,0.125,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,4.528709030882716e-32,5.392603844284261e-33,4.409789797743604e-31,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0,0.0
s9300_r1_n000_a125,feedback_only,fresh_iid,256,gaussian_oracle_fullbatch,confirmatory,9300,1,0.0,0.125,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,4.528709030882716e-32,5.392603844284261e-33,3.0814879110195774e-33,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0,0.0
s9300_r1_n000_a125,feedback_only,fresh_iid,256,gaussian_oracle_sgd,confirmatory,9300,1,0.0,0.125,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,4.528709030882716e-32,5.392603844284261e-33,1.4137313665033144e-32,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0138993472585758,0.0,0.0
