arm,regime,method,rank,mean_regret,ci95_low,ci95_high,n_seed_blocks,n_tasks,mean_selected_k,mean_population_regret
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,2,7.87741689735e-06,0.0,2.363225069205e-05,20,80,2.0,1.3807401345752498e-05
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,4,6.198177686195412e-07,0.0,1.8594533058586236e-06,20,80,4.0,0.0
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,8,2.604515201286969e-05,9.75605182531694e-06,4.574365368163607e-05,20,80,8.0,1.920921252757905e-05
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,all,3.438994260293243e-05,6.684628849690935e-06,7.753482514324969e-05,20,320,3.75,3.561389536777957e-05
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,1,0.0,0.0,0.0,20,80,1.0,0.0
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,2,7.87741689735e-06,0.0,2.363225069205e-05,20,80,2.0,1.3807401345752498e-05
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,4,0.00010363720150151001,0.0,0.00028207104783172003,20,80,4.0,0.00010943896759778673
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,8,2.604515201286969e-05,9.75605182531694e-06,4.574365368163607e-05,20,80,8.0,1.920921252757905e-05
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,all,4.168076344063648e-05,7.704985508151845e-06,8.909604049431683e-05,20,320,3.75,4.0921695893978947e-05
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,1,0.0,0.0,0.0,20,80,1.0,0.0
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,2,1.430889923800625e-05,0.0,3.64952153733625e-05,20,80,2.0,1.24874321860675e-05
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,4,0.00012636900251167,0.0,0.00032753464985204,20,80,4.0,0.00013199013886226922
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,8,2.604515201286969e-05,9.75605182531694e-06,4.574365368163607e-05,20,80,8.0,1.920921252757905e-05
joint_forward_feedback,fixed_cache,maximum_budget,all,0.04269525727610811,0.04251638007592728,0.042869370094679574,20,320,8.0,0.04270812365060648
joint_forward_feedback,fixed_cache,maximum_budget,1,0.07106661970370896,0.0708047427483059,0.07135858343354584,20,80,8.0,0.07106866131140643
joint_forward_feedback,fixed_cache,maximum_budget,2,0.06072791068853767,0.06051895106901938,0.060963874526571565,20,80,8.0,0.06080954116475877
joint_forward_feedback,fixed_cache,maximum_budget,4,0.038960453560172956,0.03850117704851454,0.03942017640300343,20,80,8.0,0.038935082913733106
joint_forward_feedback,fixed_cache,maximum_budget,8,2.604515201286969e-05,9.75605182531694e-06,4.574365368163607e-05,20,80,8.0,1.920921252757905e-05
joint_forward_feedback,fixed_cache,observed_count_cheapest,all,0.00019708972748481963,7.19501896288613e-05,0.0003443374146463364,20,320,3.75,0.000184335576472222
joint_forward_feedback,fixed_cache,observed_count_cheapest,1,0.0,0.0,0.0,20,80,1.0,0.0
joint_forward_feedback,fixed_cache,observed_count_cheapest,2,7.877416897351247e-06,0.0,2.3632250692053742e-05,20,80,2.0,1.3807401345754255e-05
joint_forward_feedback,fixed_cache,observed_count_cheapest,4,0.0007544363410290536,0.00024646325265729037,0.001346995046117234,20,80,4.0,0.0007043256920155519
joint_forward_feedback,fixed_cache,observed_count_cheapest,8,2.6045152012873703e-05,9.756051825317735e-06,4.574365368164147e-05,20,80,8.0,1.9209212527581883e-05
joint_forward_feedback,fixed_cache,observed_count_conditioning,all,4.168076344063826e-05,7.704985508153209e-06,8.909604049431819e-05,20,320,3.75,4.092169589398041e-05
joint_forward_feedback,fixed_cache,observed_count_conditioning,1,0.0,0.0,0.0,20,80,1.0,0.0
joint_forward_feedback,fixed_cache,observed_count_conditioning,2,1.4308899238008738e-05,0.0,3.6495215373368725e-05,20,80,2.0,1.2487432186068098e-05
joint_forward_feedback,fixed_cache,observed_count_conditioning,4,0.0001263690025116706,0.0,0.00032753464985204125,20,80,4.0,0.00013199013886227166
joint_forward_feedback,fixed_cache,observed_count_conditioning,8,2.6045152012873703e-05,9.756051825317735e-06,4.574365368164147e-05,20,80,8.0,1.9209212527581883e-05
joint_forward_feedback,fixed_cache,original_scalar,all,0.1006912882273375,0.09505574270689883,0.10624816455416032,20,320,5.503125,0.10057307036828052
joint_forward_feedback,fixed_cache,original_scalar,1,0.05822844496749609,0.052927671902610406,0.06375694554485241,20,80,6.225,0.058267624486642355
joint_forward_feedback,fixed_cache,original_scalar,2,0.051882305450460894,0.04569063601092822,0.057875412317121,20,80,6.675,0.051981480365023966
joint_forward_feedback,fixed_cache,original_scalar,4,0.024378196002083095,0.021159611045792375,0.028105182194434884,20,80,6.15,0.024464136342908165
joint_forward_feedback,fixed_cache,original_scalar,8,0.26827620648930994,0.248066939022599,0.28804447854626775,20,80,2.9625,0.2675790402785475
joint_forward_feedback,fixed_cache,pilot16,all,0.019465428664026663,0.017489886729816446,0.021201199356196857,20,320,5.36875,0.019529859110698027
joint_forward_feedback,fixed_cache,pilot16,1,0.010979185684583257,0.008982503990488971,0.013104834461809987,20,80,1.9,0.010972361953031853
joint_forward_feedback,fixed_cache,pilot16,2,0.021662127334834046,0.016715152157915046,0.026329968602477737,20,80,3.925,0.02174771808682375
joint_forward_feedback,fixed_cache,pilot16,4,0.04032847837301977,0.036969634606154454,0.04318308387110002,20,80,7.65,0.04037567414812611
joint_forward_feedback,fixed_cache,pilot16,8,0.004891923263669577,0.00453935781799035,0.005235243602502276,20,80,8.0,0.005023682254810409
joint_forward_feedback,fixed_cache,rank_only,all,0.008197168836047417,0.008078639221203212,0.008333790208127563,20,320,4.5,0.008199542067830808
joint_forward_feedback,fixed_cache,rank_only,1,0.011680555303521302,0.011542408852707487,0.011834948036146325,20,80,2.0,0.011698297410533614
joint_forward_feedback,fixed_cache,rank_only,2,0.020327638547626446,0.020170202215489146,0.02051962254290802,20,80,4.0,0.020376335956246498
joint_forward_feedback,fixed_cache,rank_only,4,0.0007544363410290474,0.00024646325265728874,0.0013469950461172237,20,80,4.0,0.0007043256920155437
joint_forward_feedback,fixed_cache,rank_only,8,2.604515201286969e-05,9.75605182531694e-06,4.574365368163607e-05,20,80,8.0,1.920921252757905e-05
joint_forward_feedback,fresh_iid,development_best,all,0.04273243093793642,0.04251209477186482,0.04297009752897344,20,320,8.0,0.04269189386615595
joint_forward_feedback,fresh_iid,development_best,1,0.07099514244045219,0.07068844131807782,0.07137759338257713,20,80,8.0,0.07098703028162659
joint_forward_feedback,fresh_iid,development_best,2,0.06095355744736939,0.06069649667829743,0.061258062531673305,20,80,8.0,0.0608763923993801
joint_forward_feedback,fresh_iid,development_best,4,0.03898102386392411,0.038382215352467546,0.039530203248639435,20,80,8.0,0.038904152783617106
joint_forward_feedback,fresh_iid,development_best,8,0.0,0.0,0.0,20,80,8.0,0.0
joint_forward_feedback,fresh_iid,empirical_split_fullbatch,all,0.0004451811641989637,0.0002356290154620564,0.0007863432008758148,20,320,3.75,0.0004327565610615151
joint_forward_feedback,fresh_iid,empirical_split_fullbatch,1,0.0,0.0,0.0,20,80,1.0,0.0
joint_forward_feedback,fresh_iid,empirical_split_fullbatch,2,0.0007812124857940476,2.8228208611959997e-05,0.002126397314418714,20,80,2.0,0.0007286385977259625
joint_forward_feedback,fresh_iid,empirical_split_fullbatch,4,0.00018902981106703624,0.0,0.00044907173671491373,20,80,4.0,0.00016690213900351247
joint_forward_feedback,fresh_iid,empirical_split_fullbatch,8,0.0008104823599347713,0.0006318717930661039,0.000998323250020798,20,80,8.0,0.000835485507516585
joint_forward_feedback,fresh_iid,gaussian_oracle_fullbatch,all,1.49946099091525e-05,3.565380399158125e-06,2.833022059580462e-05,20,320,3.75,8.667940401912524e-06
joint_forward_feedback,fresh_iid,gaussian_oracle_fullbatch,1,0.0,0.0,0.0,20,80,1.0,0.0
joint_forward_feedback,fresh_iid,gaussian_oracle_fullbatch,2,1.98281433501725e-05,0.0,5.3770391006324996e-05,20,80,2.0,1.5280763136055e-05
joint_forward_feedback,fresh_iid,gaussian_oracle_fullbatch,4,4.01502962864375e-05,0.0,8.99134192140875e-05,20,80,4.0,1.9390998471595093e-05
joint_forward_feedback,fresh_iid,gaussian_oracle_fullbatch,8,0.0,0.0,0.0,20,80,8.0,0.0
joint_forward_feedback,fresh_iid,gaussian_oracle_sgd,all,1.49946099091525e-05,3.565380399158125e-06,2.833022059580462e-05,20,320,3.75,8.667940401912524e-06
joint_forward_feedback,fresh_iid,gaussian_oracle_sgd,1,0.0,0.0,0.0,20,80,1.0,0.0
joint_forward_feedback,fresh_iid,gaussian_oracle_sgd,2,1.98281433501725e-05,0.0,5.3770391006324996e-05,20,80,2.0,1.5280763136055e-05
joint_forward_feedback,fresh_iid,gaussian_oracle_sgd,4,4.01502962864375e-05,0.0,8.99134192140875e-05,20,80,4.0,1.9390998471595093e-05
joint_forward_feedback,fresh_iid,gaussian_oracle_sgd,8,0.0,0.0,0.0,20,80,8.0,0.0
joint_forward_feedback,fresh_iid,gaussian_plugin_fullbatch,all,1.6523209857993123e-05,1.428509761048125e-06,3.3992359688630615e-05,20,320,3.75,1.4848732859043993e-05
joint_forward_feedback,fresh_iid,gaussian_plugin_fullbatch,1,0.0,0.0,0.0,20,80,1.0,0.0
joint_forward_feedback,fresh_iid,gaussian_plugin_fullbatch,2,1.98281433501725e-05,0.0,5.3770391006324996e-05,20,80,2.0,1.5280763136055e-05
joint_forward_feedback,fresh_iid,gaussian_plugin_fullbatch,4,4.62646960818e-05,0.0,0.0001186216136917125,20,80,4.0,4.411416830012097e-05
joint_forward_feedback,fresh_iid,gaussian_plugin_fullbatch,8,0.0,0.0,0.0,20,80,8.0,0.0
