seed,phase,task,step,model,optimizer,rule,rate,selected_rate,common_rate,test_nmse,validation_nmse,population_nmse,parameter_norm,max_abs_parameter,gradient_clipped_steps,parameter_projected_steps,elapsed_seconds
211202,fresh,0,0,conductance,sgd,exact,0.01,True,True,0.7803187398476361,0.8705815977356943,0.7303553042207254,3.890361085304132,1.7153479863524566,0,0,0.03844369400758296
211202,fresh,0,0,conductance,sgd,unit_broadcast,0.01,True,True,0.7803187398476361,0.8705815977356943,0.7303553042207254,3.890361085304132,1.7153479863524566,0,0,0.038489522063173354
211202,fresh,0,0,conductance,sgd,calibrated_broadcast,0.01,True,True,0.7803187398476361,0.8705815977356943,0.7303553042207254,3.890361085304132,1.7153479863524566,0,0,0.03851558605674654
211202,fresh,0,0,conductance,sgd,sign_broadcast,0.01,True,True,0.7803187398476361,0.8705815977356943,0.7303553042207254,3.890361085304132,1.7153479863524566,0,0,0.0385387729620561
211202,fresh,0,0,conductance,adam,exact,0.03,True,True,0.7803187398476361,0.8705815977356943,0.7303553042207254,3.890361085304132,1.7153479863524566,0,0,0.038561217952519655
211202,fresh,0,0,conductance,adam,unit_broadcast,0.03,True,True,0.7803187398476361,0.8705815977356943,0.7303553042207254,3.890361085304132,1.7153479863524566,0,0,0.038583713001571596
211202,fresh,0,0,conductance,adam,calibrated_broadcast,0.03,True,True,0.7803187398476361,0.8705815977356943,0.7303553042207254,3.890361085304132,1.7153479863524566,0,0,0.03860649699345231
211202,fresh,0,0,conductance,adam,sign_broadcast,0.03,True,True,0.7803187398476361,0.8705815977356943,0.7303553042207254,3.890361085304132,1.7153479863524566,0,0,0.03862806304823607
211202,fresh,0,1,conductance,sgd,exact,0.01,True,True,0.7506841453360092,0.837857723014481,0.7033711581216644,3.8841238290417572,1.7120095488135574,0,0,0.07680993701796979
211202,fresh,0,1,conductance,sgd,unit_broadcast,0.01,True,True,0.6712697108809124,0.7502015306321383,0.6312882965764298,3.859630256845075,1.7086111583683354,0,0,0.07684402097947896
211202,fresh,0,1,conductance,sgd,calibrated_broadcast,0.01,True,True,0.7509806990612085,0.8381960971867021,0.7036341839845818,3.884137228069535,1.7120095488135572,0,0,0.07686899800319225
211202,fresh,0,1,conductance,sgd,sign_broadcast,0.01,True,True,0.6712697108809124,0.7502015306321383,0.6312882965764298,3.859630256845075,1.7086111583683354,0,0,0.07689227897208184
211202,fresh,0,1,conductance,adam,exact,0.03,True,True,0.5537005921057293,0.6206927915436231,0.5230517389886343,3.814084440060518,1.6853479872510806,0,0,0.07691521698143333
211202,fresh,0,1,conductance,adam,unit_broadcast,0.03,True,True,0.5537005871455558,0.6206927860387531,0.523051734447204,3.814084436895314,1.6853479867977699,0,0,0.07694779499433935
211202,fresh,0,1,conductance,adam,calibrated_broadcast,0.03,True,True,0.5537005921196612,0.620692791561451,0.5230517390016236,3.8140844400882066,1.6853479872510806,0,0,0.07696915999986231
211202,fresh,0,1,conductance,adam,sign_broadcast,0.03,True,True,0.5537005871455558,0.6206927860387531,0.523051734447204,3.814084436895314,1.6853479867977699,0,0,0.07699034397955984
