seed,family,structure,optimizer,rate,rule,step,test_nmse,population_nmse,variance,gradient_cosine,field_relative_squared_error,gradient_clipped_steps,parameter_projected_steps,parameter_norm,max_abs_parameter,centered_cut_bound,parameters,edges,depth,elapsed_seconds
126100,matching,compatible,sgd,0.003,exact,0,1.197597638628289,1.1645744993265303,1.0,1.0,0.0,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04760325700044632
126100,matching,compatible,sgd,0.003,broadcast,0,1.197597638628289,1.1645744993265303,1.0,0.07671272797940584,2.5202529492789285,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04762531502638012
126100,matching,compatible,sgd,0.003,global_projection,0,1.197597638628289,1.1645744993265303,1.0,0.5598596513577309,0.5833132751345653,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04763840802479535
126100,matching,compatible,sgd,0.003,subtree_projection,0,1.197597638628289,1.1645744993265303,1.0,0.6836410469676544,0.4789371563246432,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04764990403782576
126100,matching,compatible,sgd,0.003,shuffled_projection,0,1.197597638628289,1.1645744993265303,1.0,0.6836410469676544,0.4789371563246432,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04766157304402441
126100,matching,compatible,sgd,0.01,exact,0,1.197597638628289,1.1645744993265303,1.0,1.0,0.0,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04767256206832826
126100,matching,compatible,sgd,0.01,broadcast,0,1.197597638628289,1.1645744993265303,1.0,0.07671272797940584,2.5202529492789285,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04768289299681783
126100,matching,compatible,sgd,0.01,global_projection,0,1.197597638628289,1.1645744993265303,1.0,0.5598596513577309,0.5833132751345653,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.047692892025224864
126100,matching,compatible,sgd,0.01,subtree_projection,0,1.197597638628289,1.1645744993265303,1.0,0.6836410469676544,0.4789371563246432,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.047703157062642276
126100,matching,compatible,sgd,0.01,shuffled_projection,0,1.197597638628289,1.1645744993265303,1.0,0.6836410469676544,0.4789371563246432,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04771407600492239
126100,matching,compatible,sgd,0.03,exact,0,1.197597638628289,1.1645744993265303,1.0,1.0,0.0,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.047724592965096235
126100,matching,compatible,sgd,0.03,broadcast,0,1.197597638628289,1.1645744993265303,1.0,0.07671272797940584,2.5202529492789285,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04773497604764998
126100,matching,compatible,sgd,0.03,global_projection,0,1.197597638628289,1.1645744993265303,1.0,0.5598596513577309,0.5833132751345653,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04775154299568385
126100,matching,compatible,sgd,0.03,subtree_projection,0,1.197597638628289,1.1645744993265303,1.0,0.6836410469676544,0.4789371563246432,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.047761752968654037
126100,matching,compatible,sgd,0.03,shuffled_projection,0,1.197597638628289,1.1645744993265303,1.0,0.6836410469676544,0.4789371563246432,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04777198296505958
126100,matching,compatible,adam,0.003,exact,0,1.197597638628289,1.1645744993265303,1.0,1.0,0.0,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04778233903925866
126100,matching,compatible,adam,0.003,broadcast,0,1.197597638628289,1.1645744993265303,1.0,0.07671272797940584,2.5202529492789285,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.047792649012990296
126100,matching,compatible,adam,0.003,global_projection,0,1.197597638628289,1.1645744993265303,1.0,0.5598596513577309,0.5833132751345653,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04780343500897288
126100,matching,compatible,adam,0.003,subtree_projection,0,1.197597638628289,1.1645744993265303,1.0,0.6836410469676544,0.4789371563246432,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04781392705626786
126100,matching,compatible,adam,0.003,shuffled_projection,0,1.197597638628289,1.1645744993265303,1.0,0.6836410469676544,0.4789371563246432,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04782450804486871
126100,matching,compatible,adam,0.01,exact,0,1.197597638628289,1.1645744993265303,1.0,1.0,0.0,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.047834512079134583
126100,matching,compatible,adam,0.01,broadcast,0,1.197597638628289,1.1645744993265303,1.0,0.07671272797940584,2.5202529492789285,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04784445697441697
126100,matching,compatible,adam,0.01,global_projection,0,1.197597638628289,1.1645744993265303,1.0,0.5598596513577309,0.5833132751345653,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04785436496604234
126100,matching,compatible,adam,0.01,subtree_projection,0,1.197597638628289,1.1645744993265303,1.0,0.6836410469676544,0.4789371563246432,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04786429600790143
126100,matching,compatible,adam,0.01,shuffled_projection,0,1.197597638628289,1.1645744993265303,1.0,0.6836410469676544,0.4789371563246432,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04787430097348988
126100,matching,compatible,adam,0.03,exact,0,1.197597638628289,1.1645744993265303,1.0,1.0,0.0,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04788480803836137
126100,matching,compatible,adam,0.03,broadcast,0,1.197597638628289,1.1645744993265303,1.0,0.07671272797940584,2.5202529492789285,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04789528204128146
126100,matching,compatible,adam,0.03,global_projection,0,1.197597638628289,1.1645744993265303,1.0,0.5598596513577309,0.5833132751345653,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04791605507489294
126100,matching,compatible,adam,0.03,subtree_projection,0,1.197597638628289,1.1645744993265303,1.0,0.6836410469676544,0.4789371563246432,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04792636400088668
126100,matching,compatible,adam,0.03,shuffled_projection,0,1.197597638628289,1.1645744993265303,1.0,0.6836410469676544,0.4789371563246432,0,0,2.328032037497854,1.1503084372092718,0.0,28,14,3,0.04793626500759274
126100,matching,assignment_shuffled,sgd,0.003,exact,0,1.3216068902527955,1.2902466929302994,1.0,1.0,0.0,0,0,2.328032037497854,1.1503084372092718,0.5,28,14,3,0.04795024706982076
126100,matching,assignment_shuffled,sgd,0.003,broadcast,0,1.3216068902527955,1.2902466929302994,1.0,0.3472955810634798,2.5202529492789285,0,0,2.328032037497854,1.1503084372092718,0.5,28,14,3,0.047960718045942485
126100,matching,assignment_shuffled,sgd,0.003,global_projection,0,1.3216068902527955,1.2902466929302994,1.0,0.6419184111071119,0.5833132751345652,0,0,2.328032037497854,1.1503084372092718,0.5,28,14,3,0.047971023013815284
126100,matching,assignment_shuffled,sgd,0.003,subtree_projection,0,1.3216068902527955,1.2902466929302994,1.0,0.7357361023569406,0.47893715632464307,0,0,2.328032037497854,1.1503084372092718,0.5,28,14,3,0.0479818070307374
126100,matching,assignment_shuffled,sgd,0.003,shuffled_projection,0,1.3216068902527955,1.2902466929302994,1.0,0.7357361023569406,0.47893715632464307,0,0,2.328032037497854,1.1503084372092718,0.5,28,14,3,0.047992164036259055
126100,matching,assignment_shuffled,sgd,0.01,exact,0,1.3216068902527955,1.2902466929302994,1.0,1.0,0.0,0,0,2.328032037497854,1.1503084372092718,0.5,28,14,3,0.04800289496779442
126100,matching,assignment_shuffled,sgd,0.01,broadcast,0,1.3216068902527955,1.2902466929302994,1.0,0.3472955810634798,2.5202529492789285,0,0,2.328032037497854,1.1503084372092718,0.5,28,14,3,0.04801311099436134
