model,epoch,heldout_loss,heldout_accuracy,gradient_cosine_own_state,seed,calibration_samples,cue_noise_sd,cue_delay_trials,method,coefficient_group_accuracy,coefficient_target_mse,maximum_route_norm_error
0,0,0.692258500407,0.50390625,0.976216467323,51999,16,0,0,oracle_context,1,0,0
1,0,0.692258500407,0.50390625,-0.889069634128,51999,16,0,0,learned_local_cue,1,0.121504601024,1.11022302463e-16
2,0,0.692258500407,0.50390625,-0.949894952462,51999,16,0,0,frozen_profile,0.25,0.1875,0
3,0,0.692258500407,0.50390625,-0.952354909511,51999,16,0,0,mismatched_encoder,0,0.219004744256,1.11022302463e-16
4,0,0.692258500407,0.50390625,0.976216467323,51999,16,0,1,oracle_context,1,0,0
5,0,0.692258500407,0.50390625,-0.947643107012,51999,16,0,1,learned_local_cue,0.27783203125,0.191916081414,1.11022302463e-16
6,0,0.692258500407,0.50390625,-0.949894952462,51999,16,0,1,frozen_profile,0.25,0.1875,0
7,0,0.692258500407,0.50390625,-0.949626643688,51999,16,0,1,mismatched_encoder,0.23828125,0.195772288251,1.11022302463e-16
8,0,0.692258500407,0.50390625,0.976216467323,51999,16,0,4,oracle_context,1,0,0
9,0,0.692258500407,0.50390625,-0.947855000325,51999,16,0,4,learned_local_cue,0.2490234375,0.194724923431,1.11022302463e-16
10,0,0.692258500407,0.50390625,-0.949894952462,51999,16,0,4,frozen_profile,0.25,0.1875,0
11,0,0.692258500407,0.50390625,-0.947665874074,51999,16,0,4,mismatched_encoder,0.24365234375,0.195248605841,1.11022302463e-16
12,0,0.692258500407,0.50390625,0.976216467323,51999,64,0,0,oracle_context,1,0,0
13,0,0.692258500407,0.50390625,0.796721064299,51999,64,0,0,learned_local_cue,1,0.0298408216131,2.22044604925e-16
14,0,0.692258500407,0.50390625,-0.949894952462,51999,64,0,0,frozen_profile,0.25,0.1875,0
15,0,0.692258500407,0.50390625,-0.942510413214,51999,64,0,0,mismatched_encoder,0,0.330372704531,2.22044604925e-16
16,0,0.692258500407,0.50390625,0.976216467323,51999,64,0,1,oracle_context,1,0,0
17,0,0.692258500407,0.50390625,-0.932693565551,51999,64,0,1,learned_local_cue,0.27783203125,0.246875570467,2.22044604925e-16
18,0,0.692258500407,0.50390625,-0.949894952462,51999,64,0,1,frozen_profile,0.25,0.1875,0
19,0,0.692258500407,0.50390625,-0.938906419428,51999,64,0,1,mismatched_encoder,0.23828125,0.258761104321,2.22044604925e-16
20,0,0.692258500407,0.50390625,0.976216467323,51999,64,0,4,oracle_context,1,0,0
21,0,0.692258500407,0.50390625,-0.932766887177,51999,64,0,4,learned_local_cue,0.2490234375,0.255532162376,2.22044604925e-16
22,0,0.692258500407,0.50390625,-0.949894952462,51999,64,0,4,frozen_profile,0.25,0.1875,0
23,0,0.692258500407,0.50390625,-0.933889824306,51999,64,0,4,mismatched_encoder,0.24365234375,0.257147656466,2.22044604925e-16
24,0,0.692258500407,0.50390625,0.976216467323,51999,256,0,0,oracle_context,1,0,0
25,0,0.692258500407,0.50390625,0.966307703922,51999,256,0,0,learned_local_cue,1,0.00226922188839,2.22044604925e-16
26,0,0.692258500407,0.50390625,-0.949894952462,51999,256,0,0,frozen_profile,0.25,0.1875,0
27,0,0.692258500407,0.50390625,-0.931172920506,51999,256,0,0,mismatched_encoder,0,0.447260145073,2.22044604925e-16
28,0,0.692258500407,0.50390625,0.976216467323,51999,256,0,1,oracle_context,1,0,0
29,0,0.692258500407,0.50390625,-0.914464439358,51999,256,0,1,learned_local_cue,0.27783203125,0.32363029096,2.22044604925e-16
30,0,0.692258500407,0.50390625,-0.949894952462,51999,256,0,1,frozen_profile,0.25,0.1875,0
31,0,0.692258500407,0.50390625,-0.924268811418,51999,256,0,1,mismatched_encoder,0.23828125,0.341229084002,2.22044604925e-16
32,0,0.692258500407,0.50390625,0.976216467323,51999,256,0,4,oracle_context,1,0,0
33,0,0.692258500407,0.50390625,-0.913820542305,51999,256,0,4,learned_local_cue,0.2490234375,0.336448859841,2.22044604925e-16
34,0,0.692258500407,0.50390625,-0.949894952462,51999,256,0,4,frozen_profile,0.25,0.1875,0
35,0,0.692258500407,0.50390625,-0.916631010996,51999,256,0,4,mismatched_encoder,0.24365234375,0.338840040145,2.22044604925e-16
36,0,0.692258500407,0.50390625,0.976216467323,51999,16,0.5,0,oracle_context,1,0,0
37,0,0.692258500407,0.50390625,-0.91777572231,51999,16,0.5,0,learned_local_cue,0.49853515625,0.160676990476,2.22044604925e-16
38,0,0.692258500407,0.50390625,-0.949894952462,51999,16,0.5,0,frozen_profile,0.25,0.1875,0
39,0,0.692258500407,0.50390625,-0.9438604482,51999,16,0.5,0,mismatched_encoder,0.1494140625,0.219529462229,2.22044604925e-16
40,0,0.692258500407,0.50390625,0.976216467323,51999,16,0.5,1,oracle_context,1,0,0
41,0,0.692258500407,0.50390625,-0.939630633573,51999,16,0.5,1,learned_local_cue,0.2568359375,0.201944924143,2.22044604925e-16
42,0,0.692258500407,0.50390625,-0.949894952462,51999,16,0.5,1,frozen_profile,0.25,0.1875,0
43,0,0.692258500407,0.50390625,-0.945648211633,51999,16,0.5,1,mismatched_encoder,0.25634765625,0.201299721517,2.22044604925e-16
44,0,0.692258500407,0.50390625,0.976216467323,51999,16,0.5,4,oracle_context,1,0,0
45,0,0.692258500407,0.50390625,-0.944041812065,51999,16,0.5,4,learned_local_cue,0.25146484375,0.203633819243,2.22044604925e-16
46,0,0.692258500407,0.50390625,-0.949894952462,51999,16,0.5,4,frozen_profile,0.25,0.1875,0
47,0,0.692258500407,0.50390625,-0.941524303528,51999,16,0.5,4,mismatched_encoder,0.24755859375,0.203864375037,2.22044604925e-16
48,0,0.692258500407,0.50390625,0.976216467323,51999,64,0.5,0,oracle_context,1,0,0
49,0,0.692258500407,0.50390625,-0.755653928272,51999,64,0.5,0,learned_local_cue,0.6494140625,0.119440683812,3.33066907388e-16
