seed,task,step,optimizer,rule,rate,outcome_rows_checked,test_nmse,validation_nmse,population_nmse
211202,nested,16384,adam,sign_broadcast,0.003,1,0.8045460028688687,0.7726581080949805,0.7602010283493588
211202,nested,16384,adam,sign_broadcast,0.01,1,0.7873409579160748,0.7550523383104202,0.7409335353084394
211203,matching,256,adam,calibrated_broadcast,0.01,3,0.02346959650385417,0.02185460183846575,0.0005437086192077999
211203,matching,256,adam,sign_broadcast,0.01,3,0.023469592601256677,0.021854599368271173,0.0005437056766382111
211203,matching,512,sgd,unit_broadcast,0.03,1,0.023150346221189937,0.02187951497838355,0.0003074458483014838
211203,matching,512,sgd,sign_broadcast,0.03,1,0.023090029101419954,0.02169997772496962,0.00022723911790434426
211203,matching,512,adam,exact,0.003,1,0.023094802410894337,0.0217328863030072,0.0002475793926185973
211203,matching,1024,sgd,exact,0.03,2,0.023051550643792346,0.02183705962510396,0.00022249314540172615
211203,matching,1024,sgd,unit_broadcast,0.01,2,0.023605487273619406,0.022835051926235302,0.0008683105500672463
211203,matching,1024,sgd,unit_broadcast,0.03,1,0.02308773983233328,0.021883290832010422,0.0002635148308026701
211203,matching,1024,sgd,calibrated_broadcast,0.03,2,0.6395392039664499,0.6413482236614074,0.613940142452136
211203,matching,1024,sgd,sign_broadcast,0.01,2,0.023872241392307023,0.022276749939245485,0.0009470743118691968
211203,matching,1024,sgd,sign_broadcast,0.03,1,0.0230844168694482,0.02186224362358941,0.00024984178819776096
211203,matching,1024,adam,exact,0.003,1,0.023398029394313607,0.022062122603861242,0.0005221884815987431
211203,matching,1024,adam,unit_broadcast,0.003,2,0.023126459349610815,0.02179874549364886,0.0002768682370407723
211203,matching,1024,adam,calibrated_broadcast,0.003,2,0.023154596567896472,0.021784286944140554,0.00029329582033108323
211203,matching,1024,adam,calibrated_broadcast,0.01,1,0.023644865758050564,0.022557149716357628,0.0008255391334265917
211203,matching,1024,adam,sign_broadcast,0.003,2,0.023154596974440438,0.021784286936051618,0.0002932961380412134
211203,matching,1024,adam,sign_broadcast,0.01,1,0.023644865594790218,0.02255714817256356,0.0008255381397862235
211203,matching,1792,sgd,exact,0.03,1,0.023063601528980297,0.021671507345495923,0.0001947186930043017
211203,matching,1792,sgd,sign_broadcast,0.01,1,0.023072961616196132,0.021666089073351165,0.0001878644792790692
211203,matching,1792,adam,unit_broadcast,0.003,1,0.02325731936853446,0.021654784859748148,0.0003245914381355419
211203,matching,1792,adam,calibrated_broadcast,0.003,3,0.023231656406789772,0.021702456621417152,0.00032833285923233873
211203,matching,1792,adam,sign_broadcast,0.003,3,0.02323165564282202,0.021702457405905227,0.00032833278205345745
211203,matching,2560,sgd,unit_broadcast,0.01,1,0.02302096811139677,0.02168122982336382,0.00015478106836541513
211203,matching,2560,sgd,unit_broadcast,0.03,1,0.02309047062944194,0.021669225166498208,0.00018932139354056512
211203,matching,2560,sgd,sign_broadcast,0.03,1,0.023089032514323607,0.021669223189031264,0.0002067301503979264
211203,matching,3584,adam,exact,0.003,3,0.023180054277571763,0.02172821945884127,0.0003151965781270905
211203,matching,4096,sgd,exact,0.03,1,0.023167090651020773,0.021684173302240844,0.00024804971972516225
211203,matching,4096,sgd,unit_broadcast,0.01,1,0.02304485628078021,0.02178193153666897,0.0001969149707785734
211203,matching,4096,sgd,unit_broadcast,0.03,1,0.023177500688395247,0.02173635539000724,0.0002869655107735314
211203,matching,4096,sgd,calibrated_broadcast,0.03,2,0.12553970312155371,0.12440000145391389,0.1013431491162109
211203,matching,4096,sgd,sign_broadcast,0.01,1,0.023045731159866203,0.021771208727204228,0.00019300750386840048
211203,matching,4096,sgd,sign_broadcast,0.03,1,0.023169329327577953,0.02170645220942582,0.00025479822349229583
211203,matching,4096,adam,exact,0.003,1,0.02366729876285248,0.022190969603759853,0.0007215963277070926
211203,matching,4096,adam,unit_broadcast,0.003,1,0.023643517776683193,0.022159817285830514,0.0006985972170025586
211203,matching,4096,adam,calibrated_broadcast,0.003,1,0.02391128746128559,0.02236254312299766,0.0009140203053030823
211203,matching,4096,adam,calibrated_broadcast,0.01,1,0.02400393965771694,0.023268072328949736,0.001306676536430903
211203,matching,4096,adam,sign_broadcast,0.003,1,0.023911296102445526,0.02236255006939126,0.0009140280767534342
211203,matching,4096,adam,sign_broadcast,0.01,1,0.02400395412987768,0.02326808591280195,0.0013066919027647915
211203,matching,4608,sgd,exact,0.03,1,0.023092954244704197,0.021633789971637854,0.00016579957070153613
211203,matching,4608,sgd,unit_broadcast,0.01,2,0.023046641698205104,0.02164010111133413,0.00014776587767736525
211203,matching,4608,sgd,sign_broadcast,0.01,2,0.023051023989809655,0.021631169604592125,0.00014639660319696102
211203,matching,6400,sgd,unit_broadcast,0.03,1,0.023135229607009658,0.02163942276488496,0.00016016574801277784
211203,matching,6400,sgd,sign_broadcast,0.03,1,0.023140420928309043,0.02163299338217574,0.00015308725482086565
211203,matching,7680,adam,unit_broadcast,0.003,2,0.02331554267360853,0.021638326619189182,0.00030660265926107824
211203,matching,8192,sgd,exact,0.03,1,0.023107099832721283,0.021835632322540894,0.00026150760972877204
211203,matching,8192,sgd,unit_broadcast,0.01,1,0.023070504891938445,0.02180673866495163,0.00022370364550919727
211203,matching,8192,sgd,unit_broadcast,0.03,1,0.02317783614623089,0.02189242892316877,0.0003318617742505018
211203,matching,8192,sgd,calibrated_broadcast,0.03,2,0.029191201254052893,0.027308403268483186,0.006069706514175238
211203,matching,8192,sgd,sign_broadcast,0.01,1,0.023056018618417752,0.02179388771499347,0.00020961138090328234
211203,matching,8192,sgd,sign_broadcast,0.03,1,0.023135448036851372,0.021861705472097506,0.00029040463562738554
211203,matching,8192,adam,exact,0.003,1,0.023248985271372202,0.022122241374625613,0.0004945415590952124
211203,matching,8192,adam,unit_broadcast,0.003,1,0.023401786797617865,0.022190515520022998,0.0006408485176395649
211203,matching,8192,adam,calibrated_broadcast,0.003,1,0.02340235378785037,0.022140564839349793,0.0006117185610975322
211203,matching,8192,adam,calibrated_broadcast,0.01,1,0.02452296075845903,0.023858961380461074,0.0018927276298195172
211203,matching,8192,adam,sign_broadcast,0.003,1,0.02340235567421485,0.02214056563131346,0.0006117204327184358
211203,matching,8192,adam,sign_broadcast,0.01,1,0.024522916668034495,0.023858904030501452,0.0018926800349534805
211203,matching,11008,sgd,exact,0.03,1,0.023047422387516198,0.02158780740810465,0.00013584297951238196
211203,matching,11008,sgd,sign_broadcast,0.03,1,0.023071998676701518,0.02158910166818594,0.0001696658598676779
211203,matching,12544,sgd,unit_broadcast,0.03,1,0.023117262662684476,0.021625297455176287,0.00016619512703535744
211203,matching,12544,adam,calibrated_broadcast,0.01,1,0.02335209449257923,0.021847107124296196,0.0004591810229055613
211203,matching,12544,adam,sign_broadcast,0.01,1,0.023352095344044685,0.021847104720776243,0.00045918079584579416
211203,matching,15872,sgd,calibrated_broadcast,0.03,1,0.023049322254857403,0.021658201260148495,0.00015250338309738868
211203,matching,16384,sgd,exact,0.03,1,0.023115357655606922,0.02176230735319925,0.00026365016813297937
211203,matching,16384,sgd,unit_broadcast,0.01,1,0.023033382295884974,0.0217228328517694,0.00018746191161916358
211203,matching,16384,sgd,unit_broadcast,0.03,1,0.023202840326494317,0.021800411121665867,0.00032421584733258467
211203,matching,16384,sgd,calibrated_broadcast,0.03,1,0.0230100315555607,0.02171925014802835,0.0001603298344367881
211203,matching,16384,sgd,sign_broadcast,0.01,1,0.023025160760722495,0.021727747560301297,0.00018814291119062531
211203,matching,16384,sgd,sign_broadcast,0.03,1,0.023153437966409705,0.021785121350416464,0.0003017629586615328
211203,matching,16384,adam,exact,0.003,1,0.023625998427201127,0.02230021868177756,0.0007905218615322958
211203,matching,16384,adam,unit_broadcast,0.003,1,0.023680064969191214,0.022241990570265123,0.0007930221682212634
211203,matching,16384,adam,calibrated_broadcast,0.003,1,0.023601592515757643,0.022283203235170017,0.0007809021190897557
211203,matching,16384,adam,calibrated_broadcast,0.01,1,0.025390918742490165,0.0242453018229226,0.0026269876658588293
211203,matching,16384,adam,sign_broadcast,0.003,1,0.02360159573677422,0.022283210583974335,0.0007809062995590085
211203,matching,16384,adam,sign_broadcast,0.01,1,0.025390913304662567,0.02424529994585045,0.002626982575091402
211203,quartet,512,sgd,sign_broadcast,0.01,1,1.0161236002968486,0.9268065678572097,0.9470014757564711
211203,quartet,512,adam,calibrated_broadcast,0.01,1,0.6564510417418935,0.6251321630452971,0.6001284617657667
211203,quartet,512,adam,sign_broadcast,0.01,1,0.6564513880509649,0.6251322266398641,0.600128764379203
211203,quartet,1024,sgd,exact,0.03,2,0.04623326275080662,0.04424330853697725,0.0004471688104845982
211203,quartet,1024,sgd,unit_broadcast,0.01,2,0.6196597427404138,0.573858004545982,0.5700912461630829
211203,quartet,1024,sgd,unit_broadcast,0.03,3,0.5530899057558472,0.5383024299869921,0.5165259360864741
211203,quartet,1024,sgd,calibrated_broadcast,0.03,2,0.8234788017157741,0.7558595920859439,0.7608515321894194
211203,quartet,1024,sgd,sign_broadcast,0.01,1,1.059526402445407,0.9687459671777273,0.9897231238508725
211203,quartet,1024,sgd,sign_broadcast,0.03,2,0.8381771133973698,0.7838719289648375,0.7787046937144013
211203,quartet,1024,adam,exact,0.003,2,0.047108851995324365,0.04482911691626757,0.0011853649365863778
211203,quartet,1024,adam,unit_broadcast,0.003,2,0.5500861864780712,0.5281839650754518,0.5096652296666888
211203,quartet,1024,adam,calibrated_broadcast,0.003,2,0.8951498012073249,0.8340183336493237,0.833601896743418
211203,quartet,1024,adam,calibrated_broadcast,0.01,1,0.722788645617931,0.6913078590151449,0.6714832823520714
211203,quartet,1024,adam,sign_broadcast,0.003,2,0.8951491767566739,0.8340178176439847,0.8336013159693634
211203,quartet,1024,adam,sign_broadcast,0.01,1,0.7227882592889506,0.6913075322578177,0.6714829139308702
211203,quartet,1792,sgd,calibrated_broadcast,0.03,3,0.8042562295401318,0.7219820917125153,0.7377636125541673
211203,quartet,2048,adam,exact,0.003,1,0.04687625610966658,0.0439901246726845,0.000786367839449896
211203,quartet,2304,adam,unit_broadcast,0.003,1,0.5358908569762693,0.526699844033276,0.5032565417177941
211203,quartet,2560,sgd,exact,0.03,2,0.04624957929592147,0.04347544944766233,0.0002562180106064942
211203,quartet,3072,adam,calibrated_broadcast,0.01,2,0.3440238917592326,0.3503164678459042,0.30323569344727347
211203,quartet,3072,adam,sign_broadcast,0.01,3,0.3440237132138899,0.3503163145903663,0.3032355312877778
211203,quartet,3328,sgd,unit_broadcast,0.01,2,0.47356315300048635,0.46887310335430515,0.4380166208183842
211203,quartet,4096,sgd,exact,0.03,1,0.04634112526077731,0.04358130214204792,0.0003938970023022743
211203,quartet,4096,sgd,unit_broadcast,0.01,1,0.496627359892804,0.4900444667296643,0.4610382032666358
211203,quartet,4096,sgd,unit_broadcast,0.03,1,0.7542990301283594,0.713092529318201,0.7004640195148654
211203,quartet,4096,sgd,calibrated_broadcast,0.03,1,0.9293414882020121,0.8338755186624063,0.8544129876316098
211203,quartet,4096,sgd,sign_broadcast,0.01,2,0.8063864953002087,0.7546309209653513,0.7509351735499347
211203,quartet,4096,sgd,sign_broadcast,0.03,2,0.612275566117586,0.5843073631703553,0.5587331813049754
211203,quartet,4096,adam,exact,0.003,1,0.04697227120805916,0.044160341419296964,0.0011160219110498302
211203,quartet,4096,adam,unit_broadcast,0.003,1,0.7615835698141934,0.7193954665673465,0.7102334902584162
211203,quartet,4096,adam,calibrated_broadcast,0.003,2,0.5427089593359994,0.5393819037030321,0.49289591970979657
211203,quartet,4096,adam,calibrated_broadcast,0.01,1,0.48480165088709837,0.4872021615152999,0.43726300654024375
211203,quartet,4096,adam,sign_broadcast,0.003,2,0.5427067463246765,0.5393800219820315,0.49289383630069233
211203,quartet,4096,adam,sign_broadcast,0.01,1,0.48480210660748124,0.48720255889408653,0.4372634289071353
211203,quartet,5120,adam,calibrated_broadcast,0.003,1,0.47161519918897243,0.4734313773767792,0.4382273957192876
211203,quartet,5120,adam,sign_broadcast,0.003,1,0.47161600979349927,0.47343150672819917,0.43822775717557927
211203,quartet,5632,sgd,unit_broadcast,0.03,1,0.4223846413600214,0.4250685013120153,0.3650286478799215
211203,quartet,6144,sgd,sign_broadcast,0.03,1,0.354554316096922,0.3687117949523835,0.30574994969245783
211203,quartet,6912,adam,exact,0.003,1,0.0465744881471017,0.043739829228574584,0.0006163567516403993
211203,quartet,6912,adam,unit_broadcast,0.003,1,0.4315672287583928,0.4352111616627964,0.37677951959385664
211203,quartet,8192,sgd,exact,0.03,1,0.046498459427905245,0.04381823248094119,0.0006677871320784571
211203,quartet,8192,sgd,unit_broadcast,0.01,1,0.66532801336174,0.6394184122902489,0.6160802156830401
211203,quartet,8192,sgd,unit_broadcast,0.03,1,0.488831810683654,0.49600792253859366,0.4359226314824696
211203,quartet,8192,sgd,calibrated_broadcast,0.03,1,1.0695992142730066,0.9804842143639236,0.9983760747484194
211203,quartet,8192,sgd,sign_broadcast,0.01,2,0.70933511650135,0.6737804365178246,0.6554891919078735
211203,quartet,8192,sgd,sign_broadcast,0.03,1,0.5199485055797153,0.5162476396046303,0.46585025029850313
211203,quartet,8192,adam,exact,0.003,1,0.04697366636862023,0.04430416610310109,0.0011772497828893972
211203,quartet,8192,adam,unit_broadcast,0.003,1,0.44574979323552977,0.4625526982572677,0.39487088084776767
211203,quartet,8192,adam,calibrated_broadcast,0.003,1,0.48922420269870204,0.4878935258453039,0.43706969514285854
211203,quartet,8192,adam,calibrated_broadcast,0.01,1,0.5350311587585679,0.5407118120848745,0.48668724147991127
211203,quartet,8192,adam,sign_broadcast,0.003,1,0.4892237402341284,0.4878930817090976,0.43706925740239294
211203,quartet,8192,adam,sign_broadcast,0.01,1,0.5358735197552478,0.5416267062368235,0.48759226909664466
211203,quartet,9472,adam,exact,0.003,1,0.04641459423108409,0.0436118292417467,0.00044306648594432427
211203,quartet,11008,adam,calibrated_broadcast,0.003,1,0.37341890428476515,0.3771433836834934,0.3299049535050833
211203,quartet,11008,adam,calibrated_broadcast,0.01,1,0.33334520586598604,0.33928975715444804,0.28977293575113316
211203,quartet,11008,adam,sign_broadcast,0.003,1,0.3734199312382221,0.377144276174338,0.32990597970270497
211203,quartet,12544,sgd,exact,0.03,1,0.046266455895124375,0.0432498051869724,0.00022655976569407668
211203,quartet,12800,sgd,unit_broadcast,0.03,1,0.34229154659048444,0.34439231984396607,0.2970226741560481
211203,quartet,12800,sgd,sign_broadcast,0.03,1,0.37467641841478416,0.3673779122566961,0.3278864241206837
211203,quartet,12800,adam,unit_broadcast,0.003,1,0.34236522052964874,0.3448275368699574,0.29650911824762965
211203,quartet,14848,sgd,sign_broadcast,0.01,1,0.6010465126686044,0.5767897060514598,0.5489726012696803
211203,quartet,15104,sgd,unit_broadcast,0.01,1,0.3094986609580752,0.32290708953477276,0.2592001745042165
211203,quartet,16384,sgd,exact,0.03,1,0.04666115595320561,0.043991851534414844,0.0007564017990896735
211203,quartet,16384,sgd,unit_broadcast,0.01,1,0.3379600939544517,0.3557526782602737,0.28979350267041204
211203,quartet,16384,sgd,unit_broadcast,0.03,1,0.5749811132759507,0.559692183145307,0.5176146049122423
211203,quartet,16384,sgd,calibrated_broadcast,0.03,1,0.8196631303093631,0.7722991073481019,0.7630898034894202
211203,quartet,16384,sgd,sign_broadcast,0.01,1,0.6883876425104589,0.6573096527733672,0.6381365252103315
211203,quartet,16384,sgd,sign_broadcast,0.03,1,0.6211341740158671,0.6006687107872397,0.5629424940402363
211203,quartet,16384,adam,exact,0.003,1,0.04745037960324885,0.0445536577839107,0.0015043901271874424
211203,quartet,16384,adam,unit_broadcast,0.003,1,0.5414373269612404,0.526582680292892,0.487284578251942
211203,quartet,16384,adam,calibrated_broadcast,0.003,1,0.5618399107689858,0.5518729020460935,0.5084668157514225
211203,quartet,16384,adam,calibrated_broadcast,0.01,1,0.6546261813081701,0.6387847174659501,0.5978706483075928
211203,quartet,16384,adam,sign_broadcast,0.003,1,0.5618376317028209,0.5518711456186947,0.5084647580856836
211203,quartet,16384,adam,sign_broadcast,0.01,1,0.6759852707245749,0.645658717297547,0.6237300971256431
211203,nested,256,sgd,unit_broadcast,0.03,1,0.780186964710663,0.8168272845913156,0.7436520772548402
211203,nested,512,sgd,sign_broadcast,0.03,1,0.7888802969879682,0.8253658779203918,0.7503985698741165
211203,nested,512,adam,exact,0.003,1,0.023383541918998673,0.02207792927375382,0.0003773153858532861
211203,nested,1024,sgd,exact,0.03,2,0.023194547493017036,0.02182299186358346,0.0002571115752998073
211203,nested,1024,sgd,unit_broadcast,0.01,2,0.7793118776865868,0.814321651341479,0.7411792953596275
211203,nested,1024,sgd,unit_broadcast,0.03,1,0.7955015032309656,0.8319610870508047,0.7572999343237858
211203,nested,1024,sgd,calibrated_broadcast,0.03,2,0.8070115187172524,0.8525020520981268,0.7717967329027379
211203,nested,1024,sgd,sign_broadcast,0.01,2,0.786990847271458,0.8225728150951788,0.7491550592748657
211203,nested,1024,sgd,sign_broadcast,0.03,1,0.791562955936624,0.8280264918136153,0.7535607243699071
211203,nested,1024,adam,exact,0.003,1,0.02343313582031443,0.02210607103651787,0.0004818292229664501
211203,nested,1024,adam,unit_broadcast,0.003,2,0.7925098087628653,0.8269479026340563,0.7566948176322916
211203,nested,1024,adam,calibrated_broadcast,0.003,2,0.7936405596636897,0.8275312290663701,0.7564960905464609
211203,nested,1024,adam,calibrated_broadcast,0.01,2,0.7861962605470231,0.8142616491364693,0.7478162923605791
211203,nested,1024,adam,sign_broadcast,0.003,2,0.7936405686098189,0.8275311624537052,0.7564960972511324
211203,nested,1024,adam,sign_broadcast,0.01,2,0.786196033218745,0.8142614271776465,0.7478161218087831
211203,nested,1280,sgd,sign_broadcast,0.01,2,0.7873744422653166,0.8217482748296079,0.7492928465385427
211203,nested,1536,adam,calibrated_broadcast,0.01,1,0.7674508550956491,0.7658837819900977,0.7229155570155269
211203,nested,1536,adam,sign_broadcast,0.01,1,0.7674504044855882,0.7658842644307515,0.7229153496805878
211203,nested,1792,sgd,unit_broadcast,0.01,1,0.7806418820239853,0.8122259952429948,0.7415796576389391
211203,nested,2560,sgd,exact,0.03,3,0.023147792197010544,0.021628447770458636,0.00011796789850627186
211203,nested,2560,adam,exact,0.003,3,0.023420418373355248,0.021746382983632004,0.00030508582678925866
211203,nested,3072,sgd,unit_broadcast,0.03,1,0.768161319244392,0.7896262085231845,0.7312594649582529
211203,nested,3072,adam,unit_broadcast,0.003,1,0.7432652539350435,0.7580479043853614,0.7090434608372607
211203,nested,3328,adam,calibrated_broadcast,0.003,1,0.7651554045177908,0.7847994986573293,0.7300488796420592
211203,nested,3328,adam,sign_broadcast,0.003,1,0.7651555491834081,0.7847996307298849,0.7300489866824005
211203,nested,4096,sgd,exact,0.03,1,0.023224277004718345,0.021778227258198585,0.00025176950439934233
211203,nested,4096,sgd,unit_broadcast,0.01,1,0.7993820501537829,0.829908597477834,0.7603435758085736
211203,nested,4096,sgd,unit_broadcast,0.03,1,0.7996208684365034,0.8103795419979334,0.7577501578553616
211203,nested,4096,sgd,calibrated_broadcast,0.03,2,0.7901311910154137,0.8224176772025984,0.7527369324836007
211203,nested,4096,sgd,sign_broadcast,0.01,1,0.7927311694977289,0.8256475549119877,0.7538586800833713
211203,nested,4096,sgd,sign_broadcast,0.03,2,0.7855985484855801,0.8085955713513313,0.7470529287918113
211203,nested,4096,adam,exact,0.003,1,0.02351444055123507,0.0220399899645741,0.0005957972537030617
211203,nested,4096,adam,unit_broadcast,0.003,1,0.7813389221332859,0.7898579811128486,0.7418736790895842
211203,nested,4096,adam,calibrated_broadcast,0.003,1,0.7851908957314552,0.800003490392837,0.7462240657650632
211203,nested,4096,adam,calibrated_broadcast,0.01,1,0.7807615894940616,0.8056781222333964,0.7423930568334993
211203,nested,4096,adam,sign_broadcast,0.003,1,0.7851910016597541,0.8000036508758734,0.7462241494760855
211203,nested,4096,adam,sign_broadcast,0.01,1,0.7807615632698107,0.805677983221383,0.742393010609216
211203,nested,5888,sgd,calibrated_broadcast,0.03,1,0.7877920387123032,0.8191485936858609,0.7502567427734476
211203,nested,7168,adam,calibrated_broadcast,0.01,2,0.7362039976328084,0.746649865011739,0.7017630657371268
211203,nested,7168,adam,sign_broadcast,0.01,2,0.7362038858236513,0.7466497671371104,0.7017629836679291
211203,nested,8192,sgd,exact,0.03,1,0.023428665657337627,0.02192044987209428,0.0004300417909295981
211203,nested,8192,sgd,unit_broadcast,0.01,2,0.7586574018287362,0.7806038741593224,0.722535601426242
211203,nested,8192,sgd,unit_broadcast,0.03,2,0.7264227384073421,0.7395845571354994,0.6901390903837049
211203,nested,8192,sgd,calibrated_broadcast,0.03,1,0.7892462607401138,0.8224617745644116,0.7512038492745795
211203,nested,8192,sgd,sign_broadcast,0.01,1,0.7911440277390904,0.8221289054255743,0.7521997936471656
211203,nested,8192,sgd,sign_broadcast,0.03,2,0.7277482434823048,0.7413124069059198,0.6916109739053153
211203,nested,8192,adam,exact,0.003,1,0.02398407072218272,0.02240749474270547,0.0009359902048024207
211203,nested,8192,adam,unit_broadcast,0.003,3,0.7358596754707472,0.7434533982490196,0.6974162013217233
211203,nested,8192,adam,calibrated_broadcast,0.003,3,0.7340022280446742,0.7420373484856293,0.6960344623810448
211203,nested,8192,adam,calibrated_broadcast,0.01,1,0.742755087586352,0.7505086653089347,0.70317804486432
211203,nested,8192,adam,sign_broadcast,0.003,3,0.7340022236394949,0.7420373452918403,0.6960344602259422
211203,nested,8192,adam,sign_broadcast,0.01,1,0.7427550659246218,0.7505086300698123,0.7031780246603571
211203,nested,8704,sgd,unit_broadcast,0.03,1,0.717394222166182,0.7301390281011853,0.6798483211349827
211203,nested,8704,sgd,sign_broadcast,0.03,1,0.7272344277945532,0.7370301437143432,0.6885810165164842
211203,nested,14080,sgd,calibrated_broadcast,0.03,1,0.7844503897515556,0.816388064990178,0.7446705513800336
211203,nested,16384,sgd,exact,0.03,1,0.02344232880664498,0.022066696069397256,0.0005193817386356831
211203,nested,16384,sgd,unit_broadcast,0.01,2,0.7403503984627742,0.7505397197418779,0.7007675741914436
211203,nested,16384,sgd,unit_broadcast,0.03,1,0.7465232282615452,0.751629896493661,0.7054474269915698
211203,nested,16384,sgd,calibrated_broadcast,0.03,1,0.7863903995531899,0.821539043605201,0.746207890441888
211203,nested,16384,sgd,sign_broadcast,0.01,2,0.745386294803881,0.7592602053915155,0.7065385227440928
211203,nested,16384,sgd,sign_broadcast,0.03,1,0.7269497987908267,0.7431931564527525,0.6894934057200238
211203,nested,16384,adam,exact,0.003,1,0.02459048843566515,0.02342441559730865,0.0016985876323465457
211203,nested,16384,adam,unit_broadcast,0.003,1,0.7604400695178313,0.7645942139428377,0.7171581479028998
211203,nested,16384,adam,calibrated_broadcast,0.003,1,0.7604862215948143,0.7650203504826075,0.7172892029114935
211203,nested,16384,adam,calibrated_broadcast,0.01,1,0.7630988500819527,0.7660191211212783,0.7204338062446055
211203,nested,16384,adam,sign_broadcast,0.003,1,0.7604862492807511,0.7650203957431232,0.7172892383537395
211203,nested,16384,adam,sign_broadcast,0.01,1,0.7631233470173939,0.7660391920123731,0.7204579151424255
211204,matching,512,sgd,unit_broadcast,0.03,1,0.02251998890875922,0.02365009295887099,0.0002571698434749673
211204,matching,512,sgd,sign_broadcast,0.03,1,0.022507179827774206,0.023658128288273527,0.00024450868101161293
211204,matching,512,adam,exact,0.003,1,0.022642807740700148,0.023627175380209562,0.0003167524046065835
211204,matching,512,adam,calibrated_broadcast,0.01,4,0.022673057620205203,0.02345578059868765,0.000368847616995845
211204,matching,512,adam,sign_broadcast,0.01,4,0.022673059196087426,0.02345578083943043,0.000368849237921542
211204,matching,1024,sgd,exact,0.03,2,0.02254212327152493,0.023819802647337518,0.0002441241913726552
211204,matching,1024,sgd,unit_broadcast,0.01,2,0.022865207914085046,0.024071744858863396,0.0005886994975331325
211204,matching,1024,sgd,unit_broadcast,0.03,1,0.02250637282699474,0.023809633868464082,0.0002207184621547398
211204,matching,1024,sgd,calibrated_broadcast,0.03,2,0.23042931188322402,0.22918244386163403,0.20767429849782107
211204,matching,1024,sgd,sign_broadcast,0.01,2,0.0226038262973622,0.023897205839746777,0.0003314789202079874
211204,matching,1024,sgd,sign_broadcast,0.03,1,0.02251670032808072,0.023797902266218238,0.00022934926524674834
211204,matching,1024,adam,exact,0.003,1,0.02287369111682083,0.02399120557998604,0.0005004509301230241
211204,matching,1024,adam,unit_broadcast,0.003,2,0.022483916087510075,0.02376084801304247,0.00023043060712095675
211204,matching,1024,adam,calibrated_broadcast,0.003,2,0.022486305764740352,0.023754170050333322,0.00022873775310979796
211204,matching,1024,adam,calibrated_broadcast,0.01,1,0.022796318184348068,0.023896383267586967,0.0004947667889484797
211204,matching,1024,adam,sign_broadcast,0.003,2,0.02248630530320475,0.023754168523261086,0.00022873708768704804
211204,matching,1024,adam,sign_broadcast,0.01,1,0.022796322113185292,0.023896385808216486,0.0004947707379296688
211204,matching,2304,sgd,unit_broadcast,0.01,1,0.02249699079196391,0.023625982310565154,0.00023125799392185073
211204,matching,2304,sgd,sign_broadcast,0.01,1,0.02249797587625608,0.023630996496390423,0.00023069148519590574
211204,matching,4096,sgd,exact,0.03,2,0.022419500497960917,0.02355988791606237,0.00019381996766009427
211204,matching,4096,sgd,unit_broadcast,0.01,1,0.022427256757847215,0.023662882993788516,0.00020403010949568033
211204,matching,4096,sgd,unit_broadcast,0.03,2,0.022502924272450806,0.023632774477416213,0.0002735538384836702
211204,matching,4096,sgd,calibrated_broadcast,0.03,2,0.08629299332235962,0.09064939039263469,0.06456452955446527
211204,matching,4096,sgd,sign_broadcast,0.01,1,0.022408867420244713,0.02365149466052971,0.00018731888596025688
211204,matching,4096,sgd,sign_broadcast,0.03,2,0.022464886235695244,0.023599611629273057,0.0002367599696833371
211204,matching,4096,adam,exact,0.003,4,0.022617140603511943,0.023429823312556296,0.00036419228372187276
211204,matching,4096,adam,unit_broadcast,0.003,4,0.022608859891500632,0.023430633888188446,0.0003926905280454608
211204,matching,4096,adam,calibrated_broadcast,0.003,4,0.022585572163352857,0.023379594543075505,0.0003696174373769543
211204,matching,4096,adam,calibrated_broadcast,0.01,1,0.024081324690957275,0.024555668157079713,0.0017534909631310071
211204,matching,4096,adam,sign_broadcast,0.003,4,0.02258557109006007,0.023379590913283226,0.00036961637332342645
211204,matching,4096,adam,sign_broadcast,0.01,1,0.024081337161433753,0.024555680877739162,0.001753499947675582
211204,matching,5888,sgd,exact,0.03,2,0.022509029209553635,0.023497274465289618,0.00026624271814974744
211204,matching,5888,sgd,unit_broadcast,0.01,2,0.02248893190481354,0.02353103795542527,0.00023854829782744087
211204,matching,5888,sgd,unit_broadcast,0.03,2,0.022576141832166725,0.02352923196748316,0.00033349096641533207
211204,matching,5888,sgd,sign_broadcast,0.01,2,0.02247201407786923,0.02353084298171363,0.00022221797342393917
211204,matching,5888,sgd,sign_broadcast,0.03,2,0.022547898413822137,0.02351167997319918,0.0003056559781549487
211204,matching,8192,sgd,exact,0.03,1,0.022551766667944645,0.02393555013045332,0.0003867890826384423
211204,matching,8192,sgd,unit_broadcast,0.01,1,0.022476252721116974,0.023818310586989473,0.00028203526996247304
211204,matching,8192,sgd,unit_broadcast,0.03,1,0.022644138517945053,0.023911814354592872,0.00048648825117817253
211204,matching,8192,sgd,calibrated_broadcast,0.03,2,0.024159309945840726,0.025691895016642693,0.0019143943073861352
211204,matching,8192,sgd,sign_broadcast,0.01,1,0.022476983430934516,0.023831410676853695,0.0002816691912717801
211204,matching,8192,sgd,sign_broadcast,0.03,1,0.02259944126746235,0.023917599248003463,0.0004417045317752058
