budget,endpoint,task,optimizer,rule,rate_view,rate,metric,mean,median,ci95_low,ci95_high,n_seeds,positive_seeds,negative_seeds,zero_seeds,minimum,maximum,parameter_projected_any_count,gradient_clipped_any_count,mean_selected_step
1024,terminal,matching,sgd,exact,selected_rate,0.03,population_nmse,0.042467157351734626,0.0034686546672664407,0.006347445039553154,0.09113530030108967,20,20,0,0,0.00021077922153440141,0.403317083414864,0,0,1024.0
1024,terminal,matching,sgd,exact,selected_rate,0.03,validation_nmse,0.06706782240505617,0.027059686990574226,0.029096437684300917,0.11871469003539702,20,20,0,0,0.021258324034159365,0.4517963971571455,0,0,1024.0
1024,terminal,matching,sgd,sign_broadcast,selected_rate,0.01,test_nmse,0.023618161690563768,0.023242415839861773,0.02308040815995652,0.024273337436197893,20,20,0,0,0.021866511440342358,0.028453415014601892,0,0,1024.0
1024,terminal,matching,sgd,sign_broadcast,selected_rate,0.01,population_nmse,0.0011583619308602852,0.0008059971656857318,0.0007720384079322644,0.0016233468008706768,20,20,0,0,0.000277503476473531,0.004296831588856915,0,0,1024.0
1024,terminal,matching,sgd,sign_broadcast,selected_rate,0.01,validation_nmse,0.02386364296671608,0.023832955119294872,0.023180877064371306,0.024551312130573627,20,20,0,0,0.021315530021430197,0.027239695949243616,0,0,1024.0
1024,terminal,matching,sgd,unit_broadcast,selected_rate,0.01,test_nmse,0.02804371550160365,0.02642032265329939,0.02562197924478838,0.031020019539634045,20,20,0,0,0.02270999644359525,0.045641672465048286,9,0,1024.0
1024,terminal,matching,sgd,unit_broadcast,selected_rate,0.01,population_nmse,0.005631450685539366,0.004179855039650022,0.003249105562365662,0.008503156934866097,20,20,0,0,0.00048279907151422283,0.02340850950255291,9,0,1024.0
1024,terminal,matching,sgd,unit_broadcast,selected_rate,0.01,validation_nmse,0.028610060462500808,0.026099686939879213,0.025977408433270514,0.03185465579739798,20,20,0,0,0.022835051926235302,0.04910911862439059,9,0,1024.0
1024,terminal,nested,adam,calibrated_broadcast,selected_rate,0.01,test_nmse,0.7689584669638313,0.7829493447234417,0.7497167381603286,0.7842580374985663,20,20,0,0,0.6410455063083151,0.8118566059727801,1,0,1024.0
1024,terminal,nested,adam,calibrated_broadcast,selected_rate,0.01,population_nmse,0.74317751481152,0.755498271816241,0.7260841323641637,0.7567360037084124,20,20,0,0,0.6367887475359022,0.7729649126476723,1,0,1024.0
1024,terminal,nested,adam,calibrated_broadcast,selected_rate,0.01,validation_nmse,0.7748189770100815,0.7763392334728824,0.7572376887564718,0.7918541922304507,20,20,0,0,0.6901802431783665,0.8581285379169157,1,0,1024.0
1024,terminal,nested,adam,exact,selected_rate,0.003,test_nmse,0.02295324689796569,0.02288073054460256,0.02267050099532719,0.02324743899972219,20,20,0,0,0.021896057896485806,0.024238570014592644,0,0,1024.0
1024,terminal,nested,adam,exact,selected_rate,0.003,population_nmse,0.0005495457611408013,0.0004847606375133925,0.0004497994669261803,0.0006520046570389443,20,20,0,0,0.00017561111833696468,0.000977277361832258,0,0,1024.0
1024,terminal,nested,adam,exact,selected_rate,0.003,validation_nmse,0.023192480313918424,0.022904532239805115,0.02274392329777605,0.0236469898617974,20,20,0,0,0.021573429191925043,0.025287449975535295,0,0,1024.0
1024,terminal,nested,adam,sign_broadcast,selected_rate,0.01,test_nmse,0.7689580766668752,0.7829493439113262,0.7497155815879312,0.7842580679185852,20,20,0,0,0.6410377599603649,0.8118566608389808,1,0,1024.0
1024,terminal,nested,adam,sign_broadcast,selected_rate,0.01,population_nmse,0.7431771224594974,0.7554983061789646,0.7260825884908357,0.7567360336605431,20,20,0,0,0.6367808401227861,0.7729650151105499,1,0,1024.0
1024,terminal,nested,adam,sign_broadcast,selected_rate,0.01,validation_nmse,0.7748185966202237,0.7763392429775663,0.7572363806001408,0.7918542200681685,20,20,0,0,0.6901719391217369,0.8581285361403468,1,0,1024.0
1024,terminal,nested,adam,unit_broadcast,selected_rate,0.003,test_nmse,0.7522221135916674,0.768104907565525,0.732105117099755,0.7703141637139108,20,20,0,0,0.6488873586618262,0.8012494414982148,2,0,1024.0
1024,terminal,nested,adam,unit_broadcast,selected_rate,0.003,population_nmse,0.7252795189267086,0.7437029310008043,0.7078361467639601,0.7406144721692244,20,20,0,0,0.634606780119159,0.76950361323488,2,0,1024.0
1024,terminal,nested,adam,unit_broadcast,selected_rate,0.003,validation_nmse,0.7521820140348512,0.7587333318514065,0.7299397533151104,0.772155024166279,20,20,0,0,0.6204199754069155,0.8269479026340563,2,0,1024.0
1024,terminal,nested,sgd,calibrated_broadcast,selected_rate,0.03,test_nmse,0.8218229602584607,0.7876690906101909,0.7807755901020492,0.8681216915214675,20,20,0,0,0.6876506254996921,1.0548421913769892,0,0,1024.0
1024,terminal,nested,sgd,calibrated_broadcast,selected_rate,0.03,population_nmse,0.7936329144513622,0.7552768492189983,0.7558480999873756,0.8357912027526643,20,20,0,0,0.668966303374752,1.0015628161456025,0,0,1024.0
1024,terminal,nested,sgd,calibrated_broadcast,selected_rate,0.03,validation_nmse,0.82166659785007,0.7959455848810506,0.7828582389165918,0.8654875658836523,20,20,0,0,0.6917386395687959,1.051871391099315,0,0,1024.0
1024,terminal,nested,sgd,exact,selected_rate,0.03,test_nmse,0.2596297775950881,0.21104330048350078,0.15637344633189054,0.3659984848405827,20,20,0,0,0.02232366194668472,0.759204443519988,0,0,1024.0
1024,terminal,nested,sgd,exact,selected_rate,0.03,population_nmse,0.23771444902148703,0.1873384554554195,0.13468598564746706,0.344558871157121,20,20,0,0,9.951935134848663e-05,0.7490460858901262,0,0,1024.0
1024,terminal,nested,sgd,exact,selected_rate,0.03,validation_nmse,0.2605722387209834,0.21500797220976872,0.15698968667683155,0.3679372524727436,20,20,0,0,0.021310549388221557,0.7706948569418479,0,0,1024.0
1024,terminal,nested,sgd,sign_broadcast,selected_rate,0.01,test_nmse,0.7695444555683227,0.778800227325831,0.7544514381334048,0.7825803266123688,20,20,0,0,0.683551439449462,0.8206155088841396,0,0,1024.0
1024,terminal,nested,sgd,sign_broadcast,selected_rate,0.01,population_nmse,0.7432775592664146,0.7500451656395293,0.7309772201315364,0.7534161623302549,20,20,0,0,0.6661844396558861,0.7932108675336966,0,0,1024.0
1024,terminal,nested,sgd,sign_broadcast,selected_rate,0.01,validation_nmse,0.7724133176004736,0.772605873681328,0.755407392114855,0.7895718108080748,20,20,0,0,0.6868661905299552,0.8495301836958822,0,0,1024.0
1024,terminal,nested,sgd,unit_broadcast,selected_rate,0.01,test_nmse,0.760622977534766,0.7764947233761732,0.7367521842950042,0.7816790079587317,20,20,0,0,0.6074421945066493,0.8347172352451961,0,0,1024.0
1024,terminal,nested,sgd,unit_broadcast,selected_rate,0.01,population_nmse,0.7324356589737653,0.747757798864291,0.7106836218291597,0.7519539678992806,20,20,0,0,0.5897055540644055,0.810947310645372,0,0,1024.0
1024,terminal,nested,sgd,unit_broadcast,selected_rate,0.01,validation_nmse,0.7625116697423666,0.7678206758717281,0.7354809269157633,0.7871273734598273,20,20,0,0,0.5816816074291573,0.847537162357179,0,0,1024.0
1024,terminal,quartet,adam,calibrated_broadcast,selected_rate,0.01,test_nmse,0.9813028162601102,1.0276583313344223,0.9322168795259821,1.0260794184400615,20,20,0,0,0.722788645617931,1.1333068520174434,5,0,1024.0
1024,terminal,quartet,adam,calibrated_broadcast,selected_rate,0.01,population_nmse,0.9381202594109622,0.9947225057070292,0.8876051460000165,0.9829487377992738,20,20,0,0,0.6714832823520714,1.086123653089135,5,0,1024.0
1024,terminal,quartet,adam,calibrated_broadcast,selected_rate,0.01,validation_nmse,0.9897646928292941,1.0113398529846953,0.9363601540172749,1.0379702861534457,20,20,0,0,0.6913078590151449,1.1189728669048484,5,0,1024.0
1024,terminal,quartet,adam,exact,selected_rate,0.003,test_nmse,0.15163557658929708,0.046501065119379674,0.047028398629258096,0.28126653100256,20,20,0,0,0.043785030642859255,1.0571671256988753,0,1,1024.0
1024,terminal,quartet,adam,exact,selected_rate,0.003,population_nmse,0.1057994010402535,0.00102362973654978,0.0016569654416389613,0.23471798737046162,20,20,0,0,0.0003731845100502175,1.0040597687290025,0,1,1024.0
1024,terminal,quartet,adam,exact,selected_rate,0.003,validation_nmse,0.15118620972882998,0.04661416344318417,0.047173955209131944,0.27926933637307405,20,20,0,0,0.04290876404453531,1.0263064401305964,0,1,1024.0
1024,terminal,quartet,adam,sign_broadcast,selected_rate,0.01,test_nmse,0.9813028760931782,1.0276582985957408,0.932216974719343,1.0260795173038832,20,20,0,0,0.7227882592889506,1.1333070130035834,5,0,1024.0
1024,terminal,quartet,adam,sign_broadcast,selected_rate,0.01,population_nmse,0.9381203125597987,0.9947224627497372,0.8876051936404836,0.982948864149246,20,20,0,0,0.6714829139308702,1.0861238046003483,5,0,1024.0
1024,terminal,quartet,adam,sign_broadcast,selected_rate,0.01,validation_nmse,0.9897647586766573,1.0113398369883249,0.9363603276924348,1.037970336143605,20,20,0,0,0.6913075322578177,1.1189728663517684,5,0,1024.0
1024,terminal,quartet,adam,unit_broadcast,selected_rate,0.003,test_nmse,0.9682444156520074,1.0119183605975475,0.905377259468012,1.017989926694592,20,20,0,0,0.5500861864780712,1.0664546705921132,1,0,1024.0
1024,terminal,quartet,adam,unit_broadcast,selected_rate,0.003,population_nmse,0.9268709813338404,0.9793735790551079,0.8629148485352689,0.9756085080621615,20,20,0,0,0.5096652296666888,1.0097771803899644,1,0,1024.0
1024,terminal,quartet,adam,unit_broadcast,selected_rate,0.003,validation_nmse,0.9721149004849783,1.0059236887451792,0.9036156583703587,1.0262322487334175,20,20,0,0,0.5281839650754518,1.1219693613925297,1,0,1024.0
1024,terminal,quartet,sgd,calibrated_broadcast,selected_rate,0.03,test_nmse,0.9544434169006154,1.0224916431730136,0.8900425055099332,1.0086723601986745,20,20,0,0,0.5730975976441052,1.0737997371944565,0,0,1024.0
1024,terminal,quartet,sgd,calibrated_broadcast,selected_rate,0.03,population_nmse,0.9109354993561907,0.9927634410340851,0.8451213963197565,0.9661844122081431,20,20,0,0,0.531961413641262,1.0090617474709576,0,0,1024.0
1024,terminal,quartet,sgd,calibrated_broadcast,selected_rate,0.03,validation_nmse,0.9576829594281081,1.014023940848963,0.8871294560825647,1.0185654916695337,20,20,0,0,0.5628054233874131,1.1104576197432894,0,0,1024.0
1024,terminal,quartet,sgd,exact,selected_rate,0.03,test_nmse,0.2989330266773419,0.05393486081732128,0.1654551154575286,0.4445175813638833,20,20,0,0,0.04444419174373039,1.0368166411430484,0,1,1024.0
1024,terminal,quartet,sgd,exact,selected_rate,0.03,population_nmse,0.252158870657922,0.008807280489585984,0.11969855054577708,0.3964524810636841,20,20,0,0,0.0002976193135524212,0.9834224355008039,0,1,1024.0
1024,terminal,quartet,sgd,exact,selected_rate,0.03,validation_nmse,0.29369258967742373,0.05394471181062239,0.16345479300111243,0.43468287228791064,20,20,0,0,0.04254505999082256,1.0015170327495206,0,1,1024.0
1024,terminal,quartet,sgd,sign_broadcast,selected_rate,0.01,test_nmse,1.0176677292622385,1.0354232482034664,0.9907221390534595,1.0379503633572538,20,20,0,0,0.8197364016808686,1.0665397430266503,0,0,1024.0
1024,terminal,quartet,sgd,sign_broadcast,selected_rate,0.01,population_nmse,0.9765399447520599,1.0009603146327666,0.9479021186546904,0.998346010114726,20,20,0,0,0.7734936710562536,1.0402172252294153,0,0,1024.0
1024,terminal,quartet,sgd,sign_broadcast,selected_rate,0.01,validation_nmse,1.0252039992079358,1.033275674072134,0.9893573525276356,1.0537717647306477,20,20,0,0,0.778737457609181,1.133099835901513,0,0,1024.0
1024,terminal,quartet,sgd,unit_broadcast,selected_rate,0.01,test_nmse,0.957935641958872,1.005876850842835,0.9021252361091204,1.0052487473866207,20,20,0,0,0.6196597427404138,1.065025598556276,0,0,1024.0
1024,terminal,quartet,sgd,unit_broadcast,selected_rate,0.01,population_nmse,0.9161237328405228,0.9694769197384521,0.8589817670479153,0.9642152481382831,20,20,0,0,0.5700912461630829,1.008267628886045,0,0,1024.0
1024,terminal,quartet,sgd,unit_broadcast,selected_rate,0.01,validation_nmse,0.9625376964372601,0.993662179560528,0.8999478954422063,1.0175344833749504,20,20,0,0,0.573858004545982,1.1235363065869004,0,0,1024.0
1024,validation_selected,matching,adam,calibrated_broadcast,selected_rate,0.01,test_nmse,0.02305778633789294,0.02302721610901577,0.02271888617994565,0.02340947645037471,20,20,0,0,0.021695419598064623,0.024437092930010236,0,0,512.0
1024,validation_selected,matching,adam,calibrated_broadcast,selected_rate,0.01,population_nmse,0.0006047947536581014,0.0005417620697263423,0.0004978274985629515,0.0007292521918236013,20,20,0,0,0.00024208491205629295,0.0013761660942419964,0,0,512.0
1024,validation_selected,matching,adam,calibrated_broadcast,selected_rate,0.01,validation_nmse,0.023096741900144165,0.022927121204841257,0.022664198411541478,0.023538835670252625,20,20,0,0,0.021244000327830886,0.025334471231129425,0,0,512.0
1024,validation_selected,matching,adam,exact,selected_rate,0.003,test_nmse,0.03162502904329417,0.022828178236191196,0.02282145488316471,0.04820136357043315,20,20,0,0,0.021775241531173738,0.1835385094596927,0,0,844.8
1024,validation_selected,matching,adam,exact,selected_rate,0.003,population_nmse,0.009187197113090514,0.0004180573220371216,0.00041490289682029455,0.02590739140166727,20,20,0,0,0.00013623742647114287,0.1626311863739606,0,0,844.8
1024,validation_selected,matching,adam,exact,selected_rate,0.003,validation_nmse,0.03170744531460889,0.023128265199992903,0.02296325926584274,0.04802181430157474,20,20,0,0,0.02157143764219673,0.1816561820375101,0,0,844.8
1024,validation_selected,matching,adam,sign_broadcast,selected_rate,0.01,test_nmse,0.023057786622340672,0.02302721721920118,0.022718886245527724,0.023409477401414903,20,20,0,0,0.021695419535928698,0.024437095250124934,0,0,512.0
1024,validation_selected,matching,adam,sign_broadcast,selected_rate,0.01,population_nmse,0.0006047952434765986,0.0005417606083344651,0.000497828599555607,0.0007292539519001832,20,20,0,0,0.00024208487363792144,0.0013761670577976297,0,0,512.0
1024,validation_selected,matching,adam,sign_broadcast,selected_rate,0.01,validation_nmse,0.02309674242534039,0.02292712167011645,0.022664198803884955,0.023538836776219683,20,20,0,0,0.02124400059300032,0.02533447161962168,0,0,512.0
1024,validation_selected,matching,adam,unit_broadcast,selected_rate,0.003,test_nmse,0.025170317792846002,0.02295821252197507,0.02347064541638513,0.02711545701241839,20,20,0,0,0.021878149032480268,0.03558629227206294,2,0,998.4
1024,validation_selected,matching,adam,unit_broadcast,selected_rate,0.003,population_nmse,0.002821731405657331,0.0004397436060135814,0.0010454017603609084,0.004867312007374465,20,20,0,0,9.381223370693876e-05,0.014211878998016752,2,0,998.4
1024,validation_selected,matching,adam,unit_broadcast,selected_rate,0.003,validation_nmse,0.025759580470350475,0.023291008278150026,0.023613836383995546,0.028206199693899932,20,20,0,0,0.021430530299713417,0.04004718355312378,2,0,998.4
1024,validation_selected,matching,sgd,calibrated_broadcast,selected_rate,0.03,test_nmse,0.29421199293533634,0.24230203567353645,0.2063827870523906,0.3865333129921884,20,20,0,0,0.03622810247252355,0.6702346493172815,0,0,998.4
1024,validation_selected,matching,sgd,calibrated_broadcast,selected_rate,0.03,population_nmse,0.27193444104004627,0.2207519221963586,0.1842406504985164,0.3637884389150519,20,20,0,0,0.014861871452507523,0.651155173585753,0,0,998.4
1024,validation_selected,matching,sgd,calibrated_broadcast,selected_rate,0.03,validation_nmse,0.2962366217082063,0.25076156115389897,0.20779104117753422,0.38864996558539294,20,20,0,0,0.03691423873316455,0.6413482236614074,0,0,998.4
1024,validation_selected,matching,sgd,exact,selected_rate,0.03,test_nmse,0.06478776846564568,0.025104654714736628,0.028682262495574394,0.11323679363437812,20,20,0,0,0.021934145590019796,0.4225514601432284,0,0,1024.0
1024,validation_selected,matching,sgd,exact,selected_rate,0.03,population_nmse,0.042467157351734626,0.0034686546672664407,0.006347445039553154,0.09113530030108967,20,20,0,0,0.00021077922153440141,0.403317083414864,0,0,1024.0
1024,validation_selected,matching,sgd,exact,selected_rate,0.03,validation_nmse,0.06706782240505617,0.027059686990574226,0.029096437684300917,0.11871469003539702,20,20,0,0,0.021258324034159365,0.4517963971571455,0,0,1024.0
1024,validation_selected,matching,sgd,sign_broadcast,selected_rate,0.01,test_nmse,0.023618161690563768,0.023242415839861773,0.02308040815995652,0.024273337436197893,20,20,0,0,0.021866511440342358,0.028453415014601892,0,0,1024.0
1024,validation_selected,matching,sgd,sign_broadcast,selected_rate,0.01,population_nmse,0.0011583619308602852,0.0008059971656857318,0.0007720384079322644,0.0016233468008706768,20,20,0,0,0.000277503476473531,0.004296831588856915,0,0,1024.0
1024,validation_selected,matching,sgd,sign_broadcast,selected_rate,0.01,validation_nmse,0.02386364296671608,0.023832955119294872,0.023180877064371306,0.024551312130573627,20,20,0,0,0.021315530021430197,0.027239695949243616,0,0,1024.0
1024,validation_selected,matching,sgd,unit_broadcast,selected_rate,0.01,test_nmse,0.02804371550160365,0.02642032265329939,0.02562197924478838,0.031020019539634045,20,20,0,0,0.02270999644359525,0.045641672465048286,9,0,1024.0
1024,validation_selected,matching,sgd,unit_broadcast,selected_rate,0.01,population_nmse,0.005631450685539366,0.004179855039650022,0.003249105562365662,0.008503156934866097,20,20,0,0,0.00048279907151422283,0.02340850950255291,9,0,1024.0
1024,validation_selected,matching,sgd,unit_broadcast,selected_rate,0.01,validation_nmse,0.028610060462500808,0.026099686939879213,0.025977408433270514,0.03185465579739798,20,20,0,0,0.022835051926235302,0.04910911862439059,9,0,1024.0
1024,validation_selected,nested,adam,calibrated_broadcast,selected_rate,0.01,test_nmse,0.7546665692815498,0.7755523675142395,0.7345879382923782,0.7723924592544718,20,20,0,0,0.6410455063083151,0.8008676101203938,0,0,560.0
1024,validation_selected,nested,adam,calibrated_broadcast,selected_rate,0.01,population_nmse,0.7281141793150165,0.746452545446338,0.7114834567288976,0.7424513052668548,20,20,0,0,0.6367887475359022,0.7542852554290707,0,0,560.0
1024,validation_selected,nested,adam,calibrated_broadcast,selected_rate,0.01,validation_nmse,0.757210232960171,0.7586240315986844,0.7391400809730762,0.7759010950355966,20,20,0,0,0.6901802431783665,0.851846601456547,0,0,560.0
1024,validation_selected,nested,adam,exact,selected_rate,0.003,test_nmse,0.02296120775987615,0.02299161817812613,0.02268044399114295,0.02325690579058281,20,20,0,0,0.021895655156134477,0.024225259988904235,0,0,819.2
1024,validation_selected,nested,adam,exact,selected_rate,0.003,population_nmse,0.000501599004477431,0.000429981939717847,0.0004158556970580299,0.0005934323321066851,20,20,0,0,0.00017561111833696468,0.000977277361832258,0,0,819.2
1024,validation_selected,nested,adam,exact,selected_rate,0.003,validation_nmse,0.023099271662460796,0.022856680770033264,0.022673072421317525,0.023534603260179494,20,20,0,0,0.021477640023987048,0.025287449975535295,0,0,819.2
1024,validation_selected,nested,adam,sign_broadcast,selected_rate,0.01,test_nmse,0.7546662283887214,0.7755523708648573,0.7345869463948348,0.7723925203517721,20,20,0,0,0.6410377599603649,0.8008676378043492,0,0,560.0
1024,validation_selected,nested,adam,sign_broadcast,selected_rate,0.01,population_nmse,0.7281138412337095,0.7464526009332493,0.7114824791140112,0.7424509978951614,20,20,0,0,0.6367808401227861,0.7542852554868336,0,0,560.0
1024,validation_selected,nested,adam,sign_broadcast,selected_rate,0.01,validation_nmse,0.7572098399841058,0.7586240169533177,0.7391397187242268,0.7759007215194992,20,20,0,0,0.6901719391217369,0.8518466018914407,0,0,560.0
1024,validation_selected,nested,adam,unit_broadcast,selected_rate,0.003,test_nmse,0.745978554365239,0.7678538526511767,0.7233665022800858,0.7667534887312073,20,20,0,0,0.6475048136022963,0.8012494414982148,0,0,883.2
1024,validation_selected,nested,adam,unit_broadcast,selected_rate,0.003,population_nmse,0.7184613766511896,0.7390875061383058,0.6985072314095411,0.7363026331729855,20,20,0,0,0.6321615904237656,0.76950361323488,0,0,883.2
1024,validation_selected,nested,adam,unit_broadcast,selected_rate,0.003,validation_nmse,0.7448828505522371,0.7569174088090609,0.7207719545741677,0.7674476048940945,20,20,0,0,0.6166286472822895,0.8269479026340563,0,0,883.2
1024,validation_selected,nested,sgd,calibrated_broadcast,selected_rate,0.03,test_nmse,0.8112816837193755,0.7870583229557735,0.7770052061777377,0.8493432186828724,20,20,0,0,0.6931276972571456,1.0281725830730712,0,0,771.2
1024,validation_selected,nested,sgd,calibrated_broadcast,selected_rate,0.03,population_nmse,0.7838721679082494,0.7532723369687664,0.7523018576652274,0.818892016548668,20,20,0,0,0.6746372266775063,0.9831274846865976,0,0,771.2
1024,validation_selected,nested,sgd,calibrated_broadcast,selected_rate,0.03,validation_nmse,0.8108503189388981,0.7954555425107359,0.778128186253413,0.8471601735255571,20,20,0,0,0.6914415403166909,1.030744358691532,0,0,771.2
1024,validation_selected,nested,sgd,exact,selected_rate,0.03,test_nmse,0.2596297775950881,0.21104330048350078,0.15637344633189054,0.3659984848405827,20,20,0,0,0.02232366194668472,0.759204443519988,0,0,1024.0
1024,validation_selected,nested,sgd,exact,selected_rate,0.03,population_nmse,0.23771444902148703,0.1873384554554195,0.13468598564746706,0.344558871157121,20,20,0,0,9.951935134848663e-05,0.7490460858901262,0,0,1024.0
1024,validation_selected,nested,sgd,exact,selected_rate,0.03,validation_nmse,0.2605722387209834,0.21500797220976872,0.15698968667683155,0.3679372524727436,20,20,0,0,0.021310549388221557,0.7706948569418479,0,0,1024.0
1024,validation_selected,nested,sgd,sign_broadcast,selected_rate,0.01,test_nmse,0.7680759554729237,0.778800227325831,0.7529391156893566,0.7808622675862656,20,20,0,0,0.683551439449462,0.8068516885711521,0,0,844.8
1024,validation_selected,nested,sgd,sign_broadcast,selected_rate,0.01,population_nmse,0.7417771153348187,0.750564197480613,0.7295221247628653,0.7515045140861297,20,20,0,0,0.6661844396558861,0.7774179401987018,0,0,844.8
1024,validation_selected,nested,sgd,sign_broadcast,selected_rate,0.01,validation_nmse,0.7704640105300828,0.772605873681328,0.7532439568641156,0.7874816690757945,20,20,0,0,0.6868661905299552,0.8495301836958822,0,0,844.8
1024,validation_selected,nested,sgd,unit_broadcast,selected_rate,0.01,test_nmse,0.7570099093384415,0.7764947233761732,0.7335897082940649,0.7774360916802039,20,20,0,0,0.6074421945066493,0.80740724682993,0,0,896.0
1024,validation_selected,nested,sgd,unit_broadcast,selected_rate,0.01,population_nmse,0.7290854067224433,0.7477492245334025,0.7079484991167461,0.7471167307030206,20,20,0,0,0.5897055540644055,0.772162656378604,0,0,896.0
1024,validation_selected,nested,sgd,unit_broadcast,selected_rate,0.01,validation_nmse,0.7583945162231931,0.7678206758717281,0.7320213709274817,0.7823130767058571,20,20,0,0,0.5816816074291573,0.8411018507305483,0,0,896.0
1024,validation_selected,quartet,adam,calibrated_broadcast,selected_rate,0.01,test_nmse,0.9092399063016389,0.9905626041757085,0.8276253037386403,0.980299723603299,20,20,0,0,0.4573255847046214,1.064135503358553,4,0,428.8
1024,validation_selected,quartet,adam,calibrated_broadcast,selected_rate,0.01,population_nmse,0.8667296382250566,0.9547361188113008,0.7846147215483382,0.9374046493961423,20,20,0,0,0.40883796715505216,1.0083425216490862,4,0,428.8
1024,validation_selected,quartet,adam,calibrated_broadcast,selected_rate,0.01,validation_nmse,0.9139549283226364,0.989328075939783,0.8306196262492777,0.9867542289694737,20,20,0,0,0.44664570323118846,1.1079110963232623,4,0,428.8
1024,validation_selected,quartet,adam,exact,selected_rate,0.003,test_nmse,0.15171632648958883,0.046501065119379674,0.047111775333353235,0.2813121699500066,20,20,0,0,0.043785030642859255,1.0571671256988753,0,1,921.6
1024,validation_selected,quartet,adam,exact,selected_rate,0.003,population_nmse,0.10586203538835659,0.0011517452017340826,0.001734145233694656,0.23474455039419848,20,20,0,0,0.000439142020118269,1.0040597687290025,0,1,921.6
1024,validation_selected,quartet,adam,exact,selected_rate,0.003,validation_nmse,0.15110884694827603,0.04661416344318417,0.047095592549820924,0.279159676664594,20,20,0,0,0.04290876404453531,1.0263064401305964,0,1,921.6
