budget,endpoint,task,optimizer,rate_view,metric,contrast,mean,median,ci95_low,ci95_high,n_seeds,positive_seeds,negative_seeds,zero_seeds
4096,validation_selected,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,-3.601050214571397e-05,-1.1302352047468469e-05,-0.00010056778719513095,6.906829330006006e-06,20,8,12,0
4096,validation_selected,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.0918001398417643,-0.06175418623961076,-0.14031196721194514,-0.048326866023856926,20,1,19,0
4096,validation_selected,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,0.7012167096235745,0.704940460768796,0.6765605533390165,0.7256299866343596,20,20,0,0
4096,validation_selected,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,0.7234864551761783,0.7399856706520381,0.7033687916283833,0.7417440923213808,20,20,0,0
4096,validation_selected,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,0.7233711114211443,0.7399856599676629,0.7032334477536081,0.7416427087330802,20,20,0,0
4096,validation_selected,nested,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,-0.022269745552603703,-0.0038871404169029677,-0.043367432148254746,-0.004256906641408069,20,9,11,0
4096,validation_selected,nested,adam,selected_rate,population_nmse,unit_broadcast minus exact,0.6970774421996497,0.6998753162494382,0.6768337500939497,0.7170876111088337,20,20,0,0
4096,validation_selected,nested,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,0.7185512211720582,0.7368841248194498,0.7015487469832968,0.7336596335008633,20,20,0,0
4096,validation_selected,nested,adam,selected_rate,population_nmse,sign_broadcast minus exact,0.7184068036733389,0.7368840687241732,0.7012527602692974,0.733636639352729,20,20,0,0
4096,validation_selected,nested,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.02147377897240859,-0.0014409006108413447,-0.04247903568854174,-0.0035209827153583773,20,7,13,0
4096,validation_selected,nested,sgd,selected_rate,test_nmse,unit_broadcast minus exact,0.7140862581759859,0.7355064753157974,0.6861333185977897,0.7393283775572783,20,20,0,0
4096,validation_selected,nested,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,0.7442234385518223,0.7557580181952582,0.724988163006079,0.7625438067118271,20,20,0,0
4096,validation_selected,nested,sgd,selected_rate,test_nmse,sign_broadcast minus exact,0.7380903949410168,0.7538069527660209,0.7223820265865987,0.7519821249463858,20,20,0,0
4096,validation_selected,nested,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,-0.03013718037583647,-0.01813211196665765,-0.048858043990322765,-0.013770605567585852,20,4,16,0
4096,validation_selected,nested,sgd,selected_rate,population_nmse,unit_broadcast minus exact,0.709951219851092,0.7286155421396127,0.6846981913894956,0.7315193160285868,20,20,0,0
4096,validation_selected,nested,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,0.7390655466454786,0.7505305499898255,0.7237370683634385,0.7534985520902565,20,20,0,0
4096,validation_selected,nested,sgd,selected_rate,population_nmse,sign_broadcast minus exact,0.7344916469138638,0.7468805821805717,0.7217456721799637,0.7453265991789298,20,20,0,0
4096,validation_selected,nested,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.02911432679438682,-0.017260729327100044,-0.048674497372552084,-0.01287667034414282,20,4,16,0
4096,validation_selected,quartet,adam,selected_rate,test_nmse,unit_broadcast minus exact,0.8477271990999113,0.8994379404442856,0.7718131456915648,0.9151653664990287,20,20,0,0
4096,validation_selected,quartet,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,0.793891817437791,0.8937859406013579,0.6947389024561438,0.8833407906131566,20,20,0,0
4096,validation_selected,quartet,adam,selected_rate,test_nmse,sign_broadcast minus exact,0.793891685044503,0.8937851735180995,0.6947385388852977,0.8833405986555406,20,20,0,0
4096,validation_selected,quartet,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,0.05383538166212056,0.028482922687797008,-0.02583992495277873,0.13504039246419974,20,14,6,0
4096,validation_selected,quartet,adam,selected_rate,population_nmse,unit_broadcast minus exact,0.8476595619203071,0.9053699198064151,0.7720163118840633,0.9143919888896278,20,20,0,0
4096,validation_selected,quartet,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,0.796074937588281,0.8985752209952134,0.6969949472377266,0.8860454889718474,20,20,0,0
4096,validation_selected,quartet,adam,selected_rate,population_nmse,sign_broadcast minus exact,0.796074808641575,0.8985744265978693,0.6969947052619081,0.8860454220706273,20,20,0,0
4096,validation_selected,quartet,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,0.05158462433202595,0.028376567054230917,-0.02705489936128194,0.1310308811689213,20,13,7,0
4096,validation_selected,quartet,sgd,selected_rate,test_nmse,unit_broadcast minus exact,0.8156166503793878,0.8892921791526283,0.7326092893154508,0.8900835731479916,20,20,0,0
4096,validation_selected,quartet,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,0.8498736852837689,0.9507004377439278,0.7574997623554502,0.9275490525182087,20,20,0,0
4096,validation_selected,quartet,sgd,selected_rate,test_nmse,sign_broadcast minus exact,0.8737180492705887,0.9596318052038042,0.7936087800539564,0.9422930043210703,20,20,0,0
4096,validation_selected,quartet,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,-0.0342570349043811,0.002596646839870209,-0.0978026673552267,0.025079220698573247,20,11,9,0
4096,validation_selected,quartet,sgd,selected_rate,population_nmse,unit_broadcast minus exact,0.816502253663093,0.894767305607885,0.7333979413890567,0.8921822172448657,20,20,0,0
4096,validation_selected,quartet,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,0.85134581334466,0.9512574955027362,0.756764189726846,0.9293085554733163,20,20,0,0
4096,validation_selected,quartet,sgd,selected_rate,population_nmse,sign_broadcast minus exact,0.8764868754936295,0.9636026587367046,0.7957609773120045,0.9453354731361828,20,20,0,0
4096,validation_selected,quartet,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.03484355968156685,-0.00019232209473707407,-0.09726661058119289,0.024978205117133386,20,10,10,0
8192,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus exact,-1.7615078271666224e-05,2.7984820364417018e-05,-9.92687493813268e-05,4.9586411294776546e-05,20,11,9,0
8192,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,0.0012001308949373525,0.0009122863874212964,0.0007963459308350559,0.0016298745233274067,20,19,1,0
8192,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,0.0012001438539664213,0.0009122851813871628,0.0007963488824456014,0.001629885251049712,20,19,1,0
8192,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,-0.0012177459732090187,-0.0010160077127566725,-0.0016641337755138167,-0.000792216398808421,20,1,19,0
8192,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,-3.5935887870490062e-06,4.559591884809402e-06,-7.115383114505232e-05,5.6492002605029325e-05,20,10,10,0
8192,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,0.0011944618762793947,0.0010052086047066845,0.0008094707993870584,0.0016202736732628862,20,19,1,0
8192,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,0.0011944767992438639,0.0010052044529925627,0.0008094845325495496,0.0016202886100522356,20,19,1,0
8192,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.001198055465066444,-0.0009644522988384493,-0.001637244907025642,-0.0007984469723736935,20,1,19,0
8192,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,5.387440623496123e-06,-1.3135134241420987e-05,-3.486798005561201e-05,6.331298918142729e-05,20,8,12,0
8192,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,0.04840081982463155,0.0035367550253266374,0.015455931160469893,0.08810104686195623,20,13,7,0
8192,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,-4.313203858207111e-05,-3.669417873211275e-05,-6.1761532881259e-05,-2.6276827780829458e-05,20,2,18,0
8192,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,-0.04839543238400805,-0.0035686827949166135,-0.08809854117409702,-0.015433229398013197,20,6,14,0
8192,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,4.098249249574738e-06,-1.8439986896527476e-05,-4.195287676559186e-05,7.358418008555035e-05,20,6,14,0
8192,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,0.04828008441249529,0.0035457368413328817,0.015393584308556729,0.08796462100418728,20,13,7,0
8192,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,-4.758094150795096e-05,-4.4567284639322416e-05,-6.563019018506986e-05,-2.999400136531673e-05,20,2,18,0
8192,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.04827598616324571,-0.003577871710880592,-0.08799263331329134,-0.015387459829613618,20,4,16,0
8192,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,0.7427005790953064,0.7507838240843949,0.7279617581054624,0.755637955410335,20,20,0,0
8192,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,0.7805829329337797,0.7692377613924606,0.7546278388146261,0.813184959296413,20,20,0,0
8192,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,0.7791511696391498,0.7692193951605504,0.7543140799369926,0.8098205795100383,20,20,0,0
8192,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,-0.03788235383847315,-0.024457566644745854,-0.06294482509691188,-0.019198887531466778,20,1,19,0
8192,terminal,nested,adam,selected_rate,population_nmse,unit_broadcast minus exact,0.7389275511700641,0.7483781498367181,0.727156997307095,0.7492870984755288,20,20,0,0
8192,terminal,nested,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,0.775287506145198,0.7681085284455726,0.7526876290880867,0.8024134749134497,20,20,0,0
8192,terminal,nested,adam,selected_rate,population_nmse,sign_broadcast minus exact,0.7740239002847831,0.7675654904749794,0.7522688830403076,0.7995496086383271,20,20,0,0
8192,terminal,nested,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.03635995497513393,-0.025480297822934206,-0.059875034194309194,-0.018070436008824825,20,3,17,0
8192,terminal,nested,sgd,selected_rate,test_nmse,unit_broadcast minus exact,0.7779932239939626,0.7555857196445572,0.7326855952960054,0.8540960114132533,20,20,0,0
8192,terminal,nested,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,0.7466142002732532,0.7552582366819777,0.7336641284350454,0.7577265450639764,20,20,0,0
8192,terminal,nested,sgd,selected_rate,test_nmse,sign_broadcast minus exact,0.7506947893990537,0.7558941584017075,0.7396380991754725,0.7599337020858701,20,20,0,0
8192,terminal,nested,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,0.031379023720709304,-0.002172791649760364,-0.011090621438659909,0.1040349081009175,20,9,11,0
8192,terminal,nested,sgd,selected_rate,population_nmse,unit_broadcast minus exact,0.774985912064217,0.7510482094980757,0.731683066515851,0.8504448671537045,20,20,0,0
8192,terminal,nested,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,0.7423072414974796,0.7501529017073454,0.7327041137908686,0.7499514531751927,20,20,0,0
8192,terminal,nested,sgd,selected_rate,population_nmse,sign_broadcast minus exact,0.7470935111894483,0.7525058361775043,0.7394083053590954,0.7531970860260664,20,20,0,0
8192,terminal,nested,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,0.0326786705667374,-0.0018956482369216765,-0.010141315510914106,0.10648864828994044,20,7,13,0
8192,terminal,quartet,adam,selected_rate,test_nmse,unit_broadcast minus exact,0.904774045225442,0.9788751843918315,0.8347690206343773,0.9599361008881988,20,20,0,0
8192,terminal,quartet,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,0.9348340819210048,0.9904082898323794,0.8653488774878016,0.992001871510978,20,20,0,0
8192,terminal,quartet,adam,selected_rate,test_nmse,sign_broadcast minus exact,0.9310811012603036,0.9839884797713642,0.8630106848443774,0.9859598896944187,20,20,0,0
8192,terminal,quartet,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,-0.03006003669556274,-0.019784813703768056,-0.06534508183154726,0.003110743094561634,20,6,14,0
8192,terminal,quartet,adam,selected_rate,population_nmse,unit_broadcast minus exact,0.9072755106481395,0.9820406116380793,0.8376328435012657,0.9623150380761428,20,20,0,0
8192,terminal,quartet,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,0.9362257171219713,1.0017705807532025,0.8669319768152981,0.9924823880844434,20,20,0,0
8192,terminal,quartet,adam,selected_rate,population_nmse,sign_broadcast minus exact,0.9327793665356088,0.9938720484002195,0.8647806351322957,0.9873931844957589,20,20,0,0
8192,terminal,quartet,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.028950206473832,-0.020882069706645745,-0.06400484512236182,0.0041153763692355965,20,6,14,0
8192,terminal,quartet,sgd,selected_rate,test_nmse,unit_broadcast minus exact,0.9102907570584028,0.9623726453213277,0.857857661547154,0.958269173843756,20,20,0,0
8192,terminal,quartet,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,0.9278637612735434,0.9722497502721853,0.8757945351581825,0.9716563052876616,20,20,0,0
8192,terminal,quartet,sgd,selected_rate,test_nmse,sign_broadcast minus exact,0.9341891703896689,0.9799514290009337,0.881511672878839,0.9764115449345616,20,20,0,0
8192,terminal,quartet,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,-0.01757300421514066,-0.0004795456568951195,-0.07697151347475402,0.03270982336569003,20,10,10,0
8192,terminal,quartet,sgd,selected_rate,population_nmse,unit_broadcast minus exact,0.9131275704040467,0.9736987974764258,0.8589196416202837,0.9626425549317543,20,20,0,0
8192,terminal,quartet,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,0.9301017618636536,0.9792401641303661,0.8783550189217231,0.9731074830984895,20,20,0,0
8192,terminal,quartet,sgd,selected_rate,population_nmse,sign_broadcast minus exact,0.9380402999076812,0.9906516090737516,0.8836181171824741,0.9815630528837928,20,20,0,0
8192,terminal,quartet,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.01697419145960667,6.23380118630612e-05,-0.07559834131349027,0.034103413254229865,20,10,10,0
8192,validation_selected,matching,adam,selected_rate,test_nmse,unit_broadcast minus exact,-6.44989168006746e-05,-7.238422556345159e-05,-0.00011047718256108908,-1.628479101837773e-05,20,4,16,0
8192,validation_selected,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,0.0002877392815690263,0.00023334249775496495,0.00016233119124915412,0.00041564572387752966,20,19,1,0
8192,validation_selected,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,0.0002877443973804881,0.00023337580243327875,0.00016233521288695651,0.0004156498413342255,20,19,1,0
8192,validation_selected,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,-0.0003522381983697009,-0.0002543434743753469,-0.0004879953284731443,-0.00022199021721996462,20,1,19,0
8192,validation_selected,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,-6.309075202840417e-05,-6.266024899370063e-05,-0.00010797930520125335,-1.7430675874641384e-05,20,6,14,0
8192,validation_selected,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,0.00026566873207318315,0.0002223838442005848,0.00015172651591294502,0.0003875784337828373,20,18,2,0
8192,validation_selected,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,0.00026567340602158394,0.00022238505313997448,0.00015173517152526769,0.0003875846904372255,20,18,2,0
8192,validation_selected,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.00032875948410158724,-0.0002682741586021752,-0.0004544781987570302,-0.0002121352289955544,20,2,18,0
8192,validation_selected,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,1.3894551352330864e-05,3.689715361823026e-06,-1.95020893658678e-05,4.737112570709401e-05,20,11,9,0
8192,validation_selected,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,0.0484519707516735,0.003575457881117381,0.015506467683715,0.08815187336106128,20,15,5,0
8192,validation_selected,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,-2.149083583198631e-05,-1.3149714800002668e-05,-4.631659303852703e-05,2.7100879185897184e-06,20,8,12,0
8192,validation_selected,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,-0.04843807620032118,-0.0035623432030683303,-0.088144996008487,-0.015477610547049254,20,4,16,0
8192,validation_selected,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,6.38110125947609e-06,-6.801206586940905e-06,-2.889428324584682e-05,4.398906739801182e-05,20,7,13,0
8192,validation_selected,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,0.04832982592253965,0.003583941714893833,0.015451910134303434,0.08804212786470984,20,15,5,0
8192,validation_selected,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,-2.617937187340714e-05,-2.3910311219532533e-05,-5.1119190888957916e-05,-1.8993689208666916e-06,20,6,14,0
8192,validation_selected,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.048323444821280176,-0.0035996151969481084,-0.08803406079273111,-0.01544636529173395,20,4,16,0
8192,validation_selected,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,0.6981942181188179,0.7012865672916253,0.6737210812615098,0.7227034471748268,20,20,0,0
8192,validation_selected,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,0.7193757875185596,0.7310092922771103,0.7001454269738067,0.7375345469452865,20,20,0,0
8192,validation_selected,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,0.7192358142303895,0.7310031216285757,0.6999349269189177,0.7374551890351926,20,20,0,0
8192,validation_selected,nested,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,-0.021181569399741685,-0.00502205840098402,-0.04211908867415995,-0.003068277882820302,20,8,12,0
8192,validation_selected,nested,adam,selected_rate,population_nmse,unit_broadcast minus exact,0.6939469378740615,0.6940797264121217,0.6736979540164866,0.7142672110380377,20,20,0,0
8192,validation_selected,nested,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,0.7148477245831243,0.7275489048066495,0.6980174375358683,0.7302024628579166,20,20,0,0
8192,validation_selected,nested,adam,selected_rate,population_nmse,sign_broadcast minus exact,0.7146818843745741,0.7273415606883105,0.6976716142588214,0.7301089987713052,20,20,0,0
8192,validation_selected,nested,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.020900786709062924,-0.003759803417681118,-0.041996364278022676,-0.003130767204282343,20,7,13,0
8192,validation_selected,nested,sgd,selected_rate,test_nmse,unit_broadcast minus exact,0.7075936043573394,0.7338613614327074,0.6794314097259685,0.7333668834503255,20,20,0,0
8192,validation_selected,nested,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,0.7345259260062768,0.7509415444366182,0.7167133770073535,0.7509446531065002,20,20,0,0
8192,validation_selected,nested,sgd,selected_rate,test_nmse,sign_broadcast minus exact,0.7346280442101703,0.7499219548766808,0.7189392044439071,0.7488423674264519,20,20,0,0
8192,validation_selected,nested,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,-0.02693232164893746,-0.02251729936272423,-0.04371359402697411,-0.012747991833489085,20,3,17,0
8192,validation_selected,nested,sgd,selected_rate,population_nmse,unit_broadcast minus exact,0.7031923615874693,0.725409842317154,0.6780358563304271,0.7251225869763014,20,20,0,0
8192,validation_selected,nested,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,0.729928020492141,0.7442887777461128,0.7155306191716214,0.7427112688522804,20,20,0,0
8192,validation_selected,nested,sgd,selected_rate,population_nmse,sign_broadcast minus exact,0.7309557637351349,0.7441058221812065,0.7181951236399942,0.7421441323276007,20,20,0,0
8192,validation_selected,nested,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.026735658904671666,-0.021095492740364263,-0.04481316192667186,-0.012423379286413077,20,4,16,0
8192,validation_selected,quartet,adam,selected_rate,test_nmse,unit_broadcast minus exact,0.8247937116271731,0.8994379404442856,0.7429915274599791,0.8988840711126374,20,20,0,0
8192,validation_selected,quartet,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,0.7940076943275265,0.8937859406013579,0.6948338338568312,0.883689458060215,20,20,0,0
8192,validation_selected,quartet,adam,selected_rate,test_nmse,sign_broadcast minus exact,0.7940081169994888,0.8937851735180995,0.6948341953809638,0.8836893415323835,20,20,0,0
8192,validation_selected,quartet,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,0.030786017299646473,0.02702762097718947,-0.04475802653225918,0.10872658292403278,20,13,7,0
8192,validation_selected,quartet,adam,selected_rate,population_nmse,unit_broadcast minus exact,0.8231426755896706,0.9053699198064151,0.7397244034629946,0.8981598240777499,20,20,0,0
8192,validation_selected,quartet,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,0.7957802634575739,0.8985752209952134,0.6970771712695764,0.885885333615139,20,20,0,0
8192,validation_selected,quartet,adam,selected_rate,population_nmse,sign_broadcast minus exact,0.7957802851034085,0.8985744265978693,0.6970772291643363,0.8858852706573409,20,20,0,0
8192,validation_selected,quartet,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,0.027362412132096826,0.022293449558999756,-0.04626295634840584,0.10244117708873858,20,13,7,0
8192,validation_selected,quartet,sgd,selected_rate,test_nmse,unit_broadcast minus exact,0.8255785000302496,0.8651029770013077,0.7476376629236702,0.8950256815904353,20,20,0,0
8192,validation_selected,quartet,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,0.866393106204141,0.9479681532717081,0.8015314318243473,0.9250125477343895,20,20,0,0
8192,validation_selected,quartet,sgd,selected_rate,test_nmse,sign_broadcast minus exact,0.8787732867021392,0.9447259892621969,0.8118107314584627,0.9379930708479614,20,20,0,0
8192,validation_selected,quartet,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,-0.04081460617389137,-0.001264091363447628,-0.10485178708228755,0.02060256388356709,20,10,10,0
8192,validation_selected,quartet,sgd,selected_rate,population_nmse,unit_broadcast minus exact,0.826017996577636,0.862917171455767,0.7478445865554897,0.897687716597728,20,20,0,0
8192,validation_selected,quartet,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,0.8667044493480083,0.9506157697032165,0.8003670940070979,0.9269171361061788,20,20,0,0
8192,validation_selected,quartet,sgd,selected_rate,population_nmse,sign_broadcast minus exact,0.8812180856673534,0.9436643416856931,0.8128949258711746,0.9414314429004008,20,20,0,0
8192,validation_selected,quartet,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.040686452770372625,0.00015216024276076823,-0.10431357703025412,0.021398053753328906,20,10,10,0
16384,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus exact,0.00011317926557933514,7.141095698552993e-05,5.2012252807629576e-05,0.00017987437666972198,20,16,4,0
16384,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,0.0014378889349747335,0.0012406478436360092,0.0009330464033381916,0.0019675336444470296,20,18,2,0
16384,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,0.0014378875136734134,0.0012406960417925585,0.0009330478842757431,0.0019675316628814756,20,18,2,0
16384,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,-0.0013247096693953984,-0.001008572561517717,-0.0018699084697225527,-0.0008009735636444385,20,3,17,0
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,0.00011842587608439794,9.473263532390865e-05,5.4328302174361934e-05,0.00018973100779389317,20,15,5,0
16384,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,0.0013886460514839288,0.0011985984547185514,0.0009004476198084081,0.001909428772098089,20,18,2,0
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,0.0013886448984057828,0.0011986466190516522,0.0009004438361585545,0.001909424685605474,20,18,2,0
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.001270220175399531,-0.0009306508908174552,-0.001803473127053061,-0.0007616803122813055,20,3,17,0
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,3.4396377786256e-05,-5.423623538100553e-06,-2.9558623345519096e-05,0.00011195318391576064,20,10,10,0
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,0.017017362996481062,-5.2271168312547495e-06,0.004428164702505527,0.032398723671918164,20,9,11,0
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,-5.0009622699621374e-05,-4.76465847030743e-05,-7.045701937988166e-05,-3.012264580858754e-05,20,3,17,0
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,-0.0169829666186948,5.8302375088251784e-06,-0.032371543423572624,-0.004383939010299133,20,10,10,0
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,2.858066504377076e-05,-1.2274475002909481e-05,-2.7217375974454268e-05,9.367517418323258e-05,20,8,12,0
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,0.016959011726619868,-2.2082052562899464e-05,0.00439031772720404,0.03243303850868751,20,8,12,0
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,-4.966619445826832e-05,-5.593678376130282e-05,-6.430726239046991e-05,-3.485599597046146e-05,20,2,18,0
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.0169304310615761,-4.0302206889386544e-06,-0.032415558895938314,-0.00435036738538009,20,8,12,0
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,0.7497928864163445,0.7499638615571159,0.7383886618082456,0.7605105607026155,20,20,0,0
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,0.77120641318763,0.7587016398107698,0.7493599849142654,0.7941685592795855,20,20,0,0
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,0.7728246207539768,0.7594561292879528,0.7495864882213997,0.7977230986813884,20,20,0,0
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,-0.021413526771285413,-0.007117359265414014,-0.04432255305203552,-0.003503803233601273,20,7,13,0
16384,terminal,nested,adam,selected_rate,population_nmse,unit_broadcast minus exact,0.7457347433881315,0.7506010384509092,0.7371825072891582,0.7533072000241913,20,20,0,0
16384,terminal,nested,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,0.7669021156152376,0.7542529396740703,0.7464127460194175,0.7900436402675539,20,20,0,0
16384,terminal,nested,adam,selected_rate,population_nmse,sign_broadcast minus exact,0.7681638082947726,0.7549492041967731,0.7470962096476992,0.7916951935273572,20,20,0,0
16384,terminal,nested,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,-0.021167372227106195,-0.005488739303804169,-0.044723237212849,-0.003252953193179863,20,5,15,0
16384,terminal,nested,sgd,selected_rate,test_nmse,unit_broadcast minus exact,0.827989146046721,0.749272954773083,0.7329306072638377,1.0035952826420593,20,20,0,0
16384,terminal,nested,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,0.7464137076841463,0.7535191896750058,0.7361028299902338,0.7561525561977194,20,20,0,0
16384,terminal,nested,sgd,selected_rate,test_nmse,sign_broadcast minus exact,0.7467409901092749,0.7512612737656101,0.7357398126707317,0.7567769836050798,20,20,0,0
16384,terminal,nested,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,0.08157543836257478,0.0024753400929392044,-0.009287867110265146,0.25259474893388345,20,11,9,0
16384,terminal,nested,sgd,selected_rate,population_nmse,unit_broadcast minus exact,0.8337347365520837,0.7492683842730853,0.7329862460645324,1.024089951871502,20,20,0,0
