budget,endpoint,task,optimizer,rate_view,metric,contrast,seed,difference
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211204,-7.741212112803231e-05
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211205,0.002725819739721951
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211206,0.002132352081676967
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211207,0.00014624040879084802
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211208,0.00030149204933962493
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211209,0.0003711282020002257
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211210,0.004036345077601413
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211211,0.0007451461675223468
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211212,5.1672408285420015e-05
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211213,0.00048094945916772537
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211214,0.0020824113100471426
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211215,0.0018269559855575
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211216,-3.1008609301688976e-05
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211217,0.0023194714298780247
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211218,0.0026376448144669715
16384,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211219,0.0007190093181649877
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211200,-0.0010143679188870337
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211201,-0.0008469338627478766
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211202,-0.003145721857894234
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211203,-0.001833965497637566
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211204,-6.512768445262251e-06
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211205,-0.0027758815057431305
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211206,-0.0020261518449513926
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211207,-0.00012192107566818362
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211208,9.871699569580412e-05
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211209,-0.000347460466768817
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211210,-0.003738151100039831
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211211,-0.0006441425636533728
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211212,8.595518995267422e-05
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211213,-0.00010938870316538375
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211214,-0.0021272936645966144
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211215,-0.0018357796051657075
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211216,0.0001991759754346159
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211217,-0.0022310187127387504
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211218,-0.0025664367459535776
16384,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211219,-0.0004171237750169761
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211200,-1.600616243646949e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211201,6.829034786992594e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211202,-0.00011370297011374653
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211203,-8.197535972194817e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211204,-8.197519986908458e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211205,-5.4460109634831694e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211206,0.0005225066399632654
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211207,-9.388105149233869e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211208,-1.7505137246479063e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211209,3.165514770396213e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211210,0.0002819866402971119
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211211,5.158915360268385e-06
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211212,-7.236110466776746e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211213,3.6530603829010994e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211214,-9.653294653863553e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211215,-5.179946046976122e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211216,1.8327118524660846e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211217,0.00038352827386279806
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211218,5.4279162687506655e-06
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211219,1.47154542364282e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211200,-9.875867401507726e-06
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211201,0.059278796048183466
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211202,-0.0001440810384641944
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211203,-0.00010532610004622411
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211204,-7.657529126673529e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211205,0.08861344598527554
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211206,-3.5842822605110236e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211207,-0.00012850928427891525
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211208,6.855586487931192e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211209,1.4594764083962486e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211210,-3.984048145028174e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211211,-1.3373145852566687e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211212,0.06190380734505293
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211213,-5.783662610017726e-07
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211214,0.10240322954976228
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211215,4.4012066597601956e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211216,-3.905551859888917e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211217,0.0014072692135108401
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211218,-1.6973134791820055e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211219,0.027223580143292476
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211200,-2.1989458030405307e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211201,-5.255847633691552e-06
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211202,-0.00013882522010576562
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211203,-9.01968948844277e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211204,-8.55976254475442e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211205,-5.1564993852087904e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211206,-4.218508541602162e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211207,-0.0001067451335003064
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211208,-7.279602949199909e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211209,4.5600213138610735e-06
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211210,-4.040751897100431e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211211,-2.4119902488694417e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211212,-8.869201306053315e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211213,1.1016660113508103e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211214,-0.00010043534514935643
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211215,-5.382827931439682e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211216,-4.3728175554060694e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211217,-9.796113242433249e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211218,-1.3471215998366037e-06
16384,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211219,4.99066415046677e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211200,-6.1302950349617635e-06
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211201,-0.05921050570031354
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211202,3.0378068350447873e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211203,2.3350740324275948e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211204,-5.39990860234929e-06
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211205,-0.08866790609491038
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211206,0.0005583494625683756
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211207,3.462823278657656e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211208,-8.606100212579099e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211209,1.7060383619999647e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211210,0.00032182712174739364
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211211,1.853206121283507e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211212,-0.061976168449720696
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211213,3.7108970090012766e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211214,-0.10249976249630091
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211215,-9.581152706736318e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211216,5.738263712355002e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211217,-0.001023740939648042
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211218,2.240105106057072e-05
16384,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211219,-0.027208864689056048
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211200,-2.9792126416142205e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211201,0.00011613293230841771
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211202,3.4581534418810203e-06
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211203,-7.618825651381579e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211204,-9.379578730457676e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211205,-5.127182074297603e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211206,0.00040967678600907953
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211207,-7.806855098819088e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211208,6.262381285345586e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211209,2.9840673725212282e-06
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211210,0.00030019059291328936
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211211,-8.968527534101566e-06
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211212,-9.592009540089724e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211213,-9.283917988260181e-06
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211214,-5.817745173252435e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211215,-7.553633531841102e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211216,-1.526503201755878e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211217,0.0002946650911245402
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211218,3.1137206155812673e-06
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211219,-2.8963953805896122e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211200,-2.3975106026599474e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211201,0.05988283031425346
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211202,-7.046498556653605e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211203,-0.00010332033369619126
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211204,-9.167538975923258e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211205,0.08893558140320276
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211206,-4.306446902371962e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211207,-0.00011539733057878293
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211208,0.0001150888810650362
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211209,7.4375062793432135e-06
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211210,-3.852975693213035e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211211,-3.6664873952031214e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211212,0.0592491286432579
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211213,-5.6769155172048575e-06
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211214,0.10300226354714401
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211215,-3.928513517676053e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211216,-6.799052756165542e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211217,0.0013354839071048645
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211218,-2.0188999099199454e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211219,0.02730865415298006
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211200,-2.395160435600662e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211201,1.4712777845332257e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211202,-6.902682042977623e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211203,-7.550725694235405e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211204,-9.621494056853122e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211205,-4.4755226220351534e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211206,-6.046283564826695e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211207,-9.08253721706863e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211208,-2.9280979357980175e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211209,-2.335934903948268e-06
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211210,-4.863241980764845e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211211,-5.141073187433869e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211212,-0.00010428414415438895
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211213,-3.019754588659833e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211214,-6.0950844521851476e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211215,-7.62408500789737e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211216,-7.277853733705564e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211217,-7.545918140587778e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211218,-5.219792067315536e-06
16384,terminal,matching,sgd,selected_rate,population_nmse,sign_broadcast minus exact,211219,9.498350721251367e-06
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211200,-5.817020389542731e-06
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211201,-0.05976669738194504
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211202,7.392313900841707e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211203,2.7132077182375478e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211204,-2.1203975453441782e-06
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211205,-0.08898685322394574
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211206,0.0004527412550327991
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211207,3.732877959059205e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211208,-5.246506821158034e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211209,-4.453438906821985e-06
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211210,0.0003387203498454197
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211211,2.7696346417929648e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211212,-0.0593450487386588
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211213,-3.6070024710553236e-06
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211214,-0.10306044099887653
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211215,-3.625120014165049e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211216,5.2725495544096636e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211217,-0.0010408188159803243
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211218,2.330271971478072e-05
16384,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211219,-0.027337618106785956
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211200,0.7247151252036128
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211201,0.7479040810964407
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211202,0.7831953096211802
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211203,0.7358495810821661
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211204,0.7609998972201243
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211205,0.7690647419991404
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211206,0.7446418534763328
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211207,0.7478801464381536
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211208,0.7238268946668209
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211209,0.7935210889099023
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211210,0.7823026726840081
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211211,0.7674545428660752
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211212,0.7512126203528755
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211213,0.752060813562592
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211214,0.6815227135108041
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211215,0.7642318759669701
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211216,0.7318787943998811
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211217,0.7487151027613563
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211218,0.7630884685105903
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus exact,211219,0.7217914039978629
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211200,0.7562358218012112
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211201,0.7535207908296119
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211202,0.7634770075895614
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211203,0.7385083616462875
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211204,0.8068014374041028
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211205,0.8073494117779776
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211206,0.7444779068936112
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211207,0.745693676385078
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211208,0.9141473541998171
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211209,0.8569236099752148
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211210,0.7933392787897943
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211211,0.7565854999889452
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211212,0.759698628940037
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211213,0.7653148644653237
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211214,0.6502050154178017
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211215,0.762941143916919
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211216,0.7376275043435476
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211217,0.7577046506815024
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211218,0.7510071959122769
16384,terminal,nested,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211219,0.8025691027939768
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211200,0.7561440093306799
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211201,0.755028460039736
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211202,0.764902822745402
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211203,0.7385328585817288
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211204,0.8067926804983857
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211205,0.8099292923419107
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211206,0.7438752004222815
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211207,0.7456944375508938
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211208,0.8999280518581212
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211209,0.9095871083091335
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211210,0.7844646427695992
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211211,0.7565822697804052
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211212,0.7608865376347395
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211213,0.7653148580319306
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211214,0.650203030349771
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211215,0.7629596240515315
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211216,0.7376249704721386
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211217,0.7580257209411662
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211218,0.7508792223110933
16384,terminal,nested,adam,selected_rate,test_nmse,sign_broadcast minus exact,211219,0.7991366170588909
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211200,-0.031520696597598374
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211201,-0.005616709733171188
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211202,0.01971830203161884
16384,terminal,nested,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211203,-0.002658780564121388
