seed,reliability_heterogeneity,method,step_size,initial_test_loss,test_loss_after_one_step,one_step_test_loss_decrease,final_train_loss,final_test_loss,final_test_accuracy,mean_final_gain,minimum_input_rate
8209,0,exact_clean_bp,23.93374425,0.3916482993,0.3877563108,0.00389198858,0.360593311,0.3606578254,0.9990234375,1,0
8209,0,noisy_no_shunt,23.93374425,0.3916482993,0.3885028934,0.003145405903,0.3651907157,0.366011101,1,1,0
8209,0,initial_oracle_shunt,23.93374425,0.3916482993,0.3885028934,0.003145405903,0.3651907157,0.366011101,1,1,0
8209,0,adaptive_local_shunt,23.93374425,0.3916482993,0.3886395126,0.003008786783,0.3719104215,0.3722576542,0.9975585938,0.3663134937,0
8209,0,adaptive_global_shunt,23.93374425,0.3916482993,0.3885028934,0.003145405903,0.3720009919,0.3726644393,0.9956054688,0.414964131,0
8209,0,adaptive_shuffled_shunt,23.93374425,0.3916482993,0.3885376019,0.003110697437,0.3728713926,0.3737335267,0.9990234375,0.4035143355,0
8209,0,adaptive_point_gate,23.93374425,0.3916482993,0.3886395126,0.003008786783,0.3719104215,0.3722576542,0.9975585938,0.3663134937,0
8209,1,exact_clean_bp,23.93374425,0.3916482993,0.3877563108,0.00389198858,0.360593311,0.3606578254,0.9990234375,1,0
8209,1,noisy_no_shunt,23.93374425,0.3916482993,0.3871548613,0.004493438,0.3646357652,0.3629881052,1,1,0
8209,1,initial_oracle_shunt,23.93374425,0.3916482993,0.3874137359,0.004234563402,0.3675796724,0.3663001236,1,0.7598785813,0
8209,1,adaptive_local_shunt,23.93374425,0.3916482993,0.387952209,0.003696090339,0.3702242737,0.368864612,1,0.5610680968,0
8209,1,adaptive_global_shunt,23.93374425,0.3916482993,0.387549336,0.0040989633,0.3729641486,0.3722253467,1,0.3679432962,0
8209,1,adaptive_shuffled_shunt,23.93374425,0.3916482993,0.3877400452,0.003908254172,0.3732255734,0.3726794468,1,0.4679375983,0
8209,1,adaptive_point_gate,23.93374425,0.3916482993,0.387952209,0.003696090339,0.3702242737,0.368864612,1,0.5610680968,0
8209,2,exact_clean_bp,23.93374425,0.3916482993,0.3877563108,0.00389198858,0.360593311,0.3606578254,0.9990234375,1,0
8209,2,noisy_no_shunt,23.93374425,0.3916482993,0.3943696012,-0.002721301828,0.3679237611,0.3702608196,0.9931640625,1,0
8209,2,initial_oracle_shunt,23.93374425,0.3916482993,0.3889651644,0.002683134889,0.3703479193,0.370473826,0.9965820312,0.6464538489,0
8209,2,adaptive_local_shunt,23.93374425,0.3916482993,0.3918342217,-0.0001859223786,0.3757662881,0.374686555,0.99609375,0.5116514223,0
8209,2,adaptive_global_shunt,23.93374425,0.3916482993,0.3921884281,-0.0005401288125,0.3863197588,0.3859435575,0.9936523438,0.1679950199,0
8209,2,adaptive_shuffled_shunt,23.93374425,0.3916482993,0.3905024015,0.001145897794,0.3801155861,0.3788290575,0.9926757812,0.556743955,0
8209,2,adaptive_point_gate,23.93374425,0.3916482993,0.3918342217,-0.0001859223786,0.3757662881,0.374686555,0.99609375,0.5116514223,0
8210,0,exact_clean_bp,23.75765915,0.3944406561,0.3899014949,0.004539161269,0.3420400495,0.3418537372,0.9965820312,1,0
8210,0,noisy_no_shunt,23.75765915,0.3944406561,0.3910379488,0.003402707308,0.3428364363,0.342536292,0.9965820312,1,0
8210,0,initial_oracle_shunt,23.75765915,0.3944406561,0.3910379488,0.003402707308,0.3428364363,0.342536292,0.9965820312,1,0
8210,0,adaptive_local_shunt,23.75765915,0.3944406561,0.391047848,0.003392808139,0.3515933748,0.3511901676,0.994140625,0.5959644742,0
8210,0,adaptive_global_shunt,23.75765915,0.3944406561,0.3910379488,0.003402707308,0.3489682422,0.3485756242,0.9956054688,0.6261530773,0
8210,0,adaptive_shuffled_shunt,23.75765915,0.3944406561,0.3911120446,0.003328611521,0.3494720526,0.349205058,0.99609375,0.6031306316,0
8210,0,adaptive_point_gate,23.75765915,0.3944406561,0.391047848,0.003392808139,0.3515933748,0.3511901676,0.994140625,0.5959644742,0
8210,1,exact_clean_bp,23.75765915,0.3944406561,0.3899014949,0.004539161269,0.3420400495,0.3418537372,0.9965820312,1,0
8210,1,noisy_no_shunt,23.75765915,0.3944406561,0.3907738266,0.003666829532,0.3466034442,0.3469262721,0.9985351562,1,0
8210,1,initial_oracle_shunt,23.75765915,0.3944406561,0.3908130493,0.003627606818,0.354209586,0.3540434463,0.9985351562,0.7598785813,0
8210,1,adaptive_local_shunt,23.75765915,0.3944406561,0.3907303079,0.003710348218,0.3569454556,0.3563329428,0.9975585938,0.510320054,0
8210,1,adaptive_global_shunt,23.75765915,0.3944406561,0.3913702239,0.003070432185,0.3621260024,0.3615494773,0.998046875,0.7469286905,0
8210,1,adaptive_shuffled_shunt,23.75765915,0.3944406561,0.3915318808,0.002908775312,0.3634699973,0.3632831883,0.99609375,0.7080123363,0
8210,1,adaptive_point_gate,23.75765915,0.3944406561,0.3907303079,0.003710348218,0.3569454556,0.3563329428,0.9975585938,0.510320054,0
8210,2,exact_clean_bp,23.75765915,0.3944406561,0.3899014949,0.004539161269,0.3420400495,0.3418537372,0.9965820312,1,0
8210,2,noisy_no_shunt,23.75765915,0.3944406561,0.3902688222,0.004171833912,0.3586438608,0.3583403981,0.9951171875,1,0
8210,2,initial_oracle_shunt,23.75765915,0.3944406561,0.3913719107,0.003068745422,0.3601965733,0.3594121834,0.9975585938,0.6464538489,0
8210,2,adaptive_local_shunt,23.75765915,0.3944406561,0.3917239665,0.002716689642,0.3607833253,0.3600357975,0.99609375,0.4796470868,0
8210,2,adaptive_global_shunt,23.75765915,0.3944406561,0.3930302111,0.001410445065,0.3864675274,0.3848694571,0.998046875,0.128417231,0
8210,2,adaptive_shuffled_shunt,23.75765915,0.3944406561,0.3918852247,0.002555431466,0.3850895609,0.384643252,0.9907226562,0.6279016144,0
8210,2,adaptive_point_gate,23.75765915,0.3944406561,0.3917239665,0.002716689642,0.3607833253,0.3600357975,0.99609375,0.4796470868,0
8211,0,exact_clean_bp,23.83631292,0.3959928639,0.3917812261,0.00421163783,0.3497228518,0.3539698374,0.9995117188,1,0
8211,0,noisy_no_shunt,23.83631292,0.3959928639,0.3919299583,0.00406290565,0.3502762128,0.3546619947,0.9995117188,1,0
8211,0,initial_oracle_shunt,23.83631292,0.3959928639,0.3919299583,0.00406290565,0.3502762128,0.3546619947,0.9995117188,1,0
8211,0,adaptive_local_shunt,23.83631292,0.3959928639,0.3920092517,0.003983612245,0.3618314072,0.3652676007,0.9990234375,0.5667796481,0
8211,0,adaptive_global_shunt,23.83631292,0.3959928639,0.3919299583,0.00406290565,0.3610056273,0.3649262486,0.9995117188,0.6272004195,0
8211,0,adaptive_shuffled_shunt,23.83631292,0.3959928639,0.3922682435,0.003724620488,0.363113796,0.3670687017,0.9990234375,0.5234903435,0
8211,0,adaptive_point_gate,23.83631292,0.3959928639,0.3920092517,0.003983612245,0.3618314072,0.3652676007,0.9990234375,0.5667796481,0
8211,1,exact_clean_bp,23.83631292,0.3959928639,0.3917812261,0.00421163783,0.3497228518,0.3539698374,0.9995117188,1,0
8211,1,noisy_no_shunt,23.83631292,0.3959928639,0.3912922487,0.004700615203,0.3533818296,0.3577812524,0.9995117188,1,0
8211,1,initial_oracle_shunt,23.83631292,0.3959928639,0.3923688447,0.003624019294,0.3575981243,0.3622167763,0.9985351562,0.7598785813,0
8211,1,adaptive_local_shunt,23.83631292,0.3959928639,0.3930154006,0.00297746335,0.3638220923,0.3683000357,1,0.5053233669,0
8211,1,adaptive_global_shunt,23.83631292,0.3959928639,0.3922069633,0.003785900602,0.3716673214,0.3750524185,1,0.4431498215,0
8211,1,adaptive_shuffled_shunt,23.83631292,0.3959928639,0.392720231,0.003272632991,0.3646466487,0.3685719581,0.9995117188,0.5406126592,0
8211,1,adaptive_point_gate,23.83631292,0.3959928639,0.3930154006,0.00297746335,0.3638220923,0.3683000357,1,0.5053233669,0
8211,2,exact_clean_bp,23.83631292,0.3959928639,0.3917812261,0.00421163783,0.3497228518,0.3539698374,0.9995117188,1,0
8211,2,noisy_no_shunt,23.83631292,0.3959928639,0.3928833742,0.003109489785,0.3708965348,0.3762163913,0.9995117188,1,0
8211,2,initial_oracle_shunt,23.83631292,0.3959928639,0.3931835332,0.002809330739,0.3625499517,0.3674478031,0.9995117188,0.6464538489,0
8211,2,adaptive_local_shunt,23.83631292,0.3959928639,0.3934299598,0.002562904195,0.3659678075,0.3710103078,0.998046875,0.5736474527,0
8211,2,adaptive_global_shunt,23.83631292,0.3959928639,0.39437923,0.001613633903,0.3848286814,0.3867876675,1,0.138023402,0
8211,2,adaptive_shuffled_shunt,23.83631292,0.3959928639,0.3931919068,0.002800957113,0.3732229472,0.3776340772,1,0.5611533452,0
8211,2,adaptive_point_gate,23.83631292,0.3959928639,0.3934299598,0.002562904195,0.3659678075,0.3710103078,0.998046875,0.5736474527,0
8212,0,exact_clean_bp,23.84317202,0.3938650105,0.3889577767,0.004907233784,0.3410603858,0.3439631538,1,1,0
8212,0,noisy_no_shunt,23.84317202,0.3938650105,0.3889172427,0.004947767853,0.3442218413,0.3479785615,1,1,0
8212,0,initial_oracle_shunt,23.84317202,0.3938650105,0.3889172427,0.004947767853,0.3442218413,0.3479785615,1,1,0
8212,0,adaptive_local_shunt,23.84317202,0.3938650105,0.3894143487,0.004450661868,0.3580782071,0.3610660375,0.9985351562,0.568690692,0
8212,0,adaptive_global_shunt,23.84317202,0.3938650105,0.3889172427,0.004947767853,0.3561950322,0.3596181189,0.9975585938,0.6468892769,0
8212,0,adaptive_shuffled_shunt,23.84317202,0.3938650105,0.3899171231,0.003947887465,0.3584574949,0.3618809722,0.998046875,0.527725019,0
8212,0,adaptive_point_gate,23.84317202,0.3938650105,0.3894143487,0.004450661868,0.3580782071,0.3610660375,0.9985351562,0.568690692,0
8212,1,exact_clean_bp,23.84317202,0.3938650105,0.3889577767,0.004907233784,0.3410603858,0.3439631538,1,1,0
8212,1,noisy_no_shunt,23.84317202,0.3938650105,0.3888441129,0.0050208976,0.3440850083,0.3478755622,0.998046875,1,0
8212,1,initial_oracle_shunt,23.84317202,0.3938650105,0.389992874,0.00387213649,0.3543714014,0.3566597956,0.9975585938,0.7598785813,0
8212,1,adaptive_local_shunt,23.84317202,0.3938650105,0.3904307019,0.003434308594,0.3605357403,0.3628060162,0.998046875,0.5014121904,0
8212,1,adaptive_global_shunt,23.84317202,0.3938650105,0.3897138658,0.004151144684,0.3595807383,0.3624798227,0.9975585938,0.3200697942,0
8212,1,adaptive_shuffled_shunt,23.84317202,0.3938650105,0.3909562196,0.002908790936,0.3629534798,0.3639304184,0.9985351562,0.4528834107,0
8212,1,adaptive_point_gate,23.84317202,0.3938650105,0.3904307019,0.003434308594,0.3605357403,0.3628060162,0.998046875,0.5014121904,0
8212,2,exact_clean_bp,23.84317202,0.3938650105,0.3889577767,0.004907233784,0.3410603858,0.3439631538,1,1,0
8212,2,noisy_no_shunt,23.84317202,0.3938650105,0.3908024176,0.003062592902,0.3561125947,0.3592448341,0.9995117188,1,0
8212,2,initial_oracle_shunt,23.84317202,0.3938650105,0.3901642255,0.00370078506,0.3616442108,0.3624852909,1,0.6464538489,0
8212,2,adaptive_local_shunt,23.84317202,0.3938650105,0.3908549785,0.003010032021,0.36388059,0.3658969416,0.9990234375,0.6475147562,0
8212,2,adaptive_global_shunt,23.84317202,0.3938650105,0.3918442627,0.002020747877,0.3722772224,0.3750897087,0.9975585938,0.492157239,0
8212,2,adaptive_shuffled_shunt,23.84317202,0.3938650105,0.3921389944,0.001726016171,0.3682342715,0.3711071749,0.9990234375,0.5859645622,0
8212,2,adaptive_point_gate,23.84317202,0.3938650105,0.3908549785,0.003010032021,0.36388059,0.3658969416,0.9990234375,0.6475147562,0
8213,0,exact_clean_bp,24.00673639,0.394189686,0.3903454874,0.003844198614,0.3447510748,0.3516620257,0.9985351562,1,0
8213,0,noisy_no_shunt,24.00673639,0.394189686,0.390873084,0.003316602056,0.34771999,0.3539672503,0.9995117188,1,0
8213,0,initial_oracle_shunt,24.00673639,0.394189686,0.390873084,0.003316602056,0.34771999,0.3539672503,0.9995117188,1,0
8213,0,adaptive_local_shunt,24.00673639,0.394189686,0.3909304018,0.003259284271,0.3574045422,0.3648464282,0.9990234375,0.425729757,0
8213,0,adaptive_global_shunt,24.00673639,0.394189686,0.390873084,0.003316602056,0.3579352219,0.3649784281,0.9970703125,0.5047239368,0
8213,0,adaptive_shuffled_shunt,24.00673639,0.394189686,0.3909304018,0.003259284271,0.356691596,0.3638890476,0.9990234375,0.4778070041,0
8213,0,adaptive_point_gate,24.00673639,0.394189686,0.3909304018,0.003259284271,0.3574045422,0.3648464282,0.9990234375,0.425729757,0
8213,1,exact_clean_bp,24.00673639,0.394189686,0.3903454874,0.003844198614,0.3447510748,0.3516620257,0.9985351562,1,0
8213,1,noisy_no_shunt,24.00673639,0.394189686,0.390255933,0.00393375307,0.3501335876,0.3580254537,0.9995117188,1,0
8213,1,initial_oracle_shunt,24.00673639,0.394189686,0.3905408122,0.003648873835,0.3557758628,0.3631219716,0.9985351562,0.7598785813,0
8213,1,adaptive_local_shunt,24.00673639,0.394189686,0.3904197513,0.003769934779,0.3571658478,0.3647681032,0.9956054688,0.4950785424,0
8213,1,adaptive_global_shunt,24.00673639,0.394189686,0.390255933,0.00393375307,0.3570699936,0.365138803,0.9931640625,0.3343266326,0
8213,1,adaptive_shuffled_shunt,24.00673639,0.394189686,0.3903414033,0.003848282716,0.354913054,0.3632408305,0.9912109375,0.5578017615,0
8213,1,adaptive_point_gate,24.00673639,0.394189686,0.3904197513,0.003769934779,0.3571658478,0.3647681032,0.9956054688,0.4950785424,0
8213,2,exact_clean_bp,24.00673639,0.394189686,0.3903454874,0.003844198614,0.3447510748,0.3516620257,0.9985351562,1,0
8213,2,noisy_no_shunt,24.00673639,0.394189686,0.3898958116,0.004293874475,0.3503603229,0.3584671583,0.9858398438,1,0
8213,2,initial_oracle_shunt,24.00673639,0.394189686,0.3919337153,0.002255970786,0.3608635287,0.367223416,0.9985351562,0.6464538489,0
8213,2,adaptive_local_shunt,24.00673639,0.394189686,0.3913473908,0.002842295265,0.3656467353,0.3715850389,0.9990234375,0.4380869338,0
8213,2,adaptive_global_shunt,24.00673639,0.394189686,0.3912911642,0.00289852189,0.3857119486,0.3896992575,0.9990234375,0.03593115414,0
8213,2,adaptive_shuffled_shunt,24.00673639,0.394189686,0.3909544414,0.003235244634,0.3673440765,0.3741471949,0.9995117188,0.4635846719,0
8213,2,adaptive_point_gate,24.00673639,0.394189686,0.3913473908,0.002842295265,0.3656467353,0.3715850389,0.9990234375,0.4380869338,0
8214,0,exact_clean_bp,23.92853626,0.3930140676,0.3884074104,0.00460665724,0.335927058,0.3368619348,0.9946289062,1,0
8214,0,noisy_no_shunt,23.92853626,0.3930140676,0.3879895215,0.005024546165,0.3368316739,0.3374928663,0.9956054688,1,0
8214,0,initial_oracle_shunt,23.92853626,0.3930140676,0.3879895215,0.005024546165,0.3368316739,0.3374928663,0.9956054688,1,0
8214,0,adaptive_local_shunt,23.92853626,0.3930140676,0.3886044728,0.004409594821,0.3520411635,0.3527911211,0.9951171875,0.5621529684,0
8214,0,adaptive_global_shunt,23.92853626,0.3930140676,0.3879924261,0.005021641505,0.3513797085,0.351790358,0.9921875,0.6098804201,0
8214,0,adaptive_shuffled_shunt,23.92853626,0.3930140676,0.3885965014,0.004417566258,0.3516661864,0.3532560202,0.9946289062,0.5677018139,0
8214,0,adaptive_point_gate,23.92853626,0.3930140676,0.3886044728,0.004409594821,0.3520411635,0.3527911211,0.9951171875,0.5621529684,0
8214,1,exact_clean_bp,23.92853626,0.3930140676,0.3884074104,0.00460665724,0.335927058,0.3368619348,0.9946289062,1,0
8214,1,noisy_no_shunt,23.92853626,0.3930140676,0.3875979263,0.005416141346,0.3392350117,0.3408851754,0.9912109375,1,0
8214,1,initial_oracle_shunt,23.92853626,0.3930140676,0.3878534469,0.00516062073,0.3491627813,0.3494681848,0.9975585938,0.7598785813,0
8214,1,adaptive_local_shunt,23.92853626,0.3930140676,0.3876790953,0.005334972356,0.3544233276,0.353594544,0.9956054688,0.5989574993,0
8214,1,adaptive_global_shunt,23.92853626,0.3930140676,0.3876811857,0.005332881912,0.3561469368,0.356686249,0.9907226562,0.4876418348,0
8214,1,adaptive_shuffled_shunt,23.92853626,0.3930140676,0.3876284857,0.005385581907,0.3545290761,0.3547780113,0.9970703125,0.5621151126,0
8214,1,adaptive_point_gate,23.92853626,0.3930140676,0.3876790953,0.005334972356,0.3544233276,0.353594544,0.9956054688,0.5989574993,0
8214,2,exact_clean_bp,23.92853626,0.3930140676,0.3884074104,0.00460665724,0.335927058,0.3368619348,0.9946289062,1,0
8214,2,noisy_no_shunt,23.92853626,0.3930140676,0.3892740196,0.003740048023,0.3535348352,0.3548775788,0.99609375,1,0
8214,2,initial_oracle_shunt,23.92853626,0.3930140676,0.3896442507,0.003369816983,0.3564952535,0.3559356573,0.99609375,0.6464538489,0
8214,2,adaptive_local_shunt,23.92853626,0.3930140676,0.3899700289,0.00304403874,0.3574742959,0.3552414864,0.9970703125,0.6751350965,0
8214,2,adaptive_global_shunt,23.92853626,0.3930140676,0.390677121,0.002336946613,0.3753791734,0.3756423095,0.9975585938,0.2457673003,0
8214,2,adaptive_shuffled_shunt,23.92853626,0.3930140676,0.3897848004,0.003229267273,0.3673645401,0.3700044546,0.9965820312,0.6722919026,0
8214,2,adaptive_point_gate,23.92853626,0.3930140676,0.3899700289,0.00304403874,0.3574742959,0.3552414864,0.9970703125,0.6751350965,0
8215,0,exact_clean_bp,23.86915599,0.3931610274,0.3885290594,0.004631967914,0.340109923,0.3374238947,0.9990234375,1,0
8215,0,noisy_no_shunt,23.86915599,0.3931610274,0.3884538151,0.004707212264,0.3411266866,0.3381651785,0.998046875,1,0
8215,0,initial_oracle_shunt,23.86915599,0.3931610274,0.3884538151,0.004707212264,0.3411266866,0.3381651785,0.998046875,1,0
8215,0,adaptive_local_shunt,23.86915599,0.3931610274,0.3888343423,0.004326685073,0.3497535045,0.347123554,0.9975585938,0.5211698107,0
8215,0,adaptive_global_shunt,23.86915599,0.3931610274,0.3884538151,0.004707212264,0.3482325624,0.3453482819,0.9975585938,0.5350095717,0
8215,0,adaptive_shuffled_shunt,23.86915599,0.3931610274,0.3888411724,0.004319854953,0.3505154918,0.347952209,0.9990234375,0.506252785,0
8215,0,adaptive_point_gate,23.86915599,0.3931610274,0.3888343423,0.004326685073,0.3497535045,0.347123554,0.9975585938,0.5211698107,0
8215,1,exact_clean_bp,23.86915599,0.3931610274,0.3885290594,0.004631967914,0.340109923,0.3374238947,0.9990234375,1,0
8215,1,noisy_no_shunt,23.86915599,0.3931610274,0.3899084815,0.003252545907,0.3433071083,0.3414759875,1,1,0
8215,1,initial_oracle_shunt,23.86915599,0.3931610274,0.3900393222,0.00312170516,0.3543769428,0.3527906462,1,0.7598785813,0
8215,1,adaptive_local_shunt,23.86915599,0.3931610274,0.3899187774,0.003242249952,0.3548889485,0.3532072207,0.9995117188,0.6432988282,0
8215,1,adaptive_global_shunt,23.86915599,0.3931610274,0.3907407543,0.002420273087,0.358079381,0.3560946488,0.9995117188,0.3439984979,0
8215,1,adaptive_shuffled_shunt,23.86915599,0.3931610274,0.3906333166,0.002527710751,0.3565842352,0.3552287495,1,0.6166972251,0
8215,1,adaptive_point_gate,23.86915599,0.3931610274,0.3899187774,0.003242249952,0.3548889485,0.3532072207,0.9995117188,0.6432988282,0
8215,2,exact_clean_bp,23.86915599,0.3931610274,0.3885290594,0.004631967914,0.340109923,0.3374238947,0.9990234375,1,0
8215,2,noisy_no_shunt,23.86915599,0.3931610274,0.3897637825,0.003397244899,0.3643280773,0.3625206204,1,1,0
8215,2,initial_oracle_shunt,23.86915599,0.3931610274,0.3895675342,0.003593493199,0.3647151403,0.3636693757,1,0.6464538489,0
8215,2,adaptive_local_shunt,23.86915599,0.3931610274,0.3893303257,0.003830701695,0.3738348094,0.3725386807,0.9990234375,0.7692941753,0
8215,2,adaptive_global_shunt,23.86915599,0.3931610274,0.3917552427,0.001405784678,0.385109771,0.3840019357,1,0.2591655024,0
8215,2,adaptive_shuffled_shunt,23.86915599,0.3931610274,0.3892735829,0.003887444512,0.369123655,0.3675769372,1,0.7797902427,0
8215,2,adaptive_point_gate,23.86915599,0.3931610274,0.3893303257,0.003830701695,0.3738348094,0.3725386807,0.9990234375,0.7692941753,0
8216,0,exact_clean_bp,23.89822871,0.3936427788,0.3894674888,0.004175289981,0.3466291747,0.350261153,0.9956054688,1,0
8216,0,noisy_no_shunt,23.89822871,0.3936427788,0.3893683318,0.004274447052,0.3487831779,0.3520357313,0.9956054688,1,0
8216,0,initial_oracle_shunt,23.89822871,0.3936427788,0.3893683318,0.004274447052,0.3487831779,0.3520357313,0.9956054688,1,0
8216,0,adaptive_local_shunt,23.89822871,0.3936427788,0.3892872352,0.00435554358,0.3598153949,0.3623344313,0.9975585938,0.5622156594,0
8216,0,adaptive_global_shunt,23.89822871,0.3936427788,0.3893683318,0.004274447052,0.3585154934,0.3612341261,0.9956054688,0.5951022754,0
8216,0,adaptive_shuffled_shunt,23.89822871,0.3936427788,0.3892974777,0.004345301083,0.3603936377,0.3628164926,0.9970703125,0.6210670642,0
8216,0,adaptive_point_gate,23.89822871,0.3936427788,0.3892872352,0.00435554358,0.3598153949,0.3623344313,0.9975585938,0.5622156594,0
8216,1,exact_clean_bp,23.89822871,0.3936427788,0.3894674888,0.004175289981,0.3466291747,0.350261153,0.9956054688,1,0
8216,1,noisy_no_shunt,23.89822871,0.3936427788,0.3894063527,0.004236426159,0.3489533873,0.3516536419,0.9990234375,1,0
8216,1,initial_oracle_shunt,23.89822871,0.3936427788,0.3900384497,0.00360432909,0.3531257565,0.3557356741,0.998046875,0.7598785813,0
8216,1,adaptive_local_shunt,23.89822871,0.3936427788,0.3904537701,0.003189008751,0.3584133641,0.3606655385,0.998046875,0.5501025634,0
8216,1,adaptive_global_shunt,23.89822871,0.3936427788,0.3900878156,0.003554963228,0.3628125844,0.3648565069,0.998046875,0.5882941804,0
8216,1,adaptive_shuffled_shunt,23.89822871,0.3936427788,0.3898060903,0.003836688552,0.3631985647,0.3647839616,0.9990234375,0.5256217358,0
8216,1,adaptive_point_gate,23.89822871,0.3936427788,0.3904537701,0.003189008751,0.3584133641,0.3606655385,0.998046875,0.5501025634,0
8216,2,exact_clean_bp,23.89822871,0.3936427788,0.3894674888,0.004175289981,0.3466291747,0.350261153,0.9956054688,1,0
8216,2,noisy_no_shunt,23.89822871,0.3936427788,0.3904069836,0.003235795243,0.353107975,0.3565215424,0.9853515625,1,0
8216,2,initial_oracle_shunt,23.89822871,0.3936427788,0.3903794419,0.003263336954,0.3570685975,0.3596985176,0.9970703125,0.6464538489,0
8216,2,adaptive_local_shunt,23.89822871,0.3936427788,0.3910314205,0.002611358297,0.3598411044,0.3623108889,0.9970703125,0.4999177549,0
8216,2,adaptive_global_shunt,23.89822871,0.3936427788,0.390612196,0.003030582797,0.3728511658,0.3749518715,0.9887695312,0.6362472692,0
8216,2,adaptive_shuffled_shunt,23.89822871,0.3936427788,0.390193625,0.003449153843,0.3676799183,0.370599776,0.98046875,0.5504399727,0
8216,2,adaptive_point_gate,23.89822871,0.3936427788,0.3910314205,0.002611358297,0.3598411044,0.3623108889,0.9970703125,0.4999177549,0
8217,0,exact_clean_bp,23.85210228,0.3958899455,0.3922915392,0.003598406337,0.3595209053,0.3659834787,0.9965820312,1,0
8217,0,noisy_no_shunt,23.85210228,0.3958899455,0.3922151824,0.003674763115,0.3600150636,0.3663032661,0.9985351562,1,0
8217,0,initial_oracle_shunt,23.85210228,0.3958899455,0.3922151824,0.003674763115,0.3600150636,0.3663032661,0.9985351562,1,0
8217,0,adaptive_local_shunt,23.85210228,0.3958899455,0.3923519209,0.003538024684,0.3707463758,0.3751190005,0.9975585938,0.4928651357,0
8217,0,adaptive_global_shunt,23.85210228,0.3958899455,0.3922786751,0.003611270438,0.3717027462,0.3766441135,0.9975585938,0.5331340096,0
8217,0,adaptive_shuffled_shunt,23.85210228,0.3958899455,0.3927522781,0.003137667468,0.3709596254,0.3755226603,0.998046875,0.5827930746,0
8217,0,adaptive_point_gate,23.85210228,0.3958899455,0.3923519209,0.003538024684,0.3707463758,0.3751190005,0.9975585938,0.4928651357,0
8217,1,exact_clean_bp,23.85210228,0.3958899455,0.3922915392,0.003598406337,0.3595209053,0.3659834787,0.9965820312,1,0
8217,1,noisy_no_shunt,23.85210228,0.3958899455,0.3930503583,0.002839587264,0.3600349414,0.3667493051,0.9946289062,1,0
8217,1,initial_oracle_shunt,23.85210228,0.3958899455,0.393563512,0.002326433498,0.3693180669,0.3754407563,0.9965820312,0.7598785813,0
8217,1,adaptive_local_shunt,23.85210228,0.3958899455,0.3941318398,0.00175810576,0.3739089553,0.3791494991,0.9956054688,0.5732055758,0
8217,1,adaptive_global_shunt,23.85210228,0.3958899455,0.3930708679,0.002819077615,0.3745542443,0.3795605945,0.99609375,0.5031016024,0
8217,1,adaptive_shuffled_shunt,23.85210228,0.3958899455,0.3931531334,0.002736812106,0.3722412923,0.3766910764,0.9975585938,0.5775205027,0
8217,1,adaptive_point_gate,23.85210228,0.3958899455,0.3941318398,0.00175810576,0.3739089553,0.3791494991,0.9956054688,0.5732055758,0
8217,2,exact_clean_bp,23.85210228,0.3958899455,0.3922915392,0.003598406337,0.3595209053,0.3659834787,0.9965820312,1,0
8217,2,noisy_no_shunt,23.85210228,0.3958899455,0.3943017209,0.001588224651,0.3695020404,0.3742144909,0.9912109375,1,0
8217,2,initial_oracle_shunt,23.85210228,0.3958899455,0.3934054891,0.002484456408,0.3726670182,0.3772986222,0.9975585938,0.6464538489,0
8217,2,adaptive_local_shunt,23.85210228,0.3958899455,0.3924303955,0.003459550009,0.3746251231,0.3800239941,0.994140625,0.6607099601,0
8217,2,adaptive_global_shunt,23.85210228,0.3958899455,0.3945230299,0.001366915661,0.3794641776,0.3822968526,0.9975585938,0.6393980633,0
8217,2,adaptive_shuffled_shunt,23.85210228,0.3958899455,0.3944705325,0.001419412998,0.3717468158,0.3760241754,0.9926757812,0.7350027468,0
8217,2,adaptive_point_gate,23.85210228,0.3958899455,0.3924303955,0.003459550009,0.3746251231,0.3800239941,0.994140625,0.6607099601,0
8218,0,exact_clean_bp,23.94480343,0.3936866301,0.3891519758,0.004534654298,0.3450817665,0.3464973106,0.998046875,1,0
8218,0,noisy_no_shunt,23.94480343,0.3936866301,0.3892171662,0.004469463867,0.3487340991,0.3503266625,0.9921875,1,0
8218,0,initial_oracle_shunt,23.94480343,0.3936866301,0.3892171662,0.004469463867,0.3487340991,0.3503266625,0.9921875,1,0
8218,0,adaptive_local_shunt,23.94480343,0.3936866301,0.3900877952,0.003598834908,0.3600764203,0.3605464716,0.9921875,0.3451366817,0
8218,0,adaptive_global_shunt,23.94480343,0.3936866301,0.3896320479,0.004054582166,0.3608908733,0.3616779154,0.9897460938,0.484673197,0
8218,0,adaptive_shuffled_shunt,23.94480343,0.3936866301,0.3903896739,0.003296956174,0.3607447625,0.3615339379,0.990234375,0.3652760245,0
8218,0,adaptive_point_gate,23.94480343,0.3936866301,0.3900877952,0.003598834908,0.3600764203,0.3605464716,0.9921875,0.3451366817,0
8218,1,exact_clean_bp,23.94480343,0.3936866301,0.3891519758,0.004534654298,0.3450817665,0.3464973106,0.998046875,1,0
8218,1,noisy_no_shunt,23.94480343,0.3936866301,0.3887822944,0.004904335677,0.3480052722,0.3496473211,0.9975585938,1,0
8218,1,initial_oracle_shunt,23.94480343,0.3936866301,0.3895936576,0.0040929725,0.3578592874,0.3590128418,0.9990234375,0.7598785813,0
