seed,reliability_heterogeneity,branch,oracle_initial_gain,adaptive_final_gain
8235,1,1,0.3866427396,0.03910223128
8235,1,2,0.5958732602,0.8083842354
8235,1,3,0.8581068062,0.3541497936
8235,1,4,1,0.8361153263
8235,1,5,1,0.450014857
8235,1,6,1,0.4882797272
8235,1,7,1,1
8235,2,0,0.03597241992,0.03
8235,2,1,0.1086265323,0.5280618891
8235,2,2,0.3052173297,0.9428333906
8235,2,3,0.7218145097,0.2482783307
8235,2,4,1,0.4499676006
8235,2,5,1,0.8072959012
8235,2,6,1,1
8235,2,7,1,1
8236,0,0,1,0.651399808
8236,0,1,1,0.5073415744
8236,0,2,1,0.4967774648
8236,0,3,1,0.03
8236,0,4,1,0.874767641
8236,0,5,1,0.03
8236,0,6,1,0.5084520102
8236,0,7,1,0.6779020337
8236,1,0,0.238405844,0.03
8236,1,1,0.3866427396,0.1343932418
8236,1,2,0.5958732602,0.5072087794
8236,1,3,0.8581068062,0.6293794172
8236,1,4,1,0.7008019329
8236,1,5,1,0.4094996541
8236,1,6,1,0.5588577664
8236,1,7,1,0.9558941124
8236,2,0,0.03597241992,0.03
8236,2,1,0.1086265323,0.03
8236,2,2,0.3052173297,0.03
8236,2,3,0.7218145097,0.2940999513
8236,2,4,1,0.4686495447
8236,2,5,1,1
8236,2,6,1,1
8236,2,7,1,1
8237,0,0,1,0.03
8237,0,1,1,0.1985383365
8237,0,2,1,0.03
8237,0,3,1,0.1338662002
8237,0,4,1,0.03
8237,0,5,1,0.2753140663
8237,0,6,1,1
8237,0,7,1,0.5011884462
8237,1,0,0.238405844,0.03
8237,1,1,0.3866427396,0.1927767118
8237,1,2,0.5958732602,0.5030981536
8237,1,3,0.8581068062,0.3411815704
8237,1,4,1,0.7230621904
8237,1,5,1,0.5642258922
8237,1,6,1,0.5147186563
8237,1,7,1,0.6589277431
8237,2,0,0.03597241992,0.7245577713
8237,2,1,0.1086265323,0.9049969088
8237,2,2,0.3052173297,0.46700602
8237,2,3,0.7218145097,0.4883707671
8237,2,4,1,0.05520560423
8237,2,5,1,1
8237,2,6,1,1
8237,2,7,1,1
8238,0,0,1,0.07646592237
8238,0,1,1,0.1227244359
8238,0,2,1,0.03
8238,0,3,1,0.4220156354
8238,0,4,1,0.1275906729
8238,0,5,1,0.9109997191
8238,0,6,1,0.3627222868
8238,0,7,1,0.574720488
8238,1,0,0.238405844,0.03
8238,1,1,0.3866427396,0.664240456
8238,1,2,0.5958732602,0.286809194
8238,1,3,0.8581068062,0.7802023512
8238,1,4,1,0.5025833954
8238,1,5,1,0.6211797439
8238,1,6,1,0.7927295382
8238,1,7,1,1
8238,2,0,0.03597241992,0.4861988198
8238,2,1,0.1086265323,0.4484380247
8238,2,2,0.3052173297,0.4429793611
8238,2,3,0.7218145097,0.6727575464
8238,2,4,1,0.2198818903
8238,2,5,1,0.9438798712
8238,2,6,1,1
8238,2,7,1,1
8239,0,0,1,0.03
8239,0,1,1,0.3822973136
8239,0,2,1,0.4113890767
8239,0,3,1,0.8022722946
8239,0,4,1,0.4080175473
8239,0,5,1,0.921924195
8239,0,6,1,0.4529255452
8239,0,7,1,0.5863087153
8239,1,0,0.238405844,0.4579031268
8239,1,1,0.3866427396,0.03
8239,1,2,0.5958732602,0.1340145826
8239,1,3,0.8581068062,0.03
8239,1,4,1,0.2753011519
8239,1,5,1,0.8896136664
8239,1,6,1,0.7493022461
8239,1,7,1,1
8239,2,0,0.03597241992,0.03
8239,2,1,0.1086265323,0.1765759316
8239,2,2,0.3052173297,0.06677572578
8239,2,3,0.7218145097,0.3555711953
8239,2,4,1,0.2929810249
8239,2,5,1,0.6413117081
8239,2,6,1,1
8239,2,7,1,1
8240,0,0,1,0.03
8240,0,1,1,0.03
8240,0,2,1,0.936689338
8240,0,3,1,0.3516701051
8240,0,4,1,0.4616618875
8240,0,5,1,0.8913160425
8240,0,6,1,0.7300883058
8240,0,7,1,0.6484599318
8240,1,0,0.238405844,0.03
8240,1,1,0.3866427396,0.05403738799
8240,1,2,0.5958732602,0.596860295
8240,1,3,0.8581068062,0.7248188325
8240,1,4,1,0.6826610018
8240,1,5,1,0.6272344361
8240,1,6,1,1
8240,1,7,1,0.74158011
8240,2,0,0.03597241992,0.1147921661
8240,2,1,0.1086265323,0.03
8240,2,2,0.3052173297,0.03
8240,2,3,0.7218145097,1
8240,2,4,1,0.09797615046
8240,2,5,1,0.6193825743
8240,2,6,1,1
8240,2,7,1,1
8241,0,0,1,0.7233058048
8241,0,1,1,0.4864840766
8241,0,2,1,0.03
8241,0,3,1,0.5419875844
8241,0,4,1,0.7670662359
8241,0,5,1,0.2291580109
8241,0,6,1,0.7223272526
8241,0,7,1,0.2861009108
8241,1,0,0.238405844,0.03
8241,1,1,0.3866427396,0.03
8241,1,2,0.5958732602,0.05785014419
8241,1,3,0.8581068062,0.4857571589
8241,1,4,1,0.8009909512
8241,1,5,1,0.4522902389
8241,1,6,1,0.3764263383
8241,1,7,1,0.7251416596
8241,2,0,0.03597241992,0.4601096457
8241,2,1,0.1086265323,0.704636626
8241,2,2,0.3052173297,0.03
8241,2,3,0.7218145097,0.0726995237
8241,2,4,1,0.69284544
8241,2,5,1,0.8737995489
8241,2,6,1,1
8241,2,7,1,1
8242,0,0,1,0.7482186927
8242,0,1,1,0.1256751577
8242,0,2,1,0.5804251749
8242,0,3,1,0.8028020162
8242,0,4,1,0.4340398474
8242,0,5,1,0.6628735485
8242,0,6,1,0.8272534821
8242,0,7,1,0.5403415316
8242,1,0,0.238405844,0.5393985754
8242,1,1,0.3866427396,0.4704130421
8242,1,2,0.5958732602,0.03
8242,1,3,0.8581068062,0.03
8242,1,4,1,0.7168263766
8242,1,5,1,0.2435648114
8242,1,6,1,1
8242,1,7,1,0.703617988
8242,2,0,0.03597241992,0.5558711843
8242,2,1,0.1086265323,0.07355331173
8242,2,2,0.3052173297,0.03
8242,2,3,0.7218145097,0.171842087
8242,2,4,1,0.676578161
8242,2,5,1,0.4194716439
8242,2,6,1,1
8242,2,7,1,1
8243,0,0,1,0.8075818266
8243,0,1,1,0.03
8243,0,2,1,0.4396447821
8243,0,3,1,0.03
8243,0,4,1,0.03
8243,0,5,1,0.4859399066
8243,0,6,1,0.8150208164
8243,0,7,1,0.04850818909
8243,1,0,0.238405844,0.1055348279
8243,1,1,0.3866427396,0.4326667047
8243,1,2,0.5958732602,0.7181283223
8243,1,3,0.8581068062,0.1262661971
8243,1,4,1,0.6101658264
8243,1,5,1,0.1358521521
8243,1,6,1,0.9715966296
8243,1,7,1,1
8243,2,0,0.03597241992,0.03
8243,2,1,0.1086265323,0.5348714635
8243,2,2,0.3052173297,0.4306809434
8243,2,3,0.7218145097,0.2269233214
8243,2,4,1,0.3960113364
8243,2,5,1,0.4828660123
8243,2,6,1,1
8243,2,7,1,1
8244,0,0,1,0.03
8244,0,1,1,0.03
8244,0,2,1,0.6871181233
8244,0,3,1,0.8009910651
8244,0,4,1,0.4043918114
8244,0,5,1,0.8488583365
8244,0,6,1,0.9638458108
8244,0,7,1,0.5579508727
8244,1,0,0.238405844,0.340897445
8244,1,1,0.3866427396,0.03
8244,1,2,0.5958732602,0.4126090563
8244,1,3,0.8581068062,0.2162751416
8244,1,4,1,0.4341934776
8244,1,5,1,0.6763143939
8244,1,6,1,1
8244,1,7,1,1
8244,2,0,0.03597241992,1
8244,2,1,0.1086265323,0.8449816871
8244,2,2,0.3052173297,0.03
8244,2,3,0.7218145097,0.2853422423
8244,2,4,1,0.03
8244,2,5,1,0.4894952355
8244,2,6,1,1
8244,2,7,1,1
8245,0,0,1,0.953656666
8245,0,1,1,0.03
8245,0,2,1,0.07239000169
8245,0,3,1,0.8332098883
8245,0,4,1,0.2739107481
8245,0,5,1,0.6259734789
8245,0,6,1,0.1231385411
8245,0,7,1,0.1876928761
8245,1,0,0.238405844,0.03
8245,1,1,0.3866427396,0.03
8245,1,2,0.5958732602,0.03
8245,1,3,0.8581068062,0.1126000684
8245,1,4,1,1
8245,1,5,1,0.2149351166
8245,1,6,1,0.8824337006
8245,1,7,1,0.9603847987
8245,2,0,0.03597241992,0.03
8245,2,1,0.1086265323,0.03
8245,2,2,0.3052173297,0.03
8245,2,3,0.7218145097,0.2210232248
8245,2,4,1,1
8245,2,5,1,0.6658277061
8245,2,6,1,1
8245,2,7,1,1
8246,0,0,1,0.7873064898
8246,0,1,1,0.3078856242
8246,0,2,1,0.3170680737
8246,0,3,1,0.5729820167
8246,0,4,1,0.2732657414
8246,0,5,1,0.3721251624
8246,0,6,1,0.5024468908
8246,0,7,1,0.5094264558
8246,1,0,0.238405844,0.03
8246,1,1,0.3866427396,0.927307557
8246,1,2,0.5958732602,0.2814179168
8246,1,3,0.8581068062,0.7344528161
8246,1,4,1,1
8246,1,5,1,1
8246,1,6,1,0.2373837463
8246,1,7,1,0.7741172519
8246,2,0,0.03597241992,0.120662671
8246,2,1,0.1086265323,0.3167198549
8246,2,2,0.3052173297,0.06966322824
8246,2,3,0.7218145097,0.03
8246,2,4,1,0.8977228217
8246,2,5,1,1
8246,2,6,1,1
8246,2,7,1,1
8247,0,0,1,0.5169794788
8247,0,1,1,0.5052036684
8247,0,2,1,0.07368780812
8247,0,3,1,1
8247,0,4,1,0.5917962477
8247,0,5,1,0.03
8247,0,6,1,0.5425152109
8247,0,7,1,0.06972351119
8247,1,0,0.238405844,0.03
8247,1,1,0.3866427396,0.03
8247,1,2,0.5958732602,0.3325088943
8247,1,3,0.8581068062,0.9313970306
8247,1,4,1,0.3827160968
8247,1,5,1,0.1978240756
8247,1,6,1,0.8606067209
8247,1,7,1,0.6797217112
8247,2,0,0.03597241992,0.2020420938
8247,2,1,0.1086265323,0.3905250893
8247,2,2,0.3052173297,0.03
8247,2,3,0.7218145097,0.3243169831
8247,2,4,1,0.476247089
8247,2,5,1,0.8215013348
8247,2,6,1,1
8247,2,7,1,1
8248,0,0,1,0.6281653527
8248,0,1,1,0.3504212798
8248,0,2,1,0.5236290362
8248,0,3,1,0.7018744985
8248,0,4,1,0.222991031
8248,0,5,1,0.7500290312
8248,0,6,1,0.401314825
8248,0,7,1,0.03
8248,1,0,0.238405844,0.1974337652
8248,1,1,0.3866427396,0.03
8248,1,2,0.5958732602,0.6610523145
8248,1,3,0.8581068062,0.8381915954
8248,1,4,1,0.1494715334
8248,1,5,1,0.1368828137
8248,1,6,1,0.8765386544
8248,1,7,1,1
8248,2,0,0.03597241992,0.04285324276
8248,2,1,0.1086265323,0.3377861693
8248,2,2,0.3052173297,0.03
8248,2,3,0.7218145097,0.5375098613
8248,2,4,1,0.1667114714
8248,2,5,1,0.6493829824
8248,2,6,1,1
8248,2,7,1,1
8249,0,0,1,0.5452849519
8249,0,1,1,0.9021430888
8249,0,2,1,0.9924244169
8249,0,3,1,1
8249,0,4,1,0.03
8249,0,5,1,1
8249,0,6,1,0.2793161161
8249,0,7,1,0.287451377
8249,1,0,0.238405844,0.6316984211
8249,1,1,0.3866427396,0.290278376
8249,1,2,0.5958732602,0.726725736
8249,1,3,0.8581068062,0.3081233141
8249,1,4,1,0.8331307887
8249,1,5,1,0.6806332986
8249,1,6,1,1
8249,1,7,1,1
8249,2,0,0.03597241992,0.3573388152
8249,2,1,0.1086265323,0.03
8249,2,2,0.3052173297,0.3146067303
8249,2,3,0.7218145097,0.3539791702
8249,2,4,1,0.6293978625
8249,2,5,1,1
8249,2,6,1,1
8249,2,7,1,1
