task_id,arm,method,seconds,calibration_fitting_shared_seconds,regime,pilot_update_seconds,pilot_evaluation_seconds
s9317_r1_n000_a125,feedback_only,gaussian_plugin_fullbatch,0.000539817032404244,0.003516400931403041,,,
s9317_r1_n000_a125,feedback_only,gaussian_plugin_sgd,0.026292857946828008,0.003516400931403041,,,
s9317_r1_n000_a125,feedback_only,gaussian_oracle_fullbatch,0.0005157699342817068,0.0,,,
s9317_r1_n000_a125,feedback_only,gaussian_oracle_sgd,0.026321204961277544,0.0,,,
s9317_r1_n000_a125,feedback_only,empirical_split_fullbatch,0.010231598978862166,,,,
s9317_r1_n000_a125,feedback_only,original_scalar,0.02996049798093736,,,,
s9317_r1_n000_a125,joint_forward_feedback,gaussian_plugin_fullbatch,0.00048192800022661686,0.0023798380279913545,,,
s9317_r1_n000_a125,joint_forward_feedback,gaussian_plugin_sgd,0.026345552993007004,0.0023798380279913545,,,
s9317_r1_n000_a125,joint_forward_feedback,gaussian_oracle_fullbatch,0.0005364230601117015,0.0,,,
s9317_r1_n000_a125,joint_forward_feedback,gaussian_oracle_sgd,0.026259122998453677,0.0,,,
s9317_r1_n000_a125,joint_forward_feedback,empirical_split_fullbatch,0.010267556994222105,,,,
s9317_r1_n000_a125,joint_forward_feedback,original_scalar,0.0301588800502941,,,,
s9317_r1_n000_a375,feedback_only,gaussian_plugin_fullbatch,0.0004772179527208209,0.0024091039085760713,,,
s9317_r1_n000_a375,feedback_only,gaussian_plugin_sgd,0.026055038906633854,0.0024091039085760713,,,
s9317_r1_n000_a375,feedback_only,gaussian_oracle_fullbatch,0.0005249340320006013,0.0,,,
s9317_r1_n000_a375,feedback_only,gaussian_oracle_sgd,0.026341028977185488,0.0,,,
s9317_r1_n000_a375,feedback_only,empirical_split_fullbatch,0.010123668005689979,,,,
s9317_r1_n000_a375,feedback_only,original_scalar,0.029997384059242904,,,,
s9317_r1_n000_a375,joint_forward_feedback,gaussian_plugin_fullbatch,0.00047578802332282066,0.0023822179064154625,,,
s9317_r1_n000_a375,joint_forward_feedback,gaussian_plugin_sgd,0.026410939055494964,0.0023822179064154625,,,
s9317_r1_n000_a375,joint_forward_feedback,gaussian_oracle_fullbatch,0.0005130899371579289,0.0,,,
s9317_r1_n000_a375,joint_forward_feedback,gaussian_oracle_sgd,0.02609337295871228,0.0,,,
s9317_r1_n000_a375,joint_forward_feedback,empirical_split_fullbatch,0.010076055070385337,,,,
s9317_r1_n000_a375,joint_forward_feedback,original_scalar,0.029903635964728892,,,,
s9317_r1_n750_a125,feedback_only,gaussian_plugin_fullbatch,0.00047620199620723724,0.002430615946650505,,,
s9317_r1_n750_a125,feedback_only,gaussian_plugin_sgd,0.02595836401451379,0.002430615946650505,,,
s9317_r1_n750_a125,feedback_only,gaussian_oracle_fullbatch,0.0005066539160907269,0.0,,,
s9317_r1_n750_a125,feedback_only,gaussian_oracle_sgd,0.026104483054950833,0.0,,,
s9317_r1_n750_a125,feedback_only,empirical_split_fullbatch,0.010148801025934517,,,,
s9317_r1_n750_a125,feedback_only,original_scalar,0.029629127006046474,,,,
s9317_r1_n750_a125,joint_forward_feedback,gaussian_plugin_fullbatch,0.00048017397057265043,0.002349081914871931,,,
s9317_r1_n750_a125,joint_forward_feedback,gaussian_plugin_sgd,0.02617428102530539,0.002349081914871931,,,
s9317_r1_n750_a125,joint_forward_feedback,gaussian_oracle_fullbatch,0.0005258900346234441,0.0,,,
s9317_r1_n750_a125,joint_forward_feedback,gaussian_oracle_sgd,0.026371689047664404,0.0,,,
s9317_r1_n750_a125,joint_forward_feedback,empirical_split_fullbatch,0.01012743404135108,,,,
s9317_r1_n750_a125,joint_forward_feedback,original_scalar,0.02963738003745675,,,,
s9317_r1_n750_a375,feedback_only,gaussian_plugin_fullbatch,0.00047485099639743567,0.002395804040133953,,,
s9317_r1_n750_a375,feedback_only,gaussian_plugin_sgd,0.02653800800908357,0.002395804040133953,,,
s9317_r1_n750_a375,feedback_only,gaussian_oracle_fullbatch,0.0005151029909029603,0.0,,,
s9317_r1_n750_a375,feedback_only,gaussian_oracle_sgd,0.026183446985669434,0.0,,,
s9317_r1_n750_a375,feedback_only,empirical_split_fullbatch,0.010173948016017675,,,,
s9317_r1_n750_a375,feedback_only,original_scalar,0.029920018976554275,,,,
s9317_r1_n750_a375,joint_forward_feedback,gaussian_plugin_fullbatch,0.0004951190203428268,0.0023460760712623596,,,
s9317_r1_n750_a375,joint_forward_feedback,gaussian_plugin_sgd,0.026271185954101384,0.0023460760712623596,,,
s9317_r1_n750_a375,joint_forward_feedback,gaussian_oracle_fullbatch,0.0005288049578666687,0.0,,,
