task_id,arm,method,seconds,calibration_fitting_shared_seconds,regime,pilot_update_seconds,pilot_evaluation_seconds
s9305_r1_n000_a125,feedback_only,gaussian_plugin_fullbatch,0.0006321979453787208,0.0032416180474683642,,,
s9305_r1_n000_a125,feedback_only,gaussian_plugin_sgd,0.02636811905540526,0.0032416180474683642,,,
s9305_r1_n000_a125,feedback_only,gaussian_oracle_fullbatch,0.0004851300036534667,0.0,,,
s9305_r1_n000_a125,feedback_only,gaussian_oracle_sgd,0.02608397591393441,0.0,,,
s9305_r1_n000_a125,feedback_only,empirical_split_fullbatch,0.010040391003713012,,,,
s9305_r1_n000_a125,feedback_only,original_scalar,0.02886387601029128,,,,
s9305_r1_n000_a125,joint_forward_feedback,gaussian_plugin_fullbatch,0.00048319390043616295,0.0023143889848142862,,,
s9305_r1_n000_a125,joint_forward_feedback,gaussian_plugin_sgd,0.02603730105329305,0.0023143889848142862,,,
s9305_r1_n000_a125,joint_forward_feedback,gaussian_oracle_fullbatch,0.0004696139367297292,0.0,,,
s9305_r1_n000_a125,joint_forward_feedback,gaussian_oracle_sgd,0.02607797901146114,0.0,,,
s9305_r1_n000_a125,joint_forward_feedback,empirical_split_fullbatch,0.009931627078913152,,,,
s9305_r1_n000_a125,joint_forward_feedback,original_scalar,0.028673143940977752,,,,
s9305_r1_n000_a375,feedback_only,gaussian_plugin_fullbatch,0.00048099993728101254,0.002312338910996914,,,
s9305_r1_n000_a375,feedback_only,gaussian_plugin_sgd,0.025940209976397455,0.002312338910996914,,,
s9305_r1_n000_a375,feedback_only,gaussian_oracle_fullbatch,0.0004838230088353157,0.0,,,
s9305_r1_n000_a375,feedback_only,gaussian_oracle_sgd,0.02654323005117476,0.0,,,
s9305_r1_n000_a375,feedback_only,empirical_split_fullbatch,0.009794962010346353,,,,
s9305_r1_n000_a375,feedback_only,original_scalar,0.02934736805036664,,,,
s9305_r1_n000_a375,joint_forward_feedback,gaussian_plugin_fullbatch,0.0004844709765166044,0.002310420968569815,,,
s9305_r1_n000_a375,joint_forward_feedback,gaussian_plugin_sgd,0.026734840008430183,0.002310420968569815,,,
s9305_r1_n000_a375,joint_forward_feedback,gaussian_oracle_fullbatch,0.0005089000333100557,0.0,,,
s9305_r1_n000_a375,joint_forward_feedback,gaussian_oracle_sgd,0.02619749295990914,0.0,,,
s9305_r1_n000_a375,joint_forward_feedback,empirical_split_fullbatch,0.009922994999215007,,,,
s9305_r1_n000_a375,joint_forward_feedback,original_scalar,0.028824878972955048,,,,
s9305_r1_n750_a125,feedback_only,gaussian_plugin_fullbatch,0.0004788340302184224,0.0023109420435503125,,,
s9305_r1_n750_a125,feedback_only,gaussian_plugin_sgd,0.026083583012223244,0.0023109420435503125,,,
s9305_r1_n750_a125,feedback_only,gaussian_oracle_fullbatch,0.0005107179749757051,0.0,,,
s9305_r1_n750_a125,feedback_only,gaussian_oracle_sgd,0.0261958820046857,0.0,,,
s9305_r1_n750_a125,feedback_only,empirical_split_fullbatch,0.00996208202559501,,,,
s9305_r1_n750_a125,feedback_only,original_scalar,0.029002884053625166,,,,
s9305_r1_n750_a125,joint_forward_feedback,gaussian_plugin_fullbatch,0.0004748550709336996,0.0023498859954997897,,,
s9305_r1_n750_a125,joint_forward_feedback,gaussian_plugin_sgd,0.026508106966502964,0.0023498859954997897,,,
s9305_r1_n750_a125,joint_forward_feedback,gaussian_oracle_fullbatch,0.0005007580621168017,0.0,,,
s9305_r1_n750_a125,joint_forward_feedback,gaussian_oracle_sgd,0.026736045023426414,0.0,,,
s9305_r1_n750_a125,joint_forward_feedback,empirical_split_fullbatch,0.009988177102059126,,,,
s9305_r1_n750_a125,joint_forward_feedback,original_scalar,0.02903631201479584,,,,
s9305_r1_n750_a375,feedback_only,gaussian_plugin_fullbatch,0.0004815780557692051,0.002332039992325008,,,
s9305_r1_n750_a375,feedback_only,gaussian_plugin_sgd,0.026179395033977926,0.002332039992325008,,,
s9305_r1_n750_a375,feedback_only,gaussian_oracle_fullbatch,0.0005072950152680278,0.0,,,
s9305_r1_n750_a375,feedback_only,gaussian_oracle_sgd,0.026184974005445838,0.0,,,
s9305_r1_n750_a375,feedback_only,empirical_split_fullbatch,0.00981924100778997,,,,
s9305_r1_n750_a375,feedback_only,original_scalar,0.02899600798264146,,,,
s9305_r1_n750_a375,joint_forward_feedback,gaussian_plugin_fullbatch,0.0004790530074387789,0.0023390320129692554,,,
s9305_r1_n750_a375,joint_forward_feedback,gaussian_plugin_sgd,0.026146900956518948,0.0023390320129692554,,,
s9305_r1_n750_a375,joint_forward_feedback,gaussian_oracle_fullbatch,0.00048627296928316355,0.0,,,
s9305_r1_n750_a375,joint_forward_feedback,gaussian_oracle_sgd,0.0264507889514789,0.0,,,
s9305_r1_n750_a375,joint_forward_feedback,empirical_split_fullbatch,0.009901078999973834,,,,
s9305_r1_n750_a375,joint_forward_feedback,original_scalar,0.029672587988898158,,,,
s9305_r2_n000_a125,feedback_only,gaussian_plugin_fullbatch,0.0005874020280316472,0.0028190079610794783,,,
s9305_r2_n000_a125,feedback_only,gaussian_plugin_sgd,0.036845465074293315,0.0028190079610794783,,,
s9305_r2_n000_a125,feedback_only,gaussian_oracle_fullbatch,0.0005941430572420359,0.0,,,
s9305_r2_n000_a125,feedback_only,gaussian_oracle_sgd,0.036770278005860746,0.0,,,
s9305_r2_n000_a125,feedback_only,empirical_split_fullbatch,0.010248755919747055,,,,
s9305_r2_n000_a125,feedback_only,original_scalar,0.029272629995830357,,,,
s9305_r2_n000_a125,joint_forward_feedback,gaussian_plugin_fullbatch,0.0005580950528383255,0.002766296034678817,,,
s9305_r2_n000_a125,joint_forward_feedback,gaussian_plugin_sgd,0.036720069008879364,0.002766296034678817,,,
s9305_r2_n000_a125,joint_forward_feedback,gaussian_oracle_fullbatch,0.0005895650247111917,0.0,,,
s9305_r2_n000_a125,joint_forward_feedback,gaussian_oracle_sgd,0.03728802199475467,0.0,,,
