task_id,split,seed,rank,noise_sd,angle_pi,arm,candidate_id,tree_id,shape,budget_k,resource_cost,channel_cost,cable_cost,parameter_count,decoder_coefficients,encoder_coefficients,regime,checkpoint,test_loss,population_loss
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,fixed_cache,16,1.3507909966825667e-05,1.3465073475365455e-05
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,fixed_cache,16,1.2316846797498513e-05,1.2271410074736068e-05
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,fixed_cache,16,4.852398242337597e-06,4.812312633741363e-06
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,fixed_cache,16,2.3016537961326886e-06,2.276046247847951e-06
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_interleaved_k1,balanced_interleaved,balanced,1,0.19088469787505546,0.125,0.6588469787505544,64,64,8,fixed_cache,16,1.3507909966825667e-05,1.3465073475365455e-05
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_interleaved_k2,balanced_interleaved,balanced,2,0.31588469787505546,0.25,0.6588469787505544,64,64,16,fixed_cache,16,1.1921936936414009e-05,1.1875811346704103e-05
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_interleaved_k4,balanced_interleaved,balanced,4,0.5658846978750555,0.5,0.6588469787505544,64,64,32,fixed_cache,16,4.80651001422538e-06,4.766607832649203e-06
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_interleaved_k8,balanced_interleaved,balanced,8,1.0658846978750554,1.0,0.6588469787505544,64,64,64,fixed_cache,16,2.3016537961326886e-06,2.276046247847951e-06
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_permutation_a_k1,balanced_permutation_a,balanced,1,0.18899250811836066,0.125,0.6399250811836067,64,64,8,fixed_cache,16,1.3507909966825667e-05,1.3465073475365455e-05
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_permutation_a_k2,balanced_permutation_a,balanced,2,0.31399250811836066,0.25,0.6399250811836067,64,64,16,fixed_cache,16,1.0043860717261595e-05,9.99573603816053e-06
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_permutation_a_k4,balanced_permutation_a,balanced,4,0.5639925081183607,0.5,0.6399250811836067,64,64,32,fixed_cache,16,8.50898250284241e-06,8.460947274975217e-06
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_permutation_a_k8,balanced_permutation_a,balanced,8,1.0639925081183608,1.0,0.6399250811836067,64,64,64,fixed_cache,16,2.3016537961326886e-06,2.276046247847951e-06
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_permutation_b_k1,balanced_permutation_b,balanced,1,0.18840039778945986,0.125,0.6340039778945984,64,64,8,fixed_cache,16,1.3507909966825667e-05,1.3465073475365455e-05
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_permutation_b_k2,balanced_permutation_b,balanced,2,0.31340039778945983,0.25,0.6340039778945984,64,64,16,fixed_cache,16,1.1628422952983642e-05,1.1581843595000461e-05
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_permutation_b_k4,balanced_permutation_b,balanced,4,0.5634003977894598,0.5,0.6340039778945984,64,64,32,fixed_cache,16,2.8519504735369513e-06,2.822380662308506e-06
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_permutation_b_k8,balanced_permutation_b,balanced,8,1.06340039778946,1.0,0.6340039778945984,64,64,64,fixed_cache,16,2.3016537961326886e-06,2.276046247847951e-06
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,comb_contiguous_k1,comb_contiguous,comb,1,0.225,0.125,1.0,64,64,8,fixed_cache,16,1.3507909966825667e-05,1.3465073475365455e-05
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,comb_contiguous_k2,comb_contiguous,comb,2,0.35,0.25,1.0,64,64,16,fixed_cache,16,1.1111300846452143e-05,1.1064046184854045e-05
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,comb_contiguous_k4,comb_contiguous,comb,4,0.6,0.5,1.0,64,64,32,fixed_cache,16,9.304302003411324e-06,9.256013361050043e-06
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,comb_contiguous_k8,comb_contiguous,comb,8,1.1,1.0,1.0,64,64,64,fixed_cache,16,2.3016537961326886e-06,2.276046247847951e-06
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,fixed_cache,64,8.45927232951935e-19,8.747668703683894e-19
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,fixed_cache,64,5.5008456144319495e-19,5.689224530550736e-19
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,fixed_cache,64,7.235422376941933e-21,7.487063402186588e-21
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,fixed_cache,64,2.381955660767687e-22,2.460524082908482e-22
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_interleaved_k1,balanced_interleaved,balanced,1,0.19088469787505546,0.125,0.6588469787505544,64,64,8,fixed_cache,64,8.45927232951935e-19,8.747668703683894e-19
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_interleaved_k2,balanced_interleaved,balanced,2,0.31588469787505546,0.25,0.6588469787505544,64,64,16,fixed_cache,64,4.725409114732249e-19,4.887474004136034e-19
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_interleaved_k4,balanced_interleaved,balanced,4,0.5658846978750555,0.5,0.6588469787505544,64,64,32,fixed_cache,64,6.92460545950969e-21,7.16538368397539e-21
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_interleaved_k8,balanced_interleaved,balanced,8,1.0658846978750554,1.0,0.6588469787505544,64,64,64,fixed_cache,64,2.381955660767687e-22,2.460524082908482e-22
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_permutation_a_k1,balanced_permutation_a,balanced,1,0.18899250811836066,0.125,0.6399250811836067,64,64,8,fixed_cache,64,8.45927232951935e-19,8.747668703683894e-19
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_permutation_a_k2,balanced_permutation_a,balanced,2,0.31399250811836066,0.25,0.6399250811836067,64,64,16,fixed_cache,64,2.1249336399898982e-19,2.1983193857645924e-19
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_permutation_a_k4,balanced_permutation_a,balanced,4,0.5639925081183607,0.5,0.6399250811836067,64,64,32,fixed_cache,64,9.811840613416556e-20,1.0152438014842931e-19
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_permutation_a_k8,balanced_permutation_a,balanced,8,1.0639925081183608,1.0,0.6399250811836067,64,64,64,fixed_cache,64,2.381955660767687e-22,2.460524082908482e-22
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_permutation_b_k1,balanced_permutation_b,balanced,1,0.18840039778945986,0.125,0.6340039778945984,64,64,8,fixed_cache,64,8.45927232951935e-19,8.747668703683894e-19
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_permutation_b_k2,balanced_permutation_b,balanced,2,0.31340039778945983,0.25,0.6340039778945984,64,64,16,fixed_cache,64,4.2068830424877376e-19,4.351323782054215e-19
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_permutation_b_k4,balanced_permutation_b,balanced,4,0.5634003977894598,0.5,0.6340039778945984,64,64,32,fixed_cache,64,6.304386111783042e-22,6.517295446354778e-22
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_permutation_b_k8,balanced_permutation_b,balanced,8,1.06340039778946,1.0,0.6340039778945984,64,64,64,fixed_cache,64,2.381955660767687e-22,2.460524082908482e-22
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,comb_contiguous_k1,comb_contiguous,comb,1,0.225,0.125,1.0,64,64,8,fixed_cache,64,8.45927232951935e-19,8.747668703683894e-19
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,comb_contiguous_k2,comb_contiguous,comb,2,0.35,0.25,1.0,64,64,16,fixed_cache,64,3.4028651662698907e-19,3.519926716795184e-19
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,comb_contiguous_k4,comb_contiguous,comb,4,0.6,0.5,1.0,64,64,32,fixed_cache,64,1.4877571278868649e-19,1.5392699973797968e-19
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,comb_contiguous_k8,comb_contiguous,comb,8,1.1,1.0,1.0,64,64,64,fixed_cache,64,2.381955660767687e-22,2.460524082908482e-22
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,fixed_cache,256,4.775277741257574e-32,2.2388935603501617e-33
s9315_r1_n000_a125,confirmatory,9315,1,0.0,0.125,feedback_only,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,fixed_cache,256,4.8488370920593617e-32,4.261120001956759e-33
