task_id,split,seed,rank,noise_sd,angle_pi,arm,candidate_id,tree_id,shape,budget_k,resource_cost,channel_cost,cable_cost,parameter_count,decoder_coefficients,encoder_coefficients,regime,checkpoint,test_loss,population_loss
s9317_r1_n000_a125,confirmatory,9317,1,0.0,0.125,feedback_only,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,fixed_cache,16,9.018896436642308e-06,9.067593522351089e-06
s9317_r1_n000_a125,confirmatory,9317,1,0.0,0.125,feedback_only,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,fixed_cache,16,6.390702859707332e-06,6.4343759064632646e-06
s9317_r1_n000_a125,confirmatory,9317,1,0.0,0.125,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,fixed_cache,16,4.734983498949321e-06,4.7731366433381425e-06
s9317_r1_n000_a125,confirmatory,9317,1,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,fixed_cache,16,1.167933956736689e-06,1.1831658278762695e-06
s9317_r1_n000_a125,confirmatory,9317,1,0.0,0.125,feedback_only,balanced_interleaved_k1,balanced_interleaved,balanced,1,0.19088469787505546,0.125,0.6588469787505544,64,64,8,fixed_cache,16,9.018896436642308e-06,9.067593522351089e-06
s9317_r1_n000_a125,confirmatory,9317,1,0.0,0.125,feedback_only,balanced_interleaved_k2,balanced_interleaved,balanced,2,0.31588469787505546,0.25,0.6588469787505544,64,64,16,fixed_cache,16,8.681413543876305e-06,8.729675113777444e-06
s9317_r1_n000_a125,confirmatory,9317,1,0.0,0.125,feedback_only,balanced_interleaved_k4,balanced_interleaved,balanced,4,0.5658846978750555,0.5,0.6588469787505544,64,64,32,fixed_cache,16,2.125950713203962e-06,2.1495549782534323e-06
s9317_r1_n000_a125,confirmatory,9317,1,0.0,0.125,feedback_only,balanced_interleaved_k8,balanced_interleaved,balanced,8,1.0658846978750554,1.0,0.6588469787505544,64,64,64,fixed_cache,16,1.167933956736689e-06,1.1831658278762695e-06
s9317_r1_n000_a125,confirmatory,9317,1,0.0,0.125,feedback_only,balanced_permutation_a_k1,balanced_permutation_a,balanced,1,0.18899250811836066,0.125,0.6399250811836067,64,64,8,fixed_cache,16,9.018896436642308e-06,9.067593522351089e-06
s9317_r1_n000_a125,confirmatory,9317,1,0.0,0.125,feedback_only,balanced_permutation_a_k2,balanced_permutation_a,balanced,2,0.31399250811836066,0.25,0.6399250811836067,64,64,16,fixed_cache,16,6.167134640604037e-06,6.210185425412074e-06
s9317_r1_n000_a125,confirmatory,9317,1,0.0,0.125,feedback_only,balanced_permutation_a_k4,balanced_permutation_a,balanced,4,0.5639925081183607,0.5,0.6399250811836067,64,64,32,fixed_cache,16,5.601947024154401e-06,5.64326246482328e-06
s9317_r1_n000_a125,confirmatory,9317,1,0.0,0.125,feedback_only,balanced_permutation_a_k8,balanced_permutation_a,balanced,8,1.0639925081183608,1.0,0.6399250811836067,64,64,64,fixed_cache,16,1.167933956736689e-06,1.1831658278762695e-06
