cohort,root_id,channels,method,total_capture,residual_capture,dictionary_rank,nonzero_coefficients,wiring_density,coverage,incremental_total_capture
v661,864691134941194851,4,common + surrogate ancestry,0.2498554569559733,0.10204453208752884,3.985,66.975,0.334875,1.0,0.08524715492951639
v661,864691134941194851,4,common-constrained SVD,0.3523428032151406,0.2247263189759748,4.0,200.0,1.0,1.0,0.1877345011886837
v661,864691134941194851,8,common + ancestry,0.4641658273389228,0.3585833161128123,8.0,77.0,0.1925,1.0,0.2995575253124659
v661,864691134941194851,8,common + depth bins,0.3562712620822684,0.2294288541779134,8.0,93.0,0.2325,1.0,0.1916629600558115
v661,864691134941194851,8,common + random routes,0.35338240619249645,0.22597076871120414,7.4,66.835,0.16708749999999997,1.0,0.18877410416603957
v661,864691134941194851,8,common + shuffled routes,0.322254798355629,0.18870967560676527,7.98,77.0,0.1925,1.0,0.1576464963291721
v661,864691134941194851,8,common + surrogate ancestry,0.38713374059630423,0.2663725760139105,7.85,82.96,0.20739999999999997,1.0,0.22252543856984736
v661,864691134941194851,8,common-constrained SVD,0.5377807232668177,0.4467035309850293,8.0,400.0,1.0,1.0,0.3731724212403607
v661,864691134941194851,16,common + ancestry,0.7011999426508277,0.6423234058059369,16.0,111.0,0.13875,1.0,0.5365916406243708
v661,864691134941194851,16,common + depth bins,0.5262235846509274,0.4328691361210091,16.0,96.0,0.12,1.0,0.3616152826244705
v661,864691134941194851,16,common + random routes,0.5376954162866112,0.4466014148394973,14.53,85.78,0.107225,1.0,0.3730871142601543
v661,864691134941194851,16,common + shuffled routes,0.4885817123670998,0.38781018667832534,15.92,111.0,0.13875,1.0,0.3239734103406429
v661,864691134941194851,16,common + surrogate ancestry,0.5738287131281669,0.4898545342195513,15.065,111.39,0.13923750000000001,1.0,0.4092204111017099
v661,864691134941194851,16,common-constrained SVD,0.7616980352957256,0.71474223973935,16.0,800.0,1.0,1.0,0.5970897332692686
v661,864691135082534135,1,common + ancestry,0.227527165864565,2.267103799636255e-32,1.0,19.0,1.0,1.0,-1.9428902930940242e-16
v661,864691135082534135,1,common + depth bins,0.227527165864565,2.267103799636255e-32,1.0,19.0,1.0,1.0,-1.9428902930940242e-16
v661,864691135082534135,1,common + random routes,0.227527165864565,2.267103799636255e-32,1.0,19.0,1.0,1.0,-1.9428902930940242e-16
v661,864691135082534135,1,common + shuffled routes,0.227527165864565,2.267103799636255e-32,1.0,19.0,1.0,1.0,-1.9428902930940242e-16
v661,864691135082534135,1,common + surrogate ancestry,0.227527165864565,2.267103799636255e-32,1.0,19.0,1.0,1.0,-1.9428902930940242e-16
v661,864691135082534135,1,common-constrained SVD,0.227527165864565,2.267103799636255e-32,1.0,19.0,1.0,1.0,-1.9428902930940242e-16
v661,864691135082534135,2,common + ancestry,0.3079401082947348,0.1040980845885271,2.0,20.0,0.5263157894736842,1.0,0.0804129424301696
v661,864691135082534135,2,common + depth bins,0.3124301339289981,0.1099106199112594,2.0,28.0,0.7368421052631579,1.0,0.0849029680644328
v661,864691135082534135,2,common + random routes,0.2514286352139328,0.03094150149127093,1.47,19.6,0.5157894736842106,1.0,0.02390146934936764
v661,864691135082534135,2,common + shuffled routes,0.2716386059144838,0.05710419590261585,2.0,20.0,0.5263157894736842,1.0,0.04411144004991856
v661,864691135082534135,2,common + surrogate ancestry,0.32461038452062546,0.12567848908850973,2.0,20.175,0.5309210526315788,1.0,0.09708321865606027
v661,864691135082534135,2,common-constrained SVD,0.560083262929265,0.4305084688666141,2.0,38.0,1.0,1.0,0.3325560970646998
v661,864691135082534135,4,common + ancestry,0.4609872358795036,0.3022243109380425,4.0,22.0,0.2894736842105263,1.0,0.2334600700149384
v661,864691135082534135,4,common + depth bins,0.478693044006711,0.3251452569503689,4.0,33.0,0.4342105263157895,1.0,0.2511658781421457
v661,864691135082534135,4,common + random routes,0.3000542476870027,0.09388949179502372,2.38,20.82,0.2739473684210526,1.0,0.07252708182243744
v661,864691135082534135,4,common + shuffled routes,0.358394256863585,0.16941319515201947,3.885,22.0,0.2894736842105263,1.0,0.1308670909990198
v661,864691135082534135,4,common + surrogate ancestry,0.5282964466426112,0.38935903955078544,3.995,23.0,0.3026315789473684,1.0,0.30076928077804593
v661,864691135082534135,4,common-constrained SVD,0.7253922339501817,0.6445081899130292,4.0,76.0,1.0,1.0,0.4978650680856165
v661,864691135082534135,8,common + ancestry,0.5800693788549806,0.456381373443361,7.0,26.0,0.1710526315789473,1.0,0.3525422129904153
v661,864691135082534135,8,common + depth bins,0.7050711592903539,0.6182016665482669,8.0,35.0,0.2302631578947368,1.0,0.4775439934257887
v661,864691135082534135,8,common + random routes,0.39122439505739487,0.21191325048477933,4.0,23.195,0.15259868421052628,1.0,0.1636972291928296
v661,864691135082534135,8,common + shuffled routes,0.5003343507068567,0.3531608786574639,7.015,26.0,0.1710526315789473,1.0,0.27280718484229144
v661,864691135082534135,8,common + surrogate ancestry,0.7122625961626886,0.6275112973269124,7.725,29.295,0.19273026315789468,1.0,0.4847354302981235
v661,864691135082534135,8,common-constrained SVD,0.8926809700948529,0.8610708038357616,8.0,152.0,1.0,1.0,0.6651538042302877
v661,864691135082534135,16,common + ancestry,0.7640893116460176,0.6946032560251549,12.0,42.0,0.1381578947368421,1.0,0.5365621457814523
v661,864691135082534135,16,common + depth bins,0.9463712732254774,0.930575258566154,16.0,36.0,0.1184210526315789,1.0,0.7188441073609122
v661,864691135082534135,16,common + random routes,0.5596612841111022,0.4299621987590895,7.335,28.08,0.09236842105263154,1.0,0.3321341182465368
v661,864691135082534135,16,common + shuffled routes,0.8045063215305707,0.7469248498709611,12.92,42.0,0.1381578947368421,1.0,0.5769791556660054
v661,864691135082534135,16,common + surrogate ancestry,0.924495508466676,0.9022561206080083,13.845,40.405,0.13291118421052628,1.0,0.6969683426021109
v661,864691135082534135,16,common-constrained SVD,0.9957640366212368,0.9945163594218764,16.0,304.0,1.0,1.0,0.7682368707566717
v661,864691135334986985,1,common + ancestry,0.1489105178396185,2.1332521808913322e-33,1.0,48.0,1.0,1.0,0.0
v661,864691135334986985,1,common + depth bins,0.1489105178396185,2.1332521808913322e-33,1.0,48.0,1.0,1.0,0.0
v661,864691135334986985,1,common + random routes,0.1489105178396185,2.1332521808913322e-33,1.0,48.0,1.0,1.0,0.0
v661,864691135334986985,1,common + shuffled routes,0.1489105178396185,2.1332521808913322e-33,1.0,48.0,1.0,1.0,0.0
v661,864691135334986985,1,common + surrogate ancestry,0.1489105178396185,2.1332521808913322e-33,1.0,48.0,1.0,1.0,0.0
v661,864691135334986985,1,common-constrained SVD,0.1489105178396185,2.1332521808913322e-33,1.0,48.0,1.0,1.0,0.0
v661,864691135334986985,2,common + ancestry,0.18327028764029,0.040371512656288,2.0,50.0,0.5208333333333334,1.0,0.0343597698006714
v661,864691135334986985,2,common + depth bins,0.1745785335250617,0.0301590093914545,2.0,71.0,0.7395833333333334,1.0,0.0256680156854431
v661,864691135334986985,2,common + random routes,0.17054100094415203,0.025415051599071918,1.73,50.445,0.52546875,1.0,0.021630483104533475
v661,864691135334986985,2,common + shuffled routes,0.16875713712933002,0.023319074792621547,2.0,50.0,0.5208333333333334,1.0,0.019846619289711456
v661,864691135334986985,2,common + surrogate ancestry,0.17844880193610027,0.03470643770793944,2.0,55.045,0.5733854166666666,1.0,0.029538284096481692
v661,864691135334986985,2,common-constrained SVD,0.2343911201680457,0.1004366804198374,2.0,96.0,1.0,1.0,0.0854806023284272
v661,864691135334986985,4,common + ancestry,0.2669066859707547,0.138641318691447,4.0,57.0,0.296875,1.0,0.1179961681311361
v661,864691135334986985,4,common + depth bins,0.2325705236284695,0.0982975439626991,4.0,83.0,0.4322916666666667,1.0,0.0836600057888509
v661,864691135334986985,4,common + random routes,0.22034856675885484,0.08393717748444024,3.32,56.29,0.2931770833333333,1.0,0.07143804891923625
v661,864691135334986985,4,common + shuffled routes,0.2139618004103841,0.07643295321385152,4.0,57.0,0.296875,1.0,0.06505128257076553
v661,864691135334986985,4,common + surrogate ancestry,0.2332794707145932,0.09913053168136315,3.985,67.61,0.35213541666666665,1.0,0.08436895287497465
v661,864691135334986985,4,common-constrained SVD,0.3478365441566917,0.2337310359095554,4.0,192.0,1.0,1.0,0.1989260263170731
v661,864691135334986985,8,common + ancestry,0.397418256063054,0.2919877914512941,8.0,63.0,0.1640625,1.0,0.2485077382234354
v661,864691135334986985,8,common + depth bins,0.3175137626022442,0.1981028414716723,8.0,89.0,0.2317708333333333,1.0,0.1686032447626256
v661,864691135334986985,8,common + random routes,0.3095980607164021,0.18880217209229147,6.3,66.855,0.17410156249999997,1.0,0.16068754287678355
v661,864691135334986985,8,common + shuffled routes,0.28910820637137136,0.16472731888999376,7.94,63.0,0.1640625,1.0,0.1401976885317528
v661,864691135334986985,8,common + surrogate ancestry,0.3429995839726796,0.2280477789954481,7.825,82.035,0.21363281249999996,1.0,0.194089066133061
v661,864691135334986985,8,common-constrained SVD,0.5159113129795136,0.4312129368680608,8.0,384.0,1.0,1.0,0.3670007951398951
v661,864691135334986985,16,common + ancestry,0.6097554553818664,0.5414764806779802,15.0,79.0,0.1028645833333333,1.0,0.4608449375422478
v661,864691135334986985,16,common + depth bins,0.4767937755947897,0.385251215797993,16.0,92.0,0.1197916666666666,1.0,0.3278832577551712
v661,864691135334986985,16,common + random routes,0.4656751683458098,0.372187246048588,12.185,85.215,0.11095703124999996,1.0,0.31676465050619124
v661,864691135334986985,16,common + shuffled routes,0.43099242535344523,0.3314362513302338,15.37,79.0,0.1028645833333333,1.0,0.2820819075138267
v661,864691135334986985,16,common + surrogate ancestry,0.5662327960405066,0.4903388973173173,15.275,100.66,0.1310677083333333,1.0,0.41732227820088796
v661,864691135334986985,16,common-constrained SVD,0.7534585667121892,0.7103225472109032,16.0,768.0,1.0,1.0,0.6045480488725707
v661,864691135342193329,1,common + ancestry,0.2968561284760914,4.0674156096964346e-32,1.0,20.0,1.0,1.0,-2.220446049250313e-16
v661,864691135342193329,1,common + depth bins,0.2968561284760914,4.0674156096964346e-32,1.0,20.0,1.0,1.0,-2.220446049250313e-16
v661,864691135342193329,1,common + random routes,0.2968561284760914,4.0674156096964346e-32,1.0,20.0,1.0,1.0,-2.220446049250313e-16
v661,864691135342193329,1,common + shuffled routes,0.2968561284760914,4.0674156096964346e-32,1.0,20.0,1.0,1.0,-2.220446049250313e-16
v661,864691135342193329,1,common + surrogate ancestry,0.2968561284760914,4.0674156096964346e-32,1.0,20.0,1.0,1.0,-2.220446049250313e-16
v661,864691135342193329,1,common-constrained SVD,0.2968561284760914,4.0674156096964346e-32,1.0,20.0,1.0,1.0,-2.220446049250313e-16
v661,864691135342193329,2,common + ancestry,0.3433897140591957,0.0661793232759794,2.0,21.0,0.525,1.0,0.0465335855831041
v661,864691135342193329,2,common + depth bins,0.3323390984510345,0.0504633139986582,2.0,29.0,0.725,1.0,0.0354829699749429
v661,864691135342193329,2,common + random routes,0.3415847819995089,0.06361237768662927,2.0,21.795,0.544875,1.0,0.04472865352341732
v661,864691135342193329,2,common + shuffled routes,0.33428392268018714,0.05322921200035379,2.0,21.0,0.525,1.0,0.037427794204095456
v661,864691135342193329,2,common + surrogate ancestry,0.3442141404778004,0.06735180938016451,2.0,21.07,0.52675,1.0,0.04735801200170881
v661,864691135342193329,2,common-constrained SVD,0.434736788702694,0.196091675986277,2.0,40.0,1.0,1.0,0.1378806602266024
v661,864691135342193329,4,common + ancestry,0.4074729948438212,0.1573175431764657,4.0,26.0,0.325,1.0,0.1106168663677296
v661,864691135342193329,4,common + depth bins,0.4016822135046474,0.1490819863100971,4.0,34.0,0.425,1.0,0.1048260850285558
v661,864691135342193329,4,common + random routes,0.4349878670219926,0.196448755567664,4.0,25.135,0.3141875,1.0,0.13813173854590102
v661,864691135342193329,4,common + shuffled routes,0.41587360668942336,0.1692647593662276,3.945,26.0,0.325,1.0,0.11901747821333179
v661,864691135342193329,4,common + surrogate ancestry,0.4469742053965347,0.21349553483996914,3.995,25.105,0.3138125,1.0,0.15011807692044313
v661,864691135342193329,4,common-constrained SVD,0.5819005507701261,0.4053856313591472,4.0,80.0,1.0,1.0,0.2850444222940345
v661,864691135342193329,8,common + ancestry,0.5638309846782007,0.3796873826454615,7.0,32.0,0.2,1.0,0.2669748562021091
v661,864691135342193329,8,common + depth bins,0.5387810876002148,0.3440618185291221,8.0,37.0,0.23125,1.0,0.2419249591241232
v661,864691135342193329,8,common + random routes,0.5973124067338209,0.42730412711492055,7.935,32.2,0.20125,1.0,0.30045627825772936
v661,864691135342193329,8,common + shuffled routes,0.5630783308748339,0.37861697041000286,7.5,32.0,0.2,1.0,0.2662222023987423
v661,864691135342193329,8,common + surrogate ancestry,0.6525042490365506,0.505797085011451,7.945,31.92,0.19949999999999998,1.0,0.35564812056045897
v661,864691135342193329,8,common-constrained SVD,0.8057702819426266,0.7237695926490499,8.0,160.0,1.0,1.0,0.5089141534665349
v661,864691135342193329,16,common + ancestry,0.91221963679549,0.8751601674145784,15.0,46.0,0.14375,1.0,0.6153635083193985
v661,864691135342193329,16,common + depth bins,0.7625572344091228,0.662312685629653,16.0,38.0,0.11875,1.0,0.4657011059330312
v661,864691135342193329,16,common + random routes,0.8769186338836045,0.8249556440709013,15.245,46.475,0.145234375,1.0,0.5800625054075128
v661,864691135342193329,16,common + shuffled routes,0.7849213591232852,0.6941185871241693,13.365,46.0,0.14375,1.0,0.48806523064719365
v661,864691135342193329,16,common + surrogate ancestry,0.9231171119734808,0.8906583828144693,14.825,46.34,0.14481249999999998,1.0,0.6262609834973891
v661,864691135342193329,16,common-constrained SVD,0.9946978372057,0.9924593486354236,16.0,320.0,1.0,1.0,0.6978417087296083
v661,864691135367232761,1,common + ancestry,0.2474344350643571,8.746409713766736e-33,1.0,26.0,1.0,1.0,-5.551115123125783e-17
v661,864691135367232761,1,common + depth bins,0.2474344350643571,8.746409713766736e-33,1.0,26.0,1.0,1.0,-5.551115123125783e-17
v661,864691135367232761,1,common + random routes,0.2474344350643571,8.746409713766736e-33,1.0,26.0,1.0,1.0,-5.551115123125783e-17
v661,864691135367232761,1,common + shuffled routes,0.2474344350643571,8.746409713766736e-33,1.0,26.0,1.0,1.0,-5.551115123125783e-17
v661,864691135367232761,1,common + surrogate ancestry,0.2474344350643571,8.746409713766736e-33,1.0,26.0,1.0,1.0,-5.551115123125783e-17
v661,864691135367232761,1,common-constrained SVD,0.2474344350643571,8.746409713766736e-33,1.0,26.0,1.0,1.0,-5.551115123125783e-17
v661,864691135367232761,2,common + ancestry,0.3229972877094373,0.1004070026131768,2.0,28.0,0.5384615384615384,1.0,0.07556285264508
v661,864691135367232761,2,common + depth bins,0.2824797541143811,0.0465677951302766,2.0,38.0,0.7307692307692307,1.0,0.0350453190500238
v661,864691135367232761,2,common + random routes,0.2859051049148308,0.051119359751417154,1.915,29.15,0.5605769230769231,1.0,0.03847066985047358
v661,864691135367232761,2,common + shuffled routes,0.2853031057262933,0.050319430527192004,2.0,28.0,0.5384615384615384,1.0,0.03786867066193604
v661,864691135367232761,2,common + surrogate ancestry,0.3005450532276425,0.07057274560234122,2.0,29.905,0.5750961538461539,1.0,0.05311061816328527
v661,864691135367232761,2,common-constrained SVD,0.3373428902958793,0.1194692654309938,2.0,52.0,1.0,1.0,0.0899084552315221
v661,864691135367232761,4,common + ancestry,0.4354787563559105,0.2498710146372885,4.0,30.0,0.2884615384615384,1.0,0.1880443212915532
v661,864691135367232761,4,common + depth bins,0.3474728832894505,0.1329298773239089,4.0,45.0,0.4326923076923077,1.0,0.1000384482250933
v661,864691135367232761,4,common + random routes,0.37144384786542156,0.1647822044736651,3.825,33.835,0.3253365384615385,1.0,0.12400941280106434
v661,864691135367232761,4,common + shuffled routes,0.3450224105099143,0.12967371879937464,3.96,30.0,0.2884615384615384,1.0,0.09758797544555703
v661,864691135367232761,4,common + surrogate ancestry,0.40126946948729897,0.20441412893519423,3.975,35.545,0.3417788461538461,1.0,0.15383503442294172
v661,864691135367232761,4,common-constrained SVD,0.4838132179630786,0.3140972613049812,4.0,104.0,1.0,1.0,0.2363787828987213
v661,864691135367232761,8,common + ancestry,0.6182371474483366,0.4927181493026318,8.0,48.0,0.2307692307692307,1.0,0.3708027123839793
v661,864691135367232761,8,common + depth bins,0.4579514811687734,0.2797324989516613,8.0,48.0,0.2307692307692307,1.0,0.2105170461044162
v661,864691135367232761,8,common + random routes,0.516504995878941,0.35753769950608094,7.55,45.875,0.22055288461538455,1.0,0.26907056081458386
v661,864691135367232761,8,common + shuffled routes,0.4987325704298539,0.3339219160087228,7.845,48.0,0.2307692307692307,1.0,0.25129813536549667
v661,864691135367232761,8,common + surrogate ancestry,0.5849482017443565,0.448484201783618,7.91,46.83,0.22514423076923074,1.0,0.3375137666799992
v661,864691135367232761,8,common-constrained SVD,0.6767033227759369,0.5704072943442338,8.0,208.0,1.0,1.0,0.4292688877115796
v661,864691135367232761,16,common + ancestry,0.8598598541003049,0.8137834729234795,14.0,64.0,0.1538461538461538,1.0,0.6124254190359476
v661,864691135367232761,16,common + depth bins,0.6771297019967636,0.5709738618842498,16.0,50.0,0.1201923076923077,1.0,0.4296952669324063
v661,864691135367232761,16,common + random routes,0.7827284716330919,0.7112922268965517,14.59,68.145,0.1638100961538461,1.0,0.5352940365687346
v661,864691135367232761,16,common + shuffled routes,0.7018924230562669,0.6038782654515605,14.405,64.0,0.1538461538461538,1.0,0.4544579879919096
v661,864691135367232761,16,common + surrogate ancestry,0.8444661627363839,0.7933285224432015,15.425,64.395,0.15479567307692305,1.0,0.5970317276720266
v661,864691135367232761,16,common-constrained SVD,0.9587230759372968,0.9451517236691088,16.0,416.0,1.0,1.0,0.7112886408729394
v661,864691135404231406,1,common + ancestry,0.1817441878333635,3.3119444173983364e-33,1.0,34.0,1.0,1.0,5.551115123125783e-17
v661,864691135404231406,1,common + depth bins,0.1817441878333635,3.3119444173983364e-33,1.0,34.0,1.0,1.0,5.551115123125783e-17
v661,864691135404231406,1,common + random routes,0.1817441878333635,3.3119444173983364e-33,1.0,34.0,1.0,1.0,5.551115123125783e-17
v661,864691135404231406,1,common + shuffled routes,0.1817441878333635,3.3119444173983364e-33,1.0,34.0,1.0,1.0,5.551115123125783e-17
v661,864691135404231406,1,common + surrogate ancestry,0.1817441878333635,3.3119444173983364e-33,1.0,34.0,1.0,1.0,5.551115123125783e-17
v661,864691135404231406,1,common-constrained SVD,0.1817441878333635,3.3119444173983364e-33,1.0,34.0,1.0,1.0,5.551115123125783e-17
v661,864691135404231406,2,common + ancestry,0.3008391348738091,0.1455473279500419,2.0,35.0,0.5147058823529411,1.0,0.1190949470404456
v661,864691135404231406,2,common + depth bins,0.2207830269864538,0.0477098220050773,2.0,50.0,0.7352941176470589,1.0,0.0390388391530902
v661,864691135404231406,2,common + random routes,0.20622455571858547,0.02991774396371359,1.535,35.065,0.5156617647058823,1.0,0.02448036788522199
v661,864691135404231406,2,common + shuffled routes,0.20847865296246695,0.032672502573875974,2.0,35.0,0.5147058823529411,1.0,0.02673446512910342
v661,864691135404231406,2,common + surrogate ancestry,0.26891264437318435,0.10652959043335093,2.0,38.325,0.5636029411764706,1.0,0.0871684565398208
v661,864691135404231406,2,common-constrained SVD,0.3913578969908283,0.25617136602114,2.0,68.0,1.0,1.0,0.2096137091574647
v661,864691135404231406,4,common + ancestry,0.4561148951572973,0.3353116510073239,4.0,39.0,0.2867647058823529,1.0,0.2743707073239338
v661,864691135404231406,4,common + depth bins,0.2814768218685518,0.1218844187261061,4.0,59.0,0.4338235294117647,1.0,0.0997326340351882
v661,864691135404231406,4,common + random routes,0.27518625747800923,0.1141966463974427,2.795,37.58,0.2763235294117647,1.0,0.09344206964464571
v661,864691135404231406,4,common + shuffled routes,0.2730666859147204,0.11160629319521301,3.965,39.0,0.2867647058823529,1.0,0.09132249808135681
v661,864691135404231406,4,common + surrogate ancestry,0.43357867729031374,0.30776987552355384,3.96,43.455,0.3195220588235294,1.0,0.25183448945695025
v661,864691135404231406,4,common-constrained SVD,0.6307961833003084,0.548791696667467,4.0,136.0,1.0,1.0,0.4490519954669448
v661,864691135404231406,8,common + ancestry,0.5740609058345305,0.4794548503876343,8.0,45.0,0.1654411764705882,1.0,0.3923167180011669
v661,864691135404231406,8,common + depth bins,0.410372107469965,0.2794088550758032,8.0,63.0,0.2316176470588235,1.0,0.2286279196366015
v661,864691135404231406,8,common + random routes,0.3576719139731512,0.2150033321168273,4.77,44.79,0.16466911764705877,1.0,0.17592772613978763
v661,864691135404231406,8,common + shuffled routes,0.38244541086306927,0.24527931246620116,7.825,45.0,0.1654411764705882,1.0,0.20070122302970572
v661,864691135404231406,8,common + surrogate ancestry,0.6109593066273068,0.524548817633738,7.61,51.1,0.18786764705882347,1.0,0.42921511879394325
v661,864691135404231406,8,common-constrained SVD,0.7862947415576375,0.7388283037348693,8.0,272.0,1.0,1.0,0.6045505537242739
v661,864691135404231406,16,common + ancestry,0.8765106519610105,0.8490822231839628,16.0,62.0,0.1139705882352941,1.0,0.694766464127647
v661,864691135404231406,16,common + depth bins,0.6703048299425528,0.5970756759008446,16.0,65.0,0.119485294117647,1.0,0.4885606421091892
v661,864691135404231406,16,common + random routes,0.5362545035264621,0.43325120386789623,9.355,57.07,0.10490808823529407,1.0,0.3545103156930985
v661,864691135404231406,16,common + shuffled routes,0.6138529749249995,0.5280852035104612,15.24,62.0,0.1139705882352941,1.0,0.43210878709163597
v661,864691135404231406,16,common + surrogate ancestry,0.7835711074604507,0.7354997186436433,14.185,70.925,0.13037683823529408,1.0,0.6018269196270871
v661,864691135404231406,16,common-constrained SVD,0.9481546317329362,0.9366391689540414,16.0,544.0,1.0,1.0,0.7664104438995727
v661,864691135404277230,1,common + ancestry,0.2366509214060226,9.125635537452547e-33,1.0,30.0,1.0,1.0,0.0
v661,864691135404277230,1,common + depth bins,0.2366509214060226,9.125635537452547e-33,1.0,30.0,1.0,1.0,0.0
v661,864691135404277230,1,common + random routes,0.2366509214060226,9.125635537452547e-33,1.0,30.0,1.0,1.0,0.0
v661,864691135404277230,1,common + shuffled routes,0.2366509214060226,9.125635537452547e-33,1.0,30.0,1.0,1.0,0.0
v661,864691135404277230,1,common + surrogate ancestry,0.2366509214060226,9.125635537452547e-33,1.0,30.0,1.0,1.0,0.0
v661,864691135404277230,1,common-constrained SVD,0.2366509214060226,9.125635537452547e-33,1.0,30.0,1.0,1.0,0.0
v661,864691135404277230,2,common + ancestry,0.3363806151091751,0.1306475588951337,2.0,32.0,0.5333333333333333,1.0,0.0997296937031525
v661,864691135404277230,2,common + depth bins,0.2781186124731641,0.0543233655872376,2.0,44.0,0.7333333333333333,1.0,0.0414676910671415
v661,864691135404277230,2,common + random routes,0.26312967237384444,0.03468760454469058,1.64,31.63,0.5271666666666667,1.0,0.026478750967821808
v661,864691135404277230,2,common + shuffled routes,0.2706214529299764,0.04450196178467209,2.0,32.0,0.5333333333333333,1.0,0.03397053152395379
v661,864691135404277230,2,common + surrogate ancestry,0.28746592622195877,0.06656850219762238,2.0,33.5,0.5583333333333333,1.0,0.05081500481593614
v661,864691135404277230,2,common-constrained SVD,0.3679830757246793,0.1720473083697948,2.0,60.0,1.0,1.0,0.1313321543186567
v661,864691135404277230,4,common + ancestry,0.4691683984651492,0.3046017655348502,4.0,35.0,0.2916666666666667,1.0,0.2325174770591266
v661,864691135404277230,4,common + depth bins,0.3669534321675689,0.1706984581700842,4.0,52.0,0.4333333333333333,1.0,0.1303025107615463
v661,864691135404277230,4,common + random routes,0.3101656586130001,0.09630552949953816,2.835,34.835,0.29029166666666667,1.0,0.07351473720697753
v661,864691135404277230,4,common + shuffled routes,0.3257967646507398,0.1167825386111897,3.995,35.0,0.2916666666666667,1.0,0.08914584324471722
v661,864691135404277230,4,common + surrogate ancestry,0.3717605769939623,0.1769958979144902,3.905,40.215,0.33512499999999995,1.0,0.13510965558793975
v661,864691135404277230,4,common-constrained SVD,0.5430812723968289,0.4014288607713059,4.0,120.0,1.0,1.0,0.3064303509908063
v661,864691135404277230,8,common + ancestry,0.5711818699575073,0.4382411113506046,8.0,39.0,0.1625,1.0,0.3345309485514847
v661,864691135404277230,8,common + depth bins,0.4602697269361676,0.2929443577007146,8.0,56.0,0.2333333333333333,1.0,0.223618805530145
v661,864691135404277230,8,common + random routes,0.41021803135524415,0.22737580330733756,5.47,40.255,0.16772916666666662,1.0,0.17356710994922153
v661,864691135404277230,8,common + shuffled routes,0.4268407915300312,0.24915189584602873,7.645,39.0,0.1625,1.0,0.1901898701240086
v661,864691135404277230,8,common + surrogate ancestry,0.5340971334139687,0.38965948914986065,7.645,48.525,0.20218749999999996,1.0,0.297446212007946
v661,864691135404277230,8,common-constrained SVD,0.7347291777899854,0.6524908070910097,8.0,240.0,1.0,1.0,0.4980782563839627
v661,864691135404277230,16,common + ancestry,0.7684316741152063,0.6966416383035108,14.0,80.0,0.1666666666666666,1.0,0.5317807527091837
v661,864691135404277230,16,common + depth bins,0.6663114510095289,0.5628624460972738,16.0,58.0,0.1208333333333333,1.0,0.4296605296035063
v661,864691135404277230,16,common + random routes,0.5580660134325602,0.42105912097065257,10.105,53.165,0.11076041666666664,1.0,0.3214150920265377
v661,864691135404277230,16,common + shuffled routes,0.582637246817914,0.4532478457289397,13.42,80.0,0.1666666666666666,1.0,0.3459863254118913
v661,864691135404277230,16,common + surrogate ancestry,0.7109079300751993,0.6212845760457546,13.355,88.015,0.1833645833333333,1.0,0.4742570086691765
v661,864691135404277230,16,common-constrained SVD,0.9250463116844628,0.9018094205948408,16.0,480.0,1.0,1.0,0.6883953902784403
