target_root_id,target_nucleus_id,shared_path_spearman_r,negative_tree_distance_spearman_r,shared_path_partial_r,same_major_branch_delta
864691135060651419,256550,-0.08841630182,-0.1833422705,-0.0126492532,-0.03678052101
864691135196576298,264888,-0.2966978755,-0.02448613621,-0.3580367383,-0.1590500249
864691135277186789,258209,0.1093762899,0.1140127039,0.0703918215,0.07256188495
864691135324623260,264889,0.2022599587,0.2507750798,-0.01432398447,0.05664109867
864691135409937097,291111,0.2523344908,0.06872586873,0.3018221148,0.1366755203
864691135739661169,264871,-0.4539206495,-0.1484299659,-0.4171652613,-0.1405286151
864691135810666525,256456,0.1034196538,-0.1995267659,0.0904821776,0.05129972862
