seed,task,phase,optimizer,rule,rate,selected_rate,common_rate,best_step,validation_nmse,test_nmse,path_rank_one_capture,path_effective_rank,path_unit_oracle_capture,path_calibrated_oracle_capture,credit_rank_one_capture,credit_effective_rank,credit_unit_oracle_capture,credit_calibrated_oracle_capture,eligibility_calibrated_oracle_capture,loss_eligibility_calibrated_oracle_capture
101,ungated_independent,development,adam,exact,0.003,False,False,4096,0.0163621913043454,0.0162334900851963,0.9999999999999996,1.000000000000001,0.7087397063617152,0.988952345297453,1.0000000000000002,0.9999999999999994,0.7087397063617152,0.9889523452974528,0.9967595272720224,0.9958308534743237
101,ungated_independent,development,adam,exact,0.01,False,False,4096,0.0034992437795205,0.0031419582443545,1.000000000000002,0.999999999999996,0.6718245503958975,0.9988047610868392,1.0000000000000002,0.9999999999999998,0.6718245503958973,0.9988047610868388,0.9997201756153512,0.9996253658277574
101,ungated_independent,development,adam,exact,0.03,False,False,4096,0.0001141926161434,9.713067255586556e-05,0.9999999999999996,1.0000000000000009,0.6681660455683704,0.9994673339448528,1.0,1.0,0.6681660455683702,0.999467333944853,0.9997115016858252,0.9997109659704692
101,ungated_independent,development,adam,unit_broadcast,0.003,False,False,4096,0.0085326562179351,0.0084239847050322,0.999999999999998,1.0000000000000038,0.6701796092795391,0.9963066095974346,1.0,1.0,0.6701796092795393,0.9963066095974346,0.998799260530698,0.9985151023663752
101,ungated_independent,development,adam,unit_broadcast,0.01,False,False,4096,0.0010837640420323,0.0010097009056381,1.0000000000000018,0.9999999999999966,0.6694227426933325,0.9989006446430182,0.9999999999999996,1.0000000000000009,0.6694227426933325,0.998900644643018,0.9996329742807172,0.999599569122091
101,ungated_independent,development,adam,unit_broadcast,0.03,False,False,4096,6.431137361107556e-05,5.532960793404071e-05,0.9999999999999996,1.0000000000000009,0.6677089438511297,0.9994641460257396,1.0,1.0000000000000004,0.6677089438511297,0.9994641460257394,0.9998058774952716,0.9997835196795845
101,ungated_independent,development,adam,calibrated_broadcast,0.003,False,False,4096,0.0104989752363755,0.0104385748372955,1.0000000000000029,0.9999999999999948,0.6709992608299361,0.9956769835821108,0.9999999999999998,1.0000000000000004,0.6709992608299359,0.9956769835821112,0.9985766774228486,0.9982303517455948
101,ungated_independent,development,adam,calibrated_broadcast,0.01,False,False,4096,0.0016304784966409,0.0015321677693079,1.0000000000000018,0.9999999999999964,0.6694027024747607,0.9986969473529536,1.0000000000000002,0.9999999999999994,0.669402702474761,0.9986969473529538,0.9996006019444996,0.9995439222796528
101,ungated_independent,development,adam,calibrated_broadcast,0.03,False,False,4096,6.935958175633455e-05,6.050388032222239e-05,1.000000000000002,0.999999999999996,0.6679307681307133,0.9994062259581282,1.0,1.0000000000000004,0.667930768130713,0.9994062259581278,0.9998001742011412,0.9997764371603548
101,ungated_independent,development,sgd,exact,0.03,False,False,4096,0.0083192204217336,0.0081942885526672,0.9999999999999996,1.0000000000000009,0.6667539864710401,0.9991014954071816,1.0,1.0000000000000004,0.6667539864710401,0.999101495407181,0.9996112607164572,0.9994982811560502
