cohort,run_dir,config_index,family,task,core,strategy,feedback,depth,seed,transfer_output_activation,input_convention_valid,publication_included,exclusion_reason
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,20,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,21,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,22,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,23,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,24,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,25,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,26,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,27,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,28,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,29,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,30,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,31,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,32,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,33,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,34,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,35,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,36,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,37,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,38,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,39,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,40,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,41,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,42,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,43,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,44,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,45,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,46,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,47,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,48,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_backprop_20260803232944,49,inhibition,noise_resilience,dendritic_shunting,standard,backprop,3,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,0,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,1,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,2,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,3,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,4,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,5,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,6,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,7,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,8,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,9,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,10,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,11,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,12,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,13,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,14,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,15,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,16,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,17,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,18,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,19,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,20,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,21,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,22,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,23,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,24,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,25,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,26,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,27,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,28,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,29,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,30,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,31,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,32,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,33,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,34,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,35,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,36,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,37,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,38,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,39,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,40,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,41,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,42,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,43,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,44,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,45,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,46,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,47,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,48,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,49,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,50,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,51,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,52,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,53,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,54,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,55,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,56,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,57,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,58,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,59,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,60,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,61,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,62,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,63,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,64,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,65,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,66,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,67,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,68,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,69,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,70,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,71,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,72,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,73,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,74,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,75,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,76,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,77,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,78,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,79,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,80,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,81,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,82,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,83,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,84,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,85,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,86,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,87,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,88,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,89,inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,3,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,90,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,91,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_inhibition_dose_noise_shunting_local3f_20260803232949,92,inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
