branches,conflict_probability,epoch,condition,state_comparison,mean_cosine,sd_cosine,mean_signed_signal,negative_gradient_seeds,n_seeds
2,0.6,250,gated_point_emulation,own_state,1,0,1,0,20
2,0.6,250,neuron_shared_k1,common_exact_state,-0.222375033796,0.0295508826501,-0.529744420946,20,20
2,0.6,250,neuron_shared_k1,own_state,0.536055290699,0.0199453581857,0.0543417768553,0,20
2,0.6,250,within_neuron_deranged,common_exact_state,-0.405473123491,0.025886681253,-2.05948886871,20,20
2,0.6,250,within_neuron_deranged,own_state,-0.944634464383,0.0103485264301,-0.345455272496,20,20
2,0.666666666667,0,backpropagation,common_exact_state,1,0,1,0,20
2,0.666666666667,0,backpropagation,own_state,1,0,1,0,20
2,0.666666666667,0,correct_path,common_exact_state,1,0,1,0,20
2,0.666666666667,0,correct_path,own_state,1,0,1,0,20
2,0.666666666667,0,gated_point_emulation,common_exact_state,1,0,1,0,20
2,0.666666666667,0,gated_point_emulation,own_state,1,0,1,0,20
2,0.666666666667,0,neuron_shared_k1,common_exact_state,0.995419818163,0.00246976680894,0.33431378454,0,20
2,0.666666666667,0,neuron_shared_k1,own_state,0.995419818163,0.00246976680894,0.33431378454,0,20
2,0.666666666667,0,within_neuron_deranged,common_exact_state,-0.981347298622,0.0108958111666,-0.33137242049,20,20
2,0.666666666667,0,within_neuron_deranged,own_state,-0.981347298622,0.0108958111666,-0.33137242049,20,20
2,0.666666666667,1,backpropagation,common_exact_state,1,0,1,0,20
2,0.666666666667,1,backpropagation,own_state,1,0,1,0,20
2,0.666666666667,1,correct_path,common_exact_state,1,0,1,0,20
2,0.666666666667,1,correct_path,own_state,1,0,1,0,20
2,0.666666666667,1,gated_point_emulation,common_exact_state,1,0,1,0,20
2,0.666666666667,1,gated_point_emulation,own_state,1,0,1,0,20
2,0.666666666667,1,neuron_shared_k1,common_exact_state,0.995065045357,0.00263282033522,0.325979393721,0,20
2,0.666666666667,1,neuron_shared_k1,own_state,0.995444008708,0.00237055466616,0.3315140903,0,20
2,0.666666666667,1,within_neuron_deranged,common_exact_state,-0.982958164811,0.00894821221958,-0.348041203618,20,20
2,0.666666666667,1,within_neuron_deranged,own_state,-0.981696873903,0.0104500991331,-0.326401521265,20,20
2,0.666666666667,10,backpropagation,common_exact_state,1,0,1,0,20
2,0.666666666667,10,backpropagation,own_state,1,0,1,0,20
2,0.666666666667,10,correct_path,common_exact_state,1,0,1,0,20
2,0.666666666667,10,correct_path,own_state,1,0,1,0,20
2,0.666666666667,10,gated_point_emulation,common_exact_state,1,0,1,0,20
2,0.666666666667,10,gated_point_emulation,own_state,1,0,1,0,20
2,0.666666666667,10,neuron_shared_k1,common_exact_state,0.972550150752,0.0143734296258,0.245632024109,0,20
2,0.666666666667,10,neuron_shared_k1,own_state,0.994646918774,0.00256992859427,0.307013647258,0,20
2,0.666666666667,10,within_neuron_deranged,common_exact_state,-0.975416624546,0.0110292383891,-0.508735956252,20,20
2,0.666666666667,10,within_neuron_deranged,own_state,-0.98127270937,0.00899917094837,-0.287167935073,20,20
2,0.666666666667,50,backpropagation,common_exact_state,1,0,1,0,20
2,0.666666666667,50,backpropagation,own_state,1,0,1,0,20
2,0.666666666667,50,correct_path,common_exact_state,1,0,1,0,20
2,0.666666666667,50,correct_path,own_state,1,0,1,0,20
2,0.666666666667,50,gated_point_emulation,common_exact_state,1,0,1,0,20
2,0.666666666667,50,gated_point_emulation,own_state,1,0,1,0,20
2,0.666666666667,50,neuron_shared_k1,common_exact_state,-0.34818097204,0.0438677344961,-0.126309412718,20,20
2,0.666666666667,50,neuron_shared_k1,own_state,0.969626954198,0.00838789747194,0.214437412471,0,20
2,0.666666666667,50,within_neuron_deranged,common_exact_state,-0.878661596775,0.0165362062208,-1.25261882543,20,20
2,0.666666666667,50,within_neuron_deranged,own_state,-0.951959234476,0.0140952169138,-0.203185620904,20,20
2,0.666666666667,100,backpropagation,common_exact_state,1,0,1,0,20
2,0.666666666667,100,backpropagation,own_state,1,0,1,0,20
2,0.666666666667,100,correct_path,common_exact_state,1,0,1,0,20
2,0.666666666667,100,correct_path,own_state,1,0,1,0,20
2,0.666666666667,100,gated_point_emulation,common_exact_state,1,0,1,0,20
2,0.666666666667,100,gated_point_emulation,own_state,1,0,1,0,20
2,0.666666666667,100,neuron_shared_k1,common_exact_state,-0.488687832654,0.0326503275802,-0.494025523961,20,20
2,0.666666666667,100,neuron_shared_k1,own_state,0.889081150293,0.0160101809055,0.13499939777,0,20
2,0.666666666667,100,within_neuron_deranged,common_exact_state,-0.747796392441,0.0218817309508,-1.98805104494,20,20
2,0.666666666667,100,within_neuron_deranged,own_state,-0.920968824625,0.0196076304504,-0.200883331895,20,20
2,0.666666666667,250,backpropagation,common_exact_state,1,0,1,0,20
2,0.666666666667,250,backpropagation,own_state,1,0,1,0,20
2,0.666666666667,250,correct_path,common_exact_state,1,0,1,0,20
2,0.666666666667,250,correct_path,own_state,1,0,1,0,20
