seed,branches,epoch,state_comparison,interpolated_zero_alignment,no_observed_positive_to_negative_crossing
11016,2,0,common_exact_state,,True
11016,2,0,own_state,,True
11016,2,1,common_exact_state,,True
11016,2,1,own_state,,True
11016,2,10,common_exact_state,0.891011517452,False
11016,2,10,own_state,,True
11016,2,50,common_exact_state,0.585597705736,False
11016,2,50,own_state,,True
11016,2,100,common_exact_state,0.429882095564,False
11016,2,100,own_state,0.987675690775,False
11016,2,250,common_exact_state,0.363156079552,False
11016,2,250,own_state,0.948449104051,False
11016,4,0,common_exact_state,0.677104417836,False
11016,4,0,own_state,0.677104417836,False
11016,4,1,common_exact_state,0.672978221776,False
11016,4,1,own_state,0.6769652891,False
11016,4,10,common_exact_state,0.636501052087,False
11016,4,10,own_state,0.675873936501,False
11016,4,50,common_exact_state,0.505479111496,False
11016,4,50,own_state,0.673117206325,False
11016,4,100,common_exact_state,0.400620223232,False
11016,4,100,own_state,0.671587205485,False
11016,4,250,common_exact_state,0.279002778605,False
11016,4,250,own_state,0.669865790092,False
11016,8,0,common_exact_state,0.574302330992,False
11016,8,0,own_state,0.574302330992,False
11016,8,1,common_exact_state,0.572684443787,False
11016,8,1,own_state,0.574293837372,False
11016,8,10,common_exact_state,0.557762041711,False
11016,8,10,own_state,0.57422143669,False
11016,8,50,common_exact_state,0.495175010489,False
11016,8,50,own_state,0.573949349024,False
11016,8,100,common_exact_state,0.431253170444,False
11016,8,100,own_state,0.573631892443,False
11016,8,250,common_exact_state,0.31391956614,False
11016,8,250,own_state,0.572559608887,False
11017,2,0,common_exact_state,,True
11017,2,0,own_state,,True
11017,2,1,common_exact_state,0.989339710219,False
11017,2,1,own_state,,True
11017,2,10,common_exact_state,0.878146373523,False
11017,2,10,own_state,,True
11017,2,50,common_exact_state,0.580676763302,False
11017,2,50,own_state,0.993678320863,False
11017,2,100,common_exact_state,0.428405827581,False
11017,2,100,own_state,0.983167330995,False
11017,2,250,common_exact_state,0.375928546176,False
11017,2,250,own_state,0.95830647611,False
11017,4,0,common_exact_state,0.667385190974,False
11017,4,0,own_state,0.667385190974,False
11017,4,1,common_exact_state,0.66288790789,False
11017,4,1,own_state,0.66729367422,False
11017,4,10,common_exact_state,0.623785332582,False
11017,4,10,own_state,0.666598071784,False
11017,4,50,common_exact_state,0.490931397415,False
11017,4,50,own_state,0.664636900639,False
11017,4,100,common_exact_state,0.391910398818,False
11017,4,100,own_state,0.663600337992,False
11017,4,250,common_exact_state,0.275582508641,False
11017,4,250,own_state,0.662518735524,False
11017,8,0,common_exact_state,0.581083131291,False
11017,8,0,own_state,0.581083131291,False
11017,8,1,common_exact_state,0.579311482709,False
11017,8,1,own_state,0.581067928994,False
11017,8,10,common_exact_state,0.563234351738,False
11017,8,10,own_state,0.580931915333,False
11017,8,50,common_exact_state,0.498082870798,False
11017,8,50,own_state,0.580342150697,False
11017,8,100,common_exact_state,0.434853687349,False
11017,8,100,own_state,0.579631679117,False
11017,8,250,common_exact_state,0.318052877491,False
11017,8,250,own_state,0.577644121942,False
11018,2,0,common_exact_state,,True
11018,2,0,own_state,,True
11018,2,1,common_exact_state,0.989071921369,False
11018,2,1,own_state,,True
11018,2,10,common_exact_state,0.885052354728,False
