cohort,config_index,method,dataset,core,core_type,depth,seed,test_accuracy,test_categorical_loglikelihood,best_epoch,checkpoint_tensor_count,checkpoint_bytes,checkpoint_sha256,config_sha256,latest_log_critical_count,used_streaming_evaluation
bp_noise_additive,8,backpropagation,noise_resilience,additive,dendritic_additive,1,50,0.3110000193119049,-1.1224496364593506,3,15,1258832202,30523bb9107d6c439e97576f353a58c14336831a44e35fdfc257dd57f2586dbc,3e6dd39cc77af29bc7d85abca6cda2e7b7456337990a62f16dbc49b8784b94a4,0,True
exact_noise_additive,8,exact_transport,noise_resilience,additive,dendritic_additive,1,50,0.3190000057220459,-1.1196320056915283,3,15,1258832202,34e44ab541a47802c8cda044a97a5f5088ed250dd94eabd73e566430878b7164,fe766c867eb5ea8e5d36213dfb023c85347fba6d9ed83c4591fad0fe9e94b282,0,True
bp_noise_additive,9,backpropagation,noise_resilience,additive,dendritic_additive,1,51,0.3540000021457672,-1.1180148124694824,5,15,1258832202,d72c5fc587dbbc5852a9e73e5626ad89295cb1196fae0c63b5eb9c8faffd4c6a,646780d6234e4c67f41de807c95cc4430d401125890f5016a2cc861f190913eb,0,False
exact_noise_additive,9,exact_transport,noise_resilience,additive,dendritic_additive,1,51,0.34300002455711365,-1.1143195629119873,4,15,1258832202,651738c95857335f8a5a37059041fa0d9cea365e242395f25ee1492e35b13869,aa087872f12062d5bef0789aa01994669ac6cb6283c5e30da31bc7cc92338efa,0,False
bp_noise_additive,10,backpropagation,noise_resilience,additive,dendritic_additive,2,42,0.3370000123977661,-1.1329960823059082,4,23,3776472466,b03fd0d370c2afaae941a31e17bf0db2cf5249c3022465bc9124bb8d9550ea72,235cf583d47ce3187b4b698eaee168f2be3c60d6d311fd805a4cc67dc748b265,0,False
exact_noise_additive,10,exact_transport,noise_resilience,additive,dendritic_additive,2,42,0.3370000123977661,-1.1329960823059082,4,23,3776472466,8a8d93a79699a614a47a4800025dad1beb85e7c3b37cfb896ed019129efc574c,0602dae79e4d67d4b7e8011dc8e1aa7e576c850bb07416a37bd00a1cfb5aa001,0,False
bp_noise_additive,11,backpropagation,noise_resilience,additive,dendritic_additive,2,43,0.35500001907348633,-1.1111202239990234,2,23,3776472466,e5cdae8693a656ca72646f7b25ff2a683918ab28a592b5447c49174db2fce77f,6e912e925a7bfd50fdf3ff8f16e11a49beab6f432a558251fb2f1542c1143da1,0,False
exact_noise_additive,11,exact_transport,noise_resilience,additive,dendritic_additive,2,43,0.35500001907348633,-1.1111310720443726,2,23,3776472466,0ea32b93beb27067e4ba3514ef320173e51ab833394cc629ba6e1758becddc35,4fbb6aa3a5ccaa2a463bb2ae9b6ec62c4cc512d39e450a47a4d97433d57ad10d,0,False
bp_noise_additive,12,backpropagation,noise_resilience,additive,dendritic_additive,2,44,0.3100000023841858,-1.127690315246582,2,23,3776472466,fa21b3123f76608bed7885af8034686026c5e74a05930fc3a5bccc001013906d,99a83ac5df3e6008c0d200ec050ad4378b04ee6c80538e05e1ce6384e599d598,0,False
exact_noise_additive,12,exact_transport,noise_resilience,additive,dendritic_additive,2,44,0.3050000071525574,-1.125787377357483,2,23,3776472466,934e135a5edffb6ffcc2d27af6b7c60dcf22203a02f39ce6f83879b5b7397fb2,18850befa3505f2c508ea0949c4f0e74cf88d44223844c17cecaee31fa6d93cd,0,False
bp_noise_additive,13,backpropagation,noise_resilience,additive,dendritic_additive,2,45,0.33500000834465027,-1.123552680015564,2,23,3776472466,ef133cad6ce4a5056a415ed3140266fc1377d0853eb24fede6f4bd3d08b46193,f749adf729b478afe4a41aae831d8a8a76b9d332fbd5ae825db9bd47fdbb0d42,0,False
exact_noise_additive,13,exact_transport,noise_resilience,additive,dendritic_additive,2,45,0.33900001645088196,-1.123453974723816,2,23,3776472466,9b313e369e30172dfb740ad0a84c2c837cef85e8f6d3fd9bf628fd4389b286d6,e4ce55bbe20d7f23f20970ca14e30966fc50e53e78c01efd7c1a16d17a34299d,0,False
bp_noise_additive,14,backpropagation,noise_resilience,additive,dendritic_additive,2,46,0.3410000205039978,-1.1233890056610107,3,23,3776472466,7d98786614abc0c356944871e328c010f946cab8d3e286a141f036a20ec116cf,0e57843c3a78321e5e2e84c9720e9901921cf85ae05628a5d10fb337743df91d,0,False
exact_noise_additive,14,exact_transport,noise_resilience,additive,dendritic_additive,2,46,0.3290000259876251,-1.1259212493896484,3,23,3776472466,37da6af040c8dd2d5bbe1692235ee8fc026fbe3c779115b99048fbd429fc1eae,92dfd66c0f233485bcac05a702c43fa341c25c80d0c8df11a2746ea5b3ac7d47,0,False
bp_noise_additive,15,backpropagation,noise_resilience,additive,dendritic_additive,2,47,0.30800002813339233,-1.1299878358840942,2,23,3776472466,92e8213bfe4f5c071d24ba55143497da0d78489c0a3aef9e2e1b120f230108bf,2c73d24fb404dec633a29a7967d416130ccdfd2bf9dc3aee66026e719b7cc5f6,0,False
exact_noise_additive,15,exact_transport,noise_resilience,additive,dendritic_additive,2,47,0.30800002813339233,-1.1299877166748047,2,23,3776472466,a84e93c6a26b4b3db9e81ce60e5fbac5f6dc0c7ab1e5a20db267618ed0be24ea,01eb56f7ee74c3f9d0f0373cec650f4c762e477bf77ff5ee0b570d91606e1e05,0,False
bp_noise_additive,16,backpropagation,noise_resilience,additive,dendritic_additive,2,48,0.3680000305175781,-1.1068838834762573,2,23,3776472466,3ab1ba04ac75c9845bdecdf6c056739a3771d18ace79ebbdf9b80c05106e10e6,8b77b340614f0411a99ae1c86e92465c84709b2e8e12271ba48a7706b15a7b30,0,False
exact_noise_additive,16,exact_transport,noise_resilience,additive,dendritic_additive,2,48,0.3680000305175781,-1.1068838834762573,2,23,3776472466,d93251a0b44a7bb553299d24f3193ab33a8d7b489b46282fe3693fdfdcbb7235,020ef85c97a96002f5159f9334e2ce9fd03bda101dc5e8fc7ab8ccebb91a25c0,0,False
bp_noise_additive,17,backpropagation,noise_resilience,additive,dendritic_additive,2,49,0.3450000286102295,-1.1126573085784912,2,23,3776472466,8b6da4bb0b8d56434a4af71bbcd09b411d011f75e74adbacd59a7d6190a2b134,6eb741af2d38b42c30cda5cbcaf2c39c49e8138744dd04d5beca7d3571032f09,0,False
exact_noise_additive,17,exact_transport,noise_resilience,additive,dendritic_additive,2,49,0.3460000157356262,-1.1189290285110474,2,23,3776472466,194d70c97808a635d22066e328b736f640649d8162e7eb732cd31c0a3f08a127,7b6f9fc46b08e4d872177a9af6073897838aac1d93ffe2af62f857ce5c4c058b,0,False
bp_noise_additive,18,backpropagation,noise_resilience,additive,dendritic_additive,2,50,0.33100003004074097,-1.1173444986343384,2,23,3776472466,b10718d8c83c0a2f4511cfbee93a3e471958459b09ac77b33ed1abcfc02324c3,6995f850d28550137d8a159807311e4a85ae4f9f4704d1e774da367e0930ad19,0,False
exact_noise_additive,18,exact_transport,noise_resilience,additive,dendritic_additive,2,50,0.33100003004074097,-1.1173444986343384,2,23,3776472466,c44f3d9ce38521f0c78e9f3dc3b7924080f0727837fc2697f0a57b2fa3b3d75c,37dc9a46f7c610c4f3b575a1da715b0d32b2860f1787897e9a36b508b9856cb4,0,False
bp_noise_additive,19,backpropagation,noise_resilience,additive,dendritic_additive,2,51,0.34700000286102295,-1.1147592067718506,2,23,3776472466,900f1622c5d373a4025e7c364e9e0df0ac3e03e4f2cc944047ceb6d943b06a8c,88a08833679d8df5f3823af785cc59d52ffb83e8770091d8601f1667e1e694b2,0,False
exact_noise_additive,19,exact_transport,noise_resilience,additive,dendritic_additive,2,51,0.34700000286102295,-1.1147593259811401,2,23,3776472466,36ec909da0631408ed8ec83eea4adb02dda48848cf56c15db1530373cd4fdba8,72f9da0e5f10f66b98fe904bc8d717d75258f00344c57d1b74dd717a69c16627,0,False
bp_noise_additive,20,backpropagation,noise_resilience,additive,dendritic_additive,3,42,0.34700000286102295,-1.113023042678833,2,31,8811750514,8da2e2599f434e1280c965612a21625c2928010700ea2a3fe29f01600b1f5611,0b495b6a07b04bdd09bdfc0f20f21e1c5d33ae880583f546916a0d1d493189bb,0,False
exact_noise_additive,20,exact_transport,noise_resilience,additive,dendritic_additive,3,42,0.32500001788139343,-1.1221762895584106,3,31,8811750514,ae91ee322ce8259e17a356696ff531a461a8740610abba261a5ff1ba4a4b8a5e,c8dc5a9001f1e5694c1aae48ad11760dc5ebd5e68cf8cf7f6808bfba94351135,0,False
bp_noise_additive,21,backpropagation,noise_resilience,additive,dendritic_additive,3,43,0.33000001311302185,-1.1176975965499878,1,31,8811750514,5ce3cb240275ad195d7e81d253c306e9c2e1843cfd2303c55912c22516e1b357,af105e3dde962fa0bbff2cc0a6c3439585bab6476c07fe5c9bb16c0f51c4ed9d,0,False
exact_noise_additive,21,exact_transport,noise_resilience,additive,dendritic_additive,3,43,0.3450000286102295,-1.1178171634674072,1,31,8811750514,8aaaf2e088f7e6f248241613b05ac1b099e0bd3e0dc718a1c3bfdab621f29c05,820243cc3433dfde6f92c3b4651f22aaa035476355d1343909249bd31be45bd0,0,False
bp_noise_additive,22,backpropagation,noise_resilience,additive,dendritic_additive,3,44,0.3290000259876251,-1.1149407625198364,2,31,8811750514,b81325a90469be846e24fc1ed8ee26b942771c199448485467c9c55fc532542f,5fd603e2a6fcdaff61b858a1b238c42f60d450f749be1fb87aa45bd3b95cc10a,0,False
exact_noise_additive,22,exact_transport,noise_resilience,additive,dendritic_additive,3,44,0.3410000205039978,-1.1168594360351562,1,31,8811750514,7ad830291a54c1cb4436e16b6fa1fc267429d05cda7b3ca53e895172a9d9f533,fe07303102cde1835fb28544038f76e19c79a6bf2303618b197cf10c681724ef,0,False
bp_noise_additive,23,backpropagation,noise_resilience,additive,dendritic_additive,3,45,0.3330000042915344,-1.120620846748352,3,31,8811750514,ca350513c8d2a89c6726e6cab6e30b38f7e6c060de6864e5461112a90d714515,b732ec8b0915999dbc8055c08855c73f948f994b57dec52a73d12b7dfb54b0a0,0,False
exact_noise_additive,23,exact_transport,noise_resilience,additive,dendritic_additive,3,45,0.3190000057220459,-1.1154221296310425,2,31,8811750514,9abb0d5ae3a753dd1d2bb2afe02c566d5643c36a2e2cf742970fc9a2a7625405,a0ca94286e2aa87e1c61f86c351473d6c528e71fd61483975875c390b97ef4f2,0,False
bp_noise_additive,24,backpropagation,noise_resilience,additive,dendritic_additive,3,46,0.3240000009536743,-1.1188124418258667,2,31,8811750514,91a44214cf51a4083858eaf17848f5c9faaa225604d6025fdda9b448bb5150fb,bc44c74f705fe4f8c666ab0349a68bc2cf20b30b821b3fcf71099a44ae577827,0,False
exact_noise_additive,24,exact_transport,noise_resilience,additive,dendritic_additive,3,46,0.32500001788139343,-1.1188268661499023,2,31,8811750514,c366c44f18c2257097070ea587c1ca8fe039d9fa85cd573ba38347aed433c878,67aaeee050aee02a6965ced8a0e8bef28a662222371ab7ec36007b49aad14252,0,False
bp_noise_additive,25,backpropagation,noise_resilience,additive,dendritic_additive,3,47,0.33100003004074097,-1.1210319995880127,2,31,8811750514,9aa1cb672d8cba9e8078ddf8cf268beb905444b85d8b2060cedb66fb1263f429,24d90b674a2cf1cc2f6395d3c573765445b62af974962330427832aa9d475ea1,0,False
exact_noise_additive,25,exact_transport,noise_resilience,additive,dendritic_additive,3,47,0.3320000171661377,-1.1207691431045532,2,31,8811750514,ab19369a23eec4561bc341468b2f668fa8db8ab42342a4b4f9e517eb0e695108,f641a3890313b0d7d1e04115556383932d4738dea6aa8ca8a9f79d71cbc29ff1,0,False
bp_noise_additive,26,backpropagation,noise_resilience,additive,dendritic_additive,3,48,0.32600000500679016,-1.1160820722579956,2,31,8811750514,4f78f5b62d2ed3b579d6b089f0344105c191eced20a2e752687bfe774e7aeca1,1026122882c767f50aaaf2f5414001cead156ce30e0721b0d1b7bb4192567635,0,False
exact_noise_additive,26,exact_transport,noise_resilience,additive,dendritic_additive,3,48,0.32600000500679016,-1.1160820722579956,2,31,8811750514,aa9c66fbff33b20bd41f4a55279891bb9c1ca333871de323d1c416bda28c9df6,edbf5ec7509a8e31e2de4014d82acd9f97a8ff90e541a9ba571139431dd4db95,0,False
bp_noise_additive,27,backpropagation,noise_resilience,additive,dendritic_additive,3,49,0.3630000054836273,-1.1108921766281128,2,31,8811750514,94c2fcec1bdc94b8c4702fd646ab7397b0d27a70566da7c2eb42e688ebb7f446,28126562adc43631bf6f6366f42cde5c9a4e69d484b08fe65eb4489dc09da0e1,0,False
exact_noise_additive,27,exact_transport,noise_resilience,additive,dendritic_additive,3,49,0.3630000054836273,-1.1108921766281128,2,31,8811750514,52a5b4e43a9e6b337f06c565f17cd93f7cd9b5c3a882152654301e0297832e13,080f231e521e1e398b15176fceef0c62186b0f2160fc1cf9f92ed001c13b1421,0,False
bp_noise_additive,28,backpropagation,noise_resilience,additive,dendritic_additive,3,50,0.3440000116825104,-1.1097667217254639,2,31,8811750514,98de08eb984b27219aaed14306011ebb140fb1b85938a21359937e7d447da9d8,ad974c4a9f162c64a64ba10f0d6ca90516788701ff868366c6cacf07f762f363,0,False
exact_noise_additive,28,exact_transport,noise_resilience,additive,dendritic_additive,3,50,0.35100001096725464,-1.109613299369812,2,31,8811750514,d9467f761651f3b64337e1fb1468a58b3041259579dac9b8bb24367e58c0629f,6f83ec63d203b940c4588e7bee862b42f008184a2dfa48a885b0b74d675c21c7,0,False
bp_noise_additive,29,backpropagation,noise_resilience,additive,dendritic_additive,3,51,0.33500000834465027,-1.118505835533142,2,31,8811750514,7c0f16199843e73a7be260b347bd4e2e5951de269acfa267ba1e6d250e3bcf9f,5fe06767abc49da78e774d9603f81125bf13e810c4fd2aa6baaf002b74750c43,0,False
exact_noise_additive,29,exact_transport,noise_resilience,additive,dendritic_additive,3,51,0.3330000042915344,-1.1185517311096191,2,31,8811750514,29b6bdf8723147a58006eecee6d7c50a8dc053b6ec0cfc447e7cf4a78566bdbf,1c739a881ac026aea5ba5821135a4b68fc4b72a2170087eb3eda3e2011beccdb,0,False
bp_noise_additive,30,backpropagation,noise_resilience,additive,dendritic_additive,4,42,0.3410000205039978,-1.1132280826568604,1,39,18882302474,0ac0ba2c8fea292e5fb13239557faabc0e6b94af790e833a69188f0da0e5111e,baeb81e9804c0fbe50a49d09a9b8428e7f2fe5dd7b3dcee38558cc463c0cb5fe,0,False
exact_noise_additive,30,exact_transport,noise_resilience,additive,dendritic_additive,4,42,0.33400002121925354,-1.1122539043426514,2,39,18882302474,bb0cb92bc2575f82c1bd3d9caad080323daf05d353568b3d4612471fb22aa020,d32edef5f20c35e12efa3be63c8884c3096be3226c0908a1fbd831dd81cb2ea3,0,True
bp_noise_additive,31,backpropagation,noise_resilience,additive,dendritic_additive,4,43,0.3270000219345093,-1.1191219091415405,1,39,18882302474,743184dfd91f919039844ae337163d8f546866552117b4b3d5b33b0e68a8d16b,655181d02a130da8dce86f30e50492618239f9403fb709be7a3bf10e5c217ab7,0,False
exact_noise_additive,31,exact_transport,noise_resilience,additive,dendritic_additive,4,43,0.32600000500679016,-1.119118571281433,1,39,18882302474,ef279cfd722b0f9123216be4c786a0870ce31bb1556a47984047cde53ce366db,3359e8795bdd2adb7bf015292d36e7e43faf44ca2086f69caec364fa0cf40fca,0,True
bp_noise_additive,32,backpropagation,noise_resilience,additive,dendritic_additive,4,44,0.34200000762939453,-1.111161708831787,1,39,18882302474,12af4a00a234ae9c8a5ae2ee4fa1319d0df1ffb2bf5e1bf9e233bcbcea6d0e9e,f1c1d878bb19ebd5883ca9e4c6a2a3eeceb59e98bf5e879e6ffaec2ae896d2d9,0,False
exact_noise_additive,32,exact_transport,noise_resilience,additive,dendritic_additive,4,44,0.3570000231266022,-1.1128276586532593,2,39,18882302474,7a8bbf199eea48e56020438faf3f8a48e185d5190959206b22c3d607e4f89013,47a2dce1b3610aec1991daf82fe18254cc6ca4f67718892335fd5c6881253113,0,True
bp_noise_additive,33,backpropagation,noise_resilience,additive,dendritic_additive,4,45,0.34700000286102295,-1.1112291812896729,1,39,18882302474,bd34d76ee2ec7e749ded19e9bf0ce017d238f78424a8cec75b3179077b18b2dc,3e2a7e215377c5f8774afeefbbb2c5e89497ee5497fc86e349eae6298a1bc751,0,False
exact_noise_additive,33,exact_transport,noise_resilience,additive,dendritic_additive,4,45,0.3450000286102295,-1.117701768875122,2,39,18882302474,fbb2430fabe1a511c17c1162704d0c537a45f5e97cd44e18a1b2ffeaa284cc36,168a7b7295f9b8e45dc68046267e85afe5f54a8bf072bda0fad5757758390b1b,0,True
bp_noise_additive,34,backpropagation,noise_resilience,additive,dendritic_additive,4,46,0.3400000035762787,-1.1174108982086182,2,39,18882302474,bfb682b65dc34c40c9823b09d043bd90562bd342cd3df144548f257cd18f6dd1,f97a0d414cd9981d141b4c5683acbe0f12242d0a1403338e0df72163e2e29190,0,False
exact_noise_additive,34,exact_transport,noise_resilience,additive,dendritic_additive,4,46,0.3440000116825104,-1.118798851966858,1,39,18882302474,917d92f0df834880035d5a125aef25156d693a9e2db858ebd1211cd8e3ea50b5,69c18f9a11c8e57e86fd209bf26200411a365c4c1c0a9d0519f8c8cd9e8ecbcc,0,True
bp_noise_additive,35,backpropagation,noise_resilience,additive,dendritic_additive,4,47,0.30900001525878906,-1.1240959167480469,2,39,18882302474,c1390293f98aafc025abf798fb747bf5b2649bb3e9a27363a782366ac3b9cf4c,26ca48c9beb11952369a20fd73d6bab6f6d7d70d2092a6eaf0227d691fa00391,0,False
exact_noise_additive,35,exact_transport,noise_resilience,additive,dendritic_additive,4,47,0.32100000977516174,-1.1263322830200195,2,39,18882302474,c2a31be4f3a030569111493de38747ab1567e8835c9df3742b936a543a85a663,ae3bbefc4705f2a69c70993c492197782168b790b8b841784da3f9749a9efe50,0,True
bp_noise_additive,36,backpropagation,noise_resilience,additive,dendritic_additive,4,48,0.3370000123977661,-1.1103509664535522,1,39,18882302474,74f5857cc0b019e59115465fc905d84741345d6d1db26982af5d5d105f2c8aa7,8c89d16800b78d2288de92d1f6f8f4f413e489b2bd444de76ee00c34605685a3,0,False
exact_noise_additive,36,exact_transport,noise_resilience,additive,dendritic_additive,4,48,0.33800002932548523,-1.1093558073043823,1,39,18882302474,bddf60a335f7b35989971fa18ed343f07f4cae02c230e0205bedba86273d7b69,3e48cb9a82e74c0459585ad2ed19c021f9f19a45b86c7f3ceda72af796405ae1,0,True
bp_noise_additive,37,backpropagation,noise_resilience,additive,dendritic_additive,4,49,0.34700000286102295,-1.1144345998764038,2,39,18882302474,59e375ae60ed3b6f1a7ae67dff846e9bb6968a3e4b1d3e8878ed322805ffbe4a,1f570637714f62dc5d66a7ac738ff312f16675f2ae8a2fb99f8be58f6278b016,0,False
exact_noise_additive,37,exact_transport,noise_resilience,additive,dendritic_additive,4,49,0.32600000500679016,-1.1178669929504395,1,39,18882302474,37e85ecf83214384372c41e78a9f16aa5889956ad8d74c8a3273e7de333f668d,d3038d90362d17cdb81fd995348b050185cf58d1ecae6ec0acea3d995acff883,0,True
bp_noise_additive,38,backpropagation,noise_resilience,additive,dendritic_additive,4,50,0.36900001764297485,-1.104987382888794,2,39,18882302474,4eb48aa861bd46fc0612bff2150747947092ec513e4730dedcf9e79ff27a1d49,f31817bb7f0e2d5fdcb7f632320182e2e613a62030ccd9c91d19026770fcd590,0,False
exact_noise_additive,38,exact_transport,noise_resilience,additive,dendritic_additive,4,50,0.3100000023841858,-1.1168206930160522,1,39,18882302474,6183a6ce66ccd2a57a2f20f1334eeb192334370a829507355ebd5c3b03a95ccf,0a9ef9ec34789ee1c130d25b953a80e705d7bb190993dee890b47282d71e08f5,0,True
bp_noise_additive,39,backpropagation,noise_resilience,additive,dendritic_additive,4,51,0.32200002670288086,-1.1234380006790161,2,39,18882302474,5cb8493c6f27e909d38f476ea5b1d331b17a39e15ea3c81f585b84a36e4e867b,f368c1e9185d31dea55466fedee38614359c9e99cba696b0a2e1c922d5e4467c,0,False
exact_noise_additive,39,exact_transport,noise_resilience,additive,dendritic_additive,4,51,0.32600000500679016,-1.1234955787658691,2,39,18882302474,a97c9945effc65d2562fc791478c949703bab094d2570785114829c530e09c85,1a1e2a29b77cd8ad12d1038445d63926db4e2f22bbc932fd33b67b72b0d91c21,0,True
bp_noise_shunting,0,backpropagation,noise_resilience,shunting,dendritic_shunting,1,42,0.3190000057220459,-1.100480556488037,44,15,1258832202,99f85492c704f9785360789efce93db97e19a15f97e5c8bfebd3071bc5d01ea3,00b11d2f8b827e58c38d6b06b7c3f7baee45d8f97bb2a5fa98f0bacc14b3f342,0,True
exact_noise_shunting,0,exact_transport,noise_resilience,shunting,dendritic_shunting,1,42,0.32200002670288086,-1.1002000570297241,39,15,1258832202,fb3765198207f357eebbb05a530a76c396491bef01a8f2e1078d665783ce4fb5,83c8ecb7afac232d4c20a58959a8958799df49025b623a4374859520f16eda08,0,True
bp_noise_shunting,1,backpropagation,noise_resilience,shunting,dendritic_shunting,1,43,0.33900001645088196,-1.098373293876648,42,15,1258832202,2c1dd635f24f57fdffd23dc8acc7e54c4340b8744dfef18f4197a75e461e1a46,5025613aa3b01ae50609ff467e5e5655c1d0609b9ce4d1045c9ee4c289c86436,0,True
exact_noise_shunting,1,exact_transport,noise_resilience,shunting,dendritic_shunting,1,43,0.3580000102519989,-1.0978014469146729,47,15,1258832202,e65181609a18463dee005f39ec3a53065c75e60d70c1b7ddf42c2afd2cc9268b,7ab6520cea6c8570a1342ba34a85b8f1330f253f0280702fc2120474b24b6e65,0,False
bp_noise_shunting,2,backpropagation,noise_resilience,shunting,dendritic_shunting,1,44,0.33100003004074097,-1.0990954637527466,31,15,1258832202,5960e5b140f4dc1bf95b266a3e9e64da0934b8666afcc314292ac6931ab4ba7b,0df5a15496f48c80cb300a39f086cd710a94fe5c3b047738c9ca3a90e34c3473,0,True
exact_noise_shunting,2,exact_transport,noise_resilience,shunting,dendritic_shunting,1,44,0.33100003004074097,-1.099348545074463,31,15,1258832202,60994ab98683ab06d5ddb11b137d48cf133e3f8c98e432fba719845afe7d08af,3e6951d836037986798330d2b09fa4309b7ad7b9774c4a933bb45cdddb17fe76,0,False
bp_noise_shunting,3,backpropagation,noise_resilience,shunting,dendritic_shunting,1,45,0.367000013589859,-1.0961480140686035,57,15,1258832202,58493e9da7238122a8736349d836ff8ad992abc0658bf21329c7f4f9f265ab99,34a6c6e87ef790ae425142802af3ccd207cf2fb948a656b33b25178f8a50fae9,0,True
exact_noise_shunting,3,exact_transport,noise_resilience,shunting,dendritic_shunting,1,45,0.3680000305175781,-1.0963984727859497,57,15,1258832202,88a3c664dd3aa7610bddaa517ef5ef0a0e560db753c41e4b75fee1b0c88a25a2,d1d53f7a36d1c6c3de48b13d3f244fe45a1612f0f9a8261270d4d853500ce68f,0,False
bp_noise_shunting,4,backpropagation,noise_resilience,shunting,dendritic_shunting,1,46,0.3630000054836273,-1.0988328456878662,30,15,1258832202,1aa7fc644a580342df01d8b796c3a0de1c813a4b226baf8fd1e2914539f5f028,b0e009cb827921dd63bde81cb5facfbe8bde2d9ffab0708b5c5227c0c35011c1,0,True
exact_noise_shunting,4,exact_transport,noise_resilience,shunting,dendritic_shunting,1,46,0.3660000264644623,-1.098962664604187,30,15,1258832202,6ece174837a6791ae9aa80ad745827ef4327e25a429cbd4152a4d444ea17fba5,942a9f7cec2ffe0bbb2f641183b31feb653e97e17494eca7b1a94c926f0a9ae6,0,False
bp_noise_shunting,5,backpropagation,noise_resilience,shunting,dendritic_shunting,1,47,0.3100000023841858,-1.1084078550338745,55,15,1258832202,048d13ba994851f66ac9086a352eb3a5516912fad94736fc7bbcb491d5b2fb28,3aee24c2189a1df5ade5fe1eefdee42ebe4380335007287c0e83bb9ffcc7ed0b,0,True
exact_noise_shunting,5,exact_transport,noise_resilience,shunting,dendritic_shunting,1,47,0.2930000126361847,-1.1111207008361816,47,15,1258832202,4fb65546503a91ae9f382d326d7b52f83503f8f0d8501da4d0470f57ae689ff1,5820ffde2e2ef3226c55b0d53fe06cc9595da01e7c6772126eb4f7d9f526b703,0,True
bp_noise_shunting,6,backpropagation,noise_resilience,shunting,dendritic_shunting,1,48,0.35600000619888306,-1.0954856872558594,45,15,1258832202,eb0a37eb691cc11a9b3b0a520ff6e52ef1e39cf17a8db8cf2d12ba0a6a75eaaa,73df729f6426b691240f249c014364249b9db89376b3ed0962d43ca8fd146dee,0,True
exact_noise_shunting,6,exact_transport,noise_resilience,shunting,dendritic_shunting,1,48,0.36900001764297485,-1.0936614274978638,51,15,1258832202,37838e60a9f17dcc66accdd70b583ab7bf96c35c5c24bef4b9e2a7d760a8bfc8,94456f0a08877cbba2dac6456316bde79c3add6abcf2413a88384f1989c7f58a,0,False
bp_noise_shunting,7,backpropagation,noise_resilience,shunting,dendritic_shunting,1,49,0.3530000150203705,-1.1008504629135132,45,15,1258832202,8dd6eb04d965a56aa73d4059580930a9e25777c5b1bb61a7cffb2f5b4b21d245,3b771857db8685bcd6992028e24e4d4014d975e87944baca1675f5cde7e76076,0,True
exact_noise_shunting,7,exact_transport,noise_resilience,shunting,dendritic_shunting,1,49,0.3460000157356262,-1.1014829874038696,45,15,1258832202,71c6fca70aed48b6d7dec379e77e7e467bf850442825fad1245ea27300c21463,0786413ac00cef10e0a1e44fc935c139d90a2dbbabf098dc5f423912e55d34c6,0,False
bp_noise_shunting,8,backpropagation,noise_resilience,shunting,dendritic_shunting,1,50,0.3490000069141388,-1.0975761413574219,55,15,1258832202,e6e0b01f1a68605d838a98b3ee36c4e20d5e2d20201785685380736643adc5a4,22d40a1abb1285358de29aa50ee4c79199c18cc0f9e072bd99609170c04285f0,0,False
exact_noise_shunting,8,exact_transport,noise_resilience,shunting,dendritic_shunting,1,50,0.33900001645088196,-1.0992399454116821,30,15,1258832202,044b29807a1adf1b8ff575f14be9a817ae059bbe4b04864c776a574e332a6436,9ddf00ebf7c744584d11b98814344a5ee09657fc68bb8d685150cecd2622faf8,0,False
bp_noise_shunting,9,backpropagation,noise_resilience,shunting,dendritic_shunting,1,51,0.34300002455711365,-1.0968635082244873,39,15,1258832202,b9c2ec7395252d880aaf190a664ec17b134f92872877ef7aa0e643df74e0cd0f,cab0610ad521c870b6b1b57e25a1726a63db01de46ec2f9d1ed698d21e7b35d2,0,False
exact_noise_shunting,9,exact_transport,noise_resilience,shunting,dendritic_shunting,1,51,0.35500001907348633,-1.0971966981887817,41,15,1258832202,381c10309b15bac42348ed4c4209fef87b431fdf1e55b5edd36dca08c86afb26,ccf2ff3e4243b3f1075fc551bf37f82b2f6fb3696ac53fdb43639d120c044df7,0,False
bp_noise_shunting,10,backpropagation,noise_resilience,shunting,dendritic_shunting,2,42,0.320000022649765,-1.1036149263381958,53,23,3776472466,3d227eed32e583fa89858c5b35bfa62f8f5f7bffe26080442e021e17d3b3f03f,d7f0e150e78376ddd1b69c8aa8d740dc4a103a5d498dcea4c9feb363248ed9bc,0,False
exact_noise_shunting,10,exact_transport,noise_resilience,shunting,dendritic_shunting,2,42,0.3360000252723694,-1.1041370630264282,55,23,3776472466,a306540c338e0e1861cdd0f7fdd1b5b1da7a815e7a54c3724449ffe50becf8b3,0b02bd6ff129ba491829bea8b4b84d449fcfaa52889481e3884813d7b77029fe,0,False
bp_noise_shunting,11,backpropagation,noise_resilience,shunting,dendritic_shunting,2,43,0.37300002574920654,-1.09555983543396,51,23,3776472466,deef3d0082eedb13fddee9608dbb5efe0c2b918931f15ab86289750b3a1ffd2f,59168522b59c51b3c2839fdec815c51fdde02947180d7943a8c7bfbb1853601b,0,False
exact_noise_shunting,11,exact_transport,noise_resilience,shunting,dendritic_shunting,2,43,0.3630000054836273,-1.095523715019226,57,23,3776472466,7cbdd50fdff8d2a921e6bdcd88c80125b86492ead0b25bb1ba728dcd96468d8b,36b13657d78c938e2f76ddef4c485a8c75eb1c8b25e91ac44d9a39c1433b8264,0,False
