cohort,config_index,method,dataset,core,core_type,depth,seed,test_accuracy,test_categorical_loglikelihood,best_epoch,checkpoint_tensor_count,checkpoint_bytes,checkpoint_sha256,config_sha256,latest_log_critical_count,used_streaming_evaluation
bp_mnist_shunting,4,backpropagation,mnist,shunting,dendritic_shunting,1,46,0.9659000039100647,-0.10819052159786224,90,15,1622346,aa18d6ff3129eda8b459c0adc1128b21197eae1ed7fc06c0b57eafb0897f1f0f,f215be3ae947ccbdb5c095ba946f1222b207fcc6a73b426a30a5577025a7e4c3,0,False
exact_mnist_shunting,4,exact_transport,mnist,shunting,dendritic_shunting,1,46,0.9644999504089355,-0.11741569638252258,90,15,1622346,7207a416be6c9fd182eecad9a8e8cb5842a6975a1418df43c9c1a4fdfae004c4,86d66b3a224a3aef0f52e0f43d13174720fa91baa9837deb3124b611406277c7,0,False
bp_mnist_shunting,5,backpropagation,mnist,shunting,dendritic_shunting,1,47,0.9675999879837036,-0.10978148877620697,87,15,1622346,a5d706773b2e7107add18f431f6646a79261a6368759f79334f28098552d1d79,dd06d4bbfa048dd1634bb0ad87e1cad83d5dfb95a82f5b118471892e9e9956c4,0,False
exact_mnist_shunting,5,exact_transport,mnist,shunting,dendritic_shunting,1,47,0.9663999676704407,-0.11096423119306564,96,15,1622346,f22e224a8f5dd564d8d9881a7724f56b0aeb305f76c5b44e6d39f8dc5c090b0d,0aaeac38f2999cbe53a3c9408ce6afa05d4caa561599b3dce958bf9aaf0b341c,0,False
bp_mnist_shunting,6,backpropagation,mnist,shunting,dendritic_shunting,1,48,0.9657999873161316,-0.11165514588356018,94,15,1622346,87fdd6cf2cdb225b25a21f3353954ad63607ec2a363f08a0528586c9d748feb5,95b00e1e07d0ee1242df3048e7b1cab6244196a3aeb645756750b831a6b516a9,0,False
exact_mnist_shunting,6,exact_transport,mnist,shunting,dendritic_shunting,1,48,0.9650999903678894,-0.11439064890146255,80,15,1622346,a66ae0d313259fe8dd0245da26b337457f42c5d269d950a83ddf521c5aaec806,442edf86fbacdd206aabb63b04b94422f89302eb3b748beb7a77691613d624fd,0,False
bp_mnist_shunting,7,backpropagation,mnist,shunting,dendritic_shunting,1,49,0.9679999947547913,-0.10886247456073761,89,15,1622346,129981255905b60c4a02b5fcad7508035f3a354d3e453cb75847f0405fea3978,0dab20733067f5ccb9119ba9e2f3cbc49452a81a34834c63c16713951eb59195,0,False
exact_mnist_shunting,7,exact_transport,mnist,shunting,dendritic_shunting,1,49,0.9667999744415283,-0.10779774934053421,91,15,1622346,8e788ab06deee290a10d3b652f9457835b9429dd775b9c5310d66d8dcab8acec,f67a595c47af7d040331c1d2828221c11845ed6e56d608989e55cfb8778d97cd,0,False
bp_mnist_shunting,8,backpropagation,mnist,shunting,dendritic_shunting,1,50,0.9690999984741211,-0.10994870215654373,92,15,1622346,1fe647ae7b6c76d5ff19417558fdce344350dbdbdd19c7414e90e6c58db00e4a,c5df4a714e71fab168f952b832c2c6dcd0fa6778beca94d57ad458a6abaaa860,0,False
exact_mnist_shunting,8,exact_transport,mnist,shunting,dendritic_shunting,1,50,0.9679999947547913,-0.10778792202472687,92,15,1622346,8404e7ecc158d881dd8fac740dd5f0b462bca64b4221ffafdaea96ae8cd71962,1bd3c169055dca4da6ddc1332a87e628bfb0a747cf3d405c84528fc61f2602d0,0,False
bp_mnist_shunting,9,backpropagation,mnist,shunting,dendritic_shunting,1,51,0.9668999910354614,-0.1117502897977829,90,15,1622346,37c8674402dda1ae08e52aaeb9b82bc1868c365bb9e8395f9fdc7d3000d35140,e7bf22dd4c74ddf7b8e19422ae7e84c22f502bb4fb1e411e23908e2a205ac597,0,False
exact_mnist_shunting,9,exact_transport,mnist,shunting,dendritic_shunting,1,51,0.9655999541282654,-0.1148301362991333,95,15,1622346,f2306f1274079a90fa4213f67e47ee63151a288a0ea82a59137a3ae3f66fed0e,bacde3a347a6a31b1a31181d4d6aa1daa714e8af11673b0ccd3ce47e0eba3518,0,False
bp_mnist_shunting,10,backpropagation,mnist,shunting,dendritic_shunting,2,42,0.9714999794960022,-0.101141057908535,82,23,4842834,c9c4bc293c6ab6edf4e5ca847cdb3056eda5d3b3c005a7242cd6517c41716310,6f3b0c04fc8e38bd18d49a0866361e1caaac30bf33cfdfb7f32fc345e69807bf,0,False
exact_mnist_shunting,10,exact_transport,mnist,shunting,dendritic_shunting,2,42,0.9723999500274658,-0.10181492567062378,71,23,4842834,3aa7c9c2026752a1202fa3d86b00401e842f49f666a4255a1aa9a686fa0cda76,bff0a784c992647ad2e0b0bfc14b73198450cdddcc8f9f2a9d46537d9f63ac33,0,False
bp_mnist_shunting,11,backpropagation,mnist,shunting,dendritic_shunting,2,43,0.968999981880188,-0.09941080957651138,71,23,4842834,65607df7551fbb3bebc3270dad6a04d93f0cde28288bac756e1524dee7b157ea,281aab0709fe18f8ce740f242cd7d91cfbeb0f63733b65c7a03b3fce1b62f578,0,False
exact_mnist_shunting,11,exact_transport,mnist,shunting,dendritic_shunting,2,43,0.9710999727249146,-0.09945768117904663,71,23,4842834,c7c731c5d30c113cbdade22e11b4cb174b25594a2f9c36d171f4c450e9f6201e,c497df283cf6a22aadd2abfaf0ccde670ff166455e6942d36011a5035cb15b1c,0,False
bp_mnist_shunting,12,backpropagation,mnist,shunting,dendritic_shunting,2,44,0.9698999524116516,-0.10301191359758377,73,23,4842834,142c1b5a8606eb32f535351eec2952b0e5aef966ac4b1a9c3302aa61e62a1c5c,861115d171ca3f85b6f3a4b1020862dae7ed67fba788e35b61e2ef21b735595d,0,False
exact_mnist_shunting,12,exact_transport,mnist,shunting,dendritic_shunting,2,44,0.9700999855995178,-0.10454032570123672,73,23,4842834,560c45fe551152fec04b83da0053516764efc13c6baa0e2ac39afd97ff0d9b99,1e5e00e69af2cde820ed3e0456049a47001bd3175c557b3732dd5340d8ecc567,0,False
bp_mnist_shunting,13,backpropagation,mnist,shunting,dendritic_shunting,2,45,0.9711999893188477,-0.09839221090078354,82,23,4842834,cad82b8ebcad3ee7f103d40563f3782c4e97ba53e286fd1b7e889e17b86df555,433a40766e41c391ac7e31d043e7039664d59dd4544c1b519c408edbcd4d9898,0,False
exact_mnist_shunting,13,exact_transport,mnist,shunting,dendritic_shunting,2,45,0.9695999622344971,-0.09881860017776489,74,23,4842834,4f9bb47c19d27283b0139bdd975d51cce4c63a5180ca07f5eb1b6d8228668856,4ea889f2bcde5deeb5a410fc0aac6874b8c516ad96c97d87742507a51e58baf0,0,False
bp_mnist_shunting,14,backpropagation,mnist,shunting,dendritic_shunting,2,46,0.9686999917030334,-0.10248292982578278,79,23,4842834,a53c235f706b62ed4b2b27e1a9cb399d3a8369c09d86d5a33dd7c6c759c23b9d,e6f757918eaa6794adb3109f47800d9dd8d3f4ceedff892a0e20cfbbc7c6719f,0,False
exact_mnist_shunting,14,exact_transport,mnist,shunting,dendritic_shunting,2,46,0.967199981212616,-0.10739754140377045,81,23,4842834,7a599f0a7d88e7ae6aa2dd6634b53df68edafa8e2605567282b54f2fac29d821,1b6415fada969b2408a0651bc3ec007420a762ea68006c48ca6ee1c0b0c35e21,0,False
bp_mnist_shunting,15,backpropagation,mnist,shunting,dendritic_shunting,2,47,0.9706999659538269,-0.09881612658500671,70,23,4842834,be15f27b8d0fa16a67d76f8858675492f34b17888c6a0a6943a1e52846e66813,2296b55a92872a022f684bcd7f842cfd6548ea1ad0094e6d646ba2a252a83d12,0,False
exact_mnist_shunting,15,exact_transport,mnist,shunting,dendritic_shunting,2,47,0.968999981880188,-0.10552460700273514,76,23,4842834,1b1ade8066f3807d910da804df76c63477b9736a9a5c7dc8609d47901d187969,a773ed668d496d0d2c1277c7a7a44bee63e1a31c331d786f39954744a01be411,0,False
bp_mnist_shunting,16,backpropagation,mnist,shunting,dendritic_shunting,2,48,0.9706999659538269,-0.09885655343532562,71,23,4842834,8f5c25883a7cac1e62619ce16ac2bd9c7f925c51cd1203bae49c4692e8ee0aff,a4b072d23865e101e43c026c63b94185ed2bb984ebd64afb88c72d71bcc79755,0,False
exact_mnist_shunting,16,exact_transport,mnist,shunting,dendritic_shunting,2,48,0.9692999720573425,-0.10299181938171387,71,23,4842834,becc0eb754db1b66d1acba61ce0967c767daa11b619957032dd109fe17590f73,352c30665f01b2046ed4ac224d57035324dee6f3e5e977a5d119f4bdeb1e61f7,0,False
bp_mnist_shunting,17,backpropagation,mnist,shunting,dendritic_shunting,2,49,0.9698999524116516,-0.09544533491134644,76,23,4842834,426e0a6fb9a6324129d9748d30bd543f1871a406f1da48e99eeba65b91341b62,b816dfe6d91466727f85e6c23af2ac3a681d8ddf4458f0049e516686bacffaa9,0,False
exact_mnist_shunting,17,exact_transport,mnist,shunting,dendritic_shunting,2,49,0.9714999794960022,-0.09589263051748276,76,23,4842834,f018162da285ea6e7f3af4242a9f5853608723dd753c863f533bb65b998ade15,c9bc5e52d44471b8308b83e997730e70296e4b53da07bd12796c6d651ba5df92,0,False
bp_mnist_shunting,18,backpropagation,mnist,shunting,dendritic_shunting,2,50,0.9702000021934509,-0.10034947097301483,79,23,4842834,8c752ce152a24c494dd734b8232021cdff6047c639fcf6c1dd06d95a2aade39e,0e99815ec85a8a79f506fa9caef615c995c501d6f602f04638d1e604abc2db4b,0,False
exact_mnist_shunting,18,exact_transport,mnist,shunting,dendritic_shunting,2,50,0.9695999622344971,-0.09968215972185135,72,23,4842834,7b2a9d39b3b8d5802498c6f84d760e7b159d482cf44c42e91a3fb11159d4f25d,6dc7e5735bef15d1b60c82b434d0c6f5df2ac388ba30dde46d41ffb0a9a78646,0,False
bp_mnist_shunting,19,backpropagation,mnist,shunting,dendritic_shunting,2,51,0.9690999984741211,-0.1047380119562149,74,23,4842834,84f1afd34c645da4effb8db5b8fdf65f8f6ae852b419f50fa2837c68f0a44d52,b53d1633f3f00ca7ccf0f3c12a20bdf1a7b58f64e40b8d4b99f7ee950e281710,0,False
exact_mnist_shunting,19,exact_transport,mnist,shunting,dendritic_shunting,2,51,0.9700999855995178,-0.103868268430233,67,23,4842834,3e4b2847907afc2010c2bf281105a5bfb9c72722720dea09b7077f6345e38c1a,5611f64af59ee02002d03c0da6f583ddfd22297272907a4029b21201647c6dc4,0,False
bp_mnist_shunting,20,backpropagation,mnist,shunting,dendritic_shunting,3,42,0.9700999855995178,-0.0989135354757309,58,31,11281114,04698f1085c1e2d9747e07bb569d2b6742f2d11637be711ca6a8e02cfc1ef777,a6a0a1cbea213a822bedc0812c5442a3d66f188b57d6655fce234cb33e3135ae,0,False
exact_mnist_shunting,20,exact_transport,mnist,shunting,dendritic_shunting,3,42,0.97079998254776,-0.09644776582717896,58,31,11281114,1fc60939e62131e9bcfe451b68e0d4cf2e581a4939ba718fc9a0636fb71417cf,4bb80f834762f198647df0aab6fdd9f486c15d42144053fe49f9c2a4299b8a07,0,False
bp_mnist_shunting,21,backpropagation,mnist,shunting,dendritic_shunting,3,43,0.9700999855995178,-0.1033637672662735,68,31,11281114,8117499a3609aacf8529a0947e852c79a218e36666e8f8846f028df5e2c8dea0,90a7fa004c40936fa4bfabf0d231bdf45440199c1fe67404d4039285a168c1e7,0,False
exact_mnist_shunting,21,exact_transport,mnist,shunting,dendritic_shunting,3,43,0.9680999517440796,-0.10425814241170883,61,31,11281114,89874aa390f1472e551b6fcf19c1c5fc9cad73344d82f84e389131a342a14b4b,2e46389e21ed700c6c2ed693b376c85fd31c6d1cbc6bde2fa38c01f0174e7545,0,False
bp_mnist_shunting,22,backpropagation,mnist,shunting,dendritic_shunting,3,44,0.9698999524116516,-0.0961030125617981,60,31,11281114,10d8df71b96101fa5bfb93537a705f9510ad260db1415f70135955ce9359d028,f015f2a55f1398b59b4f6f2ca59621ecaa0aa75a0d8cc0318c49a5106789149c,0,False
exact_mnist_shunting,22,exact_transport,mnist,shunting,dendritic_shunting,3,44,0.9697999954223633,-0.09918508678674698,61,31,11281114,f47947ead72b7796f2dad940a6e4b238d27cc042762f64a0470d758360a1cb5f,9066cad46677dfa2665dce289147e380b2118b6d6bc364fa4e3d6c460363ce3f,0,False
bp_mnist_shunting,23,backpropagation,mnist,shunting,dendritic_shunting,3,45,0.9714999794960022,-0.09817717969417572,62,31,11281114,27c85493946dae09c0f02a5c56739eb2d3c4e74ee958cdebb8afb57dfd5df53c,865098f3867e56dfdddecd0c641c19b00c84a8d4048e9c9e47ac05018aff83db,0,False
exact_mnist_shunting,23,exact_transport,mnist,shunting,dendritic_shunting,3,45,0.9697999954223633,-0.10058167576789856,62,31,11281114,9e29633bd0fa7f833601a6575027c57918f7b92634f4e0df66bc7b4ce90eaf9c,60425b62ed54e67a5efeffba1c2973c9259f24e042bfa845b674dd4c030f7c40,0,False
bp_mnist_shunting,24,backpropagation,mnist,shunting,dendritic_shunting,3,46,0.9703999757766724,-0.0973605141043663,64,31,11281114,505977aef2f32b59cc36fd7915cacceb4f4fe477c9d7ba13832b0dff8ef31c43,48c488a949c3f77bcb2bdac38faa0957754532e75979be4f38de66df617e0a44,0,False
exact_mnist_shunting,24,exact_transport,mnist,shunting,dendritic_shunting,3,46,0.971299946308136,-0.09719020128250122,64,31,11281114,0d127ceb72072dc4be88f54306d0df0fd53d52fa0046d29aec8c1abf100eef2c,fcd65a7c0bb32d450d29d925866da8b2bc2546078967b84d56997726129ceb4a,0,False
bp_mnist_shunting,25,backpropagation,mnist,shunting,dendritic_shunting,3,47,0.9704999923706055,-0.09448320418596268,62,31,11281114,c51c7304b71cfe7953803ef7d853bf945b8c3d59193efa504e32db728ea6f65f,1255f5f5859ef8a0f80905df64095371f241fb719f585acd9493c6d5f77d4fd8,0,False
exact_mnist_shunting,25,exact_transport,mnist,shunting,dendritic_shunting,3,47,0.9721999764442444,-0.09305349737405777,68,31,11281114,13cddb823d4ff16c11cf521b6bc68da6676bcae6c45fb9431b30e9961b9aae9e,316451d6686909ce8cdd557b5e855bbb76a53e99d2e26c4c4f4d59603d9a3415,0,False
bp_mnist_shunting,26,backpropagation,mnist,shunting,dendritic_shunting,3,48,0.9703999757766724,-0.09475994110107422,58,31,11281114,a60bb74d0fe4ad356d0c17d63bbfd19879fc3547987372d5c1eebd6e0570d526,27f2b34edccb7cebab7633b170841503b0a6fcf0de5a6a5e2222b3783ab4a9b9,0,False
exact_mnist_shunting,26,exact_transport,mnist,shunting,dendritic_shunting,3,48,0.9731999635696411,-0.09108051657676697,63,31,11281114,aa933844797f7211ed58a237ecbbe474280f286b57d6743775805c462d26fbe7,b3b4a135575e404eed13bef9feb60960c466c3dbadfabf0979b356e0cf7f4220,0,False
bp_mnist_shunting,27,backpropagation,mnist,shunting,dendritic_shunting,3,49,0.9711999893188477,-0.09863073378801346,62,31,11281114,ab29d27bd77db1ad04203fc3da6168973ed90ede7b6b454b76065d941e784ef7,ed133937cb867eb6c19dd1901ddbbfa46214539b347f66fc724a862e3fe5253f,0,False
exact_mnist_shunting,27,exact_transport,mnist,shunting,dendritic_shunting,3,49,0.9708999991416931,-0.09925752878189087,63,31,11281114,ca11b6e059532dc21ea4e1651997d1d2c4ccea024e9274617e85967082303b4a,062d565d618207988703c4a08f723b72f24a5ca5c73835b264bb7433eb628c60,0,False
bp_mnist_shunting,28,backpropagation,mnist,shunting,dendritic_shunting,3,50,0.9714999794960022,-0.09531977027654648,64,31,11281114,aa6d22684e2f18574c4c46ade02516e194395396668e96aa7a0655226bee09f9,0e1e190fcf94ddc4ba1a45ba3615011a6e9bbede176ba02a7711e66b8521ae52,0,False
exact_mnist_shunting,28,exact_transport,mnist,shunting,dendritic_shunting,3,50,0.9692999720573425,-0.0972885712981224,55,31,11281114,3b4c2f3baeda070bc5e543b36f8327fc8851d22e7ffb39910ab4b32e866f7e14,741cde2546ce78964d3841fa675f887d792c536b1ba4e277614863c653b4dba6,0,False
bp_mnist_shunting,29,backpropagation,mnist,shunting,dendritic_shunting,3,51,0.9702999591827393,-0.09930397570133209,64,31,11281114,ff8dd626dfa6346eb39ac65be41697e3383dda4a9941d8ba01631d52b1bd8d1e,f005bf0541a217813f0160e8d0be28c1a7bd7b32c8b047983001dcf4d6a4d0de,0,False
exact_mnist_shunting,29,exact_transport,mnist,shunting,dendritic_shunting,3,51,0.9703999757766724,-0.09998345375061035,64,31,11281114,2a59ef1eaf423b61ed818be5a7aec8bedef39d320295c3143f559ee2d9aea395,3f32fb647f283b931d4a3430d00dde6c1efa6f74b277896e4293bc47bc97d553,0,False
bp_mnist_shunting,30,backpropagation,mnist,shunting,dendritic_shunting,4,42,0.9710999727249146,-0.09622584283351898,54,39,24154082,f8f3741b1ba33c718e1a490d20c29ccff7d6ce3bfb5a1d70568f75817b854956,a1ba5b34519a846695241ee027cf3a8f18cc58f43ca65521dfc52ce5e89d63c0,0,False
exact_mnist_shunting,30,exact_transport,mnist,shunting,dendritic_shunting,4,42,0.9711999893188477,-0.09401092678308487,54,39,24154082,41aa78e6edefeb52b2365eb7e860308c49ea736ce222b599cf5cc23caea0b2ee,491e5afac88d3ddffabeb155c8f83727f396a33dc74ecd8e7da109de36763f71,0,False
bp_mnist_shunting,31,backpropagation,mnist,shunting,dendritic_shunting,4,43,0.9708999991416931,-0.09491682797670364,59,39,24154082,76204a9cc3d33bb701c4ef20273ab882dfda1ce41ae706bff7bd156e88d97653,c5a99188aeb2d6f59312814f7418e988bdcae1e740913aaba26fb57a2ea15f77,0,False
exact_mnist_shunting,31,exact_transport,mnist,shunting,dendritic_shunting,4,43,0.9717999696731567,-0.09762722253799438,59,39,24154082,59fbbf636e081ad348845fbb74dfadf1776af7fa67442a9cefc991f492fbc8f0,daee126a9eb5aed44510bef5ce127e3031eb38b9e0c6a8e081cafdead01d23da,0,False
bp_mnist_shunting,32,backpropagation,mnist,shunting,dendritic_shunting,4,44,0.9716999530792236,-0.09967654943466187,64,39,24154082,f2fce8d483474ff491fdc57144633bbb61ea8ecabfee267404a9434dbe032bd8,c8ad15ac8f3e09766c90e2041f2fb4a965d53089eed56f7ab484876f052f61a8,0,False
exact_mnist_shunting,32,exact_transport,mnist,shunting,dendritic_shunting,4,44,0.9732999801635742,-0.09551148116588593,64,39,24154082,a833cd667571fdaa76913a45f949ae2bac44a16a56e1c4de47358f6c15e18800,5161011f8fbbde935719d3aef05b427cafcf2f58d6412e4c3152d86368cea236,0,False
bp_mnist_shunting,33,backpropagation,mnist,shunting,dendritic_shunting,4,45,0.9718999862670898,-0.09298765659332275,54,39,24154082,f39a78b36357ae3c76e1af1411e7992b6e009a122cae9a598bc645ec9b9f88df,353e238383ae2728e3df0372bdd22ecd460cd73486da7d291980a698702fb0c6,0,False
exact_mnist_shunting,33,exact_transport,mnist,shunting,dendritic_shunting,4,45,0.9715999960899353,-0.0923149362206459,53,39,24154082,71a6833d579e08e5f4633d5f3b385353a4f9a0237c80c1714eb75687aaf8f900,7aca73e5bf8d47d8c6a0f28d1aff1b743b349efa655435ac485c428ff544eec5,0,False
bp_mnist_shunting,34,backpropagation,mnist,shunting,dendritic_shunting,4,46,0.9732999801635742,-0.09625787287950516,58,39,24154082,685be281454dc40de59cbff78d84c5ab84c25dbdbeb71e875149e61a3520a055,d924bb8cdf98f077697d4207bcc411e9c7679f84c53bef41c149690a0dd51b8c,0,False
exact_mnist_shunting,34,exact_transport,mnist,shunting,dendritic_shunting,4,46,0.9727999567985535,-0.09541866183280945,58,39,24154082,128f997c4069fd22b62c12e7d00fb5de47dc41e1de763f4cde1fcf635fc91953,cb460ac3153a9459480c37a473d4a21b6427e9a4c9be692cd52b6dd50f91a8d5,0,False
bp_mnist_shunting,35,backpropagation,mnist,shunting,dendritic_shunting,4,47,0.9704999923706055,-0.10174115747213364,62,39,24154082,190930dc91ce16e8377e67e328e6ce09118989642fb5adb1fd5ec3439c11505f,17dfc0909d36fcef40fbcc134c25832261640b86bf2a12227f83a9c77e891b76,0,False
exact_mnist_shunting,35,exact_transport,mnist,shunting,dendritic_shunting,4,47,0.9695999622344971,-0.10069785267114639,55,39,24154082,7a57a55c54a7ed87c8303c0e03b297dbfd71870468ff6881ea361f0dfca6efd9,a615ef05c45a3051bf2bdd4db700e2d8a460ea52ad37d49c6a7f3fcbcd48ffaa,0,False
bp_mnist_shunting,36,backpropagation,mnist,shunting,dendritic_shunting,4,48,0.9705999493598938,-0.09775929898023605,54,39,24154082,0ec456ffe27f92ca82c2e8c5285ebc006b188e94e4feb77ba24bce3473ac7f09,97a79c4a3a5bd1defbc2cbd04681e20912ecf2b7b1b82a7782c16bcd58a784ed,0,False
exact_mnist_shunting,36,exact_transport,mnist,shunting,dendritic_shunting,4,48,0.9718999862670898,-0.09863972663879395,58,39,24154082,8f2fbed34a8ff7bbcb007ab5a93d8376a86058760bea61e65040e14121cbb101,f7f4bddacef39760086d8f28e642bc6eb244290a043098b15b7ca81e21ab40ed,0,False
bp_mnist_shunting,37,backpropagation,mnist,shunting,dendritic_shunting,4,49,0.9722999930381775,-0.0988701730966568,59,39,24154082,83251f92e929427e4945897b88e6cac11476abf9e568fcbdb8f93f83245f906c,bb4118fe91a26d89cb61e36d8fc25627231402ae675be4bd500dbb339b38863e,0,False
exact_mnist_shunting,37,exact_transport,mnist,shunting,dendritic_shunting,4,49,0.9720999598503113,-0.09828107059001923,60,39,24154082,673655dfcb0b57dc9902d734eae9c7b0d95ed951dde9893b08e4694ca0e475bb,684f623485d8676b5806aa4af32cc442b0143291c63653a1db394e0d816daf6b,0,False
bp_mnist_shunting,38,backpropagation,mnist,shunting,dendritic_shunting,4,50,0.9695000052452087,-0.0962868481874466,54,39,24154082,76ff912628df0dc95da179e167102c040993c28cdcefe82b1340bafaea727653,4383cc774452d4b6bfbbbfae05d6053f00d61fea755b1df8fc669e5a7839a069,0,False
exact_mnist_shunting,38,exact_transport,mnist,shunting,dendritic_shunting,4,50,0.971299946308136,-0.09247460961341858,52,39,24154082,e6c6f801d8253e0972d101bad41a0644a74ee4f9570765152b9ed3949a8d84d9,4c7086320d3a08021f611abcca24bcc47a3746487ed694b6b2edb6042f2ab6da,0,False
bp_mnist_shunting,39,backpropagation,mnist,shunting,dendritic_shunting,4,51,0.9708999991416931,-0.09183929860591888,56,39,24154082,bb6621ce7a8f6dffa017e4feb13f24cfe63d6d6159949e8008c5fed1de3e80fc,5c2cc8ee6a2c45dd23b75884305e014801acf108c6fb810df34b21030e0b89dd,0,False
exact_mnist_shunting,39,exact_transport,mnist,shunting,dendritic_shunting,4,51,0.971299946308136,-0.09084585309028625,58,39,24154082,2cd39bbf036c57961181a64f10e1aa91b212b102375ae1af673e67cc09d777b4,30e432ebec60123d7f35e9721aa9e6e59036d8239b3bfbe5b3f7b4e9c0cc3ed6,0,False
bp_noise_additive,0,backpropagation,noise_resilience,additive,dendritic_additive,1,42,0.3320000171661377,-1.1182861328125,3,15,1258832202,2039d878b694c6990eebf376e2ca2fd61df2eb9619e788035da29f4bdddf92fe,9d0c60645ba5785bbe13466136adf5d2e5d394f12a1391c4f28d9c28101d859d,0,False
exact_noise_additive,0,exact_transport,noise_resilience,additive,dendritic_additive,1,42,0.3320000171661377,-1.1182861328125,3,15,1258832202,9d6c437acf25c21110c746eef23a50bcdf445383781175815301e2ea5758d450,1c7a6797baf4c6ecb2dee331df51f153d75d9674bd4d2d581b9ed7264ca0d362,0,False
bp_noise_additive,1,backpropagation,noise_resilience,additive,dendritic_additive,1,43,0.33100003004074097,-1.1213561296463013,4,15,1258832202,776564cddc579b92c1c1aa6a2a57fc0e5302c1263e734b3dc7ae59acbbbba90b,162fc8fdfec91acce8300f974b8d9d6e078af5cb1196779bd4a9a13f1bdd1e7a,0,False
exact_noise_additive,1,exact_transport,noise_resilience,additive,dendritic_additive,1,43,0.33100003004074097,-1.1213561296463013,4,15,1258832202,23f91c7e004f9aa16fe7dd55426afe74b20736e5f0114306def222012f818d5a,c5b03792e14f6e03d2255f29812dde18ce4472e55ad170d62ade5c6f1800fd7e,0,False
bp_noise_additive,2,backpropagation,noise_resilience,additive,dendritic_additive,1,44,0.328000009059906,-1.1254448890686035,3,15,1258832202,241518a81b75358c04096a96d92589bf3159031f6bfb0aa1918927b0be1a24f3,6ce9a9a58362458420540f4c45e8a7292bf5122f954e9a81c553b009db7a765b,0,False
exact_noise_additive,2,exact_transport,noise_resilience,additive,dendritic_additive,1,44,0.33400002121925354,-1.119107961654663,2,15,1258832202,aaabb3e0e34ac315ab5378a23f2963df00074a08c87863191f1e6a5d52d466ab,c14900be5fe5378fb29e90340835e7187e5f803c5ba35b4a019b08364b7b9389,0,False
bp_noise_additive,3,backpropagation,noise_resilience,additive,dendritic_additive,1,45,0.3110000193119049,-1.1199265718460083,3,15,1258832202,f89f14229cdbe8df6c19a0fdefad74b0fcd8e2bcb33a2a1d8b70d4afefeead6e,9c7a0634ffcc2e180d7df4f89a3ee483d8dfd76f16a65b5463fb5b2253f378dd,0,False
exact_noise_additive,3,exact_transport,noise_resilience,additive,dendritic_additive,1,45,0.3110000193119049,-1.1199265718460083,3,15,1258832202,4cf030767be42f2100dc69296205bcef2cd120918213591c273248add0391b12,b1a8f60655f0387eb63b0a38dff600c87b70a2452ca2b52fb57a41f32b6b96f7,0,False
bp_noise_additive,4,backpropagation,noise_resilience,additive,dendritic_additive,1,46,0.30800002813339233,-1.1224639415740967,2,15,1258832202,d84a5459191a1de00095957230f763d70bbf5b48669e55211d014974f8b2be2e,6e19d9d1de46ca5b408d45c1e3629595ee4c445875ac4ff27bc7cf3f462fe3f7,0,False
exact_noise_additive,4,exact_transport,noise_resilience,additive,dendritic_additive,1,46,0.30800002813339233,-1.1224639415740967,2,15,1258832202,7ebe15b23a75c0b03d6e05e189fdeec355d78af7cdcd8f28c45709210aeb82f9,5c1fdedfe4aa8b7ff123b919f453f37491ac2863238ef18584db0f2b7a3cc1fd,0,False
bp_noise_additive,5,backpropagation,noise_resilience,additive,dendritic_additive,1,47,0.33800002932548523,-1.1221380233764648,2,15,1258832202,3fcf6bb4b4c565de328736b149bba3ac04bc26edb1dab73f2a22f6b34f912226,1fc0b51c21d782386d7a74ee359ff307d11ab639db562f2e2f3e5fb24ea678f3,0,False
exact_noise_additive,5,exact_transport,noise_resilience,additive,dendritic_additive,1,47,0.3580000102519989,-1.113368272781372,3,15,1258832202,56a951c3b2dee2378f91d5bcd87c79b1ead70976711e1688817c335cd905ad58,926f9a17aecb8e801cdd74b0ffe43c7f799a16308cd33352d7ba359c51e039c0,0,False
bp_noise_additive,6,backpropagation,noise_resilience,additive,dendritic_additive,1,48,0.3270000219345093,-1.1187844276428223,3,15,1258832202,5a9d85e4a8b4dc5f23f95143607241870c1be77aa6af92f84a7d21e08707cd46,1b6fcc55144f6c640e830f3cf740a576cfdf52ddcf0e8eae211af5c130b82c7c,0,False
exact_noise_additive,6,exact_transport,noise_resilience,additive,dendritic_additive,1,48,0.3270000219345093,-1.1187844276428223,3,15,1258832202,f85a41d7c870a2fd5336c59bb9303e8b348ed28777992078399ff0d60688c6a9,3f04f901e3ef0e72262966f9b33eb9d6d4eb468cd17da27a61fdbf67f72a7adb,0,False
bp_noise_additive,7,backpropagation,noise_resilience,additive,dendritic_additive,1,49,0.3360000252723694,-1.12062406539917,2,15,1258832202,7ffa9f9e345414e1fd2110e8f5493aad112328b24e722fda8e0214c5733d79ec,d02826525b920150389b6ed67c6014da527a23699fb18cb0ada9f5753d10b750,0,False
exact_noise_additive,7,exact_transport,noise_resilience,additive,dendritic_additive,1,49,0.3360000252723694,-1.1206239461898804,2,15,1258832202,98ed0eaf4468bef36221a547fd5ac17245e56b47e0ab1c3922dfcc59e31a7677,a3695db94fefc68b9345e1b445b52057aec70b6bd8cb2b43ada14cf6184517e1,0,False
