seed,task_group,student_group,compatible,quadrature_order,population_target_mean,population_target_variance,additive_subtree_mse_lower_bound,additive_subtree_nmse_lower_bound,first_hermite_mse_lower_bound,first_hermite_nmse_lower_bound,n_omitted_interaction_terms
15400,1,2,False,128,0.2562592400270638,0.004237073846676318,4.824015707789312e-05,0.011385252847489095,4.1889592256302355e-05,0.009886443751543711,2
15400,2,0,False,32,0.2562592400262735,0.004237073844750245,6.073736347522237e-05,0.014334742725920687,5.232314887015276e-05,0.012348887649192472,2
15400,2,0,False,64,0.2562592400270638,0.004237073846676312,6.07373635409735e-05,0.014334742734922527,5.232314887532052e-05,0.012348887644798632,2
15400,2,0,False,128,0.2562592400270638,0.004237073846676318,6.0737363540973676e-05,0.014334742734922547,5.232314887532061e-05,0.012348887644798636,2
15400,2,1,False,32,0.2562592400262735,0.004237073844750245,4.82401570234377e-05,0.011385252839812432,4.188959225156304e-05,0.009886443754919318,2
15400,2,1,False,64,0.2562592400270638,0.004237073846676312,4.824015707789306e-05,0.011385252847489096,4.188959225630228e-05,0.009886443751543707,2
15400,2,1,False,128,0.2562592400270638,0.004237073846676318,4.824015707789312e-05,0.011385252847489095,4.1889592256302355e-05,0.009886443751543711,2
15400,2,2,True,32,0.2562592400262735,0.004237073844750245,0.0,0.0,0.0,0.0,0
15400,2,2,True,64,0.2562592400270638,0.004237073846676312,0.0,0.0,0.0,0.0,0
15400,2,2,True,128,0.2562592400270638,0.004237073846676318,0.0,0.0,0.0,0.0,0
15401,0,0,True,32,0.34189434356767967,0.006066747093900251,0.0,0.0,0.0,0.0,0
15401,0,0,True,64,0.3418943435676549,0.006066747095235168,0.0,0.0,0.0,0.0,0
15401,0,0,True,128,0.3418943435676549,0.006066747095235178,0.0,0.0,0.0,0.0,0
15401,0,1,False,32,0.34189434356767967,0.006066747093900251,0.00010494671586346346,0.01729867987557633,9.212559692679162e-05,0.01518533663936945,2
15401,0,1,False,64,0.3418943435676549,0.006066747095235168,0.0001049467158853117,0.01729867987537127,9.21255969297784e-05,0.015185336636520415,2
15401,0,1,False,128,0.3418943435676549,0.006066747095235178,0.00010494671588531198,0.017298679875371283,9.212559692977861e-05,0.015185336636520424,2
15401,0,2,False,32,0.34189434356767967,0.006066747093900251,6.53070989089657e-05,0.0107647637025496,5.6448459528213494e-05,0.00930456777817045,2
15401,0,2,False,64,0.3418943435676549,0.006066747095235168,6.530709888279689e-05,0.010764763695867458,5.644845952384357e-05,0.009304567775402782,2
15401,0,2,False,128,0.3418943435676549,0.006066747095235178,6.530709888279685e-05,0.010764763695867433,5.6448459523843685e-05,0.009304567775402785,2
15401,1,0,False,32,0.34189434356767967,0.006066747093900251,0.00010494671586346346,0.01729867987557633,9.212559692679162e-05,0.01518533663936945,2
15401,1,0,False,64,0.3418943435676549,0.006066747095235168,0.0001049467158853117,0.01729867987537127,9.21255969297784e-05,0.015185336636520415,2
15401,1,0,False,128,0.3418943435676549,0.006066747095235178,0.00010494671588531198,0.017298679875371283,9.212559692977861e-05,0.015185336636520424,2
15401,1,1,True,32,0.34189434356767967,0.006066747093900251,0.0,0.0,0.0,0.0,0
15401,1,1,True,64,0.3418943435676549,0.006066747095235168,0.0,0.0,0.0,0.0,0
15401,1,1,True,128,0.3418943435676549,0.006066747095235178,0.0,0.0,0.0,0.0,0
15401,1,2,False,32,0.34189434356767967,0.006066747093900251,6.53070989089657e-05,0.0107647637025496,5.6448459528213494e-05,0.00930456777817045,2
15401,1,2,False,64,0.3418943435676549,0.006066747095235168,6.530709888279689e-05,0.010764763695867458,5.644845952384357e-05,0.009304567775402782,2
15401,1,2,False,128,0.3418943435676549,0.006066747095235178,6.530709888279685e-05,0.010764763695867433,5.6448459523843685e-05,0.009304567775402785,2
15401,2,0,False,32,0.34189434356767967,0.006066747093900251,0.00010494671586346346,0.01729867987557633,9.212559692679162e-05,0.01518533663936945,2
15401,2,0,False,64,0.3418943435676549,0.006066747095235168,0.0001049467158853117,0.01729867987537127,9.21255969297784e-05,0.015185336636520415,2
15401,2,0,False,128,0.3418943435676549,0.006066747095235178,0.00010494671588531198,0.017298679875371283,9.212559692977861e-05,0.015185336636520424,2
15401,2,1,False,32,0.34189434356767967,0.006066747093900251,6.53070989089657e-05,0.0107647637025496,5.6448459528213494e-05,0.00930456777817045,2
15401,2,1,False,64,0.3418943435676549,0.006066747095235168,6.530709888279689e-05,0.010764763695867458,5.644845952384357e-05,0.009304567775402782,2
15401,2,1,False,128,0.3418943435676549,0.006066747095235178,6.530709888279685e-05,0.010764763695867433,5.6448459523843685e-05,0.009304567775402785,2
15401,2,2,True,32,0.34189434356767967,0.006066747093900251,0.0,0.0,0.0,0.0,0
15401,2,2,True,64,0.3418943435676549,0.006066747095235168,0.0,0.0,0.0,0.0,0
15401,2,2,True,128,0.3418943435676549,0.006066747095235178,0.0,0.0,0.0,0.0,0
15402,0,0,True,32,0.3245663922532793,0.0054783061548700955,0.0,0.0,0.0,0.0,0
15402,0,0,True,64,0.32456639225238704,0.0054783061550609455,0.0,0.0,0.0,0.0,0
15402,0,0,True,128,0.3245663922523869,0.005478306155060966,0.0,0.0,0.0,0.0,0
15402,0,1,False,32,0.3245663922532793,0.0054783061548700955,6.748179784720601e-05,0.01231800413111563,5.941813919021048e-05,0.010846078607233193,2
15402,0,1,False,64,0.32456639225238704,0.0054783061550609455,6.748179785168573e-05,0.012318004131504221,5.941813919359152e-05,0.010846078607472514,2
15402,0,1,False,128,0.3245663922523869,0.005478306155060966,6.748179785168621e-05,0.012318004131504261,5.941813919359163e-05,0.010846078607472493,2
15402,0,2,False,32,0.3245663922532793,0.0054783061548700955,5.1263868092103626e-05,0.00935761285384373,4.4146611921285595e-05,0.008058441911290447,2
15402,0,2,False,64,0.32456639225238704,0.0054783061550609455,5.126386809095894e-05,0.009357612853308786,4.414661192264356e-05,0.008058441911257593,2
15402,0,2,False,128,0.3245663922523869,0.005478306155060966,5.126386809095925e-05,0.009357612853308807,4.414661192264363e-05,0.008058441911257576,2
15402,1,0,False,32,0.3245663922532793,0.0054783061548700955,6.748179784720601e-05,0.01231800413111563,5.941813919021048e-05,0.010846078607233193,2
15402,1,0,False,64,0.32456639225238704,0.0054783061550609455,6.748179785168573e-05,0.012318004131504221,5.941813919359152e-05,0.010846078607472514,2
15402,1,0,False,128,0.3245663922523869,0.005478306155060966,6.748179785168621e-05,0.012318004131504261,5.941813919359163e-05,0.010846078607472493,2
15402,1,1,True,32,0.3245663922532793,0.0054783061548700955,0.0,0.0,0.0,0.0,0
15402,1,1,True,64,0.32456639225238704,0.0054783061550609455,0.0,0.0,0.0,0.0,0
15402,1,1,True,128,0.3245663922523869,0.005478306155060966,0.0,0.0,0.0,0.0,0
15402,1,2,False,32,0.3245663922532793,0.0054783061548700955,5.1263868092103626e-05,0.00935761285384373,4.4146611921285595e-05,0.008058441911290447,2
15402,1,2,False,64,0.32456639225238704,0.0054783061550609455,5.126386809095894e-05,0.009357612853308786,4.414661192264356e-05,0.008058441911257593,2
15402,1,2,False,128,0.3245663922523869,0.005478306155060966,5.126386809095925e-05,0.009357612853308807,4.414661192264363e-05,0.008058441911257576,2
15402,2,0,False,32,0.3245663922532793,0.0054783061548700955,6.748179784720601e-05,0.01231800413111563,5.941813919021048e-05,0.010846078607233193,2
15402,2,0,False,64,0.32456639225238704,0.0054783061550609455,6.748179785168573e-05,0.012318004131504221,5.941813919359152e-05,0.010846078607472514,2
15402,2,0,False,128,0.3245663922523869,0.005478306155060966,6.748179785168621e-05,0.012318004131504261,5.941813919359163e-05,0.010846078607472493,2
15402,2,1,False,32,0.3245663922532793,0.0054783061548700955,5.1263868092103626e-05,0.00935761285384373,4.4146611921285595e-05,0.008058441911290447,2
15402,2,1,False,64,0.32456639225238704,0.0054783061550609455,5.126386809095894e-05,0.009357612853308786,4.414661192264356e-05,0.008058441911257593,2
15402,2,1,False,128,0.3245663922523869,0.005478306155060966,5.126386809095925e-05,0.009357612853308807,4.414661192264363e-05,0.008058441911257576,2
15402,2,2,True,32,0.3245663922532793,0.0054783061548700955,0.0,0.0,0.0,0.0,0
15402,2,2,True,64,0.32456639225238704,0.0054783061550609455,0.0,0.0,0.0,0.0,0
15402,2,2,True,128,0.3245663922523869,0.005478306155060966,0.0,0.0,0.0,0.0,0
15403,0,0,True,32,0.27939575290500673,0.0049808906163219275,0.0,0.0,0.0,0.0,0
15403,0,0,True,64,0.2793957529051122,0.004980890618530269,0.0,0.0,0.0,0.0,0
15403,0,0,True,128,0.2793957529051122,0.004980890618530272,0.0,0.0,0.0,0.0,0
15403,0,1,False,32,0.27939575290500673,0.0049808906163219275,6.690707836580574e-05,0.013432754003181138,5.956860238999284e-05,0.01195942793740379,2
15403,0,1,False,64,0.2793957529051122,0.004980890618530269,6.690707840310766e-05,0.013432754004714562,5.95686023949989e-05,0.011959427933106477,2
15403,0,1,False,128,0.2793957529051122,0.004980890618530272,6.690707840310767e-05,0.013432754004714555,5.956860239499897e-05,0.011959427933106484,2
15403,0,2,False,32,0.27939575290500673,0.0049808906163219275,5.820231505645611e-05,0.011685122107627177,5.209290676481112e-05,0.010458552652031222,2
15403,0,2,False,64,0.2793957529051122,0.004980890618530269,5.820231510359746e-05,0.011685122111910872,5.209290677116594e-05,0.01045855264867013,2
15403,0,2,False,128,0.2793957529051122,0.004980890618530272,5.8202315103597514e-05,0.011685122111910874,5.2092906771166016e-05,0.010458552648670138,2
15403,1,0,False,32,0.27939575290500673,0.0049808906163219275,6.690707836580574e-05,0.013432754003181138,5.956860238999284e-05,0.01195942793740379,2
15403,1,0,False,64,0.2793957529051122,0.004980890618530269,6.690707840310766e-05,0.013432754004714562,5.95686023949989e-05,0.011959427933106477,2
15403,1,0,False,128,0.2793957529051122,0.004980890618530272,6.690707840310767e-05,0.013432754004714555,5.956860239499897e-05,0.011959427933106484,2
15403,1,1,True,32,0.27939575290500673,0.0049808906163219275,0.0,0.0,0.0,0.0,0
15403,1,1,True,64,0.2793957529051122,0.004980890618530269,0.0,0.0,0.0,0.0,0
15403,1,1,True,128,0.2793957529051122,0.004980890618530272,0.0,0.0,0.0,0.0,0
15403,1,2,False,32,0.27939575290500673,0.0049808906163219275,5.820231505645611e-05,0.011685122107627177,5.209290676481112e-05,0.010458552652031222,2
15403,1,2,False,64,0.2793957529051122,0.004980890618530269,5.820231510359746e-05,0.011685122111910872,5.209290677116594e-05,0.01045855264867013,2
15403,1,2,False,128,0.2793957529051122,0.004980890618530272,5.8202315103597514e-05,0.011685122111910874,5.2092906771166016e-05,0.010458552648670138,2
15403,2,0,False,32,0.27939575290500673,0.0049808906163219275,6.690707836580574e-05,0.013432754003181138,5.956860238999284e-05,0.01195942793740379,2
15403,2,0,False,64,0.2793957529051122,0.004980890618530269,6.690707840310766e-05,0.013432754004714562,5.95686023949989e-05,0.011959427933106477,2
15403,2,0,False,128,0.2793957529051122,0.004980890618530272,6.690707840310767e-05,0.013432754004714555,5.956860239499897e-05,0.011959427933106484,2
15403,2,1,False,32,0.27939575290500673,0.0049808906163219275,5.820231505645611e-05,0.011685122107627177,5.209290676481112e-05,0.010458552652031222,2
15403,2,1,False,64,0.2793957529051122,0.004980890618530269,5.820231510359746e-05,0.011685122111910872,5.209290677116594e-05,0.01045855264867013,2
15403,2,1,False,128,0.2793957529051122,0.004980890618530272,5.8202315103597514e-05,0.011685122111910874,5.2092906771166016e-05,0.010458552648670138,2
15403,2,2,True,32,0.27939575290500673,0.0049808906163219275,0.0,0.0,0.0,0.0,0
15403,2,2,True,64,0.2793957529051122,0.004980890618530269,0.0,0.0,0.0,0.0,0
15403,2,2,True,128,0.2793957529051122,0.004980890618530272,0.0,0.0,0.0,0.0,0
15404,0,0,True,32,0.291011582733131,0.005456888242531161,0.0,0.0,0.0,0.0,0
15404,0,0,True,64,0.29101158273198324,0.005456888244137936,0.0,0.0,0.0,0.0,0
15404,0,0,True,128,0.29101158273198324,0.005456888244137955,0.0,0.0,0.0,0.0,0
15404,0,1,False,32,0.291011582733131,0.005456888242531161,0.00010293181386202941,0.01886273078854274,9.201747164718092e-05,0.016862627115943808,2
15404,0,1,False,64,0.29101158273198324,0.005456888244137936,0.0001029318139323169,0.018862730795869136,9.201747166074189e-05,0.01686262711346374,2
15404,0,1,False,128,0.29101158273198324,0.005456888244137955,0.00010293181393231766,0.01886273079586921,9.201747166074206e-05,0.016862627113463712,2
15404,0,2,False,32,0.291011582733131,0.005456888242531161,0.00011165541722480776,0.02046137143776592,9.956457834129828e-05,0.018245669311181562,2
15404,0,2,False,64,0.29101158273198324,0.005456888244137936,0.00011165541728418944,0.02046137144262306,9.95645783537729e-05,0.018245669308095173,2
15404,0,2,False,128,0.29101158273198324,0.005456888244137955,0.00011165541728419013,0.020461371442623114,9.956457835377311e-05,0.01824566930809515,2
15404,1,0,False,32,0.291011582733131,0.005456888242531161,0.00010293181386202941,0.01886273078854274,9.201747164718092e-05,0.016862627115943808,2
15404,1,0,False,64,0.29101158273198324,0.005456888244137936,0.0001029318139323169,0.018862730795869136,9.201747166074189e-05,0.01686262711346374,2
15404,1,0,False,128,0.29101158273198324,0.005456888244137955,0.00010293181393231766,0.01886273079586921,9.201747166074206e-05,0.016862627113463712,2
15404,1,1,True,32,0.291011582733131,0.005456888242531161,0.0,0.0,0.0,0.0,0
15404,1,1,True,64,0.29101158273198324,0.005456888244137936,0.0,0.0,0.0,0.0,0
15404,1,1,True,128,0.29101158273198324,0.005456888244137955,0.0,0.0,0.0,0.0,0
15404,1,2,False,32,0.291011582733131,0.005456888242531161,0.00011165541722480776,0.02046137143776592,9.956457834129828e-05,0.018245669311181562,2
15404,1,2,False,64,0.29101158273198324,0.005456888244137936,0.00011165541728418944,0.02046137144262306,9.95645783537729e-05,0.018245669308095173,2
15404,1,2,False,128,0.29101158273198324,0.005456888244137955,0.00011165541728419013,0.020461371442623114,9.956457835377311e-05,0.01824566930809515,2
15404,2,0,False,32,0.291011582733131,0.005456888242531161,0.00010293181386202941,0.01886273078854274,9.201747164718092e-05,0.016862627115943808,2
15404,2,0,False,64,0.29101158273198324,0.005456888244137936,0.0001029318139323169,0.018862730795869136,9.201747166074189e-05,0.01686262711346374,2
15404,2,0,False,128,0.29101158273198324,0.005456888244137955,0.00010293181393231766,0.01886273079586921,9.201747166074206e-05,0.016862627113463712,2
15404,2,1,False,32,0.291011582733131,0.005456888242531161,0.00011165541722480776,0.02046137143776592,9.956457834129828e-05,0.018245669311181562,2
15404,2,1,False,64,0.29101158273198324,0.005456888244137936,0.00011165541728418944,0.02046137144262306,9.95645783537729e-05,0.018245669308095173,2
15404,2,1,False,128,0.29101158273198324,0.005456888244137955,0.00011165541728419013,0.020461371442623114,9.956457835377311e-05,0.01824566930809515,2
15404,2,2,True,32,0.291011582733131,0.005456888242531161,0.0,0.0,0.0,0.0,0
15404,2,2,True,64,0.29101158273198324,0.005456888244137936,0.0,0.0,0.0,0.0,0
15404,2,2,True,128,0.29101158273198324,0.005456888244137955,0.0,0.0,0.0,0.0,0
15405,0,0,True,32,0.29942346042499574,0.005355253589014288,0.0,0.0,0.0,0.0,0
15405,0,0,True,64,0.29942346042502677,0.005355253588007897,0.0,0.0,0.0,0.0,0
15405,0,0,True,128,0.29942346042502677,0.0053552535880078906,0.0,0.0,0.0,0.0,0
15405,0,1,False,32,0.29942346042499574,0.005355253589014288,6.153853533172318e-05,0.011491245803553114,5.379350033252129e-05,0.010044995897649501,2
15405,0,1,False,64,0.29942346042502677,0.005355253588007897,6.153853531795878e-05,0.011491245803142354,5.379350033116916e-05,0.010044995899284731,2
15405,0,1,False,128,0.29942346042502677,0.0053552535880078906,6.153853531795864e-05,0.011491245803142341,5.379350033116923e-05,0.010044995899284754,2
15405,0,2,False,32,0.29942346042499574,0.005355253589014288,9.119979787554752e-05,0.0170299681162875,7.944924538116742e-05,0.014835757833046186,2
15405,0,2,False,64,0.29942346042502677,0.005355253588007897,9.119979782695576e-05,0.017029968110414212,7.944924537522372e-05,0.01483575783472433,2
15405,0,2,False,128,0.29942346042502677,0.0053552535880078906,9.119979782695543e-05,0.017029968110414167,7.944924537522385e-05,0.014835757834724368,2
15405,1,0,False,32,0.29942346042499574,0.005355253589014288,6.153853533172318e-05,0.011491245803553114,5.379350033252129e-05,0.010044995897649501,2
15405,1,0,False,64,0.29942346042502677,0.005355253588007897,6.153853531795878e-05,0.011491245803142354,5.379350033116916e-05,0.010044995899284731,2
15405,1,0,False,128,0.29942346042502677,0.0053552535880078906,6.153853531795864e-05,0.011491245803142341,5.379350033116923e-05,0.010044995899284754,2
15405,1,1,True,32,0.29942346042499574,0.005355253589014288,0.0,0.0,0.0,0.0,0
15405,1,1,True,64,0.29942346042502677,0.005355253588007897,0.0,0.0,0.0,0.0,0
15405,1,1,True,128,0.29942346042502677,0.0053552535880078906,0.0,0.0,0.0,0.0,0
15405,1,2,False,32,0.29942346042499574,0.005355253589014288,9.119979787554752e-05,0.0170299681162875,7.944924538116742e-05,0.014835757833046186,2
15405,1,2,False,64,0.29942346042502677,0.005355253588007897,9.119979782695576e-05,0.017029968110414212,7.944924537522372e-05,0.01483575783472433,2
15405,1,2,False,128,0.29942346042502677,0.0053552535880078906,9.119979782695543e-05,0.017029968110414167,7.944924537522385e-05,0.014835757834724368,2
15405,2,0,False,32,0.29942346042499574,0.005355253589014288,6.153853533172318e-05,0.011491245803553114,5.379350033252129e-05,0.010044995897649501,2
15405,2,0,False,64,0.29942346042502677,0.005355253588007897,6.153853531795878e-05,0.011491245803142354,5.379350033116916e-05,0.010044995899284731,2
15405,2,0,False,128,0.29942346042502677,0.0053552535880078906,6.153853531795864e-05,0.011491245803142341,5.379350033116923e-05,0.010044995899284754,2
15405,2,1,False,32,0.29942346042499574,0.005355253589014288,9.119979787554752e-05,0.0170299681162875,7.944924538116742e-05,0.014835757833046186,2
15405,2,1,False,64,0.29942346042502677,0.005355253588007897,9.119979782695576e-05,0.017029968110414212,7.944924537522372e-05,0.01483575783472433,2
15405,2,1,False,128,0.29942346042502677,0.0053552535880078906,9.119979782695543e-05,0.017029968110414167,7.944924537522385e-05,0.014835757834724368,2
15405,2,2,True,32,0.29942346042499574,0.005355253589014288,0.0,0.0,0.0,0.0,0
15405,2,2,True,64,0.29942346042502677,0.005355253588007897,0.0,0.0,0.0,0.0,0
15405,2,2,True,128,0.29942346042502677,0.0053552535880078906,0.0,0.0,0.0,0.0,0
15406,0,0,True,32,0.2998655356225502,0.005824404458532405,0.0,0.0,0.0,0.0,0
15406,0,0,True,64,0.29986553562419654,0.00582440445976672,0.0,0.0,0.0,0.0,0
15406,0,0,True,128,0.2998655356241966,0.00582440445976673,0.0,0.0,0.0,0.0,0
15406,0,1,False,32,0.2998655356225502,0.005824404458532405,3.9256798044451816e-05,0.006740053566668598,3.413146827291457e-05,0.005860078659701251,2
15406,0,1,False,64,0.29986553562419654,0.00582440445976672,3.925679806559812e-05,0.006740053568870874,3.413146827312662e-05,0.0058600786584957825,2
15406,0,1,False,128,0.2998655356241966,0.00582440445976673,3.925679806559819e-05,0.006740053568870875,3.413146827312667e-05,0.0058600786584957825,2
15406,0,2,False,32,0.2998655356225502,0.005824404458532405,9.719482280086354e-05,0.016687512601992967,8.323361472230544e-05,0.014290493614394028,2
15406,0,2,False,64,0.29986553562419654,0.00582440445976672,9.719482282908428e-05,0.016687512603301785,8.323361471858798e-05,0.014290493610727312,2
15406,0,2,False,128,0.2998655356241966,0.00582440445976673,9.719482282908486e-05,0.016687512603301858,8.323361471858801e-05,0.014290493610727295,2
15406,1,0,False,32,0.2998655356225502,0.005824404458532405,3.9256798044451816e-05,0.006740053566668598,3.413146827291457e-05,0.005860078659701251,2
15406,1,0,False,64,0.29986553562419654,0.00582440445976672,3.925679806559812e-05,0.006740053568870874,3.413146827312662e-05,0.0058600786584957825,2
15406,1,0,False,128,0.2998655356241966,0.00582440445976673,3.925679806559819e-05,0.006740053568870875,3.413146827312667e-05,0.0058600786584957825,2
15406,1,1,True,32,0.2998655356225502,0.005824404458532405,0.0,0.0,0.0,0.0,0
15406,1,1,True,64,0.29986553562419654,0.00582440445976672,0.0,0.0,0.0,0.0,0
15406,1,1,True,128,0.2998655356241966,0.00582440445976673,0.0,0.0,0.0,0.0,0
15406,1,2,False,32,0.2998655356225502,0.005824404458532405,9.719482280086354e-05,0.016687512601992967,8.323361472230544e-05,0.014290493614394028,2
15406,1,2,False,64,0.29986553562419654,0.00582440445976672,9.719482282908428e-05,0.016687512603301785,8.323361471858798e-05,0.014290493610727312,2
15406,1,2,False,128,0.2998655356241966,0.00582440445976673,9.719482282908486e-05,0.016687512603301858,8.323361471858801e-05,0.014290493610727295,2
15406,2,0,False,32,0.2998655356225502,0.005824404458532405,3.9256798044451816e-05,0.006740053566668598,3.413146827291457e-05,0.005860078659701251,2
15406,2,0,False,64,0.29986553562419654,0.00582440445976672,3.925679806559812e-05,0.006740053568870874,3.413146827312662e-05,0.0058600786584957825,2
15406,2,0,False,128,0.2998655356241966,0.00582440445976673,3.925679806559819e-05,0.006740053568870875,3.413146827312667e-05,0.0058600786584957825,2
15406,2,1,False,32,0.2998655356225502,0.005824404458532405,9.719482280086354e-05,0.016687512601992967,8.323361472230544e-05,0.014290493614394028,2
15406,2,1,False,64,0.29986553562419654,0.00582440445976672,9.719482282908428e-05,0.016687512603301785,8.323361471858798e-05,0.014290493610727312,2
15406,2,1,False,128,0.2998655356241966,0.00582440445976673,9.719482282908486e-05,0.016687512603301858,8.323361471858801e-05,0.014290493610727295,2
15406,2,2,True,32,0.2998655356225502,0.005824404458532405,0.0,0.0,0.0,0.0,0
15406,2,2,True,64,0.29986553562419654,0.00582440445976672,0.0,0.0,0.0,0.0,0
15406,2,2,True,128,0.2998655356241966,0.00582440445976673,0.0,0.0,0.0,0.0,0
15407,0,0,True,32,0.3018487922022176,0.004941975875486088,0.0,0.0,0.0,0.0,0
15407,0,0,True,64,0.3018487922018316,0.004941975875003432,0.0,0.0,0.0,0.0,0
15407,0,0,True,128,0.3018487922018316,0.004941975875003448,0.0,0.0,0.0,0.0,0
15407,0,1,False,32,0.3018487922022176,0.004941975875486088,5.413078255583259e-05,0.010953267259830228,4.640469338998762e-05,0.00938990690346567,2
15407,0,1,False,64,0.3018487922018316,0.004941975875003432,5.4130782544853995e-05,0.010953267258678474,4.640469338766595e-05,0.009389906903912946,2
15407,0,1,False,128,0.3018487922018316,0.004941975875003448,5.413078254485434e-05,0.01095326725867851,4.6404693387666055e-05,0.009389906903912938,2
15407,0,2,False,32,0.3018487922022176,0.004941975875486088,8.304148063141522e-05,0.01680329542750901,7.184867911259809e-05,0.014538452012481976,2
15407,0,2,False,64,0.3018487922018316,0.004941975875003432,8.304148061478161e-05,0.016803295425784317,7.18486791118672e-05,0.014538452013753972,2
15407,0,2,False,128,0.3018487922018316,0.004941975875003448,8.304148061478214e-05,0.01680329542578437,7.184867911186736e-05,0.01453845201375396,2
15407,1,0,False,32,0.3018487922022176,0.004941975875486088,5.413078255583259e-05,0.010953267259830228,4.640469338998762e-05,0.00938990690346567,2
15407,1,0,False,64,0.3018487922018316,0.004941975875003432,5.4130782544853995e-05,0.010953267258678474,4.640469338766595e-05,0.009389906903912946,2
15407,1,0,False,128,0.3018487922018316,0.004941975875003448,5.413078254485434e-05,0.01095326725867851,4.6404693387666055e-05,0.009389906903912938,2
15407,1,1,True,32,0.3018487922022176,0.004941975875486088,0.0,0.0,0.0,0.0,0
15407,1,1,True,64,0.3018487922018316,0.004941975875003432,0.0,0.0,0.0,0.0,0
15407,1,1,True,128,0.3018487922018316,0.004941975875003448,0.0,0.0,0.0,0.0,0
15407,1,2,False,32,0.3018487922022176,0.004941975875486088,8.304148063141522e-05,0.01680329542750901,7.184867911259809e-05,0.014538452012481976,2
15407,1,2,False,64,0.3018487922018316,0.004941975875003432,8.304148061478161e-05,0.016803295425784317,7.18486791118672e-05,0.014538452013753972,2
15407,1,2,False,128,0.3018487922018316,0.004941975875003448,8.304148061478214e-05,0.01680329542578437,7.184867911186736e-05,0.01453845201375396,2
15407,2,0,False,32,0.3018487922022176,0.004941975875486088,5.413078255583259e-05,0.010953267259830228,4.640469338998762e-05,0.00938990690346567,2
15407,2,0,False,64,0.3018487922018316,0.004941975875003432,5.4130782544853995e-05,0.010953267258678474,4.640469338766595e-05,0.009389906903912946,2
15407,2,0,False,128,0.3018487922018316,0.004941975875003448,5.413078254485434e-05,0.01095326725867851,4.6404693387666055e-05,0.009389906903912938,2
15407,2,1,False,32,0.3018487922022176,0.004941975875486088,8.304148063141522e-05,0.01680329542750901,7.184867911259809e-05,0.014538452012481976,2
15407,2,1,False,64,0.3018487922018316,0.004941975875003432,8.304148061478161e-05,0.016803295425784317,7.18486791118672e-05,0.014538452013753972,2
15407,2,1,False,128,0.3018487922018316,0.004941975875003448,8.304148061478214e-05,0.01680329542578437,7.184867911186736e-05,0.01453845201375396,2
15407,2,2,True,32,0.3018487922022176,0.004941975875486088,0.0,0.0,0.0,0.0,0
15407,2,2,True,64,0.3018487922018316,0.004941975875003432,0.0,0.0,0.0,0.0,0
15407,2,2,True,128,0.3018487922018316,0.004941975875003448,0.0,0.0,0.0,0.0,0
15408,0,0,True,32,0.28483557614795063,0.004755371752440719,0.0,0.0,0.0,0.0,0
15408,0,0,True,64,0.28483557614719784,0.004755371750685713,0.0,0.0,0.0,0.0,0
