dataset,network_type,split,analysis_scope,source_feedback,removal_fraction,parent_gain_ratio_mean_mean,parent_gain_ratio_mean_std,parent_gain_ratio_mean_count,parent_gain_ratio_q50_mean,parent_gain_ratio_q50_std,parent_gain_ratio_q50_count,parent_gain_ratio_q95_mean,parent_gain_ratio_q95_std,parent_gain_ratio_q95_count,distal_path_gain_ratio_mean_mean,distal_path_gain_ratio_mean_std,distal_path_gain_ratio_mean_count,distal_path_gain_ratio_q50_mean,distal_path_gain_ratio_q50_std,distal_path_gain_ratio_q50_count,distal_path_gain_ratio_q95_mean,distal_path_gain_ratio_q95_std,distal_path_gain_ratio_q95_count,parent_total_clipped_fraction_mean,parent_total_clipped_fraction_std,parent_total_clipped_fraction_count,branch_numel_weighted_cosine_mean,branch_numel_weighted_cosine_std,branch_numel_weighted_cosine_count,branch_macro_cosine_mean,branch_macro_cosine_std,branch_macro_cosine_count,branch_concatenated_cosine_mean,branch_concatenated_cosine_std,branch_concatenated_cosine_count,branch_local_target_norm_ratio_mean,branch_local_target_norm_ratio_std,branch_local_target_norm_ratio_count
mnist,dendritic_shunting,test,all_populations,approx_direct_code_per_soma,0.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.12716883240373011,0.04507364488011429,5,0.1458605770766735,0.04553432939794047,5,0.12717225891871614,0.06589301280600136,5,0.33793157499104687,0.081900124132121,5
mnist,dendritic_shunting,test,all_populations,approx_direct_code_per_soma,0.25,1.0102655172348023,0.0012010643543345734,5,1.0,0.0,5,1.0629418611526489,0.004869523665786679,5,1.013494038581848,0.0013647623396176591,5,1.0,0.0,5,1.068267273902893,0.004717516481505519,5,0.0,0.0,5,0.12709217647157342,0.044842395353309666,5,0.14581967435777188,0.045462292422660325,5,0.12702614362565573,0.06618281153445374,5,0.33552188842629554,0.08069448123851133,5
mnist,dendritic_shunting,test,all_populations,approx_direct_code_per_soma,0.5,1.0218789339065553,0.002630623774707968,5,1.0,0.0,5,1.1343854188919067,0.01110066093176549,5,1.0287391185760497,0.002971169104774869,5,1.0,0.0,5,1.1465823173522949,0.010863039353383381,5,0.0,0.0,5,0.12700770186808003,0.04459990264477004,5,0.145774599686265,0.045388917219974255,5,0.12684758292717052,0.06652144386033157,5,0.3327267521992568,0.07935595736202922,5
mnist,dendritic_shunting,test,all_populations,approx_direct_code_per_soma,1.0,1.0507226705551147,0.006562379507349293,5,1.0,0.0,5,1.310801887512207,0.0297029032073807,5,1.0664793252944946,0.007276745784421865,5,1.0,0.0,5,1.343821930885315,0.029804955561254277,5,0.0,0.0,5,0.12681018124348614,0.04408418407212433,5,0.1456692049652338,0.045243325393367284,5,0.1263578047420356,0.06739743885985561,5,0.32557938234413974,0.07626740338558753,5
mnist,dendritic_shunting,test,all_populations,approx_direct_code_per_soma,2.0,1.1739878416061402,0.036576137009801196,5,1.0,0.0,5,1.9062857627868652,0.12662918861975106,5,1.2217626810073852,0.03315896316219945,5,1.0,0.0,5,2.0529866456985473,0.13863353315349086,5,0.00055999755859375,0.0005093613717093182,5,0.12628187531779012,0.04328389969196101,5,0.14538730703294278,0.045218899600343074,5,0.12458054980026065,0.07111588042569833,5,0.2993859986194411,0.07018760313065367,5
mnist,dendritic_shunting,test,all_populations,approx_direct_code_per_soma,4.0,2.3915883541107177,0.25663281178096015,5,1.0,0.0,5,15.620798110961914,6.151796546027362,5,2.817968463897705,0.2920171011835556,5,1.0,0.0,5,18.923679161071778,2.40672336272235,5,0.0494903564453125,0.011871707341738529,5,0.10864303799240711,0.048921202216846225,5,0.13597542742267252,0.048035239949027454,5,0.089471624829331,0.07138430945163736,5,0.11801244998917686,0.061271330059543,5
mnist,dendritic_shunting,test,all_populations,approx_direct_code_per_soma,8.0,4.153643178939819,0.28036094381297805,5,1.0,0.0,5,20.0,0.0,5,5.1689554214477536,0.33756565019800866,5,1.0,0.0,5,20.0,0.0,5,0.1586944580078125,0.014574588550544977,5,0.07453699445297043,0.03842316944626124,5,0.11777683701366186,0.04079613674310778,5,0.05891260350681273,0.04953946929599315,5,0.06628216498634967,0.024329754164409453,5
mnist,dendritic_shunting,test,all_populations,exact_soma_blockwise_per_soma,0.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.5137142705271444,0.04234854861751201,5,0.6139362227916718,0.02197917827291021,5,0.4417072937295094,0.042975992586048006,5,2.02601068613347,0.5589609510154412,5
mnist,dendritic_shunting,test,all_populations,exact_soma_blockwise_per_soma,0.25,1.0102655172348023,0.0012010643543345734,5,1.0,0.0,5,1.0629418611526489,0.004869523665786679,5,1.013494038581848,0.0013647623396176591,5,1.0,0.0,5,1.068267273902893,0.004717516481505519,5,0.0,0.0,5,0.5146288708994587,0.042759053163612164,5,0.6144242429733277,0.022144001249858332,5,0.4428620312653585,0.04282025857155298,5,2.0108666785513964,0.5457163577924368,5
mnist,dendritic_shunting,test,all_populations,exact_soma_blockwise_per_soma,0.5,1.0218789339065553,0.002630623774707968,5,1.0,0.0,5,1.1343854188919067,0.01110066093176549,5,1.0287391185760497,0.002971169104774869,5,1.0,0.0,5,1.1465823173522949,0.010863039353383381,5,0.0,0.0,5,0.5155245752068629,0.04323377016419021,5,0.6149021804332733,0.022320985276407156,5,0.4439958599222428,0.0428174622177522,5,1.9932866430768097,0.5304695267961813,5
