run_dir,source,dataset,network_type,strategy,branch_factors,ie_value,seed,test_accuracy,population,nominal_depth,active_stage_count,effective_depth_from_soma,all_stages_active,minimum_stage_median,minimum_stage_q05,log10_product_stage_medians,activity_threshold
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_morphology_ie_regime_nonnegativeinput_fix_20260409164042/results/config_0,morphology_ie,noise_resilience,dendritic_additive,local_ca,"[2, 2]",0,42,0.2833999991416931,0,2,2,2,True,0.7043934464454651,0.13434897363185883,-0.2841265218346518,0.001
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_morphology_ie_regime_nonnegativeinput_fix_20260409164042/results/config_0,morphology_ie,noise_resilience,dendritic_additive,local_ca,"[2, 2]",0,42,0.2833999991416931,1,2,2,2,True,0.6434087157249451,0.5944491624832153,-0.29073591314851877,0.001
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_morphology_ie_regime_nonnegativeinput_fix_20260409164042/results/config_1,morphology_ie,noise_resilience,dendritic_additive,local_ca,"[2, 2]",0,43,0.45249998569488525,0,2,2,2,True,0.5419967174530029,0.01056774239987135,-0.2752924845112537,0.001
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_morphology_ie_regime_nonnegativeinput_fix_20260409164042/results/config_1,morphology_ie,noise_resilience,dendritic_additive,local_ca,"[2, 2]",0,43,0.45249998569488525,1,2,2,2,True,0.5851930379867554,0.29912981390953064,-0.44511866477828244,0.001
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_morphology_ie_regime_nonnegativeinput_fix_20260409164042/results/config_10,morphology_ie,noise_resilience,dendritic_additive,local_ca,"[2, 2]",20,43,0.5472999811172485,0,2,2,2,True,1.1288506984710693,0.037057988345623016,0.12313789600209905,0.001
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_morphology_ie_regime_nonnegativeinput_fix_20260409164042/results/config_10,morphology_ie,noise_resilience,dendritic_additive,local_ca,"[2, 2]",20,43,0.5472999811172485,1,2,2,2,True,0.5580520629882812,0.4914962351322174,0.009955864699504435,0.001
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_morphology_ie_regime_nonnegativeinput_fix_20260409164042/results/config_100,morphology_ie,noise_resilience,dendritic_shunting,local_ca,"[3, 3]",20,43,0.6847999691963196,0,2,2,2,True,10.489157676696777,8.629521369934082,2.2279985198632857,0.001
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_morphology_ie_regime_nonnegativeinput_fix_20260409164042/results/config_100,morphology_ie,noise_resilience,dendritic_shunting,local_ca,"[3, 3]",20,43,0.6847999691963196,1,2,1,1,False,9.752659480000148e-07,9.721219385028235e-07,-4.794144482173187,0.001
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_morphology_ie_regime_nonnegativeinput_fix_20260409164042/results/config_101,morphology_ie,noise_resilience,dendritic_shunting,local_ca,"[3, 3]",20,44,0.7283999919891357,0,2,2,2,True,10.4713134765625,8.509515762329102,2.2198272224985045,0.001
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_morphology_ie_regime_nonnegativeinput_fix_20260409164042/results/config_101,morphology_ie,noise_resilience,dendritic_shunting,local_ca,"[3, 3]",20,44,0.7283999919891357,1,2,1,1,False,9.815910289034946e-07,9.755037808645284e-07,-4.798995679874896,0.001
