broadcast_mode,broadcast_rank,use_path_propagation,n_runs,test_accuracy_mean,test_accuracy_std,valid_accuracy_mean,valid_accuracy_std
low_rank,1,False,5,0.45321999192237855,0.1261850132038447,0.45066667199134824,0.12848838970866744
low_rank,2,False,5,0.6298799991607666,0.04155570423209241,0.622166657447815,0.04391054726044418
low_rank,4,False,5,0.7643999814987182,0.025135319442682935,0.7547666430473328,0.023573855611455814
low_rank,8,False,5,0.7945399761199952,0.01927400956713542,0.7913166642189026,0.018618848157122884
path_transport,4,False,5,0.8466999769210816,0.017740208286643334,0.8409499883651733,0.013261863097532467
per_soma,4,False,5,0.6620199799537658,0.015654624981282002,0.6505833268165588,0.01768847161730998
per_soma,4,True,5,0.7618599772453308,0.04739360292724366,0.7559999823570251,0.05018607869649102
