run_dir,run_name,seed,dataset,network_type,split,batch_size,population,stage,stage_role,layer_name,n_values,inhibition_active_fraction,g_inhibitory_mean,g_inhibitory_std,g_inhibitory_q05,g_inhibitory_q25,g_inhibitory_q50,g_inhibitory_q75,g_inhibitory_q95,g_total_mean,g_total_std,g_total_q05,g_total_q25,g_total_q50,g_total_q75,g_total_q95,input_resistance_mean,input_resistance_std,input_resistance_q05,input_resistance_q25,input_resistance_q50,input_resistance_q75,input_resistance_q95,inhibitory_fraction_mean,inhibitory_fraction_std,inhibitory_fraction_q05,inhibitory_fraction_q25,inhibitory_fraction_q50,inhibitory_fraction_q75,inhibitory_fraction_q95,removal_log_gain_mean,removal_log_gain_std,removal_log_gain_q05,removal_log_gain_q25,removal_log_gain_q50,removal_log_gain_q75,removal_log_gain_q95,removal_gain_ratio_mean,removal_gain_ratio_std,removal_gain_ratio_q05,removal_gain_ratio_q25,removal_gain_ratio_q50,removal_gain_ratio_q75,removal_gain_ratio_q95,delta_g_half_mean,delta_g_half_std,delta_g_half_q05,delta_g_half_q25,delta_g_half_q50,delta_g_half_q75,delta_g_half_q95,child_coupling_mean,child_coupling_std,child_coupling_q05,child_coupling_q25,child_coupling_q50,child_coupling_q75,child_coupling_q95
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,test,256,0,0,distal,core_network.layers.0.excitatory_cells.branch_layers.0,294912,0.4433152973651886,3.6977531909942627,5.555838108062744,0.0,0.0,0.0,7.308585166931152,14.916741371154785,5.963906288146973,6.0430521965026855,1.0,1.0,3.2631168365478516,9.550105094909668,17.999713897705078,0.45432594418525696,0.3768366575241089,0.055556438863277435,0.1047108918428421,0.30645546317100525,1.0,1.0,0.3154699206352234,0.38233861327171326,0.0,0.0,0.0,0.7528111934661865,0.9096192121505737,0.6687653660774231,0.8943336009979248,0.0,0.0,0.0,1.3976027965545654,2.4037232398986816,3.1441848278045654,3.7252190113067627,1.0,1.0,1.0,4.045490264892578,11.064295768737793,5.963906288146973,6.0430521965026855,1.0,1.0,3.2631168365478516,9.550105094909668,17.999713897705078,,,,,,,
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,test,256,0,1,proximal,core_network.layers.0.excitatory_cells.branch_layers.1,98304,0.2969767451286316,2.0119035243988037,3.965853214263916,0.0,0.0,0.0,1.7757883071899414,10.513467788696289,34.34263610839844,4.291244029998779,30.116138458251953,31.50347900390625,32.80665588378906,35.99517059326172,42.961585998535156,0.02950809895992279,0.0031589765567332506,0.02327660843729973,0.02778150513768196,0.030481617897748947,0.03174252435564995,0.033204786479473114,0.04873289912939072,0.0907917395234108,0.0,0.0,0.0,0.05237526819109917,0.24902573227882385,0.05517899617552757,0.10579387843608856,0.0,0.0,0.0,0.05379673093557358,0.28638386726379395,1.0631015300750732,0.1255170702934265,1.0,1.0,1.0,1.0552700757980347,1.3316035270690918,34.34263610839844,4.291244029998779,30.116138458251953,31.50347900390625,32.80665588378906,35.99517059326172,42.961585998535156,9.95206356048584,1.513427734375,7.655685901641846,8.766759872436523,9.915225982666016,10.963887214660645,12.600316047668457
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,test,256,0,2,soma,core_network.layers.0.excitatory_cells.branch_layers.2,32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.168251037597656,1.3172950744628906,46.72471618652344,48.47311782836914,49.24872589111328,50.117095947265625,50.88813400268555,0.020353280007839203,0.0005586618790403008,0.01965094730257988,0.019953273236751556,0.020305095240473747,0.020629990845918655,0.02140194922685623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,49.168251037597656,1.3172950744628906,46.72471618652344,48.47311782836914,49.24872589111328,50.117095947265625,50.88813400268555,16.05608367919922,3.2180683612823486,10.760738372802734,13.908079147338867,16.007648468017578,18.139236450195312,21.312028884887695
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_11,config_11,43,mnist,dendritic_shunting,test,256,0,0,distal,core_network.layers.0.excitatory_cells.branch_layers.0,294912,0.450676828622818,3.7193803787231445,5.495112419128418,0.0,0.0,0.0,7.362309455871582,14.651446342468262,6.001078128814697,5.981710433959961,1.0,1.0369515419006348,3.3954358100891113,9.591869354248047,17.81092071533203,0.44607460498809814,0.3738047182559967,0.0561453253030777,0.10425496101379395,0.2945129871368408,0.9643651247024536,1.0,0.3203485608100891,0.3824325203895569,0.0,0.0,0.0,0.7548484802246094,0.9088290929794312,0.6754591464996338,0.8896549940109253,0.0,0.0,0.0,1.4058787822723389,2.395019292831421,3.1357274055480957,3.6391849517822266,1.0,1.0,1.0,4.0791096687316895,10.968411445617676,6.001078128814697,5.981710433959961,1.0,1.0369515419006348,3.3954358100891113,9.591869354248047,17.81092071533203,,,,,,,
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_11,config_11,43,mnist,dendritic_shunting,test,256,0,1,proximal,core_network.layers.0.excitatory_cells.branch_layers.1,98304,0.3285014033317566,2.280125617980957,4.230182647705078,0.0,0.0,0.0,3.0790891647338867,11.18863582611084,34.54889678955078,4.5759758949279785,30.19192886352539,31.398361206054688,32.77595520019531,36.644317626953125,43.81779098510742,0.029380392283201218,0.003333199070766568,0.022821782156825066,0.027289360761642456,0.030510172247886658,0.03184879571199417,0.03312143310904503,0.05485790967941284,0.0958004966378212,0.0,0.0,0.0,0.08727648854255676,0.26062583923339844,0.06228524446487427,0.11205695569515228,0.0,0.0,0.0,0.09132227301597595,0.301951140165329,1.0714514255523682,0.1335209310054779,1.0,1.0,1.0,1.0956220626831055,1.3524951934814453,34.54889678955078,4.5759758949279785,30.19192886352539,31.398361206054688,32.77595520019531,36.644317626953125,43.81779098510742,9.91232967376709,1.5418347120285034,7.5027875900268555,8.742799758911133,9.823747634887695,11.021857261657715,12.59041976928711
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_11,config_11,43,mnist,dendritic_shunting,test,256,0,2,soma,core_network.layers.0.excitatory_cells.branch_layers.2,32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.40998458862305,1.2677494287490845,47.20697021484375,48.826725006103516,49.431053161621094,50.041229248046875,51.6592903137207,0.02025228552520275,0.0005252110422588885,0.019357603043317795,0.019983522593975067,0.02023019827902317,0.02048058807849884,0.021183311939239502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,49.40998458862305,1.2677494287490845,47.20697021484375,48.826725006103516,49.431053161621094,50.041229248046875,51.6592903137207,16.136661529541016,2.693561553955078,12.05573844909668,14.247562408447266,15.973520278930664,18.20673942565918,20.534820556640625
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_12,config_12,44,mnist,dendritic_shunting,test,256,0,0,distal,core_network.layers.0.excitatory_cells.branch_layers.0,294912,0.3829142153263092,2.8778483867645264,4.7376017570495605,0.0,0.0,0.0,5.584351062774658,12.208572387695312,5.4438066482543945,5.524785995483398,1.0,1.0,2.948730945587158,8.719260215759277,16.316232681274414,0.48114141821861267,0.382694810628891,0.061288654804229736,0.11468862742185593,0.33912894129753113,1.0,1.0,0.2560877203941345,0.3535460829734802,0.0,0.0,0.0,0.6375042200088501,0.8901332020759583,0.5117921233177185,0.7808367013931274,0.0,0.0,0.0,1.0147424936294556,2.2084860801696777,2.4778666496276855,2.9185595512390137,1.0,1.0,1.0,2.758652925491333,9.101926803588867,5.4438066482543945,5.524785995483398,1.0,1.0,2.948730945587158,8.719260215759277,16.316232681274414,,,,,,,
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_12,config_12,44,mnist,dendritic_shunting,test,256,0,1,proximal,core_network.layers.0.excitatory_cells.branch_layers.1,98304,0.2712300717830658,1.7887300252914429,3.7805216312408447,0.0,0.0,0.0,0.658714771270752,9.695830345153809,34.433197021484375,4.212886333465576,30.427608489990234,31.64392852783203,32.92986297607422,35.9365234375,42.91537094116211,0.02941059321165085,0.003055772976949811,0.02330167591571808,0.027826841920614243,0.030367573723196983,0.03160163760185242,0.03286489099264145,0.04303216561675072,0.08555322885513306,0.0,0.0,0.0,0.019861316308379173,0.2321942299604416,0.04858706519007683,0.09948182851076126,0.0,0.0,0.0,0.020061243325471878,0.2642185091972351,1.0554029941558838,0.11789252609014511,1.0,1.0,1.0,1.0202637910842896,1.302412748336792,34.433197021484375,4.212886333465576,30.427608489990234,31.64392852783203,32.92986297607422,35.9365234375,42.91537094116211,9.994189262390137,1.5546841621398926,7.589378833770752,8.921611785888672,9.856609344482422,11.067882537841797,12.705584526062012
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_12,config_12,44,mnist,dendritic_shunting,test,256,0,2,soma,core_network.layers.0.excitatory_cells.branch_layers.2,32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.30641174316406,1.3524736166000366,46.32835388183594,48.45475769042969,49.57068634033203,50.29762268066406,51.1968994140625,0.020296916365623474,0.00056827487424016,0.01953243277966976,0.019881656393408775,0.0201732125133276,0.02063780650496483,0.021585052832961082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,49.30641174316406,1.3524736166000366,46.32835388183594,48.45475769042969,49.57068634033203,50.29762268066406,51.1968994140625,16.10213851928711,2.7663536071777344,11.52911376953125,14.278233528137207,15.983057022094727,17.912723541259766,20.506488800048828
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_13,config_13,45,mnist,dendritic_shunting,test,256,0,0,distal,core_network.layers.0.excitatory_cells.branch_layers.0,294912,0.4324239194393158,3.5508761405944824,5.370617389678955,0.0,0.0,0.0,7.1395463943481445,14.305316925048828,5.885572910308838,5.834375858306885,1.0,1.0173460245132446,3.32344913482666,9.514724731445312,17.454051971435547,0.44976308941841125,0.37366533279418945,0.05729326233267784,0.10510025173425674,0.3008922338485718,0.9829496741294861,1.0,0.3059150278568268,0.3789375424385071,0.0,0.0,0.0,0.7381162047386169,0.9083565473556519,0.644934356212616,0.8818681836128235,0.0,0.0,0.0,1.33985435962677,2.3898494243621826,3.0515284538269043,3.6453373432159424,1.0,1.0,1.0,3.8184871673583984,10.91185188293457,5.885572910308838,5.834375858306885,1.0,1.0173460245132446,3.32344913482666,9.514724731445312,17.454051971435547,,,,,,,
