run_dir,run_name,dataset,network_type,ie_value,strategy,rule_variant,error_broadcast_mode,test_accuracy,scope,n_samples,n_compartments,rank1_residual,rank2_residual,rank4_residual,rank8_residual,effective_rank_entropy,effective_rank_participation,top1_energy_fraction,top2_energy_fraction,top4_energy_fraction,top8_energy_fraction,shared_field_residual,shared_field_cosine,centered_shared_field_residual,centered_shared_field_cosine,scalar_broadcast_residual,scalar_broadcast_cosine,per_soma_broadcast_residual,per_soma_broadcast_cosine,actual_broadcast_residual,actual_broadcast_cosine,centered_rank1_residual,centered_rank2_residual,centered_rank4_residual,centered_rank8_residual,centered_effective_rank_entropy,centered_effective_rank_participation,centered_top1_energy_fraction,centered_top2_energy_fraction,centered_top4_energy_fraction,centered_top8_energy_fraction
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,layer_0,256,1152,0.844968318939209,0.6973622441291809,0.6239685416221619,0.48422372341156006,14.099910736083984,6.807301044464111,0.28602853417396545,0.513685941696167,0.6106632351875305,0.7655273675918579,0.9992856383323669,0.037549156695604324,0.9992907643318176,0.03751519322395325,79.93667602539062,0.11317193508148193,599.0323486328125,0.39420515298843384,599.0323486328125,0.39420515298843384,0.8451298475265503,0.6974419951438904,0.6240086555480957,0.4842807352542877,14.104278564453125,6.8108415603637695,0.2857555150985718,0.5135747194290161,0.610613226890564,0.7654721736907959
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,layer_1,256,384,0.9275642037391663,0.8642141222953796,0.7662046551704407,0.6038190126419067,23.1282901763916,15.404224395751953,0.13962456583976746,0.2531339228153229,0.412930428981781,0.6354026198387146,0.9944062829017639,0.10560592263936996,0.9944256544113159,0.1054249033331871,58.46641159057617,0.21702900528907776,378.6808776855469,0.7141051888465881,378.6808776855469,0.7141051888465881,0.9281334280967712,0.8644450306892395,0.7662317752838135,0.6047214269638062,23.161951065063477,15.440872192382812,0.13856840133666992,0.25273486971855164,0.41288888454437256,0.6343119740486145
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,layer_2,256,128,0.282009094953537,0.231070876121521,0.16724909842014313,0.10219987481832504,1.570256233215332,1.1786866188049316,0.9204708933830261,0.9466062784194946,0.9720277190208435,0.9895551800727844,0.996314287185669,0.08578026294708252,0.9963363409042358,0.08550889790058136,18.18910026550293,0.2331334352493286,255.00006103515625,1.0000025033950806,255.00006103515625,1.0000025033950806,0.2818985879421234,0.23082847893238068,0.1671334058046341,0.10209201276302338,1.5695736408233643,1.1785255670547485,0.9205331802368164,0.9467182159423828,0.9720664024353027,0.9895772337913513
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,all_layers,256,1664,0.369758278131485,0.3296853005886078,0.27392399311065674,0.2080545872449875,2.2161805629730225,1.338728666305542,0.8632788062095642,0.8913075923919678,0.9249656200408936,0.9567133188247681,0.9995172619819641,0.030726056545972824,0.9995205402374268,0.030566906556487083,25.33607292175293,0.18558146059513092,278.8328552246094,0.9144576191902161,278.8328552246094,0.9144576191902161,0.36942073702812195,0.32927247881889343,0.27364683151245117,0.20770902931690216,2.2132887840270996,1.3379626274108887,0.863528311252594,0.8915796279907227,0.9251174330711365,0.9568569660186768
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_11,config_11,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,layer_0,256,1152,0.9145891070365906,0.8271698951721191,0.7455229163169861,0.6325467228889465,26.392864227294922,14.257756233215332,0.1635267585515976,0.31578996777534485,0.4441956579685211,0.5998846292495728,0.9987272024154663,0.05005783587694168,0.9987314343452454,0.0501689687371254,127.29043579101562,0.11228032410144806,714.0343017578125,0.4988776445388794,714.0343017578125,0.4988776445388794,0.9145360589027405,0.8274423480033875,0.7456861734390259,0.6324394345283508,26.400341033935547,14.273355484008789,0.16362378001213074,0.31533917784690857,0.44395214319229126,0.6000202894210815
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_11,config_11,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,layer_1,256,384,0.922508180141449,0.8513804078102112,0.7455483078956604,0.6019572019577026,23.838844299316406,14.74084186553955,0.14897866547107697,0.27515140175819397,0.4441576898097992,0.6376475095748901,0.9936670064926147,0.1123402789235115,0.9936613440513611,0.1124243289232254,68.35721588134766,0.16188400983810425,392.1269226074219,0.7030774354934692,392.1269226074219,0.7030774354934692,0.9225362539291382,0.8511530160903931,0.7458298802375793,0.6021420955657959,23.836360931396484,14.740625381469727,0.14892688393592834,0.27553853392601013,0.44373783469200134,0.6374249458312988
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_11,config_11,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,layer_2,256,128,0.7723377346992493,0.6642674207687378,0.5337439179420471,0.3654770851135254,9.117101669311523,4.831875324249268,0.4034944772720337,0.5587488412857056,0.7151174545288086,0.8664265275001526,0.9913197159767151,0.1314714401960373,0.9913399815559387,0.1313057392835617,42.93574905395508,0.13077816367149353,255.0,1.0000041723251343,255.0,1.0000041723251343,0.7719089388847351,0.664124608039856,0.5336158871650696,0.3656398355960846,9.110091209411621,4.823661804199219,0.4041566550731659,0.5589385032653809,0.7152540683746338,0.8663074970245361
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_11,config_11,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,all_layers,256,1664,0.84555584192276,0.7690260410308838,0.662272036075592,0.5293172001838684,17.42010498046875,8.457305908203125,0.2850354015827179,0.40859898924827576,0.5613957643508911,0.7198233008384705,0.997820258140564,0.06578126549720764,0.9978160858154297,0.0658104345202446,67.45781707763672,0.1202438473701477,386.1800842285156,0.7108843922615051,386.1800842285156,0.7108843922615051,0.8453454375267029,0.7688314914703369,0.6623634696006775,0.5295471549034119,17.40989112854004,8.448240280151367,0.2853910028934479,0.40889817476272583,0.5612746477127075,0.719579815864563
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_12,config_12,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,layer_0,256,1152,0.8020769357681274,0.758281946182251,0.6978017687797546,0.5882429480552673,17.98607635498047,6.867735862731934,0.35667261481285095,0.42500847578048706,0.513072669506073,0.6539702415466309,0.9994388222694397,0.0331142283976078,0.9994388818740845,0.03317193686962128,80.21685028076172,0.07236882299184799,588.4935302734375,0.37271198630332947,588.4935302734375,0.37271198630332947,0.802090048789978,0.7582839131355286,0.6978977918624878,0.5881685614585876,17.984445571899414,6.868193626403809,0.35665154457092285,0.42500555515289307,0.5129386782646179,0.6540577411651611
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_12,config_12,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,layer_1,256,384,0.9145370125770569,0.8433085083961487,0.7479550838470459,0.6126471757888794,24.59910774230957,14.499885559082031,0.16362205147743225,0.28883078694343567,0.4405632019042969,0.6246634125709534,0.9963000416755676,0.08590768277645111,0.9962915778160095,0.0860341489315033,53.06196594238281,0.1006210595369339,389.46868896484375,0.6658596992492676,389.46868896484375,0.6658596992492676,0.9142816662788391,0.8428207635879517,0.7477720975875854,0.612098753452301,24.565296173095703,14.468847274780273,0.16408893465995789,0.28965315222740173,0.44083693623542786,0.6253350973129272
