run_dir,run_name,seed,dataset,network_type,split,feedback_family,relative_step,loss_before,exact_loss_decrease,norm_matched_loss_decrease,norm_matched_fraction_of_exact,norm_matched_is_descent,field_cosine,field_scaled_capture,field_scaled_residual,field_to_exact_norm_ratio,gradient_cosine,gradient_scaled_capture,gradient_scaled_residual,gradient_to_exact_norm_ratio,gradient_norm_match_scale
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,train,global_scalar_available,1e-06,0.3054237961769104,0.00042432546615600586,0.00014853477478027344,0.3500491642084562,True,0.038358616685917044,0.0014715549557102747,0.9992639516385496,0.11345444824248165,0.1591712630549001,0.025335598438974927,0.9872509314054989,0.5297706415361597,1.8876093191958139
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,train,global_scalar_available,1e-05,0.3054237961769104,0.005112648010253906,0.0006133615970611572,0.11996945532549898,True,0.038358616685917044,0.0014715549557102747,0.9992639516385496,0.11345444824248165,0.1591712630549001,0.025335598438974927,0.9872509314054989,0.5297706415361597,1.8876093191958139
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,train,global_scalar_available,0.0001,0.3054237961769104,0.03938385844230652,0.004736840724945068,0.12027365809990594,True,0.038358616685917044,0.0014715549557102747,0.9992639516385496,0.11345444824248165,0.1591712630549001,0.025335598438974927,0.9872509314054989,0.5297706415361597,1.8876093191958139
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,train,global_scalar_available,0.001,0.3054237961769104,0.12986187636852264,0.047315001487731934,0.3643486665282827,True,0.038358616685917044,0.0014715549557102747,0.9992639516385496,0.11345444824248165,0.1591712630549001,0.025335598438974927,0.9872509314054989,0.5297706415361597,1.8876093191958139
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,train,submitted_mw,1e-06,0.3054237961769104,0.00042432546615600586,0.00014853477478027344,0.3500491642084562,True,0.038358616685917044,0.0014715549557102747,0.9992639516385496,0.11345444824248165,0.1591712630549001,0.025335598438974927,0.9872509314054989,0.5297706415361597,1.8876093191958139
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,train,submitted_mw,1e-05,0.3054237961769104,0.005112648010253906,0.0006133615970611572,0.11996945532549898,True,0.038358616685917044,0.0014715549557102747,0.9992639516385496,0.11345444824248165,0.1591712630549001,0.025335598438974927,0.9872509314054989,0.5297706415361597,1.8876093191958139
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,train,submitted_mw,0.0001,0.3054237961769104,0.03938385844230652,0.004736840724945068,0.12027365809990594,True,0.038358616685917044,0.0014715549557102747,0.9992639516385496,0.11345444824248165,0.1591712630549001,0.025335598438974927,0.9872509314054989,0.5297706415361597,1.8876093191958139
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,train,submitted_mw,0.001,0.3054237961769104,0.12986187636852264,0.047315001487731934,0.3643486665282827,True,0.038358616685917044,0.0014715549557102747,0.9992639516385496,0.11345444824248165,0.1591712630549001,0.025335598438974927,0.9872509314054989,0.5297706415361597,1.8876093191958139
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,train,ancestry_available,1e-06,0.3054237961769104,0.00042432546615600586,0.00024253129959106445,0.5715690405955892,True,0.1898922807862038,0.03605922419124907,0.9818048562768219,0.6132776375317558,0.4454392097101195,0.1984161338567212,0.8953121612841405,2.6697945155576845,0.3745607035467606
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,train,ancestry_available,1e-05,0.3054237961769104,0.005112648010253906,0.0015821456909179688,0.3094571908226077,True,0.1898922807862038,0.03605922419124907,0.9818048562768219,0.6132776375317558,0.4454392097101195,0.1984161338567212,0.8953121612841405,2.6697945155576845,0.3745607035467606
