dataset,network_type,strategy,rule_variant,error_broadcast_mode,split,scope,scope_type,population,stage,stage_role,family,oracle_coefficients,residual_mean,residual_std,residual_count,captured_energy_mean,captured_energy_std,captured_energy_count,cosine_mean,cosine_std,cosine_count,optimal_global_scale_mean,optimal_global_scale_std,optimal_global_scale_count,rescaled_residual_mean,rescaled_residual_std,rescaled_residual_count,rescaled_captured_energy_mean,rescaled_captured_energy_std,rescaled_captured_energy_count,exact_error_energy_mean,exact_error_energy_std,exact_error_energy_count,population_error_energy_fraction_mean,population_error_energy_fraction_std,population_error_energy_fraction_count
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/population_dendritic,population_dendritic,0,,dendritic,neuron_oracle,True,0.9447778940200806,0.0049286240398790865,5,0.10737529790304023,0.009323636255342977,5,0.32741678357124326,0.014386528867400647,5,0.9999999991280749,1.275809994069495e-07,5,0.9447779178619384,0.00492860842877922,5,0.10737525297562485,0.009323606794843356,5,0.012326126266270877,0.015240906341883733,5,0.5740626922639892,0.22439788953692988,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/population_dendritic,population_dendritic,0,,dendritic,neuron_x_template_oracle,True,0.4025213956832886,0.07258686077089675,5,0.8337614441319185,0.057066018623647456,5,0.9126812815666199,0.031220082978618793,5,0.9999998970385962,7.416874854349365e-08,5,0.4025214076042175,0.07258684986981773,5,0.8337614358011006,0.057066011991470676,5,0.012326126266270877,0.015240906341883733,5,0.5740626922639892,0.22439788953692988,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/population_dendritic,population_dendritic,0,,dendritic,rank1_svd,True,0.8439188355849966,0.14706530505462656,5,0.27049843578421534,0.22435031612453535,5,0.48927624334373226,0.19719024279759706,5,1.0,0.0,5,0.8439188355849966,0.14706530505462656,5,0.27049843578421534,0.22435031612453535,5,0.012326126266270877,0.015240906341883733,5,0.5740626922639892,0.22439788953692988,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/population_dendritic,population_dendritic,0,,dendritic,scalar_available,False,86.22634429931641,22.254777187157288,5,-7830.202537344268,3757.3000556419715,5,0.06029905546456575,0.051248723641784705,5,0.000698238786568327,0.00047490751436481734,5,0.9971201896667481,0.0037326210918831714,5,0.005740181390775945,0.007427154014152757,5,0.012326126266270877,0.015240906341883733,5,0.5740626922639892,0.22439788953692988,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/population_dendritic,population_dendritic,0,,dendritic,submitted_mw,False,86.22634429931641,22.254777187157288,5,-7830.202537344268,3757.3000556419715,5,0.06029905546456575,0.051248723641784705,5,0.000698238786568327,0.00047490751436481734,5,0.9971201896667481,0.0037326210918831714,5,0.005740181390775945,0.007427154014152757,5,0.012326126266270877,0.015240906341883733,5,0.5740626922639892,0.22439788953692988,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/population_dendritic,population_dendritic,0,,dendritic,template_oracle,True,0.956216549873352,0.042762053471083576,5,0.08418703517465218,0.07952171621061868,5,0.2702450960874557,0.11806522735415749,5,0.9999999862194621,1.4998431318000914e-07,5,0.956216549873352,0.042762053471083576,5,0.08418703517465218,0.07952171621061868,5,0.012326126266270877,0.015240906341883733,5,0.5740626922639892,0.22439788953692988,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/population_soma,population_soma,0,,soma,global_oracle,True,0.9894057989120484,0.0050575870987528086,5,0.021055701729402188,0.010011055515970053,5,0.1413438230752945,0.036704358788722594,5,0.9999999403311739,8.973115551860262e-08,5,0.9894057989120484,0.0050575870987528086,5,0.021055701729402188,0.010011055515970053,5,0.006026684492826462,0.0032521089935455055,5,0.4259373508089229,0.22439782478800768,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/population_soma,population_soma,0,,soma,neuron_available,False,255.00000915527343,5.968508061140394e-05,5,-65024.004669192385,0.030439395148233867,5,1.000002956390381,4.647633717122058e-07,5,0.003906250003759238,2.1808550194454206e-10,5,5.697541723748145e-07,3.540633213955915e-08,5,0.9999999999996744,4.041322372916097e-14,5,0.006026684492826462,0.0032521089935455055,5,0.4259373508089229,0.22439782478800768,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/population_soma,population_soma,0,,soma,neuron_oracle,True,0.0,0.0,5,1.0,0.0,5,1.0000030040740966,3.9895058942553683e-07,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.006026684492826462,0.0032521089935455055,5,0.4259373508089229,0.22439782478800768,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/population_soma,population_soma,0,,soma,neuron_x_template_oracle,True,5.397773037429943e-08,6.778470131999409e-09,5,0.999999999999997,7.50940934905391e-16,5,1.0000030040740966,3.8994377219903785e-07,5,1.0,0.0,5,5.397773037429943e-08,6.778470131999409e-09,5,0.999999999999997,7.50940934905391e-16,5,0.006026684492826462,0.0032521089935455055,5,0.4259373508089229,0.22439782478800768,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/population_soma,population_soma,0,,soma,rank1_svd,True,0.8094889915495355,0.10456985157837163,5,0.33597968947281787,0.15479565515242646,5,0.5697109446190606,0.1194211510478543,5,1.0,0.0,5,0.8094889915495355,0.10456985157837163,5,0.33597968947281787,0.15479565515242646,5,0.006026684492826462,0.0032521089935455055,5,0.4259373508089229,0.22439782478800768,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/population_soma,population_soma,0,,soma,scalar_available,False,19.701102256774902,6.683333377135691,5,-422.86698615584993,282.7511213991945,5,0.16611617505550386,0.22317286521436627,5,0.006392755538492366,0.013003870436215908,5,0.9653904795646667,0.026980852793555,5,0.06743884883192877,0.05119664762227125,5,0.006026684492826462,0.0032521089935455055,5,0.4259373508089229,0.22439782478800768,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/population_soma,population_soma,0,,soma,submitted_mw,False,255.00000915527343,5.968508061140394e-05,5,-65024.004669192385,0.030439395148233867,5,1.000002956390381,4.647633717122058e-07,5,0.003906250003759238,2.1808550194454206e-10,5,5.697541723748145e-07,3.540633213955915e-08,5,0.9999999999996744,4.041322372916097e-14,5,0.006026684492826462,0.0032521089935455055,5,0.4259373508089229,0.22439782478800768,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/population_soma,population_soma,0,,soma,template_oracle,True,0.8740283608436584,0.09252150467787636,5,0.22922624137866093,0.1555919040896595,5,0.4572766959667206,0.1586093086684498,5,0.9999999828327523,1.316137873762453e-07,5,0.8740283608436584,0.09252150467787636,5,0.22922624137866093,0.1555919040896595,5,0.006026684492826462,0.0032521089935455055,5,0.4259373508089229,0.22439782478800768,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_0,stage,0,0.0,distal,global_oracle,True,0.9995447039604187,9.375481522452609e-05,5,0.000910377752706637,0.0001874280407403591,5,0.02969851903617382,0.0031870542590266083,5,0.9999998905334714,1.6075228067186385e-07,5,0.9995447039604187,9.375481522452609e-05,5,0.000910377752706637,0.0001874280407403591,5,0.008001453150063753,0.01263142025536505,5,0.29833496008383437,0.2386612791665175,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_0,stage,0,0.0,distal,neuron_available,False,1648.5054565429687,900.3855019241827,5,-3366124.481912152,3411450.6996975862,5,0.1478736698627472,0.01974092120080471,5,0.00012199142319987203,8.232080436343069e-05,5,0.9888432145118713,0.002942693951628184,5,0.022182169555674848,0.0058191440396744044,5,0.008001453150063753,0.01263142025536505,5,0.29833496008383437,0.2386612791665175,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_0,stage,0,0.0,distal,neuron_oracle,True,0.9406844139099121,0.0026829265540699873,5,0.11510707495104952,0.005040992992254992,5,0.339208060503006,0.007357734381312296,5,0.9999999728612675,1.3025806910640863e-07,5,0.9406844139099121,0.0026829265540699873,5,0.11510707495104952,0.005040992992254992,5,0.008001453150063753,0.01263142025536505,5,0.29833496008383437,0.2386612791665175,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_0,stage,0,0.0,distal,neuron_x_template_oracle,True,0.20880212336778642,0.10946804368753019,5,0.9468150712060837,0.03695512764077826,5,0.9728976368904114,0.01895186326022372,5,1.000000012221584,2.7328292462420778e-08,5,0.20880212336778642,0.10946804368753019,5,0.9468150712060837,0.03695512764077826,5,0.008001453150063753,0.01263142025536505,5,0.29833496008383437,0.2386612791665175,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_0,stage,0,0.0,distal,rank1_svd,True,0.7566742000499975,0.20716500694264553,5,0.3931102828974592,0.2643736919192806,5,0.6029620885847233,0.19218156332947034,5,1.0,0.0,5,0.7566742000499975,0.20716500694264553,5,0.3931102828974592,0.2643736919192806,5,0.008001453150063753,0.01263142025536505,5,0.29833496008383437,0.2386612791665175,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_0,stage,0,0.0,distal,scalar_available,False,119.94442367553711,50.74043254805992,5,-16445.33796698812,12782.605231223932,5,0.04453667793422937,0.037611206613985745,5,0.0004336994781478209,0.0003678302343181607,5,0.9984380006790161,0.0022205998364995335,5,0.00311761394918193,0.004428745821125968,5,0.008001453150063753,0.01263142025536505,5,0.29833496008383437,0.2386612791665175,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_0,stage,0,0.0,distal,submitted_mw,False,119.94442367553711,50.74043254805992,5,-16445.33796698812,12782.605231223932,5,0.04453667793422937,0.037611206613985745,5,0.0004336994781478209,0.0003678302343181607,5,0.9984380006790161,0.0022205998364995335,5,0.00311761394918193,0.004428745821125968,5,0.008001453150063753,0.01263142025536505,5,0.29833496008383437,0.2386612791665175,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_0,stage,0,0.0,distal,template_oracle,True,0.9287115812301636,0.05356396115942844,5,0.1351995205408983,0.09633830511919694,5,0.3517613887786865,0.11969308633141273,5,0.9999999904576464,9.62792469311396e-08,5,0.9287115812301636,0.05356396115942844,5,0.1351995205408983,0.09633830511919694,5,0.008001453150063753,0.01263142025536505,5,0.29833496008383437,0.2386612791665175,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_1,stage,0,1.0,proximal,global_oracle,True,0.9980861425399781,0.0009618941612618151,5,0.003823311877364688,0.0019189197921183033,5,0.06050854176282883,0.013869267896667741,5,1.000000070027351,1.1408861208212947e-07,5,0.9980861425399781,0.0009618941612618151,5,0.003823311877364688,0.0019189197921183033,5,0.004324671719223261,0.0027665490281521044,5,0.27572768910724277,0.14902214358502022,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_1,stage,0,1.0,proximal,neuron_available,False,698.642822265625,182.545736163172,5,-514759.1497363612,237225.78749402927,5,0.5835695147514344,0.028393467660636103,5,0.0009002975659873888,0.0003178706070861505,5,0.8114647030830383,0.020248573726890602,5,0.3411970318599778,0.03294812473913446,5,0.004324671719223261,0.0027665490281521044,5,0.27572768910724277,0.14902214358502022,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_1,stage,0,1.0,proximal,neuron_oracle,True,0.7987221121788025,0.008867233009223494,5,0.36198008525964054,0.01416241536067466,5,0.6015565633773804,0.01176917120619993,5,0.9999999670728595,4.581297698169058e-08,5,0.7987221002578735,0.008867233654961395,5,0.3619801042934981,0.014162416497315642,5,0.004324671719223261,0.0027665490281521044,5,0.27572768910724277,0.14902214358502022,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_1,stage,0,1.0,proximal,neuron_x_template_oracle,True,0.18729704469442368,0.05902625120498535,5,0.9621325383836838,0.023941802342121225,5,0.9808239579200745,0.01226640582640749,5,0.99999998424796,8.091828840031378e-08,5,0.18729704171419143,0.05902625556581004,5,0.9621325390882163,0.023941803221102047,5,0.004324671719223261,0.0027665490281521044,5,0.27572768910724277,0.14902214358502022,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_1,stage,0,1.0,proximal,rank1_svd,True,0.8764520623409595,0.08720076377904513,5,0.2257486038553596,0.14652036641702038,5,0.4566837749500475,0.14657989951189562,5,1.0,0.0,5,0.8764520623409595,0.08720076377904513,5,0.2257486038553596,0.14652036641702038,5,0.004324671719223261,0.0027665490281521044,5,0.27572768910724277,0.14902214358502022,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_1,stage,0,1.0,proximal,scalar_available,False,58.402313232421875,17.12489186740016,5,-3644.4397280740377,2097.9810486266474,5,0.10554173961281776,0.11246428595605877,5,0.0017394820229170518,0.0019362986814796287,5,0.9892461419105529,0.012964073139577936,5,0.021257616961191418,0.025528730498334942,5,0.004324671719223261,0.0027665490281521044,5,0.27572768910724277,0.14902214358502022,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_1,stage,0,1.0,proximal,submitted_mw,False,58.402313232421875,17.12489186740016,5,-3644.4397280740377,2097.9810486266474,5,0.10554173961281776,0.11246428595605877,5,0.0017394820229170518,0.0019362986814796287,5,0.9892461419105529,0.012964073139577936,5,0.021257616961191418,0.025528730498334942,5,0.004324671719223261,0.0027665490281521044,5,0.27572768910724277,0.14902214358502022,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_1,stage,0,1.0,proximal,template_oracle,True,0.9306210517883301,0.04267798374922805,5,0.13248732973086277,0.0772520035413384,5,0.35393187403678894,0.09499835757001672,5,0.9999999245146315,1.801385455905334e-07,5,0.930621063709259,0.04267795768763124,5,0.13248730932273745,0.07725195902339455,5,0.004324671719223261,0.0027665490281521044,5,0.27572768910724277,0.14902214358502022,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_2,stage,0,2.0,soma,global_oracle,True,0.9894057989120484,0.0050575870987528086,5,0.021055701729402188,0.010011055515970053,5,0.1413438230752945,0.036704358788722594,5,0.9999999403311739,8.973115551860262e-08,5,0.9894057989120484,0.0050575870987528086,5,0.021055701729402188,0.010011055515970053,5,0.006026684492826462,0.0032521089935455055,5,0.4259373508089229,0.22439782478800768,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_2,stage,0,2.0,soma,neuron_available,False,255.00000915527343,5.968508061140394e-05,5,-65024.004669192385,0.030439395148233867,5,1.000002956390381,4.647633717122058e-07,5,0.003906250003759238,2.1808550194454206e-10,5,5.697541723748145e-07,3.540633213955915e-08,5,0.9999999999996744,4.041322372916097e-14,5,0.006026684492826462,0.0032521089935455055,5,0.4259373508089229,0.22439782478800768,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_2,stage,0,2.0,soma,neuron_oracle,True,0.0,0.0,5,1.0,0.0,5,1.0000030040740966,3.9895058942553683e-07,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.006026684492826462,0.0032521089935455055,5,0.4259373508089229,0.22439782478800768,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_2,stage,0,2.0,soma,neuron_x_template_oracle,True,5.397773037429943e-08,6.778470131999409e-09,5,0.999999999999997,7.50940934905391e-16,5,1.0000030040740966,3.8994377219903785e-07,5,1.0,0.0,5,5.397773037429943e-08,6.778470131999409e-09,5,0.999999999999997,7.50940934905391e-16,5,0.006026684492826462,0.0032521089935455055,5,0.4259373508089229,0.22439782478800768,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_2,stage,0,2.0,soma,rank1_svd,True,0.8094889915495355,0.10456985157837163,5,0.33597968947281787,0.15479565515242646,5,0.5697109446190606,0.1194211510478543,5,1.0,0.0,5,0.8094889915495355,0.10456985157837163,5,0.33597968947281787,0.15479565515242646,5,0.006026684492826462,0.0032521089935455055,5,0.4259373508089229,0.22439782478800768,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_2,stage,0,2.0,soma,scalar_available,False,19.701102256774902,6.683333377135691,5,-422.86698615584993,282.7511213991945,5,0.16611617505550386,0.22317286521436627,5,0.006392755538492366,0.013003870436215908,5,0.9653904795646667,0.026980852793555,5,0.06743884883192877,0.05119664762227125,5,0.006026684492826462,0.0032521089935455055,5,0.4259373508089229,0.22439782478800768,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_2,stage,0,2.0,soma,submitted_mw,False,255.00000915527343,5.968508061140394e-05,5,-65024.004669192385,0.030439395148233867,5,1.000002956390381,4.647633717122058e-07,5,0.003906250003759238,2.1808550194454206e-10,5,5.697541723748145e-07,3.540633213955915e-08,5,0.9999999999996744,4.041322372916097e-14,5,0.006026684492826462,0.0032521089935455055,5,0.4259373508089229,0.22439782478800768,5
mnist,dendritic_additive,local_ca,5f,per_soma,test,population_0/stage_2,stage,0,2.0,soma,template_oracle,True,0.8740283608436584,0.09252150467787636,5,0.22922624137866093,0.1555919040896595,5,0.4572766959667206,0.1586093086684498,5,0.9999999828327523,1.316137873762453e-07,5,0.8740283608436584,0.09252150467787636,5,0.22922624137866093,0.1555919040896595,5,0.006026684492826462,0.0032521089935455055,5,0.4259373508089229,0.22439782478800768,5
mnist,dendritic_additive,local_ca,5f,per_soma,train,population_0/population_all,population_all,0,,all,global_oracle,True,0.998929762840271,0.0005227793825784153,5,0.0021391102732536637,0.0010444483150716213,5,0.044563683494925496,0.011842903365675629,5,0.9999999822255156,9.356573727392437e-08,5,0.998929762840271,0.0005227793825784153,5,0.0021391102732536637,0.0010444483150716213,5,0.01776983691379428,0.010695995647222532,5,1.000000070908187,5.7687303754451756e-08,5
mnist,dendritic_additive,local_ca,5f,per_soma,train,population_0/population_all,population_all,0,,all,neuron_available,False,729.7571533203125,188.47662140755597,5,-560963.2522759319,277739.0427226689,5,0.37252455949783325,0.028935076076296005,5,0.0005433261898812034,0.00016126676052285733,5,0.9276012301445007,0.011731095893837218,5,0.13944586294571265,0.02172449701543237,5,0.01776983691379428,0.010695995647222532,5,1.000000070908187,5.7687303754451756e-08,5
mnist,dendritic_additive,local_ca,5f,per_soma,train,population_0/population_all,population_all,0,,all,neuron_oracle,True,0.9455455183982849,0.005027370893853266,5,0.10592345307043516,0.00951213749555952,5,0.32514952421188353,0.014701216633962804,5,0.9999999809950684,6.750407352066613e-08,5,0.9455455183982849,0.005027370893853266,5,0.10592345307043516,0.00951213749555952,5,0.01776983691379428,0.010695995647222532,5,1.000000070908187,5.7687303754451756e-08,5
mnist,dendritic_additive,local_ca,5f,per_soma,train,population_0/population_all,population_all,0,,all,neuron_x_template_oracle,True,0.3643810093402863,0.09807479339616981,5,0.8595315479523931,0.06366916926885807,5,0.9266181588172913,0.03399237424742784,5,0.999999967238365,9.118884937954767e-08,5,0.3643810093402863,0.09807479339616981,5,0.8595315479523931,0.06366916926885807,5,0.01776983691379428,0.010695995647222532,5,1.000000070908187,5.7687303754451756e-08,5
mnist,dendritic_additive,local_ca,5f,per_soma,train,population_0/population_all,population_all,0,,all,rank1_svd,True,0.8132077490954718,0.10705908420237617,5,0.32952383880287495,0.17066688477863343,5,0.558560124026049,0.1480474022521153,5,1.0,0.0,5,0.8132077490954718,0.10705908420237617,5,0.32952383880287495,0.17066688477863343,5,0.01776983691379428,0.010695995647222532,5,1.000000070908187,5.7687303754451756e-08,5
mnist,dendritic_additive,local_ca,5f,per_soma,train,population_0/population_all,population_all,0,,all,scalar_available,False,85.41587753295899,52.821951300534955,5,-9526.998966082316,11929.388794828961,5,0.07493398785591125,0.0793199163197458,5,0.0010906173821477628,0.0013910642898799608,5,0.9946222066879272,0.009734208906900181,5,0.010650862104803593,0.019238203913533168,5,0.01776983691379428,0.010695995647222532,5,1.000000070908187,5.7687303754451756e-08,5
mnist,dendritic_additive,local_ca,5f,per_soma,train,population_0/population_all,population_all,0,,all,submitted_mw,False,175.08093719482423,61.92907613188039,5,-33720.502945456574,22737.45400620315,5,0.5358983933925628,0.15061122679619485,5,0.003127441196408441,0.0005677751523961332,5,0.8305604577064514,0.07776705771382846,5,0.3053311538820772,0.13519450937346766,5,0.01776983691379428,0.010695995647222532,5,1.000000070908187,5.7687303754451756e-08,5
mnist,dendritic_additive,local_ca,5f,per_soma,train,population_0/population_all,population_all,0,,all,template_oracle,True,0.9437613964080811,0.04346694943952869,5,0.10780292609500605,0.0812756039184901,5,0.3077958434820175,0.12777856870535878,5,0.9999999717332997,1.687212493498496e-07,5,0.9437613964080811,0.04346694943952869,5,0.10780292609500605,0.0812756039184901,5,0.01776983691379428,0.010695995647222532,5,1.000000070908187,5.7687303754451756e-08,5
mnist,dendritic_additive,local_ca,5f,per_soma,train,population_0/population_dendritic,population_dendritic,0,,dendritic,global_oracle,True,0.9994060516357421,0.00019559070237667257,5,0.0011875133492779354,0.0003909625942108214,5,0.03361105136573315,0.006024088787179653,5,1.0000000559407112,1.9216987467033976e-07,5,0.9994060516357421,0.00019559070237667257,5,0.0011875133492779354,0.0003909625942108214,5,0.01231400202959776,0.011101007747154047,5,0.6220926875506465,0.1937605845805021,5
mnist,dendritic_additive,local_ca,5f,per_soma,train,population_0/population_dendritic,population_dendritic,0,,dendritic,neuron_available,False,955.1377197265625,364.107210220164,5,-1018346.312071906,713445.1306870927,5,0.3178411841392517,0.03628428365489828,5,0.0003823688251881969,0.00017405829794074173,5,0.9475216150283814,0.012403255356598149,5,0.10207971645925511,0.023456989116721644,5,0.01231400202959776,0.011101007747154047,5,0.6220926875506465,0.1937605845805021,5
mnist,dendritic_additive,local_ca,5f,per_soma,train,population_0/population_dendritic,population_dendritic,0,,dendritic,neuron_oracle,True,0.947274100780487,0.0033786634690950263,5,0.10266264569704972,0.006414441208232311,5,0.3202682435512543,0.010203986689448555,5,0.9999999632083247,6.964530938731931e-08,5,0.947274112701416,0.0033786606849989143,5,0.1026626231273255,0.0064144359097415265,5,0.01231400202959776,0.011101007747154047,5,0.6220926875506465,0.1937605845805021,5
mnist,dendritic_additive,local_ca,5f,per_soma,train,population_0/population_dendritic,population_dendritic,0,,dendritic,neuron_x_template_oracle,True,0.3021136522293091,0.12092315869874523,5,0.8970294128889226,0.07496993015874288,5,0.9464377164840698,0.040159249822644856,5,0.9999999940716601,1.063130913587835e-07,5,0.3021136522293091,0.12092315869874523,5,0.8970294128889226,0.07496993015874288,5,0.01231400202959776,0.011101007747154047,5,0.6220926875506465,0.1937605845805021,5
mnist,dendritic_additive,local_ca,5f,per_soma,train,population_0/population_dendritic,population_dendritic,0,,dendritic,rank1_svd,True,0.7561932726390987,0.1587198745504418,5,0.4080181355535233,0.22924003915912694,5,0.6183162543208278,0.1792454504171054,5,1.0,0.0,5,0.7561932726390987,0.1587198745504418,5,0.4080181355535233,0.22924003915912694,5,0.01231400202959776,0.011101007747154047,5,0.6220926875506465,0.1937605845805021,5
