condition,dataset,core,learning_rule,rule_variant,broadcast_mode,broadcast_rank,decoder_update_mode,hsic_enabled,hsic_weight,core_type,normalize_inputs,has_i_to_e,additive_gain_mode,dendritic_normalization,reactivation_enabled,test_acc_mean,test_acc_std,test_acc_min,test_acc_max,n_seeds
revision_figure_ground_hsic_main_5seed,context_gating,shunting,local_ca,5f,per_soma,4,local,True,0.0,dendritic_shunting,False,True,none,False,True,0.7730000376701355,0.008944278374108128,0.7600000500679016,0.7820000648498535,5
revision_figure_ground_hsic_main_5seed,context_gating,shunting,local_ca,5f,per_soma,4,local,True,0.01,dendritic_shunting,False,True,none,False,True,0.8046000242233277,0.015274163947818678,0.7850000262260437,0.8220000267028809,5
