condition,dataset,core,learning_rule,rule_variant,broadcast_mode,broadcast_rank,decoder_update_mode,hsic_enabled,hsic_weight,core_type,normalize_inputs,has_i_to_e,additive_gain_mode,dendritic_normalization,reactivation_enabled,test_acc_mean,test_acc_std,test_acc_min,test_acc_max,n_seeds
revision_exact_transport_factorial_mnist_5seed,mnist,shunting,local_ca,3f,path_transport,4,backprop,False,0.0,dendritic_shunting,False,True,none,False,True,0.9720999836921692,0.0013638041074680118,0.9702000021934509,0.9734999537467957,5
revision_exact_transport_factorial_mnist_5seed,mnist,shunting,local_ca,3f,path_transport,4,local,False,0.0,dendritic_shunting,False,True,none,False,True,0.971779978275299,0.0011519703501987571,0.9698999524116516,0.9726999998092651,5
revision_exact_transport_factorial_mnist_5seed,mnist,shunting,local_ca,5f,path_transport,4,backprop,False,0.0,dendritic_shunting,False,True,none,False,True,0.9720199704170227,0.001580194262066108,0.9702999591827393,0.9740999937057495,5
revision_exact_transport_factorial_mnist_5seed,mnist,shunting,local_ca,5f,path_transport,4,local,False,0.0,dendritic_shunting,False,True,none,False,True,0.9711999654769897,0.0014071104241203693,0.9693999886512756,0.9727999567985535,5
