run_dir,dataset,network_type,strategy,branch_factors,ie_value,seed,test_accuracy,source,weight_transform,checkpoint,population,parent_stage,n_couplings,coupling_mean,coupling_std,coupling_min,coupling_q05,coupling_q50,coupling_q95,coupling_max,coupling_rms,fraction_below_1em06,fraction_below_1em04,fraction_below_1em03,fraction_below_1em02
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_50,mnist,dendritic_additive,standard,"[3, 3, 3]",10,42,0.9039999842643738,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_50/main_network/standard_best_model.pt,0,3,60,2.09706449508667,0.2618470788002014,1.4100688695907593,1.6182100772857666,2.12007212638855,2.496518850326538,2.5706162452697754,2.1133484840393066,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_51,mnist,dendritic_additive,standard,"[3, 3, 3]",10,43,0.9044999480247498,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_51/main_network/standard_best_model.pt,0,1,540,1.3350815773010254,0.45261308550834656,0.45770004391670227,0.690269410610199,1.3304970264434814,2.111539125442505,2.7851216793060303,1.4097168445587158,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_51,mnist,dendritic_additive,standard,"[3, 3, 3]",10,43,0.9044999480247498,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_51/main_network/standard_best_model.pt,0,2,180,1.819979190826416,0.4845716059207916,0.5220969319343567,0.9101125597953796,1.8874566555023193,2.5925230979919434,2.852508783340454,1.8833836317062378,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_51,mnist,dendritic_additive,standard,"[3, 3, 3]",10,43,0.9044999480247498,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_51/main_network/standard_best_model.pt,0,3,60,2.0948307514190674,0.25086599588394165,1.47154700756073,1.6826292276382446,2.1019978523254395,2.5060982704162598,2.685548782348633,2.1097986698150635,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_52,mnist,dendritic_additive,standard,"[3, 3, 3]",10,44,0.911899983882904,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_52/main_network/standard_best_model.pt,0,1,540,1.3652637004852295,0.4552987217903137,0.4172865152359009,0.6504302024841309,1.3517861366271973,2.1112382411956787,2.6608967781066895,1.4391809701919556,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_52,mnist,dendritic_additive,standard,"[3, 3, 3]",10,44,0.911899983882904,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_52/main_network/standard_best_model.pt,0,2,180,1.8495639562606812,0.4588804841041565,0.6220327615737915,0.9931643605232239,1.8882200717926025,2.5348687171936035,3.2107787132263184,1.9056386947631836,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_52,mnist,dendritic_additive,standard,"[3, 3, 3]",10,44,0.911899983882904,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_52/main_network/standard_best_model.pt,0,3,60,2.0856337547302246,0.28395897150039673,1.3626635074615479,1.5605188608169556,2.1484920978546143,2.4692394733428955,2.677339553833008,2.104875326156616,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_53,mnist,dendritic_additive,standard,"[3, 3, 3]",10,45,0.9049999713897704,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_53/main_network/standard_best_model.pt,0,1,540,1.3998178243637085,0.4575854539871216,0.5021823048591614,0.7153803706169128,1.3531553745269775,2.186600685119629,2.746701717376709,1.4727098941802979,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_53,mnist,dendritic_additive,standard,"[3, 3, 3]",10,45,0.9049999713897704,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_53/main_network/standard_best_model.pt,0,2,180,1.8247982263565063,0.39840784668922424,0.917321503162384,1.1463205814361572,1.8591642379760742,2.456843614578247,2.6857285499572754,1.8677841424942017,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_53,mnist,dendritic_additive,standard,"[3, 3, 3]",10,45,0.9049999713897704,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_53/main_network/standard_best_model.pt,0,3,60,2.1203911304473877,0.20359966158866882,1.6839970350265503,1.858964204788208,2.123471260070801,2.4776976108551025,2.6074414253234863,2.130143642425537,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_54,mnist,dendritic_additive,standard,"[3, 3, 3]",10,46,0.9025999903678894,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_54/main_network/standard_best_model.pt,0,1,540,1.3994107246398926,0.4638979136943817,0.4551023840904236,0.683108925819397,1.3476976156234741,2.1956803798675537,2.8570899963378906,1.4742969274520874,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_54,mnist,dendritic_additive,standard,"[3, 3, 3]",10,46,0.9025999903678894,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_54/main_network/standard_best_model.pt,0,2,180,1.8583287000656128,0.41634881496429443,0.825543224811554,1.1634727716445923,1.86549711227417,2.4723215103149414,3.2435219287872314,1.9043983221054077,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_54,mnist,dendritic_additive,standard,"[3, 3, 3]",10,46,0.9025999903678894,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_54/main_network/standard_best_model.pt,0,3,60,2.1562693119049072,0.25014546513557434,1.5874695777893066,1.7267721891403198,2.1608431339263916,2.5264203548431396,2.6727511882781982,2.1707301139831543,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_55,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,42,0.9106000065803528,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_55/main_network/standard_best_model.pt,0,1,1620,0.8794137239456177,0.27097243070602417,0.36093634366989136,0.5219323635101318,0.8327666521072388,1.4100292921066284,2.192253589630127,0.9202144742012024,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_55,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,42,0.9106000065803528,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_55/main_network/standard_best_model.pt,0,2,540,1.2150605916976929,0.48494669795036316,0.39471831917762756,0.5428810119628906,1.1726477146148682,2.0628488063812256,2.778470754623413,1.3082603216171265,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_55,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,42,0.9106000065803528,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_55/main_network/standard_best_model.pt,0,3,180,1.7164559364318848,0.5142794847488403,0.546382486820221,0.8053288459777832,1.6978240013122559,2.496746778488159,3.243828058242798,1.7918438911437988,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_55,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,42,0.9106000065803528,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_55/main_network/standard_best_model.pt,0,4,60,2.1655924320220947,0.2806324064731598,1.1936850547790527,1.7385408878326416,2.1335363388061523,2.6186399459838867,2.7775039672851562,2.1836998462677,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_56,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,43,0.9124999642372132,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_56/main_network/standard_best_model.pt,0,1,1620,0.8405998945236206,0.2766442894935608,0.3492063879966736,0.4708860218524933,0.8035134077072144,1.3679218292236328,2.3775110244750977,0.8849522471427917,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_56,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,43,0.9124999642372132,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_56/main_network/standard_best_model.pt,0,2,540,1.1664986610412598,0.5263847708702087,0.3455100357532501,0.4787256717681885,1.0939918756484985,2.1206588745117188,2.713139295578003,1.2797656059265137,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_56,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,43,0.9124999642372132,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_56/main_network/standard_best_model.pt,0,3,180,1.7143864631652832,0.5586486458778381,0.41707268357276917,0.6660982370376587,1.808529257774353,2.5480332374572754,2.841573715209961,1.8031110763549805,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_56,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,43,0.9124999642372132,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_56/main_network/standard_best_model.pt,0,4,60,2.109999179840088,0.34351760149002075,1.2945261001586914,1.4336270093917847,2.1561179161071777,2.670116424560547,2.828439235687256,2.137779474258423,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_57,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,44,0.9077000021934508,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_57/main_network/standard_best_model.pt,0,1,1620,0.8686415553092957,0.28604960441589355,0.35641011595726013,0.5151312947273254,0.8191866874694824,1.3869411945343018,2.3204386234283447,0.9145285487174988,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_57,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,44,0.9077000021934508,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_57/main_network/standard_best_model.pt,0,2,540,1.207879662513733,0.48971259593963623,0.3687697947025299,0.5362612009048462,1.183558702468872,2.0840835571289062,3.150007963180542,1.3033771514892578,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_57,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,44,0.9077000021934508,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_57/main_network/standard_best_model.pt,0,3,180,1.6845217943191528,0.5358680486679077,0.5139037370681763,0.8319684863090515,1.719041109085083,2.5313024520874023,3.3839964866638184,1.767701506614685,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_57,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,44,0.9077000021934508,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_57/main_network/standard_best_model.pt,0,4,60,2.179379940032959,0.29428988695144653,1.6401698589324951,1.736569881439209,2.1907334327697754,2.6664180755615234,2.76645827293396,2.199159860610962,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_58,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,45,0.913599967956543,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_58/main_network/standard_best_model.pt,0,1,1620,0.8526529669761658,0.2601560056209564,0.34849026799201965,0.4942951202392578,0.8147298097610474,1.3345063924789429,1.9656689167022705,0.8914585113525391,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_58,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,45,0.913599967956543,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_58/main_network/standard_best_model.pt,0,2,540,1.1830047369003296,0.4934843182563782,0.3544386625289917,0.5126778483390808,1.1161539554595947,2.0783135890960693,2.481220006942749,1.281806230545044,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_58,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,45,0.913599967956543,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_58/main_network/standard_best_model.pt,0,3,180,1.691295862197876,0.48525404930114746,0.5478067398071289,0.8086826801300049,1.7221615314483643,2.425414562225342,2.695187568664551,1.7595319747924805,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_58,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,45,0.913599967956543,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_58/main_network/standard_best_model.pt,0,4,60,2.1596271991729736,0.2873905897140503,1.3690690994262695,1.596756935119629,2.240269184112549,2.545971155166626,2.7294557094573975,2.1786651611328125,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_59,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,46,0.9060999751091005,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_59/main_network/standard_best_model.pt,0,1,1620,0.867747962474823,0.2667596638202667,0.35770705342292786,0.5202555060386658,0.8214792013168335,1.388664960861206,2.1015477180480957,0.9078255295753479,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_59,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,46,0.9060999751091005,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_59/main_network/standard_best_model.pt,0,2,540,1.2276606559753418,0.5026993751525879,0.33058977127075195,0.5419043898582458,1.1759133338928223,2.1382265090942383,2.5503082275390625,1.3265962600708008,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_59,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,46,0.9060999751091005,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_59/main_network/standard_best_model.pt,0,3,180,1.7487412691116333,0.4568827152252197,0.5516645312309265,0.9693325161933899,1.7762908935546875,2.4342238903045654,3.1833784580230713,1.8074395656585693,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_59,mnist,dendritic_additive,standard,"[3, 3, 3, 3]",10,46,0.9060999751091005,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_59/main_network/standard_best_model.pt,0,4,60,2.123204469680786,0.2536139488220215,1.5019237995147705,1.6882579326629639,2.163562297821045,2.479321241378784,2.546356678009033,2.1382977962493896,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_6,mnist,dendritic_shunting,standard,"[3, 3]",10,43,0.9167999625205994,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_6/main_network/standard_best_model.pt,0,1,180,15.905985832214355,0.9122702479362488,13.81886100769043,14.38625431060791,15.844371795654297,17.43282699584961,17.934022903442383,15.932125091552734,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_6,mnist,dendritic_shunting,standard,"[3, 3]",10,43,0.9167999625205994,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_6/main_network/standard_best_model.pt,0,2,60,16.439382553100586,0.8979178667068481,14.515380859375,14.997624397277832,16.59798812866211,17.753725051879883,18.20327377319336,16.463886260986328,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_60,mnist,dendritic_additive,local_ca,[9],10,42,0.4891999959945678,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_60/main_network/local_learning_best_model.pt,0,1,180,2.2305753231048584,2.072409152984619,0.048854976892471313,0.0689907968044281,1.4033176898956299,5.353316307067871,5.653807163238525,3.044724225997925,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_61,mnist,dendritic_additive,local_ca,[9],10,43,0.5181999802589417,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_61/main_network/local_learning_best_model.pt,0,1,180,2.7439424991607666,2.188675880432129,0.03201828896999359,0.05278867110610008,2.865351676940918,5.979186058044434,6.92689323425293,3.509918212890625,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_62,mnist,dendritic_additive,local_ca,[9],10,44,0.6069999933242798,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_62/main_network/local_learning_best_model.pt,0,1,180,2.699455499649048,2.360908031463623,0.035266611725091934,0.04984063282608986,2.1884710788726807,6.063708305358887,6.506876468658447,3.5862162113189697,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_63,mnist,dendritic_additive,local_ca,[9],10,45,0.5252999663352966,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_63/main_network/local_learning_best_model.pt,0,1,180,2.233299493789673,1.8869370222091675,0.05821492150425911,0.07822335511445999,1.9601285457611084,4.909414291381836,5.224664688110352,2.9237234592437744,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_64,mnist,dendritic_additive,local_ca,[9],10,46,0.6062999963760376,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_64/main_network/local_learning_best_model.pt,0,1,180,2.8718223571777344,2.3435144424438477,0.034180112183094025,0.043825842440128326,3.285665512084961,6.054582118988037,6.585017204284668,3.7066729068756104,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_65,mnist,dendritic_additive,local_ca,"[3, 3]",10,42,0.4648999869823456,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_65/main_network/local_learning_best_model.pt,0,1,180,2.8069252967834473,1.195562481880188,0.5835877060890198,0.9833487868309021,2.7971367835998535,4.7507710456848145,5.545222759246826,3.050934076309204,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_65,mnist,dendritic_additive,local_ca,"[3, 3]",10,42,0.4648999869823456,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_65/main_network/local_learning_best_model.pt,0,2,60,2.026293992996216,1.5409064292907715,0.10983890295028687,0.21761490404605865,1.919363260269165,4.908393859863281,5.547360420227051,2.545635461807251,0.0,0.0,0.0,0.0
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_66,mnist,dendritic_additive,local_ca,"[3, 3]",10,43,0.3911999762058258,depth_scaling,softplus,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_depth_scaling_v2_20260225184411/results/config_66/main_network/local_learning_best_model.pt,0,1,180,1.684910774230957,0.7988661527633667,0.5217834115028381,0.637333333492279,1.508385419845581,3.181309461593628,4.186822891235352,1.8647013902664185,0.0,0.0,0.0,0.0
