source,dataset,network_type,strategy,branch_factors,ie_value,population,parent_stage,test_accuracy_mean,test_accuracy_std,test_accuracy_count,n_couplings_mean,n_couplings_std,n_couplings_count,coupling_mean_mean,coupling_mean_std,coupling_mean_count,coupling_std_mean,coupling_std_std,coupling_std_count,coupling_min_mean,coupling_min_std,coupling_min_count,coupling_q05_mean,coupling_q05_std,coupling_q05_count,coupling_q50_mean,coupling_q50_std,coupling_q50_count,coupling_q95_mean,coupling_q95_std,coupling_q95_count,coupling_max_mean,coupling_max_std,coupling_max_count,coupling_rms_mean,coupling_rms_std,coupling_rms_count,fraction_below_1em06_mean,fraction_below_1em06_std,fraction_below_1em06_count,fraction_below_1em04_mean,fraction_below_1em04_std,fraction_below_1em04_count,fraction_below_1em03_mean,fraction_below_1em03_std,fraction_below_1em03_count,fraction_below_1em02_mean,fraction_below_1em02_std,fraction_below_1em02_count
depth_scaling,mnist,dendritic_shunting,standard,"[3, 3, 3, 3]",10,0,2,0.9179599761962891,0.004111325935519636,5,540.0,0.0,5,16.060244750976562,0.0075406245546827035,5,0.8541962027549743,0.018832843028062922,5,14.08293628692627,0.17620970344884432,5,14.72133560180664,0.040651727890796664,5,16.04295120239258,0.02639322816227811,5,17.497132873535158,0.05881257752694431,5,18.23935317993164,0.16515706678292782,5,16.082953643798827,0.006569767136035387,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
depth_scaling,mnist,dendritic_shunting,standard,"[3, 3, 3, 3]",10,0,3,0.9179599761962891,0.004111325935519636,5,180.0,0.0,5,16.131350326538087,0.016217904277429626,5,0.8576089143753052,0.03726511748157216,5,14.187247276306152,0.12567268670264503,5,14.751050186157226,0.08946339764615784,5,16.12140312194824,0.04966253711736127,5,17.49818229675293,0.053802547692139775,5,18.345450592041015,0.2901674246658779,5,16.15416374206543,0.017695942595978446,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
depth_scaling,mnist,dendritic_shunting,standard,"[3, 3, 3, 3]",10,0,4,0.9179599761962891,0.004111325935519636,5,60.0,0.0,5,16.536572265625,0.038058784319127285,5,0.7695114374160766,0.0551866530943884,5,14.747303771972657,0.1658840470567248,5,15.272336769104005,0.27598448384495855,5,16.607062530517577,0.07462555770676878,5,17.673987579345702,0.0710945174501788,5,18.093191146850586,0.3740926228462001,5,16.55454444885254,0.03593351961260182,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
depth_scaling,mnist,dendritic_shunting,standard,"[3, 3, 3]",10,0,1,0.9175399661064148,0.005238601010941447,5,540.0,0.0,5,15.996478843688966,0.013844791161282592,5,0.8659477949142456,0.011778134352851766,5,13.973780632019043,0.16009163001058727,5,14.650704765319825,0.044892675317548474,5,15.977716445922852,0.020797184745391887,5,17.44871292114258,0.043298287648063837,5,18.343389892578124,0.11236814724894113,5,16.0199031829834,0.01383780979600723,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
depth_scaling,mnist,dendritic_shunting,standard,"[3, 3, 3]",10,0,2,0.9175399661064148,0.005238601010941447,5,180.0,0.0,5,16.02325859069824,0.025950204536956782,5,0.8540805459022522,0.045024434679464376,5,14.211124992370605,0.17666082454151585,5,14.67224349975586,0.057897489730211846,5,16.007767105102538,0.07359925171500653,5,17.409206771850585,0.11734424187639197,5,18.10457420349121,0.19839878680867765,5,16.046053314208983,0.026606971687353112,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
depth_scaling,mnist,dendritic_shunting,standard,"[3, 3, 3]",10,0,3,0.9175399661064148,0.005238601010941447,5,60.0,0.0,5,16.497206497192384,0.04914506195411403,5,0.8776537418365479,0.09321367488329775,5,14.595373344421386,0.13676558660222646,5,15.001382827758789,0.10702498033226235,5,16.524484634399414,0.03340503359924035,5,17.79334716796875,0.15969812891968627,5,18.129130172729493,0.24979755129095507,5,16.520745468139648,0.049068243751690596,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
depth_scaling,mnist,dendritic_shunting,standard,"[3, 3]",10,0,1,0.9103999733924866,0.004483860905679947,5,180.0,0.0,5,15.909029960632324,0.01411310621907101,5,0.8830936193466187,0.02195754319393494,5,13.843767356872558,0.07493290591726033,5,14.516398239135743,0.08088392744156772,5,15.889644432067872,0.038365859970767885,5,17.34581604003906,0.10028458050075564,5,17.982175827026367,0.2235560934374071,5,15.933532524108887,0.014739646599719802,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
depth_scaling,mnist,dendritic_shunting,standard,"[3, 3]",10,0,2,0.9103999733924866,0.004483860905679947,5,60.0,0.0,5,16.44893798828125,0.013252027388248171,5,0.9471986413002014,0.055347588214779427,5,14.494396209716797,0.23173942318967602,5,14.903523445129395,0.09430147560559972,5,16.56962471008301,0.06489615849663748,5,17.80907211303711,0.14295847265724607,5,18.182373428344725,0.1907595196208194,5,16.476259613037108,0.01612276256420426,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
depth_scaling,mnist,dendritic_shunting,standard,[9],10,0,1,0.9147199749946594,0.004456120483334411,5,180.0,0.0,5,5.402539539337158,0.02405955836078336,5,1.0093886852264404,0.05361601281774712,5,3.1435808658599855,0.18858981796319688,5,3.730091667175293,0.08750837347077965,5,5.465641021728516,0.08571008185572705,5,6.976137161254883,0.15609014696474247,5,7.614814186096192,0.09249063992144843,5,5.496254920959473,0.01749009258366773,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
morphology_ie,noise_resilience,dendritic_additive,local_ca,"[2, 2, 2]",0,0,1,0.32073332866032916,0.047026615838792946,3,1024.0,0.0,3,0.9252186417579651,0.08563101328865574,3,0.28720739483833313,0.1295447664946832,3,0.5497404535611471,0.07821482767112209,3,0.6192278265953064,0.06807031713627061,3,0.8252630829811096,0.08933233817299231,3,1.4040127992630005,0.25435679520799204,3,1.5808388789494832,0.257080933185862,3,0.9722708463668823,0.1180047576231865,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
morphology_ie,noise_resilience,dendritic_additive,local_ca,"[2, 2, 2]",0,0,2,0.32073332866032916,0.047026615838792946,3,512.0,0.0,3,1.4431259632110596,0.04560382082769925,3,0.4349176088968913,0.16720712558372394,3,0.7352820634841919,0.22764745338633216,3,0.9192626078923544,0.2026234057735873,3,1.328015645345052,0.07915948440422893,3,2.3431050777435303,0.3988512954756775,3,2.881753842035929,0.5920580899509782,3,1.5129975875218709,0.06280455057992866,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
morphology_ie,noise_resilience,dendritic_additive,local_ca,"[2, 2, 2]",0,0,3,0.32073332866032916,0.047026615838792946,3,256.0,0.0,3,1.5187710523605347,0.051573812403705094,3,1.4864765405654907,0.11173695184837547,3,0.07490118717153867,0.0380736045016154,3,0.11542630692323048,0.03405939376771294,3,0.731251041094462,0.26127111426765365,3,4.140592257181804,0.33635768549382,3,4.935801029205322,0.4401868589952375,3,2.126325845718384,0.08757087077676641,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
morphology_ie,noise_resilience,dendritic_additive,local_ca,"[2, 2, 2]",0,1,1,0.32073332866032916,0.047026615838792946,3,1024.0,0.0,3,0.693911075592041,0.04740812584441206,3,0.07158713787794113,0.0395774445800756,3,0.6116579373677572,0.02708475184948329,3,0.6287811597188314,0.031112850973083292,3,0.6590512792269388,0.03638636763512138,3,0.8196815053621928,0.0959891635070644,3,0.930130143960317,0.024691171012772246,3,0.6982461214065552,0.0494814232592985,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
morphology_ie,noise_resilience,dendritic_additive,local_ca,"[2, 2, 2]",0,1,2,0.32073332866032916,0.047026615838792946,3,512.0,0.0,3,0.9082037210464478,0.08321645045515152,3,0.041145237162709236,0.022632673312996267,3,0.819650133450826,0.056720388308391885,3,0.8519661029179891,0.05921513365575739,3,0.9046833117802938,0.08194454113531956,3,0.9714517990748087,0.11374393419372836,3,1.1552414695421855,0.2599069679649155,3,0.9092796246210734,0.08392541698095281,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
morphology_ie,noise_resilience,dendritic_additive,local_ca,"[2, 2, 2]",0,1,3,0.32073332866032916,0.047026615838792946,3,256.0,0.0,3,1.3331760962804158,0.030937257626838247,3,0.96525639295578,0.16971742118961444,3,0.4434227744738261,0.09515730284868691,3,0.5201746722062429,0.12446321098013387,3,0.7139585216840109,0.1164049409387633,3,3.1966991424560547,0.3897868565784176,3,3.9445842107137046,0.6421641722725763,3,1.6490461031595867,0.11978731431165668,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
morphology_ie,noise_resilience,dendritic_additive,local_ca,"[2, 2, 2]",5,0,1,0.5509666502475739,0.04606139333989181,3,1024.0,0.0,3,0.8623586893081665,0.1739138502970196,3,0.4340897897879283,0.08103978841930343,3,0.12497949600219727,0.013682578480324998,3,0.302303284406662,0.05438517568249941,3,0.7917255957921346,0.18313127143402955,3,1.6718281507492065,0.31357438645385705,3,3.050459702809652,0.19799198815406124,3,0.9659759600957235,0.18786599673073046,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
morphology_ie,noise_resilience,dendritic_additive,local_ca,"[2, 2, 2]",5,0,2,0.5509666502475739,0.04606139333989181,3,512.0,0.0,3,0.9106850624084473,0.190777242883307,3,0.45365215341250104,0.09613466523181712,3,0.15514724949995676,0.028250674830810864,3,0.30781883001327515,0.0391782015286128,3,0.8445615371068319,0.2034286739837236,3,1.7633790969848633,0.3435029547813479,3,2.6335395177205405,0.3024034923647046,3,1.0178630948066711,0.2104548312566813,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
morphology_ie,noise_resilience,dendritic_additive,local_ca,"[2, 2, 2]",5,0,3,0.5509666502475739,0.04606139333989181,3,256.0,0.0,3,1.4079591433207195,0.07795500521427845,3,1.4869163831075032,0.09238338948533596,3,0.0026917906555657587,0.0014009581405167086,3,0.024053814510504406,0.009565250697997896,3,0.7970765431722006,0.09884945578461131,3,4.343090852101644,0.16817844475256646,3,6.185521761576335,0.840296835445429,3,2.047788381576538,0.11983203606810526,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.01953125,0.015625,3
