run_dir,run_name,seed,dataset,network_type,split,analysis_scope,source_feedback,removal_fraction,parent_gain_ratio_mean,parent_gain_ratio_q50,parent_gain_ratio_q95,distal_path_gain_ratio_mean,distal_path_gain_ratio_q50,distal_path_gain_ratio_q95,parent_total_clipped_fraction,branch_numel_weighted_cosine,branch_macro_cosine,branch_concatenated_cosine,branch_local_target_norm_ratio
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_rank_bridge_nonnegativeinput_fix_20260409164042/results/config_0,config_0,42,noise_resilience,dendritic_shunting,train,all_populations,approx_direct_code_per_soma,0.0,1.0,1.0,1.0,0.9999999701976776,1.0,1.0,0.0,0.08089757988747862,0.07845328003168106,0.02430812973476291,0.3162618862529934
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_rank_bridge_nonnegativeinput_fix_20260409164042/results/config_0,config_0,42,noise_resilience,dendritic_shunting,train,all_populations,exact_soma_blockwise_per_soma,0.0,1.0,1.0,1.0,0.9999999701976776,1.0,1.0,0.0,0.19244861738188454,0.36483434960246086,0.09049769107556781,4.404131612872692
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_rank_bridge_nonnegativeinput_fix_20260409164042/results/config_0,config_0,42,noise_resilience,dendritic_shunting,train,population_0,approx_direct_code_per_soma,0.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.0,0.07944985729052251,0.0897765576839447,0.07933634638754519,0.13674787991793005
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_rank_bridge_nonnegativeinput_fix_20260409164042/results/config_0,config_0,42,noise_resilience,dendritic_shunting,train,population_0,exact_soma_blockwise_per_soma,0.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.0,0.1477642005966954,0.14269042611122132,0.14681537824013072,2.3502604884889773
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_rank_bridge_nonnegativeinput_fix_20260409164042/results/config_0,config_0,42,noise_resilience,dendritic_shunting,train,population_1,approx_direct_code_per_soma,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09853730667563318,0.05958115061124166,0.004374032333353794,0.49232535719582343
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_rank_bridge_nonnegativeinput_fix_20260409164042/results/config_0,config_0,42,noise_resilience,dendritic_shunting,train,population_1,exact_soma_blockwise_per_soma,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7369043752985093,0.7350742220878601,0.07447726385623059,6.609237730699719
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_rank_bridge_nonnegativeinput_fix_20260409164042/results/config_0,config_0,42,noise_resilience,dendritic_shunting,train,all_populations,approx_direct_code_per_soma,0.25,1.021136224269867,1.0230593085289001,1.0448426008224487,1.0281394720077515,1.0277438163757324,1.0464183688163757,0.0,0.08132302284855203,0.07860680669546127,0.02471730142799109,0.3097398099258984
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_rank_bridge_nonnegativeinput_fix_20260409164042/results/config_0,config_0,42,noise_resilience,dendritic_shunting,train,all_populations,exact_soma_blockwise_per_soma,0.25,1.021136224269867,1.0230593085289001,1.0448426008224487,1.0281394720077515,1.0277438163757324,1.0464183688163757,0.0,0.1927252606040248,0.36493417993187904,0.09055914155220528,4.313307888034884
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_rank_bridge_nonnegativeinput_fix_20260409164042/results/config_0,config_0,42,noise_resilience,dendritic_shunting,train,population_0,approx_direct_code_per_soma,0.25,1.0422724485397339,1.0461186170578003,1.0896852016448975,1.056278944015503,1.0554876327514648,1.0928367376327515,0.0,0.07991021708425773,0.09002220034599304,0.08008046941042823,0.13239318308827203
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/noise_resilience_rank_bridge_nonnegativeinput_fix_20260409164042/results/config_0,config_0,42,noise_resilience,dendritic_shunting,train,population_0,exact_soma_blockwise_per_soma,0.25,1.0422724485397339,1.0461186170578003,1.0896852016448975,1.056278944015503,1.0554876327514648,1.0928367376327515,0.0,0.14806354840200736,0.1428501546382904,0.14775088096223446,2.2754171205023157
