unit_index,pre_pt_root_id,nucleus_id,segment_id,major_branch,path_um,depth,x_um,y_um,z_um,n_synapses,contact_size,repeat_reliability,manual_match
0,864691135720773937,291110,8680,7741,94.8924722018108,3.0,694.984,415.96,841.6,1,4868.0,0.1393588092171175,False
1,864691136389679223,291109,10176,9533,103.28002863995384,3.0,685.504,499.208,842.9200000000001,1,4780.0,0.2436715805543628,False
2,864691135662408944,269601,9723,7741,87.55830204692654,5.0,751.736,445.76,859.44,1,21848.0,0.4194694909594007,False
3,864691135739587697,258316,10052,10003,106.7757753694168,3.0,732.496,500.872,827.8000000000001,1,2252.0,0.19198988597872238,False
4,864691135456920938,260542,8900,8873,76.11993603789986,2.0,658.168,460.12,802.32,1,8108.0,0.24097132770383087,False
5,864691135135044512,361146,8971,8089,71.73278046991771,4.0,695.5093333333334,405.37600000000003,848.1333333333333,4,9688.0,0.19031057678545868,False
6,864691135463493438,292056,10368,9817,96.37938425230952,3.0,713.672,481.344,765.08,1,31640.0,0.08559229044415818,False
7,864691135892048777,255215,9105,7741,144.46371659089817,7.0,762.8960000000001,425.488,872.9200000000001,1,21428.0,0.03859071609178951,False
8,864691135912195497,226375,9358,9308,133.76936381425276,2.0,663.336,440.0,779.72,1,3140.0,-0.09791517580268116,False
