left,right,functional_similarity,tree_distance_um,shared_path_um,shared_path_fraction,lca_depth,euclidean_distance_um,path_depth_difference_um,same_major_branch
0,1,0.10917137293034626,198.17250084176464,0.0,0.0,0.0,83.79643371886424,8.387556438143037,False
0,2,-0.13436368418306746,145.779785474466,18.33549438713567,0.20940897617348533,1.0,66.53641938066698,7.334170154884262,True
0,3,0.16668812740810976,201.6682475712276,0.0,0.0,0.0,93.84901644663093,11.883303167606002,False
0,4,-0.013828814435123982,171.01240823971068,0.0,0.0,0.0,69.6307536653166,18.772536163910942,False
0,5,0.2341868369973552,166.6252526717285,0.0,0.0,0.0,12.44915561616747,23.15969173189309,False
0,6,-0.17136735247927418,191.27185645412032,0.0,0.0,0.0,102.37001123375927,1.4869120504987166,False
0,7,0.24090293141190422,202.68520001843763,18.33549438713567,0.19322390872208492,1.0,75.39074829181634,49.57124438908737,True
0,8,0.27031377933226897,228.66183601606355,0.0,0.0,0.0,73.5435374727107,38.87689161244195,False
1,2,0.22147505718949717,190.8383306868804,0.0,0.0,0.0,86.69646433390464,15.721726593027299,False
1,3,-0.16283822828261718,210.05580400937066,0.0,0.0,0.0,49.39262455063505,3.495746729462965,False
1,4,0.3292557305144458,179.3999646778537,0.0,0.0,0.0,62.63775730340291,27.16009260205398,False
1,5,0.08764215153513892,175.01280910987157,0.0,0.0,0.0,94.50782911248969,31.547248170036127,False
1,6,0.0795516738844844,199.65941289226336,0.0,0.0,0.0,84.68544337724168,6.90064438764432,False
1,7,0.0551345113155109,247.74374523085203,0.0,0.0,0.0,111.01423360992955,41.18368795094433,False
1,8,-0.036588460552939385,237.0493924542066,0.0,0.0,0.0,89.39377768055229,30.489335174298915,False
2,3,-0.199811255289117,194.33407741634335,0.0,0.0,0.0,66.3972871734983,19.217473322490264,False
2,4,0.09124772339414056,163.6782380848264,0.0,0.0,0.0,110.56163269416746,11.43836600902668,False
2,5,-0.15946472128887343,159.29108251684426,0.0,0.0,0.0,70.14375390265012,15.825521577008828,False
2,6,-0.24039614987912353,183.93768629923608,0.0,0.0,0.0,107.79099569073476,8.821082205382979,False
2,7,-0.04117459036812369,145.60030041440695,43.21085911170889,0.4935095599335651,4.0,26.780776389044476,56.90541454397163,True
2,8,-0.4102953298901621,221.3276658611793,0.0,0.0,0.0,119.17640706112934,46.211061767326214,False
3,4,-0.0649699485430728,182.89571140731667,0.0,0.0,0.0,88.51331813913654,30.655839331516944,False
3,5,0.20582678307805458,178.50855583933452,0.0,0.0,0.0,104.40758579507306,35.04299489949909,False
3,6,-0.040196570084129794,203.15515962172634,0.0,0.0,0.0,68.33362393434145,10.396391117107285,False
3,7,0.3216762659735238,251.23949196031498,0.0,0.0,0.0,92.96624041016184,37.68794122148137,False
3,8,0.2649000761804899,240.54513918366956,0.0,0.0,0.0,103.92397405796221,26.99358844483595,False
4,5,0.22497694065596366,147.85271650781758,0.0,0.0,0.0,80.56141894369922,4.387155567982148,False
4,6,0.275686792970699,172.49932029020937,0.0,0.0,0.0,70.12823819261398,20.25944821440966,False
4,7,0.13003787237486084,220.58365262879803,0.0,0.0,0.0,130.96445856796421,68.34378055299831,False
4,8,-0.0004891764377057438,209.88929985215262,0.0,0.0,0.0,30.696622354910666,57.649427776352894,False
5,6,0.14609828893446336,168.11216472222725,0.0,0.0,0.0,114.01261185597936,24.646603782391807,False
5,7,0.05776488180667265,216.1964970608159,0.0,0.0,0.0,74.56429596589034,72.73093612098046,False
5,8,0.3063608615222364,205.50214428417047,0.0,0.0,0.0,83.15244393014287,62.03658334433504,False
6,7,0.15341704774553075,240.8431008432077,0.0,0.0,0.0,131.04335355904172,48.08433233858865,False
6,8,0.2706848391107289,230.1487480665623,0.0,0.0,0.0,66.76352920569734,37.389979561943235,False
7,8,0.34315496335635354,278.23308040515093,0.0,0.0,0.0,137.1460234348777,10.694352776645417,False
