segment_id,parent_segment_id,edge_length_um,mean_radius_um,x_um,y_um,z_um,n_skeleton_nodes,topological_depth,path_length_um,n_children,is_leaf,is_branchpoint,E_count,E_size,I_count,I_size,root_id,g_total,g_i,log_path_gain,log_update_gain,credit_domain_fraction,qc_included
12824,11668,4.110523710584446,0.4521074730667382,352.324,204.616,39.963,26,1,4.110523710584446,2,False,True,0,0.0,0,0.0,648518346349539825,6.931453985486177,0.0,-1.778544154844482,-3.7146137563546535,,True
12943,13287,3.6699665123442657,7.153909650014297,352.66,189.538,61.404,21,4,38.192176214435,2,False,True,0,0.0,0,0.0,648518346349539825,29.1479743612049,0.0,-3.5361907286241934,-6.908576148824491,,True
13287,11897,4.871606624931912,5.5148181232833355,353.983,190.483,58.443,30,3,34.522209702090734,2,False,True,0,0.0,0,0.0,648518346349539825,43.28701013302581,0.0,-2.764070409105631,-6.531923002178185,,True
13290,12223,13.790409367078711,0.2922333792240593,354.004,155.476,85.47,86,4,81.03366274801897,0,True,False,0,0.0,0,0.0,648518346349539825,0.4355576370311909,0.0,-3.7951023431789137,-2.9639741985317887,,True
13336,10618,19.444666615426325,0.587443437454774,354.13,158.983,20.244,119,3,78.00533450121615,0,True,False,0,0.0,0,0.0,648518346349539825,1.2345401325198138,0.0,-3.0739076385167703,-3.2846061769205086,,True
13461,13474,18.031420356495993,0.27162610265696463,354.571,195.964,86.247,103,7,68.13952064528456,0,True,False,0,0.0,0,0.0,648518346349539825,0.5293465597599908,0.0,-5.4587871426351775,-4.822675203431967,,True
13468,12743,4.737649930881866,0.5223981820551793,354.613,198.169,45.654,30,3,36.8885236767433,0,True,False,0,0.0,0,0.0,648518346349539825,0.26748736879792495,0.0,-2.695292141861998,-1.3766092086540394,,True
13474,13564,2.833964531370448,0.4275757195719643,354.655,190.777,71.106,17,6,50.10810028878857,2,False,True,0,0.0,0,0.0,648518346349539825,2.3242414931089326,0.0,-4.982165769712999,-5.825559516001589,,True
13487,13664,1.7415791898022992,0.6892050272986282,354.697,198.316,45.612,10,3,15.158981594563697,0,True,False,0,0.0,0,0.0,648518346349539825,0.12972698298608332,0.0,-1.9451516314263035,0.0971715363438308,,True
13564,12943,9.081959542983123,0.4490391328435284,354.991,192.268,68.985,51,5,47.27413575741812,2,False,True,0,0.0,0,0.0,648518346349539825,22.812010741971385,0.0,-4.85061085908155,-7.97789804326699,,True
13648,12943,33.67230907936835,1.2277068819424284,355.537,177.988,86.268,206,5,71.86448529380334,0,True,False,0,0.0,1,502.0,648518346349539825,4.964466885450406,0.49653808110781406,-4.149410001139997,-5.751715918340435,0.0,True
13664,12824,9.306878694176952,0.4090807155969199,355.663,199.429,44.919,57,2,13.417402404761397,2,False,True,0,0.0,0,0.0,648518346349539825,21.614762634647647,0.0,-1.8675073684316306,-4.940883904980295,,True
13673,13287,1.9760080011598609,4.568736039382946,355.726,190.315,58.821,13,4,36.498217703250596,2,False,True,0,0.0,0,0.0,648518346349539825,7.387896349873105,0.0,-3.5361907286241934,-5.536033761338287,,True
14128,15478,19.337089562555505,0.11675263109456545,359.107,274.525,60.354,121,7,155.93785212790868,2,False,True,0,0.0,0,0.0,648518346349539825,0.3583657459789563,0.0,-10.954404284734236,-9.928203107449807,,True
14176,13564,10.441991349887267,0.26496792647221457,359.422,199.765,72.156,69,6,57.71612710730539,2,False,True,0,0.0,0,0.0,648518346349539825,1.0152124432322371,0.0,-7.1144805881215305,-7.129578482391404,,True
15360,14176,43.16325735422248,0.20747366373018736,370.111,233.47,82.11,288,7,100.87938446152788,0,True,False,0,0.0,0,0.0,648518346349539825,0.9678673562225204,0.0,-8.174524083090692,-8.141863853300098,,True
15478,15879,4.405854115274014,0.10894571605763,371.14,272.635,73.332,26,6,136.6007625653532,2,False,True,0,0.0,0,0.0,648518346349539825,2.10016131884442,0.0,-8.820515187382028,-9.562529347658359,,True
15506,11897,70.68271067491824,0.28963321531773767,371.329,247.12,74.193,443,3,100.33331375207706,2,False,True,0,0.0,0,0.0,648518346349539825,3.474680533181624,0.0,-6.63073779654856,-7.876240338441853,,True
15518,15478,3.0942162552243833,0.12396521707297488,371.392,269.779,72.87,17,7,139.69497882057757,2,False,True,0,0.0,0,0.0,648518346349539825,0.2149749966724938,0.0,-9.002026766062816,-7.464793213899066,,True
15730,13673,20.817271020088928,0.46352697115112546,372.967,199.009,59.829,118,5,57.31548872333953,2,False,True,0,0.0,0,0.0,648518346349539825,7.485186413523665,0.0,-4.2440524052373885,-6.256978327745239,,True
15859,15506,29.81789864885215,0.21600096763797125,373.723,272.656,78.099,188,4,130.1512124009292,2,False,True,0,0.0,0,0.0,648518346349539825,4.2730104392688935,0.0,-8.470748213715545,-9.923066813451653,,True
15879,15859,2.043696049149948,0.14215720709041116,373.807,273.097,76.419,14,5,132.19490845007917,2,False,True,0,0.0,0,0.0,648518346349539825,1.1000891393703345,0.0,-8.673924507196459,-8.769315719508775,,True
16064,16205,5.620404580066559,0.11462397665276454,375.151,238.048,65.121,34,6,119.35088089218847,2,False,True,0,0.0,0,0.0,648518346349539825,0.2,0.0,-8.752880337953915,-7.143442425519814,,True
16205,16255,4.994114828071693,0.13504541901731923,375.907,241.786,68.061,33,5,113.73047631212191,2,False,True,0,0.0,0,0.0,648518346349539825,1.020251840515414,0.0,-8.539776382297998,-8.559825881584871,,True
16255,15506,8.403047731973158,0.13008884921663486,376.159,245.692,68.859,57,4,108.73636148405022,2,False,True,0,0.0,0,0.0,648518346349539825,1.776081324616382,0.0,-8.218364269907774,-8.792773704316984,,True
16791,15730,9.466557420730968,0.38617304816504255,379.519,199.429,64.932,57,6,66.78204614407049,2,False,True,0,0.0,0,0.0,648518346349539825,2.8385498969702567,0.0,-4.542137294715104,-5.585430616829463,,True
16805,13664,33.842674145202146,0.3398040689626501,379.561,211.756,30.009,220,3,47.26007654996354,2,False,True,0,0.0,0,0.0,648518346349539825,2.1820855187545165,0.0,-4.755832903529607,-5.536113983002219,,True
17014,16805,34.05012322975292,0.2651039377626165,380.569,215.704,1.512,210,4,81.31019977971647,0,True,False,0,0.0,0,0.0,648518346349539825,0.9756038854395895,0.0,-5.8536685117760285,-5.828969881743132,,True
17285,16791,24.39394416413389,0.2800900241704976,381.913,202.474,86.205,154,7,91.17599030820438,0,True,False,0,0.0,0,0.0,648518346349539825,0.738445283707774,0.0,-5.459508206776295,-5.156299935900567,,True
17556,14176,55.38645494931572,0.23924687475549364,384.412,238.741,74.466,354,7,113.10258205662112,0,True,False,0,0.0,0,0.0,648518346349539825,1.4321499649311857,0.0,-8.138886426825975,-8.498063213995199,,True
17818,16255,11.454541847688157,0.1096316041878368,386.743,245.083,68.88,69,5,120.19090333173838,2,False,True,0,0.0,0,0.0,648518346349539825,0.3551417985863857,0.0,-9.786873450161362,-8.751635313540367,,True
18507,15730,29.873219843146693,0.2740280018322025,393.61,214.234,53.676,184,6,87.18870856648621,2,False,True,1,271.0,0,0.0,648518346349539825,1.6778021733293271,0.0,-6.377444965337265,-6.894929672111177,,True
19134,16791,23.199813110188188,0.29347192185121607,398.188,203.188,74.298,143,7,89.98185925425868,2,False,True,1,382.0,0,0.0,648518346349539825,2.0847948216683703,0.0,-5.315975714926314,-6.050646158461121,,True
20037,17818,29.920540523934935,0.11103490467691442,406.0,241.45,86.226,189,6,150.11144385567331,0,True,False,0,0.0,0,0.0,648518346349539825,0.35906048537293794,0.0,-10.680456126487485,-9.656191704734946,,True
20124,18507,63.58669223988786,0.21617410620105332,406.903,255.982,21.0,395,7,150.77540080637408,0,True,False,0,0.0,0,0.0,648518346349539825,1.4856228150527666,0.0,-8.245130429817195,-8.64096451822249,,True
20780,15859,78.09091528870725,0.1408220975744257,414.316,282.736,86.247,508,5,208.24212768963645,0,True,False,0,0.0,0,0.0,648518346349539825,1.1885295302881755,0.0,-12.335910604408777,-12.508627458605783,,True
21612,16064,131.43733586747857,0.1147695440427887,426.244,166.27,0.84,831,7,250.78821675966702,0,True,False,0,0.0,0,0.0,648518346349539825,1.6303620534601455,0.0,-10.139174699073806,-10.62797680791498,,True
21871,19134,40.80056440736327,0.24002043482831079,430.402,193.948,84.84,253,8,130.78242366162195,0,True,False,0,0.0,0,0.0,648518346349539825,1.058407829098173,0.0,-6.747858754843248,-6.804624485741616,,True
21926,19134,39.96125239510396,0.23153798780564022,431.599,207.157,86.247,242,8,129.94311164936263,0,True,False,0,0.0,0,0.0,648518346349539825,1.0,0.0,-6.7990333556794,-6.7990333556794,,True
22008,18507,51.56965976111635,0.197154180080839,433.552,219.316,35.07,335,7,138.75836832760257,0,True,False,0,0.0,0,0.0,648518346349539825,1.0988512591866288,0.0,-8.219855868485636,-8.31412119278818,,True
22076,17818,56.53936145677075,0.10899253273653069,435.253,259.468,70.455,343,6,176.73026478850915,2,False,True,0,0.0,0,0.0,648518346349539825,0.8907447438955524,0.0,-11.353978437555732,-11.238281062279349,,True
22868,15879,101.1564140467217,0.10828833442912661,452.011,291.157,35.154,654,6,233.35132249680086,0,True,False,0,0.0,0,0.0,648518346349539825,1.1838965471725984,0.0,-11.765047993062765,-11.933859150008281,,True
22993,16805,92.80774876784494,0.23578967289007646,455.056,215.872,1.869,582,4,140.06782531780848,0,True,False,1,741.0,0,0.0,648518346349539825,3.098027690414799,0.0,-7.090728548009407,-8.221494228122562,,True
23150,15518,122.88183969663385,0.11374113734488302,458.983,225.889,33.495,764,8,262.57681851721145,0,True,False,0,0.0,0,0.0,648518346349539825,1.5105806802421555,0.0,-10.460525487453056,-10.873019620808767,,True
23218,13673,127.11295566149582,0.7333050414880298,462.028,170.47,47.88,811,5,163.6111733647464,0,True,False,0,0.0,0,0.0,648518346349539825,10.0,0.0,-5.1359511380939376,-7.4385362310879835,,True
23361,22076,49.744690536994426,0.11852734763747617,469.882,245.965,51.114,309,7,226.47495532550357,0,True,False,0,0.0,0,0.0,648518346349539825,0.637241357480116,0.0,-13.544862177138635,-13.094255379108304,,True
23362,22076,40.82770397850163,0.1203545510007492,469.903,271.606,67.368,256,7,217.55796876701078,0,True,False,0,0.0,0,0.0,648518346349539825,0.5310753315504088,0.0,-13.316722787110846,-12.683871386635001,,True
12601,-1,0.0,7.5,354.634,192.52,47.502,1,0,0.0,3,False,True,0,0.0,0,0.0,648518346349539864,65.67075850792553,0.0,0.0,-4.184653750431982,,True
1,12670,200.11458482163334,0.10688118701522953,191.569,240.253,72.03,1238,5,295.26128083439653,0,True,False,0,0.0,0,0.0,648518346349539864,2.156247638814207,0.0,-12.389280733029482,-13.15765023978373,,True
231,7667,137.8685323881972,0.2290707799387615,220.906,164.044,36.183,920,3,164.0941342812639,0,True,False,1,71.0,0,0.0,648518346349539864,3.2983725406294115,0.0,-4.363811080985251,-5.557240258303368,,True
486,10655,137.87766757144252,0.2236611551845486,235.774,160.159,37.59,837,3,167.5124358044789,0,True,False,0,0.0,1,209.0,648518346349539864,3.4459707532372104,0.3370967741935484,-6.351750837149968,-7.5889564880569536,0.0,True
545,7667,138.19306457753115,0.2370371105141605,236.971,265.642,41.937,845,3,164.41866647059786,0,True,False,1,897.0,0,0.0,648518346349539864,4.749109886387885,0.0,-4.297790890224503,-5.855748098371522,,True
751,4276,77.85211986174735,0.19866811911195745,242.935,171.919,60.837,485,6,151.90790437447805,0,True,False,0,0.0,0,0.0,648518346349539864,1.5592553720562388,0.0,-7.539197844783617,-7.9834062264839565,,True
1198,6679,88.97784194861222,0.23518926951165134,254.296,144.388,66.906,564,6,138.87655152249033,0,True,False,0,0.0,0,0.0,648518346349539864,2.1096868589596203,0.0,-5.230555561357372,-5.977095089755769,,True
1740,4276,85.84386844899932,0.22902842994954933,265.993,234.982,14.637,538,6,159.89965296173,0,True,False,0,0.0,0,0.0,648518346349539864,1.9820623065001484,0.0,-7.352495970383483,-8.036633841972828,,True
3504,12831,89.30018590781525,0.20738220938720914,295.603,279.292,29.505,557,7,141.51045684969068,0,True,False,0,0.0,0,0.0,648518346349539864,1.866992125781734,0.0,-4.781543991816084,-5.4058726387887,,True
3821,8406,91.8879103062432,0.11716322391440925,299.908,163.435,86.184,565,9,273.16487040233307,0,True,False,0,0.0,0,0.0,648518346349539864,1.0853462615509721,0.0,-11.970346161985109,-12.052245233134787,,True
4235,6679,51.286507058425286,0.3858453653575739,303.562,157.639,5.397,274,6,101.1852166323034,0,True,False,1,267.0,0,0.0,648518346349539864,2.4256090374094104,0.0,-3.6895037084513382,-4.575586350755222,,True
4276,7207,32.887984935816505,0.32049269817092246,304.003,178.282,36.687,209,5,74.05578451273068,2,False,True,0,0.0,0,0.0,648518346349539864,1.5868537589370721,0.0,-5.640796424820998,-6.1025497127412285,,True
4462,11234,90.90476735634103,0.10808835599342663,306.25,246.259,0.84,557,7,200.7245078240951,0,True,False,0,0.0,0,0.0,648518346349539864,0.9905677791576207,0.0,-10.051925780792159,-10.04244879484281,,True
5066,9174,99.7136566704406,0.23021778232908435,313.474,268.561,86.247,639,3,117.76920084052726,0,True,False,1,130.0,1,180.0,648518346349539864,2.814259926396102,0.2903225806451613,-3.748596478517075,-4.783295801954215,0.03997539975399754,True
5871,8195,35.877432643687214,0.23145295203041086,321.328,184.036,2.877,222,4,77.99657140083255,0,True,False,0,0.0,0,0.0,648518346349539864,0.8371488949792378,0.0,-2.9232206088611994,-2.7454672758013343,,True
6066,9881,29.173065827238446,0.2521999769128677,322.924,196.027,84.126,181,4,68.52657755978929,0,True,False,0,0.0,0,0.0,648518346349539864,0.7417298221488094,0.0,-3.8499360477762465,-3.5511658245600595,,True
6679,7207,8.730909996963938,0.548728165844084,326.389,165.409,41.895,56,5,49.898709573878115,2,False,True,0,0.0,0,0.0,648518346349539864,2.135647155165281,0.0,-3.239071273160724,-3.9978409910840167,,True
7207,8897,11.61827114996724,0.5240256249647595,330.316,169.987,46.725,71,4,41.16779957691418,2,False,True,0,0.0,0,0.0,648518346349539864,18.249407372440192,0.0,-3.1181670307522533,-6.0222996375105,,True
7640,12521,81.86731683341378,0.11243740055478167,333.235,270.346,0.84,486,6,179.6433617038051,0,True,False,0,0.0,0,0.0,648518346349539864,0.9279829130613532,0.0,-10.009447025208747,-9.934705066193892,,True
7667,9193,8.783449247416247,0.27759907451590365,333.466,200.059,45.255,53,2,26.225601893066706,2,False,True,0,0.0,0,0.0,648518346349539864,0.6149270393890127,0.0,-3.126715861381169,-2.6404642080280283,,True
8189,8195,31.257721774244946,0.2285088049167376,336.091,208.522,1.428,186,4,73.37686053139028,0,True,False,0,0.0,0,0.0,648518346349539864,0.72007691229391,0.0,-2.8109823281471455,-2.482585078100409,,True
8195,9174,24.063594587058667,0.3128660090516454,336.112,196.699,26.334,135,3,42.119138757145336,2,False,True,1,65.0,0,0.0,648518346349539864,2.347290302257575,0.0,-1.7134953892760734,-2.566756989274572,,True
8372,16436,48.948034103509855,0.2811536761168941,337.267,159.823,85.26,314,5,82.67186949988734,0,True,False,0,0.0,2,218.0,648518346349539864,1.7389999854780513,0.35161290322580646,-6.854418225875191,-7.40772845289659,0.0,True
8406,15202,60.19399020332915,0.11359361856938978,337.456,214.549,70.56,391,8,181.27696009608985,2,False,True,0,0.0,0,0.0,648518346349539864,0.8093779383046884,0.0,-9.523293692569942,-9.311804388806957,,True
8745,11816,59.64468659070433,0.26755806574127355,339.157,156.589,9.303,368,3,74.41499868612152,0,True,False,0,0.0,1,536.0,648518346349539864,2.473339752844001,0.864516129032258,-5.350423590198763,-6.255992954196063,0.0,True
8897,11816,14.779216331529748,0.6921645252522136,340.06,173.284,49.434,81,3,29.549528426946935,2,False,True,0,0.0,0,0.0,648518346349539864,32.11408075443822,0.0,-2.0542662746635845,-5.523560861405784,,True
9050,8897,1.9222695342723304,0.6096815847627686,340.648,172.738,51.051,10,4,31.471797961219266,2,False,True,0,0.0,0,0.0,648518346349539864,2.7389591188605342,0.0,-2.527828587851793,-3.535406552450165,,True
9174,9193,0.6133915244362058,0.8309420211265884,341.173,200.521,47.586,5,2,18.055544170086666,2,False,True,0,0.0,0,0.0,648518346349539864,2.2566358006505087,0.0,-1.5453618113206857,-2.3592369317803428,,True
9193,12601,17.44215264565046,2.327527434629589,341.236,200.017,47.733,52,1,17.44215264565046,2,False,True,0,0.0,1,222.0,648518346349539864,28.564726229217655,0.3580645161290323,-1.1889214768779912,-4.541094084874676,0.3576260762607626,True
9881,10655,9.718743499514446,0.38338575984090567,344.113,194.893,73.185,55,3,39.35351173255084,2,False,True,0,0.0,0,0.0,648518346349539864,3.491757039899942,0.0,-2.621621389249692,-3.8720264486037452,,True
9895,12831,69.72646204455151,0.22077506290420726,344.155,285.193,52.311,440,7,121.93673298642696,0,True,False,0,0.0,0,0.0,648518346349539864,1.551909075506003,0.0,-4.408958613331937,-4.848444448006931,,True
10076,9881,17.69743174721748,0.2811114324142499,344.764,198.904,85.071,107,4,57.05094347976832,0,True,False,0,0.0,0,0.0,648518346349539864,0.5015420843052736,0.0,-3.133052066634166,-2.4429843083931635,,True
10393,15954,34.369331397853514,0.19610013126672074,346.402,213.625,86.247,230,5,77.94124377403662,0,True,False,0,0.0,0,0.0,648518346349539864,0.6794657880039915,0.0,-5.564135947988774,-5.177687552550295,,True
10655,13418,19.083878350219987,2.263818480552485,347.704,195.124,65.037,113,2,29.634768233036397,2,False,True,0,0.0,3,765.0,648518346349539864,12.851040386728547,1.2338709677419355,-2.027115270272925,-4.580540042284497,0.0,True
11234,12521,12.043695597362728,0.11252100926885356,349.804,257.494,60.585,73,6,109.81974046775406,2,False,True,0,0.0,0,0.0,648518346349539864,0.42805700610494557,0.0,-8.091401859936921,-7.242902959501321,,True
11526,11234,30.9200984442841,0.1234658752362768,350.476,232.546,64.785,215,7,140.73983891203815,2,False,True,0,0.0,0,0.0,648518346349539864,0.561473100235597,0.0,-8.707488141760214,-8.130296728837667,,True
11816,12865,7.363105804266186,0.9184808705965902,351.442,180.676,48.405,46,2,14.77031209541719,2,False,True,0,0.0,0,0.0,648518346349539864,16.44491267156409,0.0,-1.9755671919805189,-4.775583361273847,,True
12011,9050,44.923167994850814,0.22743964614089224,352.219,158.857,85.974,273,5,76.39496595607008,0,True,False,0,0.0,0,0.0,648518346349539864,1.0300425669545068,0.0,-4.151698764810682,-4.181298893338582,,True
12443,15202,14.757867999637021,0.10423410747326216,354.004,258.397,86.247,88,8,135.8408378923977,0,True,False,0,0.0,0,0.0,648518346349539864,0.15507868145059292,0.0,-8.289473394789871,-6.425650726192275,,True
12521,12670,2.629348857628169,0.16682719565907533,354.256,264.172,67.536,14,5,97.77604487039133,2,False,True,0,0.0,0,0.0,648518346349539864,0.6653487184503047,0.0,-7.791476034778721,-7.384032047655833,,True
12670,14092,6.174086332872845,0.11474756698864581,354.97,264.445,69.741,39,4,95.14669601276316,2,False,True,0,0.0,0,0.0,648518346349539864,5.1133078549656785,0.0,-7.761701934948519,-9.393548459475491,,True
12831,13883,13.97886311323677,0.3099262639425469,356.083,232.903,45.192,83,6,52.21027094187544,2,False,True,0,0.0,0,0.0,648518346349539864,0.9903775791373581,0.0,-3.303228080639962,-3.29355906514265,,True
12865,12601,7.407206291151004,5.249922081442724,356.209,185.464,47.796,11,1,7.407206291151004,2,False,True,0,0.0,0,0.0,648518346349539864,43.92035977018781,0.0,-1.1889214768779912,-4.97129946553451,,True
13418,12601,10.550889882816412,5.869984789993246,358.036,200.752,52.794,6,1,10.550889882816412,2,False,True,0,0.0,0,0.0,648518346349539864,46.24373831222667,0.0,-1.1889214768779912,-5.0228475438269164,,True
13548,13985,12.58321342141156,0.12147410413948165,358.267,150.604,75.831,69,9,243.81058898364702,0,True,False,0,0.0,0,0.0,648518346349539864,0.1540968970731971,0.0,-11.72957079628682,-9.859397123627877,,True
13723,17015,30.644598439345156,0.21966449041618138,358.582,177.442,84.798,190,6,69.92761294237114,0,True,False,0,0.0,0,0.0,648518346349539864,0.6786290059909994,0.0,-6.935229898757283,-6.547549215082987,,True
13849,13418,1.7552356832181601,2.953269128665046,358.834,201.634,53.403,12,2,12.306125566034572,2,False,True,0,0.0,0,0.0,648518346349539864,21.257479978579166,0.0,-2.027115270272925,-5.0838241026982,,True
13883,13991,1.9339125531776105,0.5175597170909435,358.876,221.248,44.52,12,5,38.23140782863867,2,False,True,0,0.0,0,0.0,648518346349539864,3.97892767908381,0.0,-3.092229753031751,-4.473242108660147,,True
13985,11526,90.4875366501973,0.1313611010625669,359.107,160.936,72.303,586,8,231.22737556223547,2,False,True,0,0.0,0,0.0,648518346349539864,1.7981957228510888,0.0,-10.544717180829327,-11.131500966822621,,True
13991,14502,22.643515075923567,0.8909011994749314,359.107,219.757,45.276,150,4,36.29749527546106,2,False,True,0,0.0,1,1000.0,648518346349539864,23.961916624077038,1.6129032258064515,-2.911496263880096,-6.087962026585743,0.0,True
14092,13849,76.66648411385574,0.2486701101622077,359.317,263.794,73.521,497,3,88.97260967989031,2,False,True,0,0.0,0,0.0,648518346349539864,5.504462511296381,0.0,-6.056142805999048,-7.761701934948519,,True
14148,12865,3.886509839747841,4.952722103204148,359.464,185.128,47.145,25,2,11.293716130898845,2,False,True,0,0.0,0,0.0,648518346349539864,39.6491043738266,0.0,-1.9755671919805189,-5.655635551504279,,True
14502,13849,1.347854633502922,3.16431178331931,360.073,201.823,53.445,7,3,13.653980199537493,2,False,True,0,0.0,0,0.0,648518346349539864,37.44561521386587,0.0,-2.0880918291442097,-5.710981448510703,,True
14659,13883,50.41743871995624,0.26557927405453585,360.451,227.107,1.344,294,6,88.64884654859492,0,True,False,0,0.0,0,0.0,648518346349539864,1.3498750951753222,0.0,-4.894860852717347,-5.194872918794898,,True
14877,9050,34.41430162478238,0.39079468766834174,361.165,149.764,55.461,195,5,65.88609958600165,0,True,False,1,129.0,0,0.0,648518346349539864,1.5638976358048018,0.0,-2.8026225048702282,-3.249803694598702,,True
15202,16390,11.48878951287374,0.11829346179568404,362.173,260.959,79.968,67,7,121.08296989276069,2,False,True,0,0.0,0,0.0,648518346349539864,0.5827364125375663,0.0,-7.765887770756581,-7.225867453309633,,True
15263,14092,7.299561081689705,0.2005047269966436,362.362,269.17,75.6,43,4,96.27217076158001,2,False,True,0,0.0,0,0.0,648518346349539864,5.192738367276733,0.0,-6.812948893202011,-8.46021007498808,,True
15313,14148,9.824058527280407,6.266055452790079,362.509,185.632,55.314,56,3,21.11777465817925,2,False,True,0,0.0,0,0.0,648518346349539864,46.12315214212109,0.0,-2.659903277950288,-6.491218317549043,,True
15415,14502,3.025059103025574,6.0451347703243465,362.761,201.487,53.109,18,4,16.679039302563066,2,False,True,0,0.0,0,0.0,648518346349539864,31.608009963260756,0.0,-2.7152491749567114,-6.1686597432790125,,True
15426,15843,39.84658113859614,0.184901730742594,362.803,307.18,81.375,251,6,141.48586949043764,0,True,False,0,0.0,0,0.0,648518346349539864,0.7427636935274515,0.0,-8.300456946638421,-8.003079618082777,,True
15843,15263,5.367117590261477,0.23511210463441326,363.958,273.454,77.175,35,5,101.63928835184149,2,False,True,0,0.0,0,0.0,648518346349539864,1.6561181092245099,0.0,-6.885484577749533,-7.389960953164785,,True
15954,15313,22.454137718003857,1.3914018069491398,364.588,198.862,67.536,139,4,43.57191237618311,2,False,True,0,0.0,0,0.0,648518346349539864,4.1521558813894135,0.0,-3.495486043995052,-4.919113732841131,,True
16390,15843,7.954892028045462,0.13824683936083035,367.57,269.716,80.997,45,6,109.59418037988695,2,False,True,0,0.0,0,0.0,648518346349539864,0.9370391531205515,0.0,-7.270774867997296,-7.2057446559948355,,True
16436,15313,12.606060738198234,0.7317482570122623,367.906,178.534,62.853,78,4,33.72383539637748,2,False,True,0,0.0,0,0.0,648518346349539864,21.687198028948302,0.0,-3.4996313223025224,-6.57635345617541,,True
16479,18540,22.757942064137602,0.22239469492877414,368.284,218.371,0.84,149,7,85.67624897309068,0,True,False,0,0.0,0,0.0,648518346349539864,0.5102418035201071,0.0,-4.851137312167768,-4.178266771091701,,True
16496,16801,32.568917055589196,0.2885554433469452,368.452,153.145,55.167,209,5,62.73916711766314,0,True,False,0,0.0,0,0.0,648518346349539864,0.9474389079718436,0.0,-4.954586204604734,-4.900593383425871,,True
16771,14148,17.654610380860433,0.8041735889861826,369.712,175.363,40.257,109,3,28.948326511759277,2,False,True,0,0.0,0,0.0,648518346349539864,21.6524213038595,0.0,-2.8121105897329755,-5.887227876443465,,True
16801,16771,1.22192355031467,0.6744370252744836,369.817,174.817,39.354,8,4,30.170250062073947,2,False,True,0,0.0,0,0.0,648518346349539864,9.434737353176507,0.0,-2.8914956028894734,-5.135893943821351,,True
16899,11526,48.26311912032229,0.09473270571752228,370.279,247.099,38.808,296,8,189.00295803236043,0,True,False,0,0.0,0,0.0,648518346349539864,0.4609289155688576,0.0,-10.569954197469979,-9.795442753432042,,True
16910,18033,26.662542810720016,0.4052683379914803,370.321,167.929,6.048,148,6,72.4214499510028,0,True,False,0,0.0,1,344.0,648518346349539864,1.6441772458360777,0.5548387096774193,-3.5518638879208964,-4.049103992512301,0.0,True
17015,16436,5.5591791066485055,0.7197047566979793,370.657,174.691,64.89,39,5,39.28301450302599,2,False,True,0,0.0,0,0.0,648518346349539864,21.141683174541985,0.0,-3.580621182621419,-6.631867780260202,,True
17302,17015,2.0952442997814447,0.7366780672047654,372.022,173.326,65.121,11,6,41.37825880280743,2,False,True,0,0.0,0,0.0,648518346349539864,11.981822853086877,0.0,-3.636135506706211,-6.119526245839264,,True
17569,15415,12.788248591292467,0.46487118357778506,373.051,207.388,54.369,72,5,29.467287893855534,2,False,True,0,0.0,0,0.0,648518346349539864,21.575354969937962,0.0,-4.098774111143074,-7.170325800813277,,True
17784,15415,24.16016793975327,1.2750498357053017,373.996,207.556,36.771,150,5,40.839207242316334,2,False,True,0,0.0,0,0.0,648518346349539864,5.678375961771482,0.0,-3.172927469725021,-4.909592739351199,,True
17982,15263,31.461280227666638,0.12032149902587999,374.416,254.491,81.711,187,5,127.73345098924665,0,True,False,0,0.0,0,0.0,648518346349539864,0.3816262600169046,0.0,-9.993741410773108,-9.030427884555346,,True
18033,16801,15.588657078208833,0.5200746825574529,374.605,168.496,28.161,94,5,45.75890714028278,2,False,True,0,0.0,1,347.0,648518346349539864,4.8210590035955745,0.5596774193548387,-3.0396010228272936,-4.61259463704657,0.17589175891758918,True
18203,17569,2.64404943179659,0.36248224694682457,375.382,208.06,54.222,17,6,32.11133732565212,2,False,True,0,0.0,0,0.0,648518346349539864,3.6881485308542676,0.0,-4.174593527259287,-5.4797181062354605,,True
18540,17784,22.07909966663674,0.31444990932603345,376.894,213.121,17.976,148,6,62.91830690895307,2,False,True,0,0.0,0,0.0,648518346349539864,2.0184687482517036,0.0,-4.1676829814232885,-4.8700221599547415,,True
18885,17569,40.17028202891939,0.289161970802722,378.763,238.216,68.733,242,6,69.63756992277493,2,False,True,0,0.0,0,0.0,648518346349539864,2.1590791246538013,0.0,-7.194587685326198,-7.964269484938501,,True
19022,17302,33.14125699169705,0.46859782047386306,379.624,156.988,85.638,204,7,74.51951579450449,0,True,False,0,0.0,1,242.0,648518346349539864,1.9559480112300753,0.3903225806451613,-4.985923819750634,-5.6567988118843004,0.0,True
19104,17302,8.803974748786116,0.40461269048426096,380.128,172.969,65.835,50,7,50.18223355159355,2,False,True,0,0.0,0,0.0,648518346349539864,3.733258678481958,0.0,-3.9539773445751485,-5.271258837172958,,True
19474,16390,28.77122460667505,0.12509596656510796,381.913,251.152,86.247,177,7,138.365404986562,0,True,False,0,0.0,0,0.0,648518346349539864,0.3628442797006931,0.0,-8.572066430248224,-7.558284911951244,,True
20224,18203,12.882257436429818,0.30322959381271114,386.113,210.874,50.778,82,7,44.99359476208194,2,False,True,0,0.0,0,0.0,648518346349539864,0.8122207628807299,0.0,-4.271696953227433,-4.0637138529244154,,True
