channels,method,residual,wiring_nonzeros,root_id,qc_included,residual_sd,actual_channels
1,dense PCA oracle,0.36695807768318645,9.0,648518346349539333,True,,
1,morphology-aware paths,0.36699769827525125,1.0,648518346349539333,True,,
1,random paths,0.9115868150360151,0.90625,648518346349539333,True,0.20861456812143303,
1,shuffled ancestry,0.9023510889931812,1.0,648518346349539333,True,0.21937904112052495,
1,depth-only bins,0.9130452392260875,9.0,648518346349539333,True,,1.0
2,dense PCA oracle,0.07007647227402476,18.0,648518346349539333,True,,
2,morphology-aware paths,0.36699769827525125,2.0,648518346349539333,True,,
2,random paths,0.7807075287688803,2.859375,648518346349539333,True,0.31264931008123176,
2,shuffled ancestry,0.8864210268313457,2.0,648518346349539333,True,0.24493626198119578,
2,depth-only bins,0.8692962667231409,9.0,648518346349539333,True,,2.0
4,dense PCA oracle,0.0,36.0,648518346349539333,True,,
4,morphology-aware paths,0.006741451811101661,10.0,648518346349539333,True,,
4,random paths,0.5755659877996566,6.0625,648518346349539333,True,0.3747925451106477,
4,shuffled ancestry,0.6794804688370417,10.0,648518346349539333,True,0.27080618259793343,
4,depth-only bins,0.7454371316511601,9.0,648518346349539333,True,,4.0
8,dense PCA oracle,0.0,72.0,648518346349539333,True,,
8,morphology-aware paths,5.079409358697986e-16,16.0,648518346349539333,True,,
8,random paths,0.24713658276692824,11.203125,648518346349539333,True,0.33655404328541816,
8,shuffled ancestry,0.5088220136531008,16.0,648518346349539333,True,0.24335733497499842,
8,depth-only bins,1.8902780370286663e-16,9.0,648518346349539333,True,,8.0
1,dense PCA oracle,0.4658469645787707,12.0,648518346349531254,True,,
1,morphology-aware paths,0.4659559352613584,2.0,648518346349531254,True,,
1,random paths,0.9171117666893736,1.078125,648518346349531254,True,0.17352851837978478,
1,shuffled ancestry,0.9489048915200368,2.0,648518346349531254,True,0.09221860022075448,
1,depth-only bins,0.9183324730108694,12.0,648518346349531254,True,,1.0
2,dense PCA oracle,0.35621623607228825,24.0,648518346349531254,True,,
2,morphology-aware paths,0.3817977869500123,3.0,648518346349531254,True,,
2,random paths,0.8511190246022178,2.28125,648518346349531254,True,0.20459686373613467,
2,shuffled ancestry,0.898925208495746,3.0,648518346349531254,True,0.1487945349057423,
2,depth-only bins,0.8033457543240762,12.0,648518346349531254,True,,2.0
4,dense PCA oracle,0.08723062093689145,48.0,648518346349531254,True,,
4,morphology-aware paths,0.09732809957424139,5.0,648518346349531254,True,,
4,random paths,0.6479061314062908,4.6875,648518346349531254,True,0.26482329267871757,
4,shuffled ancestry,0.7881727720022071,5.0,648518346349531254,True,0.20118202899235524,
4,depth-only bins,0.7307575892078361,12.0,648518346349531254,True,,4.0
8,dense PCA oracle,0.03365870216886609,96.0,648518346349531254,True,,
8,morphology-aware paths,0.03600636079006576,10.0,648518346349531254,True,,
8,random paths,0.3033004316329614,9.296875,648518346349531254,True,0.2008112053766426,
8,shuffled ancestry,0.5668268457686735,10.0,648518346349531254,True,0.2656553889060157,
8,depth-only bins,0.13123571321671448,12.0,648518346349531254,True,,8.0
1,dense PCA oracle,0.6252349719798219,12.0,648518346349539825,True,,
1,morphology-aware paths,0.7801730473098298,3.0,648518346349539825,True,,
1,random paths,0.8128960077592017,1.140625,648518346349539825,True,0.16259088973102678,
1,shuffled ancestry,0.9392662718714415,3.0,648518346349539825,True,0.07471421672161824,
1,depth-only bins,0.9117606108110158,12.0,648518346349539825,True,,1.0
2,dense PCA oracle,0.0,24.0,648518346349539825,True,,
2,morphology-aware paths,3.6964317638875077e-16,4.0,648518346349539825,True,,
2,random paths,0.6829122309444982,1.859375,648518346349539825,True,0.2749039258624451,
2,shuffled ancestry,0.8807279886068495,4.0,648518346349539825,True,0.12071953900196065,
2,depth-only bins,0.8662562514239566,12.0,648518346349539825,True,,2.0
4,dense PCA oracle,0.0,48.0,648518346349539825,True,,
4,morphology-aware paths,3.6964317638875077e-16,4.0,648518346349539825,True,,
4,random paths,2.7106391024014824e-16,4.0,648518346349539825,True,7.105375237627902e-17,
4,shuffled ancestry,0.8979592057936487,4.0,648518346349539825,True,0.12662009616585412,
4,depth-only bins,0.7876360036144768,12.0,648518346349539825,True,,4.0
1,dense PCA oracle,0.40268113893010016,10.0,648518346349539864,True,,
1,morphology-aware paths,0.40280277090393113,1.0,648518346349539864,True,,
1,random paths,0.9261931194321793,0.515625,648518346349539864,True,0.18616562332947667,
1,shuffled ancestry,0.9499970252143559,1.0,648518346349539864,True,0.1449344702106874,
1,depth-only bins,0.9144842570665136,10.0,648518346349539864,True,,1.0
2,dense PCA oracle,0.13092817388371683,20.0,648518346349539864,True,,
2,morphology-aware paths,0.35429910988415175,5.0,648518346349539864,True,,
2,random paths,0.8529690924645726,1.34375,648518346349539864,True,0.2718854363850538,
2,shuffled ancestry,0.8529014153721661,5.0,648518346349539864,True,0.19523409410994763,
2,depth-only bins,0.8263673426991134,10.0,648518346349539864,True,,2.0
4,dense PCA oracle,0.0,40.0,648518346349539864,True,,
4,morphology-aware paths,1.6493877573722776e-16,6.0,648518346349539864,True,,
4,random paths,0.7142683699154572,2.265625,648518346349539864,True,0.3157858797355803,
4,shuffled ancestry,0.787936497783538,6.0,648518346349539864,True,0.22804743441118808,
4,depth-only bins,0.5092715219297371,10.0,648518346349539864,True,,4.0
8,dense PCA oracle,0.0,80.0,648518346349539864,True,,
8,morphology-aware paths,1.6493877573722776e-16,6.0,648518346349539864,True,,
8,random paths,0.21445366000212338,4.671875,648518346349539864,True,0.30059654364654603,
8,shuffled ancestry,0.780856205212378,6.0,648518346349539864,True,0.2572014375486744,
8,depth-only bins,0.02720710015847609,10.0,648518346349539864,True,,8.0
1,dense PCA oracle,0.6193135284997441,10.0,648518346349538466,True,,
1,morphology-aware paths,0.8716690440727802,2.0,648518346349538466,True,,
1,random paths,0.9286387009264729,0.9375,648518346349538466,True,0.11395605797785642,
1,shuffled ancestry,0.9276533218803499,2.0,648518346349538466,True,0.09244911586423536,
1,depth-only bins,0.9028999483756428,10.0,648518346349538466,True,,1.0
2,dense PCA oracle,0.34613841584107463,20.0,648518346349538466,True,,
2,morphology-aware paths,0.8462353900528766,3.0,648518346349538466,True,,
2,random paths,0.8166926908628818,2.328125,648518346349538466,True,0.17003713526575986,
2,shuffled ancestry,0.8611148634987845,3.0,648518346349538466,True,0.14637591301353092,
2,depth-only bins,0.8312725997690463,10.0,648518346349538466,True,,2.0
4,dense PCA oracle,0.22263660126899892,40.0,648518346349538466,True,,
4,morphology-aware paths,0.23181786456939613,6.0,648518346349538466,True,,
4,random paths,0.7252458397724069,4.0625,648518346349538466,True,0.22144101250384116,
4,shuffled ancestry,0.7748800615782391,6.0,648518346349538466,True,0.169226425201738,
4,depth-only bins,0.7125618842956025,10.0,648518346349538466,True,,4.0
8,dense PCA oracle,0.025791928267556004,80.0,648518346349538466,True,,
8,morphology-aware paths,0.043092948902935,12.0,648518346349538466,True,,
8,random paths,0.4203804136751446,8.4375,648518346349538466,True,0.2365502233035655,
8,shuffled ancestry,0.4687460410578401,12.0,648518346349538466,True,0.25620313126306554,
8,depth-only bins,0.5770171352265137,10.0,648518346349538466,True,,8.0
1,dense PCA oracle,0.40810890061405225,13.0,648518346349538440,True,,
1,morphology-aware paths,0.40816724996313797,2.0,648518346349538440,True,,
1,random paths,0.9692698454408765,0.265625,648518346349538440,True,0.12578485219240265,
1,shuffled ancestry,0.9557932550089878,2.0,648518346349538440,True,0.0674885220970713,
1,depth-only bins,0.9259609882925406,13.0,648518346349538440,True,,1.0
2,dense PCA oracle,0.2932322953147815,26.0,648518346349538440,True,,
2,morphology-aware paths,0.3274269773715027,5.0,648518346349538440,True,,
2,random paths,0.9448311981170323,0.796875,648518346349538440,True,0.16105669546340085,
2,shuffled ancestry,0.9067332390059952,5.0,648518346349538440,True,0.11212360711657436,
2,depth-only bins,0.8264520488484632,13.0,648518346349538440,True,,2.0
4,dense PCA oracle,0.09120988381049909,52.0,648518346349538440,True,,
4,morphology-aware paths,0.14014713830911116,7.0,648518346349538440,True,,
4,random paths,0.8986338014258278,1.390625,648518346349538440,True,0.2121438398189825,
4,shuffled ancestry,0.8221398753643168,7.0,648518346349538440,True,0.15617876504503456,
4,depth-only bins,0.6930792012454915,13.0,648518346349538440,True,,4.0
8,dense PCA oracle,0.0,104.0,648518346349538440,True,,
8,morphology-aware paths,2.1618577445833784e-16,9.0,648518346349538440,True,,
8,random paths,0.7060994700984866,3.453125,648518346349538440,True,0.34335222136060906,
8,shuffled ancestry,0.7271774976077702,9.0,648518346349538440,True,0.20489738772306512,
8,depth-only bins,0.25919284279969634,13.0,648518346349538440,True,,8.0
1,dense PCA oracle,0.5323770608649994,11.0,648518346349538278,True,,
1,morphology-aware paths,0.5332164573232295,1.0,648518346349538278,True,,
1,random paths,0.950733966158152,0.40625,648518346349538278,True,0.12419950809464939,
1,shuffled ancestry,0.962807315840196,1.0,648518346349538278,True,0.11284287777262876,
1,depth-only bins,0.8746803464323086,11.0,648518346349538278,True,,1.0
2,dense PCA oracle,0.4210517046026569,22.0,648518346349538278,True,,
2,morphology-aware paths,0.4226276444583336,2.0,648518346349538278,True,,
2,random paths,0.905363692955119,0.953125,648518346349538278,True,0.16209775181890582,
2,shuffled ancestry,0.813931510106171,2.0,648518346349538278,True,0.22463092891928196,
2,depth-only bins,0.7988030274453869,11.0,648518346349538278,True,,2.0
4,dense PCA oracle,0.21461754191491453,44.0,648518346349538278,True,,
4,morphology-aware paths,0.22665295891473172,4.0,648518346349538278,True,,
4,random paths,0.8612618447387438,1.828125,648518346349538278,True,0.18697166659052455,
4,shuffled ancestry,0.6946372927056214,4.0,648518346349538278,True,0.24728116832536468,
4,depth-only bins,0.5334682433191985,11.0,648518346349538278,True,,4.0
8,dense PCA oracle,0.0,88.0,648518346349538278,True,,
8,morphology-aware paths,1.2321921890927859e-16,8.0,648518346349538278,True,,
8,random paths,0.6248282255650932,3.5625,648518346349538278,True,0.2833805228258977,
8,shuffled ancestry,0.6467359229827352,8.0,648518346349538278,True,0.2719967287237125,
8,depth-only bins,0.15300270107042868,11.0,648518346349538278,True,,8.0
1,dense PCA oracle,0.7376670573874772,9.0,648518346349539366,True,,
1,morphology-aware paths,0.7655512804949629,1.0,648518346349539366,True,,
1,random paths,0.9463160965255966,0.375,648518346349539366,True,0.09991808050373067,
1,shuffled ancestry,0.9210904921797782,1.0,648518346349539366,True,0.1090790147272461,
1,depth-only bins,0.9035784029645292,9.0,648518346349539366,True,,1.0
2,dense PCA oracle,0.36156185870764607,18.0,648518346349539366,True,,
2,morphology-aware paths,0.36259832207846865,2.0,648518346349539366,True,,
2,random paths,0.9111255630966877,0.84375,648518346349539366,True,0.13206599096161167,
2,shuffled ancestry,0.8789291406122632,2.0,648518346349539366,True,0.14634191821526854,
2,depth-only bins,0.7984428596309889,9.0,648518346349539366,True,,2.0
4,dense PCA oracle,0.120235497986134,36.0,648518346349539366,True,,
4,morphology-aware paths,0.2779411465638881,4.0,648518346349539366,True,,
