task_id,split,seed,rank,noise_sd,angle_pi,arm,candidate_id,tree_id,shape,budget_k,resource_cost,channel_cost,cable_cost,parameter_count,decoder_coefficients,encoder_coefficients,checkpoint,test_loss,penalized_test_loss,weight_norm
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,16,1.0035936377285426e-05,0.01390938319495315,1.0785064552297423
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,16,9.814771234940438e-06,0.023909162029810804,1.0776084696029995
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,16,6.244537142253831e-06,0.043905591795718124,1.059785193483902
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,16,1.188009292414134e-06,0.08390053526786827,0.9990975845572015
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_interleaved_k1,balanced_interleaved,balanced,1,0.19088469787505546,0.125,0.6588469787505544,64,64,8,16,1.0035936377285426e-05,0.015280811766381722,1.0785064552297423
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_interleaved_k2,balanced_interleaved,balanced,2,0.31588469787505546,0.25,0.6588469787505544,64,64,16,16,7.253725289901739e-06,0.025278029555294342,1.0656091719532714
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_interleaved_k4,balanced_interleaved,balanced,4,0.5658846978750555,0.5,0.6588469787505544,64,64,32,16,5.684134643232849e-06,0.04527645996464767,1.0561678247810924
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_interleaved_k8,balanced_interleaved,balanced,8,1.0658846978750554,1.0,0.6588469787505544,64,64,64,16,1.188009292414134e-06,0.08527196383929685,0.9990975845572015
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_permutation_a_k1,balanced_permutation_a,balanced,1,0.18899250811836066,0.125,0.6399250811836067,64,64,8,16,1.0035936377285426e-05,0.015129436585846139,1.0785064552297423
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_permutation_a_k2,balanced_permutation_a,balanced,2,0.31399250811836066,0.25,0.6399250811836067,64,64,16,16,9.378609894079154e-06,0.025128779259362934,1.0757826536283372
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_permutation_a_k4,balanced_permutation_a,balanced,4,0.5639925081183607,0.5,0.6399250811836067,64,64,32,16,3.1517911171364633e-06,0.04512255244058599,1.034070939076326
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_permutation_a_k8,balanced_permutation_a,balanced,8,1.0639925081183608,1.0,0.6399250811836067,64,64,64,16,1.188009292414134e-06,0.08512058865876128,0.9990975845572015
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_permutation_b_k1,balanced_permutation_b,balanced,1,0.18840039778945986,0.125,0.6340039778945984,64,64,8,16,1.0035936377285426e-05,0.015082067759534074,1.0785064552297423
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_permutation_b_k2,balanced_permutation_b,balanced,2,0.31340039778945983,0.25,0.6340039778945984,64,64,16,16,6.796972047970922e-06,0.025078828795204757,1.0630713533661376
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_permutation_b_k4,balanced_permutation_b,balanced,4,0.5634003977894598,0.5,0.6340039778945984,64,64,32,16,3.2790522990801094e-06,0.04507531087545586,1.0355257626919823
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_permutation_b_k8,balanced_permutation_b,balanced,8,1.06340039778946,1.0,0.6340039778945984,64,64,64,16,1.188009292414134e-06,0.08507321983244921,0.9990975845572015
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,comb_contiguous_k1,comb_contiguous,comb,1,0.225,0.125,1.0,64,64,8,16,1.0035936377285426e-05,0.01801003593637729,1.0785064552297423
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,comb_contiguous_k2,comb_contiguous,comb,2,0.35,0.25,1.0,64,64,16,16,2.2940556072947613e-06,0.028002294055607294,1.0225179818576977
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,comb_contiguous_k4,comb_contiguous,comb,4,0.6,0.5,1.0,64,64,32,16,1.8644253278408023e-06,0.04800186442532784,1.0150763506115112
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,comb_contiguous_k8,comb_contiguous,comb,8,1.1,1.0,1.0,64,64,64,16,1.188009292414134e-06,0.08800118800929242,0.9990975845572015
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,64,3.586718908134135e-19,0.013899347258575865,1.0823921997229575
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,64,3.2962646185746154e-19,0.023899347258575863,1.0814411403693802
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,64,5.948419200639127e-20,0.04389934725857587,1.062672101577099
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,64,1.0055373500858726e-22,0.08389934725857585,0.9999999999930531
s7201_r1_n000_a125,confirmatory,7201,1,0.0,0.125,feedback_only,balanced_interleaved_k1,balanced_interleaved,balanced,1,0.19088469787505546,0.125,0.6588469787505544,64,64,8,64,3.586718908134135e-19,0.015270775830004437,1.0823921997229575
