task_id,split,seed,rank,noise_sd,angle_pi,arm,candidate_id,tree_id,shape,budget_k,resource_cost,channel_cost,cable_cost,parameter_count,decoder_coefficients,encoder_coefficients,checkpoint,test_loss,penalized_test_loss,weight_norm
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,16,1.5264252316398645e-05,0.013914611510892263,1.0781264823759154
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,16,1.50851200798138e-05,0.023914432378655676,1.0775860010486655
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,16,5.594135310766468e-06,0.043904941393886635,1.0348944893629837
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,16,2.162466181467629e-06,0.08390150972475732,0.9986921067041892
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_interleaved_k1,balanced_interleaved,balanced,1,0.19088469787505546,0.125,0.6588469787505544,64,64,8,16,1.5264252316398645e-05,0.015286040082320835,1.0781264823759154
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_interleaved_k2,balanced_interleaved,balanced,2,0.31588469787505546,0.25,0.6588469787505544,64,64,16,16,1.3478609008592041e-05,0.02528425443901303,1.072470048904246
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_interleaved_k4,balanced_interleaved,balanced,4,0.5658846978750555,0.5,0.6588469787505544,64,64,32,16,4.483952143877932e-06,0.04527525978214832,1.026076098968779
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_interleaved_k8,balanced_interleaved,balanced,8,1.0658846978750554,1.0,0.6588469787505544,64,64,64,16,2.162466181467629e-06,0.0852729382961859,0.9986921067041892
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_permutation_a_k1,balanced_permutation_a,balanced,1,0.18899250811836066,0.125,0.6399250811836067,64,64,8,16,1.5264252316398645e-05,0.015134664901785251,1.0781264823759154
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_permutation_a_k2,balanced_permutation_a,balanced,2,0.31399250811836066,0.25,0.6399250811836067,64,64,16,16,1.5050580241378447e-05,0.025134451229710232,1.0774811408557854
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_permutation_a_k4,balanced_permutation_a,balanced,4,0.5639925081183607,0.5,0.6399250811836067,64,64,32,16,1.2665921697838347e-05,0.04513206657116669,1.0696751830951972
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_permutation_a_k8,balanced_permutation_a,balanced,8,1.0639925081183608,1.0,0.6399250811836067,64,64,64,16,2.162466181467629e-06,0.08512156311565033,0.9986921067041892
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_permutation_b_k1,balanced_permutation_b,balanced,1,0.18840039778945986,0.125,0.6340039778945984,64,64,8,16,1.5264252316398645e-05,0.015087296075473187,1.0781264823759154
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_permutation_b_k2,balanced_permutation_b,balanced,2,0.31340039778945983,0.25,0.6340039778945984,64,64,16,16,1.0950614116565664e-05,0.025082982437273353,1.0632192134484308
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_permutation_b_k4,balanced_permutation_b,balanced,4,0.5634003977894598,0.5,0.6340039778945984,64,64,32,16,6.824198392895495e-06,0.04507885602154968,1.0430294466361563
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_permutation_b_k8,balanced_permutation_b,balanced,8,1.06340039778946,1.0,0.6340039778945984,64,64,64,16,2.162466181467629e-06,0.08507419428933827,0.9986921067041892
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,comb_contiguous_k1,comb_contiguous,comb,1,0.225,0.125,1.0,64,64,8,16,1.5264252316398645e-05,0.0180152642523164,1.0781264823759154
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,comb_contiguous_k2,comb_contiguous,comb,2,0.35,0.25,1.0,64,64,16,16,1.4479107760199938e-05,0.0280144791077602,1.0757148723613947
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,comb_contiguous_k4,comb_contiguous,comb,4,0.6,0.5,1.0,64,64,32,16,1.0352553469451592e-05,0.04801035255346945,1.0607587039325608
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,comb_contiguous_k8,comb_contiguous,comb,8,1.1,1.0,1.0,64,64,64,16,2.162466181467629e-06,0.08800216246618148,0.9986921067041892
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,64,1.6634269250165766e-20,0.013899347258575865,1.082392200208205
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,64,1.5777185935613115e-20,0.023899347258575863,1.08182130376918
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,64,1.7994360789867206e-22,0.04389934725857587,1.037216515840446
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,64,2.47126174038611e-24,0.08389934725857585,0.999999999998921
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_interleaved_k1,balanced_interleaved,balanced,1,0.19088469787505546,0.125,0.6588469787505544,64,64,8,64,1.6634269250165766e-20,0.015270775830004437,1.082392200208205
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_interleaved_k2,balanced_interleaved,balanced,2,0.31588469787505546,0.25,0.6588469787505544,64,64,16,64,9.52197801126541e-21,0.02527077583000444,1.0764259120586546
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_interleaved_k4,balanced_interleaved,balanced,4,0.5658846978750555,0.5,0.6588469787505544,64,64,32,64,6.595047651614605e-23,0.04527077583000444,1.0281072364044435
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_interleaved_k8,balanced_interleaved,balanced,8,1.0658846978750554,1.0,0.6588469787505544,64,64,64,64,2.47126174038611e-24,0.08527077583000443,0.999999999998921
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_permutation_a_k1,balanced_permutation_a,balanced,1,0.18899250811836066,0.125,0.6399250811836067,64,64,8,64,1.6634269250165766e-20,0.015119400649468854,1.082392200208205
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_permutation_a_k2,balanced_permutation_a,balanced,2,0.31399250811836066,0.25,0.6399250811836067,64,64,16,64,1.5615923510107105e-20,0.025119400649468854,1.081710562695143
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_permutation_a_k4,balanced_permutation_a,balanced,4,0.5639925081183607,0.5,0.6399250811836067,64,64,32,64,7.202594538713032e-21,0.04511940064946885,1.0734847064717385
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_permutation_a_k8,balanced_permutation_a,balanced,8,1.0639925081183608,1.0,0.6399250811836067,64,64,64,64,2.47126174038611e-24,0.08511940064946887,0.999999999998921
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_permutation_b_k1,balanced_permutation_b,balanced,1,0.18840039778945986,0.125,0.6340039778945984,64,64,8,64,1.6634269250165766e-20,0.015072031823156789,1.082392200208205
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_permutation_b_k2,balanced_permutation_b,balanced,2,0.31340039778945983,0.25,0.6340039778945984,64,64,16,64,3.744739011003945e-21,0.025072031823156787,1.0667071332531213
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_permutation_b_k4,balanced_permutation_b,balanced,4,0.5634003977894598,0.5,0.6340039778945984,64,64,32,64,4.429345056797853e-22,0.045072031823156784,1.0456484067222116
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,balanced_permutation_b_k8,balanced_permutation_b,balanced,8,1.06340039778946,1.0,0.6340039778945984,64,64,64,64,2.47126174038611e-24,0.0850720318231568,0.999999999998921
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,comb_contiguous_k1,comb_contiguous,comb,1,0.225,0.125,1.0,64,64,8,64,1.6634269250165766e-20,0.018000000000000002,1.082392200208205
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,comb_contiguous_k2,comb_contiguous,comb,2,0.35,0.25,1.0,64,64,16,64,1.3128278990355026e-20,0.027999999999999997,1.0798462087466238
s7211_r1_n000_a125,confirmatory,7211,1,0.0,0.125,feedback_only,comb_contiguous_k4,comb_contiguous,comb,4,0.6,0.5,1.0,64,64,32,64,2.9082947856338613e-21,0.048,1.0641299035381018
