cohort,arm,depth,seed,epochs_run,best_epoch,at_180_cap,valid_loss_final,valid_loss_drop_last_10,valid_loss_slope_last_30,test_accuracy,config_path,config_sha256,training_summary_path,training_summary_sha256,final_metrics_path,final_metrics_sha256,final_model_path
nonlinear_physical_depth_confirmatory,exact_autograd_bp_recipe,1,10200,180,179,True,0.6534135219573974,-0.00010776996612549272,7.943858973042326e-05,0.606400013,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/configs/unified_config_0.yaml,e6dcaf522a46767fd3c3f8ea9ca4d88f36ed9e78784781963701736697d5db0f,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_0/training_summary.json,15434e81c688ac5c93e31c7c166def1a1641aca1faef429488d67bd4b2ab957d,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_0/performance/final.json,4547077be6516f757d6986608d33d53a170c586217a2f15b4ef04c6ea880d739,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_0/final_model.pt
nonlinear_physical_depth_confirmatory,exact_autograd_bp_recipe,1,10201,180,175,True,0.6569621338844299,-0.0012921614646911328,5.4568311990415575e-05,0.6128999591,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/configs/unified_config_1.yaml,d16501d2607d90079fb5fd8bb2747aa90c9cdb46b89ed9b9d25603475907f0a8,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_1/training_summary.json,a989f27c98d5485e0f3ed25dd0778815ee36fc3e194608ae64f1829c214d822a,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_1/performance/final.json,eb9072a04cd0e00eda78547f308b41c89abe241cc756394a913c9df08dcbd947,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_1/final_model.pt
nonlinear_physical_depth_confirmatory,exact_autograd_bp_recipe,1,10202,180,179,True,0.65521504611969,0.00036878051757816,6.1357987417467055e-06,0.6169999838,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/configs/unified_config_2.yaml,1fd91d82a231007e1a38fc5dcb2442102ca9576c2eedbad212c83896c45d6d33,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_2/training_summary.json,404ce388b8050f2307db71a65b79ee02fe36c8025e649bb078571e2084b85662,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_2/performance/final.json,f19e9b596d8cb7c8369649351fb059e79123dfa0244c32136ed607318c5bf4e4,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_2/final_model.pt
nonlinear_physical_depth_confirmatory,exact_autograd_bp_recipe,1,10203,180,175,True,0.6559657656669616,-0.001494712543487542,6.312704033248263e-06,0.6112999916,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/configs/unified_config_3.yaml,f2d82d67fa1795a581bd92113025ded4dc80a83b32ac123aad68627aade467e0,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_3/training_summary.json,0bf9e32a6733e0451e5ad7213218d0230d284fdc092540e69bd953c748fe0c32,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_3/performance/final.json,f3e7f349962e144b26246a7134ae6975c21a3d272fc6fccc0c03eaa6acd63c6e,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_3/final_model.pt
nonlinear_physical_depth_confirmatory,exact_autograd_bp_recipe,1,10204,180,178,True,0.6581608432769775,0.0003774625778197871,-5.894867255239985e-05,0.6006999612,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/configs/unified_config_4.yaml,92b5d700bea9dfb770fdde0be85668bfcdd54c138de91783da2ecb9a28e26fad,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_4/training_summary.json,cc9a20cc0966c557a95b71b7d5793f6658764f3bfc5f3b25de94e0e9fd724b00,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_4/performance/final.json,a26d0aab87ac00ad10a3d6314664c651967112a5dbf8a32a3d847099916a36f4,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_4/final_model.pt
nonlinear_physical_depth_confirmatory,exact_autograd_bp_recipe,1,10205,118,88,False,0.6604146202087402,0.0015619355201721419,1.1909803575080127e-05,0.6085999608,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/configs/unified_config_5.yaml,80de1b58d3e4b9a0239fe727a0179677e85a6888eecfb477d96361cb7ac8b684,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_5/training_summary.json,9b1c3d50c7a859249ea86b2a13efaa2ff8ecc01d45049d4cd86c30c71668a180,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_5/performance/final.json,77a13bd84e26c8f255657df2d8d1091b095b8a65ea0cccc62732cb3ad0398039,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_5/final_model.pt
nonlinear_physical_depth_confirmatory,exact_autograd_bp_recipe,1,10206,180,180,True,0.6564923259735107,0.0017618522644042844,-2.0691616622723953e-05,0.6100999713,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/configs/unified_config_6.yaml,d5fd03a5fdf7b0f4e4f4fd244d3ba35a5f70351b3576fc127b79179c33d45b90,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_6/training_summary.json,12e46d982dba07fd34c06fd338c470a8b34baaa57959b8f08396334273d60917,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_6/performance/final.json,e58313b7e3a25fdaa5a41a571fcd9ce3cdbc90c68b35cd4237bcd9e557962ade,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_6/final_model.pt
nonlinear_physical_depth_confirmatory,exact_autograd_bp_recipe,1,10207,180,175,True,0.652364490890503,3.0350399017331497e-05,-3.892576361924443e-05,0.6089999676,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/configs/unified_config_7.yaml,96bb9d72b9c1c991112789688cab8d92b283d65cbd7313189dc504398829991c,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_7/training_summary.json,839bf63639075e35412090689976fd5b79f59bc4e2da894aefdc6d089d6aeeae,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_7/performance/final.json,b019f7d448964c79a4186760cd98655a24e19617d574cde25672b58d852a6b64,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_7/final_model.pt
nonlinear_physical_depth_confirmatory,exact_autograd_bp_recipe,1,10208,110,80,False,0.6590791308403016,0.0001619452476501193,2.6914207237683106e-06,0.6132999659,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/configs/unified_config_8.yaml,3171be223a9e1979d61751e19e447ad3f012890e8220bb4da627238c34a1d201,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_8/training_summary.json,487e5a97efefbae157c7bd4fd3b26c7c43b97f99676e8e2b530849c8c11620c4,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_8/performance/final.json,6d60225fa00ea224b000ceb32da7b3c4631724a04d7667982b9e14d25106af9f,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_8/final_model.pt
nonlinear_physical_depth_confirmatory,exact_autograd_bp_recipe,1,10209,180,178,True,0.6564766611099243,0.0006442427635192649,-7.399372136899458e-05,0.6069999933,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/configs/unified_config_9.yaml,f4cb446b463088996149487236e7fb83413f16f9c18d77d400f824548349bed3,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_9/training_summary.json,bc95e5ac533164bfe14ca29f8b7d762d9a7e858f14c6b4c9c8df9ee75c52ad25,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_9/performance/final.json,264ff3fb916f5c1856a4ef6dea515417c18688eb6c0507cdb45d74a34378b165,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning-worktree-archive-20260817/journal/nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127/results/config_9/final_model.pt
