index,arm,depth,seed,first_window_epochs,archived_validation_max_abs_difference,archived_validation_rms_difference,elapsed_seconds,device,historical_test_accuracy,extension180_test_accuracy,test_accuracy_difference_pp
0,broadcast_autograd_bp_recipe,3,10200,180,0.0022061273574829343,0.00083714681435782,321.7622637989698,cuda,0.913100004196167,0.9124999642372131,-0.06000399589538574
1,broadcast_autograd_bp_recipe,3,10201,180,0.005696090602874737,0.002731320558821692,323.295518183033,cuda,0.9106000065803528,0.9133999943733215,0.279998779296875
2,broadcast_autograd_bp_recipe,3,10202,180,0.0,0.0,335.8513932029018,cuda,0.9056999683380127,0.9056999683380127,0.0
3,broadcast_autograd_bp_recipe,3,10203,180,0.0027301616668701234,0.0008598741371099738,150.00544165703468,cuda,0.9138999581336975,0.9150999784469604,0.12000203132629395
4,broadcast_autograd_bp_recipe,3,10204,180,0.0058854424953460605,0.0024011411208309857,1233.5261099009658,cpu,0.9147999882698059,0.9115999937057495,-0.31999945640563965
5,broadcast_autograd_bp_recipe,3,10205,180,0.0016764373302459723,0.0005652448776272827,1226.672653955,cpu,0.9111999869346619,0.9110999703407288,-0.010001659393310547
6,broadcast_autograd_bp_recipe,3,10206,180,0.0013977291107177825,0.00045692964719012394,1235.9277198109776,cpu,0.911799967288971,0.9099000096321106,-0.18999576568603516
7,broadcast_autograd_bp_recipe,3,10207,180,0.0025352168083191406,0.0010984164502271813,1293.1290307239396,cpu,0.9199000000953674,0.9186999797821045,-0.12000203132629395
8,broadcast_autograd_bp_recipe,3,10208,180,0.0014146492958069246,0.0005334160916827899,1294.6436122399755,cpu,0.9092999696731567,0.9085999727249146,-0.06999969482421875
9,broadcast_autograd_bp_recipe,3,10209,180,0.005274653720855671,0.0026486459082394587,1301.2491911790567,cpu,0.9077999591827393,0.911300003528595,0.3500044345855713
10,broadcast_autograd_localca_recipe,3,10200,180,0.0,0.0,149.86588998092338,cuda,0.7734999656677246,0.7734999656677246,0.0
11,broadcast_autograd_localca_recipe,3,10201,180,0.0,0.0,329.1957667740062,cuda,0.7859999537467957,0.7859999537467957,0.0
12,broadcast_autograd_localca_recipe,3,10202,180,0.0,0.0,325.1399462010013,cuda,0.7842999696731567,0.7842999696731567,0.0
13,broadcast_autograd_localca_recipe,3,10203,180,0.0,0.0,334.5070545669878,cuda,0.7710999846458435,0.7710999846458435,0.0
14,broadcast_autograd_localca_recipe,3,10204,180,0.0010646986007690762,0.000246807349203478,1066.4144777200418,cpu,0.7667999863624573,0.765999972820282,-0.0800013542175293
15,broadcast_autograd_localca_recipe,3,10205,180,0.0008426461219788184,0.00020337259293365796,1058.8497230409412,cpu,0.7811999917030334,0.7828999757766724,0.1699984073638916
16,broadcast_autograd_localca_recipe,3,10206,180,0.0014464188575744608,0.0003578374041937587,1035.019590137992,cpu,0.7871999740600586,0.7871999740600586,0.0
17,broadcast_autograd_localca_recipe,3,10207,180,0.001035525417327876,0.00020964022649397015,957.8161190649262,cpu,0.7900999784469604,0.7907999753952026,0.06999969482421875
18,broadcast_autograd_localca_recipe,3,10208,180,0.002347693824768071,0.00043850900278393325,1080.0367982059252,cpu,0.7609999775886536,0.758899986743927,-0.20999908447265625
19,broadcast_autograd_localca_recipe,3,10209,180,0.0027649659156799844,0.00036668292935739086,1075.379961500992,cpu,0.7700999975204468,0.7724000215530396,0.23000240325927734
20,exact_autograd_bp_recipe,1,10200,180,0.00010464982986446714,3.339537946102311e-05,87.64550244202837,cuda,0.6064000129699707,0.6060000061988831,-0.04000067710876465
21,exact_autograd_bp_recipe,1,10201,180,0.00010855693817135581,3.3408899661424036e-05,65.36932556005195,cuda,0.6128999590873718,0.6133999824523926,0.050002336502075195
22,exact_autograd_bp_recipe,1,10202,103,0.0001955486297607889,5.070008699316511e-05,18.881489025079645,cuda,0.6169999837875366,0.6150000095367432,-0.1999974250793457
23,exact_autograd_bp_recipe,1,10203,180,0.00012368116378780325,2.7185012848161342e-05,154.1063036089763,cuda,0.611299991607666,0.6110000014305115,-0.0299990177154541
24,exact_autograd_bp_recipe,1,10204,180,9.481515884401936e-05,2.7289027949224802e-05,919.1041856369702,cpu,0.6006999611854553,0.6010000109672546,0.03000497817993164
25,exact_autograd_bp_recipe,1,10205,118,7.114915847783454e-05,2.500028431530608e-05,180.9165976230288,cpu,0.6085999608039856,0.6097999811172485,0.12000203132629395
26,exact_autograd_bp_recipe,1,10206,180,6.85042381286527e-05,2.3473648841627952e-05,907.2758890229743,cpu,0.6100999712944031,0.609499990940094,-0.0599980354309082
27,exact_autograd_bp_recipe,1,10207,180,0.00011152477264408933,3.276510262527659e-05,822.3590943650343,cpu,0.6089999675750732,0.6086000204086304,-0.03999471664428711
28,exact_autograd_bp_recipe,1,10208,110,0.0001975292205810275,5.915953450070401e-05,243.3219768940471,cpu,0.6132999658584595,0.6155999898910522,0.23000240325927734
29,exact_autograd_bp_recipe,1,10209,180,0.00018969192504880716,3.1573930982626464e-05,1234.320125858998,cpu,0.6069999933242798,0.6062999963760376,-0.06999969482421875
30,exact_autograd_bp_recipe,3,10200,180,0.0005532799720763815,0.0002064183048163473,307.968621760956,cuda,0.9126999974250793,0.9114999771118164,-0.12000203132629395
31,exact_autograd_bp_recipe,3,10201,180,0.00039159789085391195,0.00012587093245917542,144.76113453495782,cuda,0.9185999631881714,0.9185999631881714,0.0
32,exact_autograd_bp_recipe,3,10202,180,0.00026403303146360635,8.17028910296088e-05,319.34332739398815,cuda,0.9139999747276306,0.9138999581336975,-0.010001659393310547
33,exact_autograd_bp_recipe,3,10203,180,0.0003469905853271116,0.00012774493532912467,141.80936750792898,cuda,0.9186999797821045,0.9182999730110168,-0.04000067710876465
34,exact_autograd_bp_recipe,3,10204,180,0.00042703142166139463,0.0001187574134437892,1051.7178426799364,cpu,0.9086999893188477,0.9079999923706055,-0.06999969482421875
35,exact_autograd_bp_recipe,3,10205,180,0.00045689749717714445,0.000187671429014318,1278.2052292269655,cpu,0.9187999963760376,0.9186999797821045,-0.010001659393310547
36,exact_autograd_bp_recipe,3,10206,180,0.0003953259944916021,0.00012900773016475588,1583.2811392580625,cpu,0.911799967288971,0.9121000170707703,0.03000497817993164
37,exact_autograd_bp_recipe,3,10207,180,0.0003813676834106272,0.00012792538616862746,1605.5885145429056,cpu,0.9213999509811401,0.9221000075340271,0.07000565528869629
38,exact_autograd_bp_recipe,3,10208,180,0.0017209107875824081,0.0005578486678647952,914.5877286090108,cpu,0.9256999492645264,0.925000011920929,-0.06999373435974121
39,exact_autograd_bp_recipe,3,10209,180,0.0005741064071655422,0.00023174503514645324,1128.7521108469227,cpu,0.9314000010490417,0.9300000071525574,-0.1399993896484375
40,path_transport,3,10200,180,0.0003828869819640923,8.666356325571814e-05,369.96589351200964,cuda,0.8894999623298645,0.8711999654769897,-1.8299996852874756
41,path_transport,3,10201,180,0.00023829612731940397,5.625851873415617e-05,370.41661710396875,cuda,0.8921999931335449,0.8917999863624573,-0.04000067710876465
42,path_transport,3,10202,180,0.0004648475646973349,8.459572391540382e-05,362.91611235390883,cuda,0.8914999961853027,0.8912999629974365,-0.020003318786621094
43,path_transport,3,10203,180,0.0004451001167298241,8.429799304719407e-05,165.61801227810793,cuda,0.8698999881744385,0.8689999580383301,-0.09000301361083984
44,path_transport,3,10204,180,0.0004296169281006179,8.117857636147062e-05,1423.4969487719936,cpu,0.8884999752044678,0.8914999961853027,0.3000020980834961
45,path_transport,3,10205,180,0.0002089975833893254,5.766693482974652e-05,1137.924782776041,cpu,0.8960999846458435,0.8949999809265137,-0.1100003719329834
46,path_transport,3,10206,180,0.000249419116973848,5.9829712982152456e-05,1198.4431114949984,cpu,0.8851000070571899,0.8841999769210815,-0.09000301361083984
47,path_transport,3,10207,180,0.0002897270202637525,7.682951196077518e-05,1399.1041698460467,cpu,0.8873999714851379,0.8870999813079834,-0.0299990177154541
48,path_transport,3,10208,180,0.000778645992279059,0.00015668968963740998,1388.5178041469771,cpu,0.8738999962806702,0.8741999864578247,0.0299990177154541
49,path_transport,3,10209,180,0.0003233694076538729,6.247046864557856e-05,1386.037286036997,cpu,0.8991999626159668,0.8982999920845032,-0.0899970531463623
50,per_soma_shared,3,10200,180,0.001280841636657648,0.00022600377609510706,166.97327725903597,cuda,0.7716999650001526,0.7731999754905701,0.15000104904174805
51,per_soma_shared,3,10201,180,0.0015117297172546618,0.0003792025657010454,161.98784465994686,cuda,0.7851999998092651,0.7835999727249146,-0.1600027084350586
52,per_soma_shared,3,10202,180,0.001588540267944416,0.00036593376138391044,161.57246505992953,cuda,0.7881999611854553,0.7834999561309814,-0.4700005054473877
