task,core,depth,n_pairs,correct_mean_accuracy,shuffled_mean_accuracy,mean_difference,ci95_low,ci95_high,positive_pairs,wilcoxon_p_two_sided,fdr_bh_across_eight
mnist,dendritic_additive,2,10,0.9684399724006653,0.9633699834346772,0.005069988965988115,0.003709989637136404,0.006239986419677735,10,0.001953125,0.002232142857142857
mnist,dendritic_additive,4,10,0.9734999775886536,0.9696499705314636,0.003850007057189886,0.003060001134872436,0.004510027319192831,10,0.001953125,0.002232142857142857
mnist,dendritic_shunting,2,10,0.9696999788284302,0.9640199720859528,0.005680006742477417,0.004320007562637318,0.006869995743036303,10,0.001953125,0.002232142857142857
mnist,dendritic_shunting,4,10,0.9718899726867676,0.9680899798870086,0.0037999927997588888,0.003079986572265614,0.004449993371963478,10,0.001953125,0.002232142857142857
noise_resilience,dendritic_additive,2,10,0.9329899847507477,0.925989979505539,0.007000005245208785,0.005570000410079978,0.00843001008033759,10,0.001953125,0.002232142857142857
noise_resilience,dendritic_additive,4,10,0.9340499818325043,0.932509982585907,0.0015399992465972901,0.00015000104904174777,0.0028100013732909935,8,0.10546875,0.10546875
noise_resilience,dendritic_shunting,2,10,0.9478699803352356,0.9406599760055542,0.007210004329681408,0.006229984611272758,0.008210021257400535,10,0.001953125,0.002232142857142857
noise_resilience,dendritic_shunting,4,10,0.9487699687480926,0.9428999781608581,0.005869990587234497,0.004779982417821851,0.006959986686706522,10,0.001953125,0.002232142857142857
