seed,family,family_index,structure,rule,optimizer,rate,step,test_nmse,clean_test_nmse,population_nmse,true_cut_bound,status,gradient_clipped_steps,parameter_projected_steps,max_abs_parameter,parameter_norm,parameters,edges,seconds
930910,matching,0,estimated_dp,exact,adam,0.01,1024,0.0237370113221763,0.0007201452747894,0.0007180417555243,0.0,completed,0,0,1.08029344744066,2.603721513608752,28,14,0.7275272600818425
930910,matching,0,estimated_dp,broadcast,adam,0.003,1024,0.0231292629082892,0.0002411326600872,0.0002392654655237,0.0,completed,0,0,1.398347670287822,2.8319588150399126,28,14,0.7275595560204238
930910,matching,0,development_fixed,exact,adam,0.01,1024,0.8712990574363784,0.8497557131426813,0.8582739985917462,0.4342064702238392,completed,0,0,1.1571411806208771,2.095483995390638,28,14,0.727579337079078
930910,matching,0,development_fixed,broadcast,adam,0.003,1024,1.004624627282452,0.9816262686812488,0.9960420410949844,0.4342064702238392,completed,0,0,1.0797603642462466,1.9784717598291155,28,14,0.727596192038618
930910,matching,0,oracle_dp,exact,adam,0.01,1024,0.0236113026736321,0.0006379958072205,0.0006270670404451,0.0,completed,0,0,0.9880881319589288,2.7291742901661418,28,14,0.7276129130041227
930910,matching,0,oracle_dp,broadcast,adam,0.003,1024,0.0230919490472019,0.0002131723682279,0.0002143640245834,0.0,completed,0,0,0.9750418624656424,2.535105045785432,28,14,0.727629097062163
930910,quartet,1,estimated_dp,exact,adam,0.01,1024,0.0242612614648766,0.001946518508983,0.0019657796857206,0.0,completed,0,0,1.4538059151668865,2.9785671018990936,28,14,0.7279938579304144
930910,quartet,1,estimated_dp,broadcast,adam,0.003,1024,0.9837902494770904,0.9548834663675608,0.9667509189744472,0.0,completed,0,0,1.145607629640765,2.8499287388591616,28,14,0.7280311989597976
930910,quartet,1,development_fixed,exact,adam,0.01,1024,0.6522294141368602,0.6272976607529381,0.6281480395221719,0.3855951551746333,completed,0,0,1.607496625584575,2.6778917667679614,28,14,0.7280497229658067
930910,quartet,1,development_fixed,broadcast,adam,0.003,1024,1.010670186246366,0.9810980608650104,1.0025670036981928,0.3855951551746333,completed,0,0,1.1929791123638325,2.8134580127960813,28,14,0.7280660539399832
930910,quartet,1,oracle_dp,exact,adam,0.01,1024,0.0250992006450444,0.002658935400431,0.0026451330297329,0.0,completed,0,0,1.449572299262659,2.953991490599947,28,14,0.7280815619742498
930910,quartet,1,oracle_dp,broadcast,adam,0.003,1024,0.9903879136869876,0.960412825310694,0.9828426879129332,0.0,completed,0,0,1.2048881672499776,2.621581239313369,28,14,0.7280964689562097
930910,nested_prefix,2,estimated_dp,exact,adam,0.01,1024,0.0239558055362721,0.0011447996414749,0.0011300087193106,0.0,completed,0,0,1.658983615137005,3.1576281402835664,28,14,0.7318307580426335
930910,nested_prefix,2,estimated_dp,broadcast,adam,0.003,1024,1.0150446274935572,0.98810368481577,1.0085193488363258,0.0,completed,0,0,1.2280141550484192,3.0213979859971656,28,14,0.7318564800079912
930910,nested_prefix,2,development_fixed,exact,adam,0.01,1024,0.915903789166143,0.8883123205293331,0.906466506129444,0.4954511696871722,completed,0,0,1.2823522960692535,2.232246182618247,28,14,0.7318750249687582
930910,nested_prefix,2,development_fixed,broadcast,adam,0.003,1024,1.01356910572019,0.9866952899304092,1.0043990880164977,0.4954511696871722,completed,0,0,1.0853174547915114,1.9889279677386855,28,14,0.7318912730552256
930910,nested_prefix,2,oracle_dp,exact,adam,0.01,1024,0.024380629860008,0.0015103393415212,0.001476747689299,4.8908732705721915e-33,completed,0,0,1.5934915243552443,2.842177619987531,28,14,0.731906529981643
930910,nested_prefix,2,oracle_dp,broadcast,adam,0.003,1024,0.7755620983861864,0.7485630285540263,0.7599936993175544,4.8908732705721915e-33,completed,0,0,1.1364473736594096,2.837712933487004,28,14,0.7319213129812852
930910,random_interactions,3,estimated_dp,exact,adam,0.01,1024,0.1482356249397763,0.125041238785023,0.1256604239922674,0.1196091284599534,completed,0,0,1.6625495289849823,3.0751493583528986,28,14,0.7333546229638159
930910,random_interactions,3,estimated_dp,broadcast,adam,0.003,1024,0.586171388790067,0.5655956489306289,0.5758316284374143,0.1196091284599534,completed,0,0,1.6377517685562906,3.218233581422574,28,14,0.7333865270484239
930910,random_interactions,3,development_fixed,exact,adam,0.01,1024,0.7768524379297167,0.7587297529452504,0.7579960206124199,0.5397282286319631,completed,0,0,1.4387451925354875,2.389834429153027,28,14,0.7334067530464381
