family,calibration_rows,calibration_noise_sd,policy,seed_count,mean_test_nmse,mean_regret,regret_ci_low,regret_ci_high
quartet,1024,0.5,fixed_mixed,20,0.3650993841701226,0.07531018364887733,0.017283074898268563,0.1448323874391876
quartet,1024,0.5,observed_rank_only,20,0.3539371822189416,0.06414798169769632,0.003680497322744972,0.13084363659726211
quartet,1024,0.5,oracle_best_trained_menu,20,0.28978920052124535,0.0,0.0,0.0
quartet,1024,0.5,oracle_full_target_cut,20,0.3247944016272378,0.03500520110599256,0.001993246414382477,0.08712185412262662
quartet,1024,0.5,two_sweep_pilot,20,0.35192678368191566,0.06213758316067033,0.002439626137551462,0.1348496096749144
quartet,1024,0.5,uniform_random_expectation,20,0.3870836635053097,0.09729446298406436,0.053234723588783665,0.15359863584621786
random_interactions,64,0.0,development_best_fixed,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,64,0.0,estimated_cut,20,0.46581468879690957,0.03970569842387382,0.0075557493426993095,0.08021350619235976
random_interactions,64,0.0,fixed_balanced,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,64,0.0,fixed_comb,20,0.6267988621602256,0.20068987178718997,0.12808569319285504,0.2737654228301574
random_interactions,64,0.0,fixed_mixed,20,0.571333051876217,0.1452240615031813,0.08872670512152657,0.2023848796721937
random_interactions,64,0.0,observed_rank_only,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,64,0.0,oracle_best_trained_menu,20,0.42610899037303573,0.0,0.0,0.0
random_interactions,64,0.0,oracle_full_target_cut,20,0.45058049046359294,0.024471500090557215,0.002652900952640991,0.05369476103532324
random_interactions,64,0.0,two_sweep_pilot,20,0.5715742303669191,0.14546523999388344,0.08030635330196735,0.2152211307156048
random_interactions,64,0.0,uniform_random_expectation,20,0.5828822269980962,0.15677323662506065,0.10981434814631484,0.2039182252477958
random_interactions,64,0.5,development_best_fixed,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,64,0.5,estimated_cut,20,0.4591906986278983,0.03308170825486246,0.0051266386875694035,0.06941551467133042
random_interactions,64,0.5,fixed_balanced,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,64,0.5,fixed_comb,20,0.6267988621602256,0.20068987178718997,0.12808569319285504,0.2737654228301574
random_interactions,64,0.5,fixed_mixed,20,0.571333051876217,0.1452240615031813,0.08872670512152657,0.2023848796721937
random_interactions,64,0.5,observed_rank_only,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,64,0.5,oracle_best_trained_menu,20,0.42610899037303573,0.0,0.0,0.0
random_interactions,64,0.5,oracle_full_target_cut,20,0.45058049046359294,0.024471500090557215,0.002652900952640991,0.05369476103532324
random_interactions,64,0.5,two_sweep_pilot,20,0.5863601465323821,0.16025115615934643,0.10192255838687019,0.21930847977899606
random_interactions,64,0.5,uniform_random_expectation,20,0.5828822269980962,0.15677323662506065,0.10981434814631484,0.2039182252477958
random_interactions,256,0.0,development_best_fixed,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,256,0.0,estimated_cut,20,0.45058049046359294,0.024471500090557215,0.002652900952640991,0.05369476103532324
random_interactions,256,0.0,fixed_balanced,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,256,0.0,fixed_comb,20,0.6267988621602256,0.20068987178718997,0.12808569319285504,0.2737654228301574
random_interactions,256,0.0,fixed_mixed,20,0.571333051876217,0.1452240615031813,0.08872670512152657,0.2023848796721937
random_interactions,256,0.0,observed_rank_only,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,256,0.0,oracle_best_trained_menu,20,0.42610899037303573,0.0,0.0,0.0
random_interactions,256,0.0,oracle_full_target_cut,20,0.45058049046359294,0.024471500090557215,0.002652900952640991,0.05369476103532324
random_interactions,256,0.0,two_sweep_pilot,20,0.47958888322461374,0.05347989285157793,0.01771821659788556,0.09835908428196416
random_interactions,256,0.0,uniform_random_expectation,20,0.5828822269980962,0.15677323662506065,0.10981434814631484,0.2039182252477958
random_interactions,256,0.5,development_best_fixed,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,256,0.5,estimated_adaptive_dp,20,0.2793689711655016,-0.1467400192075342,-0.23013441731453646,-0.0600918689319686
random_interactions,256,0.5,estimated_cut,20,0.4648952390983444,0.03878624872530871,0.008172389824229786,0.0762723345173869
random_interactions,256,0.5,fixed_balanced,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,256,0.5,fixed_comb,20,0.6267988621602256,0.20068987178718997,0.12808569319285504,0.2737654228301574
random_interactions,256,0.5,fixed_mixed,20,0.571333051876217,0.1452240615031813,0.08872670512152657,0.2023848796721937
random_interactions,256,0.5,observed_rank_only,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,256,0.5,oracle_adaptive_dp,20,0.24298305476647558,-0.1831259356065601,-0.24662232501917827,-0.1225236050325092
random_interactions,256,0.5,oracle_best_trained_menu,20,0.42610899037303573,0.0,0.0,0.0
random_interactions,256,0.5,oracle_full_target_cut,20,0.45058049046359294,0.024471500090557215,0.002652900952640991,0.05369476103532324
random_interactions,256,0.5,two_sweep_pilot,20,0.5038004159458314,0.07769142557279567,0.03557687087076835,0.12655087130069714
random_interactions,256,0.5,uniform_random_expectation,20,0.5828822269980962,0.15677323662506065,0.10981434814631484,0.2039182252477958
random_interactions,1024,0.0,development_best_fixed,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,1024,0.0,estimated_cut,20,0.45058049046359294,0.024471500090557215,0.002652900952640991,0.05369476103532324
random_interactions,1024,0.0,fixed_balanced,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,1024,0.0,fixed_comb,20,0.6267988621602256,0.20068987178718997,0.12808569319285504,0.2737654228301574
random_interactions,1024,0.0,fixed_mixed,20,0.571333051876217,0.1452240615031813,0.08872670512152657,0.2023848796721937
random_interactions,1024,0.0,observed_rank_only,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,1024,0.0,oracle_best_trained_menu,20,0.42610899037303573,0.0,0.0,0.0
random_interactions,1024,0.0,oracle_full_target_cut,20,0.45058049046359294,0.024471500090557215,0.002652900952640991,0.05369476103532324
random_interactions,1024,0.0,two_sweep_pilot,20,0.512886859602823,0.08677786922978721,0.02572195903261747,0.1625910494619432
random_interactions,1024,0.0,uniform_random_expectation,20,0.5828822269980962,0.15677323662506065,0.10981434814631484,0.2039182252477958
random_interactions,1024,0.5,development_best_fixed,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,1024,0.5,estimated_cut,20,0.47802843633612946,0.05191944596309385,0.0020747693408383772,0.11462734801334562
random_interactions,1024,0.5,fixed_balanced,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,1024,0.5,fixed_comb,20,0.6267988621602256,0.20068987178718997,0.12808569319285504,0.2737654228301574
random_interactions,1024,0.5,fixed_mixed,20,0.571333051876217,0.1452240615031813,0.08872670512152657,0.2023848796721937
random_interactions,1024,0.5,observed_rank_only,20,0.5522166294244502,0.12610763905141442,0.07063569180044015,0.18421842754466455
random_interactions,1024,0.5,oracle_best_trained_menu,20,0.42610899037303573,0.0,0.0,0.0
random_interactions,1024,0.5,oracle_full_target_cut,20,0.45058049046359294,0.024471500090557215,0.002652900952640991,0.05369476103532324
random_interactions,1024,0.5,two_sweep_pilot,20,0.47324749814442135,0.04713850777138556,0.01198565253590394,0.09040823752918194
random_interactions,1024,0.5,uniform_random_expectation,20,0.5828822269980962,0.15677323662506065,0.10981434814631484,0.2039182252477958
