family,calibration_rows,calibration_noise_sd,policy,seed_count,mean_test_nmse,mean_regret,regret_ci_low,regret_ci_high
all,1024,0.0,development_best_fixed,20,0.49289138080028705,0.15609481813511222,0.11961013311544161,0.19262467094676722
all,1024,0.0,estimated_cut,20,0.3583682240045214,0.02157166133934655,0.009864476670015667,0.03521782609223983
all,1024,0.0,fixed_balanced,20,0.49289138080028705,0.15609481813511222,0.11961013311544161,0.19262467094676722
all,1024,0.0,fixed_comb,20,0.5736190971295508,0.23682253446437604,0.20155454947675633,0.2706563158772303
all,1024,0.0,fixed_mixed,20,0.5220976999167946,0.1853011372516199,0.1468508208344363,0.22339671924549176
all,1024,0.0,observed_rank_only,20,0.49289138080028705,0.15609481813511222,0.11961013311544161,0.19262467094676722
all,1024,0.0,oracle_best_trained_menu,20,0.3367965626651749,0.0,0.0,0.0
all,1024,0.0,oracle_full_target_cut,20,0.3583561659752538,0.021559603310078966,0.009864476670015667,0.03521020329788674
all,1024,0.0,two_sweep_pilot,20,0.4051683751309502,0.06837181246577531,0.039463390436021345,0.1035188733986854
all,1024,0.0,uniform_random_expectation,20,0.5220303518992162,0.18523378923404138,0.16481877221376198,0.20613533563091124
all,1024,0.5,development_best_fixed,20,0.49289138080028705,0.15609481813511222,0.11961013311544161,0.19262467094676722
all,1024,0.5,estimated_cut,20,0.37017871399358276,0.0333821513284079,0.015080883865730865,0.056043149687237975
all,1024,0.5,fixed_balanced,20,0.49289138080028705,0.15609481813511222,0.11961013311544161,0.19262467094676722
all,1024,0.5,fixed_comb,20,0.5736190971295508,0.23682253446437604,0.20155454947675633,0.2706563158772303
all,1024,0.5,fixed_mixed,20,0.5220976999167946,0.1853011372516199,0.1468508208344363,0.22339671924549176
all,1024,0.5,observed_rank_only,20,0.49289138080028705,0.15609481813511222,0.11961013311544161,0.19262467094676722
all,1024,0.5,oracle_best_trained_menu,20,0.3367965626651749,0.0,0.0,0.0
all,1024,0.5,oracle_full_target_cut,20,0.3583561659752538,0.021559603310078966,0.009864476670015667,0.03521020329788674
all,1024,0.5,two_sweep_pilot,20,0.400930170918029,0.06413360825285422,0.043553444758497865,0.08561167265518577
all,1024,0.5,uniform_random_expectation,20,0.5220303518992162,0.18523378923404138,0.16481877221376198,0.20613533563091124
matching,64,0.0,development_best_fixed,20,0.5228060784430413,0.23957165997726207,0.1721300274818263,0.3070169029819186
matching,64,0.0,estimated_cut,20,0.2983705889813168,0.015136170515537738,0.004079516901408969,0.028483706298633896
matching,64,0.0,fixed_balanced,20,0.5228060784430413,0.23957165997726207,0.1721300274818263,0.3070169029819186
matching,64,0.0,fixed_comb,20,0.653389142718616,0.370154724252837,0.30568006612113724,0.4341271742095271
matching,64,0.0,fixed_mixed,20,0.5523316050368023,0.2690971865710233,0.20115394694455105,0.33513562689555115
matching,64,0.0,observed_rank_only,20,0.5228060784430413,0.23957165997726207,0.1721300274818263,0.3070169029819186
matching,64,0.0,oracle_best_trained_menu,20,0.283234418465779,0.0,0.0,0.0
matching,64,0.0,oracle_full_target_cut,20,0.2983705889813168,0.015136170515537738,0.004079516901408969,0.028483706298633896
matching,64,0.0,two_sweep_pilot,20,0.45329094459900077,0.1700565261332217,0.10169846326143715,0.24557113288949983
matching,64,0.0,uniform_random_expectation,20,0.5479177102834395,0.2646832918176604,0.2220832294800143,0.3096205667629319
matching,64,0.5,development_best_fixed,20,0.5228060784430413,0.23957165997726207,0.1721300274818263,0.3070169029819186
matching,64,0.5,estimated_cut,20,0.29594919094770916,0.012714772481930139,0.0028374147568056007,0.024864617707723004
matching,64,0.5,fixed_balanced,20,0.5228060784430413,0.23957165997726207,0.1721300274818263,0.3070169029819186
matching,64,0.5,fixed_comb,20,0.653389142718616,0.370154724252837,0.30568006612113724,0.4341271742095271
matching,64,0.5,fixed_mixed,20,0.5523316050368023,0.2690971865710233,0.20115394694455105,0.33513562689555115
matching,64,0.5,observed_rank_only,20,0.5228060784430413,0.23957165997726207,0.1721300274818263,0.3070169029819186
matching,64,0.5,oracle_best_trained_menu,20,0.283234418465779,0.0,0.0,0.0
matching,64,0.5,oracle_full_target_cut,20,0.2983705889813168,0.015136170515537738,0.004079516901408969,0.028483706298633896
matching,64,0.5,two_sweep_pilot,20,0.4000132949174171,0.11677887645163805,0.055333913846884596,0.18627626820649776
matching,64,0.5,uniform_random_expectation,20,0.5479177102834395,0.2646832918176604,0.2220832294800143,0.3096205667629319
matching,256,0.0,development_best_fixed,20,0.5228060784430413,0.23957165997726207,0.1721300274818263,0.3070169029819186
