seed,family,baseline_minus_selector_regret,baseline
820910,matching,0.2389163772372751,development_best_fixed
820910,nested_prefix,0.3994563418733838,development_best_fixed
820910,quartet,0.001446896857267288,development_best_fixed
820910,random_interactions,-0.006090684365685162,development_best_fixed
820911,matching,0.002906415189236622,development_best_fixed
820911,nested_prefix,0.3606389676055811,development_best_fixed
820911,quartet,0.4460392909545422,development_best_fixed
820911,random_interactions,0.2806243072271451,development_best_fixed
820912,matching,0.07620954867937901,development_best_fixed
820912,nested_prefix,0.22108724338952912,development_best_fixed
820912,quartet,-0.0019170630580983006,development_best_fixed
820912,random_interactions,-0.0005427651329825145,development_best_fixed
820913,matching,0.45035264679694836,development_best_fixed
820913,nested_prefix,0.3204713559143318,development_best_fixed
820913,quartet,0.00013731176433651182,development_best_fixed
820913,random_interactions,-0.025555472464939943,development_best_fixed
820914,matching,0.2551986078088034,development_best_fixed
820914,nested_prefix,0.0,development_best_fixed
820914,quartet,0.0016295024241876344,development_best_fixed
820914,random_interactions,0.34362507517170954,development_best_fixed
820915,matching,-0.01572135577410949,development_best_fixed
820915,nested_prefix,0.2008737158123179,development_best_fixed
820915,quartet,-0.003206190367167072,development_best_fixed
820915,random_interactions,0.2936177962034769,development_best_fixed
820916,matching,0.241474758230449,development_best_fixed
820916,nested_prefix,0.20305355205973075,development_best_fixed
820916,quartet,0.3799770142052698,development_best_fixed
820916,random_interactions,0.33862578435815854,development_best_fixed
820917,matching,0.384386395560105,development_best_fixed
820917,nested_prefix,-0.28087253954269786,development_best_fixed
820917,quartet,0.0,development_best_fixed
820917,random_interactions,0.006639396033926825,development_best_fixed
820918,matching,0.4681221045020654,development_best_fixed
820918,nested_prefix,0.2867497457863557,development_best_fixed
820918,quartet,0.3973915598655096,development_best_fixed
820918,random_interactions,0.0751691243508743,development_best_fixed
820919,matching,0.27257054466535424,development_best_fixed
820919,nested_prefix,0.3079789169052566,development_best_fixed
820919,quartet,0.002242159365019869,development_best_fixed
820919,random_interactions,0.21504890677770294,development_best_fixed
820920,matching,0.0,development_best_fixed
820920,nested_prefix,-0.14183138530149242,development_best_fixed
820920,quartet,-0.001977618325496311,development_best_fixed
820920,random_interactions,-0.018692538081168775,development_best_fixed
820921,matching,0.26115219618268815,development_best_fixed
820921,nested_prefix,0.10270280389277409,development_best_fixed
820921,quartet,0.0016807496961432355,development_best_fixed
820921,random_interactions,0.25420820180811654,development_best_fixed
820922,matching,0.1451941317474349,development_best_fixed
820922,nested_prefix,-0.031141096389964207,development_best_fixed
820922,quartet,-0.00028586947042658073,development_best_fixed
820922,random_interactions,0.1007834220888586,development_best_fixed
820923,matching,0.1685092833018887,development_best_fixed
820923,nested_prefix,0.008776831632119064,development_best_fixed
820923,quartet,0.0,development_best_fixed
820923,random_interactions,-0.22937735852018465,development_best_fixed
820924,matching,0.10210789039908852,development_best_fixed
820924,nested_prefix,0.38893318049495307,development_best_fixed
820924,quartet,-0.0009189881021842983,development_best_fixed
820924,random_interactions,0.0,development_best_fixed
820925,matching,0.3287585033152933,development_best_fixed
820925,nested_prefix,0.0634964996551981,development_best_fixed
820925,quartet,0.0,development_best_fixed
820925,random_interactions,0.00995974856473647,development_best_fixed
820926,matching,0.3745031032534598,development_best_fixed
820926,nested_prefix,0.0,development_best_fixed
820926,quartet,0.00446894487219629,development_best_fixed
820926,random_interactions,-0.0031813495128619196,development_best_fixed
820927,matching,0.5039759797920356,development_best_fixed
820927,nested_prefix,0.126582794782153,development_best_fixed
820927,quartet,0.0038763534532512134,development_best_fixed
820927,random_interactions,-0.11601293468245066,development_best_fixed
820928,matching,0.13326401049002218,development_best_fixed
820928,nested_prefix,0.3207249765270904,development_best_fixed
820928,quartet,-0.0014619907519621833,development_best_fixed
820928,random_interactions,0.226729412717523,development_best_fixed
820929,matching,0.07401667758727618,development_best_fixed
820929,nested_prefix,0.0,development_best_fixed
820929,quartet,0.0,development_best_fixed
820929,random_interactions,0.0008497339801591952,development_best_fixed
