candidate_id,shape,restart,fit_seed,validation_mse,test_nmse,noisy_test_mse,exact_population_nmse,status,fit_seconds,training_curve,dead_coordinate_blocks,minimum_coordinate_rank,final_parameter_norm,maximum_parameter_norm,selected_by_validation,seed,family,family_index,oracle_cut_candidate,parameters,edges
balanced_p0,balanced,1,82091001,0.7211549567013764,0.6375616912503824,0.7308804473380202,0.6222049270909602,completed,0.1122653859201818,"{""0"": 1.4512287067839622, ""2"": 0.6164694445811373, ""8"": 0.6088897601738513, ""32"": 0.6088897601619203}",0,4,2.5510654279777043,5.221091769925541,True,820910,matching,0,mixed_p3,28,14
balanced_p1,balanced,0,82091000,0.5282077781630443,0.3942199049011451,0.4810434318589914,0.3952542376520445,completed,0.1122060259804129,"{""0"": 1.4431968489518252, ""2"": 0.4229380189832814, ""8"": 0.42018725542233576, ""32"": 0.4201872554219957}",0,4,2.5835363999838625,2.759939644805708,True,820910,matching,0,mixed_p3,28,14
balanced_p2,balanced,0,82091000,0.7363044531408529,0.6449593691445674,0.7393043046460712,0.6309329088640969,completed,0.1142443869030103,"{""0"": 1.0797678083486082, ""2"": 0.6620536624909188, ""8"": 0.6006656666390374, ""32"": 0.6006656001477857}",0,4,2.5582047133824557,2.8038631686423545,True,820910,matching,0,mixed_p3,28,14
balanced_p3,balanced,0,82091000,0.6248288776085609,0.5522682220184867,0.6442102408686781,0.5494215649194248,completed,0.1128248169552534,"{""0"": 1.4252966851842443, ""2"": 0.7257160912623439, ""8"": 0.5330806325419657, ""32"": 0.5330806221455168}",0,4,2.5575374080476925,2.6568032961321952,True,820910,matching,0,mixed_p3,28,14
comb_p0,comb,0,82091000,0.7473039139597835,0.6340853417010495,0.7214392814367712,0.649294708637244,completed,0.118878973997198,"{""0"": 1.2914405331665775, ""2"": 0.8831971592000099, ""8"": 0.7176861788593796, ""32"": 0.628395151803579}",0,4,2.5240139089150557,2.7259691153508183,True,820910,matching,0,mixed_p3,28,14
comb_p1,comb,1,82091001,0.7766469845599449,0.6382934049017583,0.7247552733950294,0.6490246616750666,completed,0.1128574759932234,"{""0"": 1.3995448444644703, ""2"": 0.7886118481034252, ""8"": 0.6328405136686444, ""32"": 0.626453291928779}",0,4,2.5234413388500867,2.8498845971386166,True,820910,matching,0,mixed_p3,28,14
comb_p2,comb,0,82091000,0.7482650877446666,0.620538630621978,0.7106604691539388,0.6375343536983182,completed,0.1122595800552517,"{""0"": 1.3359534474223227, ""2"": 0.6574590867324079, ""8"": 0.6407759232745844, ""32"": 0.6407758674508801}",0,4,2.5297644796576875,2.7134045918995,True,820910,matching,0,mixed_p3,28,14
comb_p3,comb,1,82091001,0.8477597638673151,0.7977947771772588,0.8869473024991027,0.7915774725924682,completed,0.1129916540812701,"{""0"": 1.2095387169788003, ""2"": 0.748761161064059, ""8"": 0.724934778555166, ""32"": 0.724039744481667}",0,4,2.521380328536804,3.199529356330547,True,820910,matching,0,mixed_p3,28,14
mixed_p0,mixed,1,82091001,0.4926842650606882,0.3986453140131073,0.4902548317500997,0.4081426465523554,completed,0.1112178149633109,"{""0"": 1.8990220391964043, ""2"": 0.4429799681870974, ""8"": 0.43644513177789845, ""32"": 0.43626889916036293}",0,4,2.576919757562907,2.6466311803604547,True,820910,matching,0,mixed_p3,28,14
mixed_p1,mixed,0,82091000,0.7749475056034387,0.6370687147514131,0.7233688624724647,0.6487825257336316,completed,0.1132505120476707,"{""0"": 1.1859859082963342, ""2"": 0.7607600465070705, ""8"": 0.7136868095530976, ""32"": 0.6267309965065656}",0,4,2.5400608735735064,3.410699965242275,True,820910,matching,0,mixed_p3,28,14
mixed_p2,mixed,0,82091000,0.7362067746066219,0.623675332740577,0.7141859495743973,0.639159452161083,completed,0.1118561560288071,"{""0"": 1.3425542077501798, ""2"": 0.6439863330309353, ""8"": 0.6390087664582292, ""32"": 0.6381742090775624}",0,4,2.524618633581954,4.09075128425282,True,820910,matching,0,mixed_p3,28,14
mixed_p3,mixed,1,82091001,0.4809688310924324,0.3764922629053603,0.4684510483161227,0.3783848387094809,completed,0.1111429330194369,"{""0"": 1.806552428823895, ""2"": 0.39873161078323716, ""8"": 0.39868082315173775, ""32"": 0.39868082315173586}",0,4,2.584645956203484,2.7386936313742245,True,820910,matching,0,mixed_p3,28,14
estimated_adaptive_dp,adaptive,1,82091001,0.0912529781304927,0.0012239802747758,0.0896791160216127,0.0012311151873967,completed,0.1107103719841688,"{""0"": 1.3099855305848471, ""2"": 0.07915736719749708, ""8"": 0.07828821460128635, ""32"": 0.07828821460079978}",0,4,2.652065196069121,2.670232922824901,True,820910,matching,0,mixed_p3,28,14
oracle_adaptive_dp,adaptive,0,82091000,0.0906648969260455,0.0011088570335809,0.0897222711482812,0.0011012955673755,completed,0.1111627300269901,"{""0"": 1.4220929529366237, ""2"": 0.07878507052935058, ""8"": 0.0783788144820486, ""32"": 0.0783788144819335}",0,4,2.653552522432099,2.800155228853403,True,820910,matching,0,mixed_p3,28,14
balanced_p0,balanced,1,82091011,0.4420295906617959,0.3520472849319838,0.4398238142347148,0.3522948534912387,completed,0.1117211079690605,"{""0"": 0.9978888780309699, ""2"": 0.9634631497622858, ""8"": 0.38763012684365117, ""32"": 0.387629245465931}",0,4,2.5793419410396146,3.213207253163921,True,820910,quartet,1,mixed_p0,28,14
balanced_p1,balanced,1,82091011,0.7740249749917427,0.6743471244517945,0.7504188741245941,0.6746836879923099,completed,0.1128476409940049,"{""0"": 1.011340857435187, ""2"": 0.6744132793054405, ""8"": 0.6733501965435081, ""32"": 0.6733501266244634}",0,4,2.524714320620008,4.997288317699895,True,820910,quartet,1,mixed_p0,28,14
balanced_p2,balanced,0,82091010,0.7692463098305509,0.6691647734200913,0.7468045989911427,0.6698732333272291,completed,0.1124037359841167,"{""0"": 1.2668062205274946, ""2"": 0.9600312824965332, ""8"": 0.6769593669379761, ""32"": 0.6769592551413118}",0,4,2.5217453850037352,2.7102908044649223,True,820910,quartet,1,mixed_p0,28,14
balanced_p3,balanced,1,82091011,0.4378785545301809,0.3468689090846474,0.4341692821213224,0.3479401461155293,completed,0.1126176019897684,"{""0"": 1.0176614242263209, ""2"": 0.9648637943216765, ""8"": 0.39189086480985585, ""32"": 0.39189083485573123}",0,4,2.5813439643922518,3.4756611511908693,True,820910,quartet,1,mixed_p0,28,14
comb_p0,comb,1,82091011,0.4361391793187961,0.349188221055379,0.4373694584911099,0.3514069307731688,completed,0.1121016239048913,"{""0"": 0.9949746855197903, ""2"": 0.391408459529394, ""8"": 0.3883344174809815, ""32"": 0.38833401134092416}",0,4,2.5974202332330854,4.627932143523633,True,820910,quartet,1,mixed_p0,28,14
