family,calibration_rows,calibration_noise_sd,policy,mean_test_nmse,ci95_low,ci95_high,n_seeds
matching,256,0.0,fixed_mixed,0.5523316050368023,0.4781177073163302,0.6194451424403262,20
matching,256,0.0,observed_rank_only,0.5228060784430413,0.4492521097830448,0.584409168840043,20
matching,256,0.0,oracle_best_trained_menu,0.283234418465779,0.22405743783695029,0.3415068044859535,20
matching,256,0.0,oracle_full_target_cut,0.2983705889813168,0.23432476055733212,0.36124955881227727,20
matching,256,0.0,two_sweep_pilot,0.328328413748023,0.25539191554882823,0.40292196517987583,20
matching,256,0.0,uniform_random_expectation,0.5479177102834395,0.5202397710132015,0.5739460904559822,20
matching,256,0.5,development_best_fixed,0.5228060784430413,0.4492521097830448,0.584409168840043,20
matching,256,0.5,estimated_adaptive_dp,0.00132163723851346,0.0011447939861458354,0.0014905703431034617,20
matching,256,0.5,estimated_cut,0.2995111874948065,0.2351716133479296,0.36234687854568526,20
matching,256,0.5,fixed_balanced,0.5228060784430413,0.4492521097830448,0.584409168840043,20
matching,256,0.5,fixed_comb,0.653389142718616,0.604594659901236,0.6996397105048601,20
matching,256,0.5,fixed_mixed,0.5523316050368023,0.4781177073163302,0.6194451424403262,20
matching,256,0.5,observed_rank_only,0.5228060784430413,0.4492521097830448,0.584409168840043,20
matching,256,0.5,oracle_adaptive_dp,0.0012785131639100502,0.0010991765673082049,0.0014561225707994763,20
matching,256,0.5,oracle_best_trained_menu,0.283234418465779,0.22405743783695029,0.3415068044859535,20
matching,256,0.5,oracle_full_target_cut,0.2983705889813168,0.23432476055733212,0.36124955881227727,20
matching,256,0.5,two_sweep_pilot,0.29969992440757376,0.2349874094031135,0.36414589170728384,20
matching,256,0.5,uniform_random_expectation,0.5479177102834395,0.5202397710132015,0.5739460904559822,20
matching,1024,0.0,development_best_fixed,0.5228060784430413,0.4492521097830448,0.584409168840043,20
matching,1024,0.0,estimated_cut,0.2983705889813168,0.23432476055733212,0.36124955881227727,20
matching,1024,0.0,fixed_balanced,0.5228060784430413,0.4492521097830448,0.584409168840043,20
matching,1024,0.0,fixed_comb,0.653389142718616,0.604594659901236,0.6996397105048601,20
matching,1024,0.0,fixed_mixed,0.5523316050368023,0.4781177073163302,0.6194451424403262,20
matching,1024,0.0,observed_rank_only,0.5228060784430413,0.4492521097830448,0.584409168840043,20
matching,1024,0.0,oracle_best_trained_menu,0.283234418465779,0.22405743783695029,0.3415068044859535,20
matching,1024,0.0,oracle_full_target_cut,0.2983705889813168,0.23432476055733212,0.36124955881227727,20
matching,1024,0.0,two_sweep_pilot,0.30000051014592055,0.2338016199424943,0.364739641968617,20
matching,1024,0.0,uniform_random_expectation,0.5479177102834395,0.5202397710132015,0.5739460904559822,20
matching,1024,0.5,development_best_fixed,0.5228060784430413,0.4492521097830448,0.584409168840043,20
matching,1024,0.5,estimated_cut,0.30592017160560714,0.23792825820474198,0.3747809497696373,20
matching,1024,0.5,fixed_balanced,0.5228060784430413,0.4492521097830448,0.584409168840043,20
matching,1024,0.5,fixed_comb,0.653389142718616,0.604594659901236,0.6996397105048601,20
matching,1024,0.5,fixed_mixed,0.5523316050368023,0.4781177073163302,0.6194451424403262,20
matching,1024,0.5,observed_rank_only,0.5228060784430413,0.4492521097830448,0.584409168840043,20
matching,1024,0.5,oracle_best_trained_menu,0.283234418465779,0.22405743783695029,0.3415068044859535,20
matching,1024,0.5,oracle_full_target_cut,0.2983705889813168,0.23432476055733212,0.36124955881227727,20
matching,1024,0.5,two_sweep_pilot,0.31338607309144884,0.24872307965554352,0.37690397019588945,20
matching,1024,0.5,uniform_random_expectation,0.5479177102834395,0.5202397710132015,0.5739460904559822,20
nested_prefix,64,0.0,development_best_fixed,0.5426056331147154,0.4805237163786227,0.601935821566554,20
nested_prefix,64,0.0,estimated_cut,0.3558493942075178,0.302532990053526,0.41419118638742836,20
nested_prefix,64,0.0,fixed_balanced,0.5426056331147154,0.4805237163786227,0.601935821566554,20
nested_prefix,64,0.0,fixed_comb,0.5855960941680121,0.5410512836975077,0.6278255373333107,20
nested_prefix,64,0.0,fixed_mixed,0.5996267585840368,0.5394657185795171,0.663519849638533,20
nested_prefix,64,0.0,observed_rank_only,0.5426056331147154,0.4805237163786227,0.601935821566554,20
nested_prefix,64,0.0,oracle_best_trained_menu,0.3480536413006393,0.30000332797440804,0.39893229922737883,20
nested_prefix,64,0.0,oracle_full_target_cut,0.3596791828288676,0.30406039847739846,0.4199210998201476,20
nested_prefix,64,0.0,two_sweep_pilot,0.5657361987738904,0.5025504949261336,0.631838717617059,20
nested_prefix,64,0.0,uniform_random_expectation,0.5702378068100195,0.5352173040320896,0.605071130004622,20
nested_prefix,64,0.5,development_best_fixed,0.5426056331147154,0.4805237163786227,0.601935821566554,20
nested_prefix,64,0.5,estimated_cut,0.39901235096304993,0.3320095857218667,0.46709355631059873,20
nested_prefix,64,0.5,fixed_balanced,0.5426056331147154,0.4805237163786227,0.601935821566554,20
nested_prefix,64,0.5,fixed_comb,0.5855960941680121,0.5410512836975077,0.6278255373333107,20
nested_prefix,64,0.5,fixed_mixed,0.5996267585840368,0.5394657185795171,0.663519849638533,20
nested_prefix,64,0.5,observed_rank_only,0.5426056331147154,0.4805237163786227,0.601935821566554,20
nested_prefix,64,0.5,oracle_best_trained_menu,0.3480536413006393,0.30000332797440804,0.39893229922737883,20
nested_prefix,64,0.5,oracle_full_target_cut,0.3596791828288676,0.30406039847739846,0.4199210998201476,20
nested_prefix,64,0.5,two_sweep_pilot,0.5796004597957085,0.5252989862641483,0.633635535476645,20
nested_prefix,64,0.5,uniform_random_expectation,0.5702378068100195,0.5352173040320896,0.605071130004622,20
nested_prefix,256,0.0,development_best_fixed,0.5426056331147154,0.4805237163786227,0.601935821566554,20
nested_prefix,256,0.0,estimated_cut,0.3596791828288676,0.30406039847739846,0.4199210998201476,20
nested_prefix,256,0.0,fixed_balanced,0.5426056331147154,0.4805237163786227,0.601935821566554,20
nested_prefix,256,0.0,fixed_comb,0.5855960941680121,0.5410512836975077,0.6278255373333107,20
nested_prefix,256,0.0,fixed_mixed,0.5996267585840368,0.5394657185795171,0.663519849638533,20
nested_prefix,256,0.0,observed_rank_only,0.5426056331147154,0.4805237163786227,0.601935821566554,20
nested_prefix,256,0.0,oracle_best_trained_menu,0.3480536413006393,0.30000332797440804,0.39893229922737883,20
nested_prefix,256,0.0,oracle_full_target_cut,0.3596791828288676,0.30406039847739846,0.4199210998201476,20
nested_prefix,256,0.0,two_sweep_pilot,0.5060106717006091,0.4453407000613523,0.5651829099139761,20
nested_prefix,256,0.0,uniform_random_expectation,0.5702378068100195,0.5352173040320896,0.605071130004622,20
nested_prefix,256,0.5,development_best_fixed,0.5426056331147154,0.4805237163786227,0.601935821566554,20
nested_prefix,256,0.5,estimated_adaptive_dp,0.00133196485366679,0.0011337981639298236,0.0015541156727383518,20
nested_prefix,256,0.5,estimated_cut,0.39972153785988435,0.32825426752901393,0.4835144353691515,20
nested_prefix,256,0.5,fixed_balanced,0.5426056331147154,0.4805237163786227,0.601935821566554,20
nested_prefix,256,0.5,fixed_comb,0.5855960941680121,0.5410512836975077,0.6278255373333107,20
nested_prefix,256,0.5,fixed_mixed,0.5996267585840368,0.5394657185795171,0.663519849638533,20
nested_prefix,256,0.5,observed_rank_only,0.5426056331147154,0.4805237163786227,0.601935821566554,20
nested_prefix,256,0.5,oracle_adaptive_dp,0.001366417228765925,0.0011629124100481628,0.0015898091342590403,20
nested_prefix,256,0.5,oracle_best_trained_menu,0.3480536413006393,0.30000332797440804,0.39893229922737883,20
nested_prefix,256,0.5,oracle_full_target_cut,0.3596791828288676,0.30406039847739846,0.4199210998201476,20
nested_prefix,256,0.5,two_sweep_pilot,0.5275116554199755,0.4461360621194712,0.615025869597086,20
nested_prefix,256,0.5,uniform_random_expectation,0.5702378068100195,0.5352173040320896,0.605071130004622,20
nested_prefix,1024,0.0,development_best_fixed,0.5426056331147154,0.4805237163786227,0.601935821566554,20
nested_prefix,1024,0.0,estimated_cut,0.35972741494593796,0.3040616169641746,0.4199299231282865,20
nested_prefix,1024,0.0,fixed_balanced,0.5426056331147154,0.4805237163786227,0.601935821566554,20
nested_prefix,1024,0.0,fixed_comb,0.5855960941680121,0.5410512836975077,0.6278255373333107,20
nested_prefix,1024,0.0,fixed_mixed,0.5996267585840368,0.5394657185795171,0.663519849638533,20
nested_prefix,1024,0.0,observed_rank_only,0.5426056331147154,0.4805237163786227,0.601935821566554,20
nested_prefix,1024,0.0,oracle_best_trained_menu,0.3480536413006393,0.30000332797440804,0.39893229922737883,20
nested_prefix,1024,0.0,oracle_full_target_cut,0.3596791828288676,0.30406039847739846,0.4199210998201476,20
nested_prefix,1024,0.0,two_sweep_pilot,0.43537243306974294,0.3770869245762688,0.4992259131062016,20
nested_prefix,1024,0.0,uniform_random_expectation,0.5702378068100195,0.5352173040320896,0.605071130004622,20
