seed,family,candidate_id,true_centered_cut_bound,exact_population_nmse,excess_above_lower_bound
820910,matching,balanced_p0,0.46304235476000255,0.6222049270909602,0.15916257233095765
820910,matching,balanced_p1,0.39033695907130384,0.3952542376520445,0.004917278580740647
820910,matching,balanced_p2,0.4630423547600026,0.6309329088640969,0.16789055410409431
820910,matching,balanced_p3,0.399886127534458,0.5494215649194248,0.14953543738496683
820910,matching,comb_p0,0.46304235476000255,0.649294708637244,0.18625235387724148
820910,matching,comb_p1,0.6266327206828822,0.6490246616750666,0.022391940992184334
820910,matching,comb_p2,0.6266327206828822,0.6375343536983182,0.010901633015436007
820910,matching,comb_p3,0.39033695907130384,0.7915774725924682,0.4012405135211644
820910,matching,mixed_p0,0.399886127534458,0.40814264655235544,0.008256519017897423
820910,matching,mixed_p1,0.6266327206828822,0.6487825257336316,0.02214980505074937
820910,matching,mixed_p2,0.6266327206828822,0.639159452161083,0.012526731478200825
820910,matching,mixed_p3,0.37336727931711783,0.3783848387094809,0.005017559392363091
820910,matching,estimated_adaptive_dp,0.0,0.0012311151873967239,0.0012311151873967239
820910,matching,oracle_adaptive_dp,0.0,0.0011012955673755593,0.0011012955673755593
820910,quartet,balanced_p0,0.3421620248614894,0.3522948534912387,0.010132828629749291
820910,quartet,balanced_p1,0.3421620248614894,0.6746836879923099,0.33252166313082054
820910,quartet,balanced_p2,0.3421620248614894,0.6698732333272291,0.32771120846573976
820910,quartet,balanced_p3,0.3421620248614894,0.3479401461155293,0.005778121254039925
820910,quartet,comb_p0,0.3421620248614894,0.35140693077316887,0.00924490591167948
820910,quartet,comb_p1,0.3421620248614894,0.34943478392733324,0.007272759065843848
820910,quartet,comb_p2,0.3421620248614894,0.34812305697882767,0.005961032117338283
820910,quartet,comb_p3,0.3421620248614894,0.6762215718570453,0.33405954699555596
820910,quartet,mixed_p0,0.3421620248614894,0.3545673837181158,0.012405358856626414
820910,quartet,mixed_p1,0.3421620248614894,0.34945851614884943,0.007296491287360041
820910,quartet,mixed_p2,0.3421620248614894,0.6707235576927582,0.32856153283126877
820910,quartet,mixed_p3,0.3421620248614894,0.348668423257663,0.006506398396173618
820910,quartet,estimated_adaptive_dp,0.0,0.001964500960135473,0.001964500960135473
820910,quartet,oracle_adaptive_dp,0.0,0.001721736433529659,0.001721736433529659
820910,nested_prefix,balanced_p0,0.5981151098791901,0.7383367495579632,0.1402216396787731
820910,nested_prefix,balanced_p1,0.5981151098791901,0.612889987519412,0.014774877640221895
820910,nested_prefix,balanced_p2,0.5981151098791901,0.6126557151829973,0.014540605303807186
820910,nested_prefix,balanced_p3,0.3941233606500533,0.7377314301898404,0.3436080695397871
820910,nested_prefix,comb_p0,0.5981151098791901,0.7408437974265789,0.14272868754738877
820910,nested_prefix,comb_p1,0.5981151098791901,0.7393732406348235,0.14125813075563332
820910,nested_prefix,comb_p2,0.3254177588713672,0.33632847315610453,0.010910714284737333
820910,nested_prefix,comb_p3,0.5981151098791901,0.74231371148225,0.14419860160305986
820910,nested_prefix,mixed_p0,0.39412336065005327,0.40519155850329946,0.011068197853246198
820910,nested_prefix,mixed_p1,0.5981151098791901,0.6208918995201514,0.022776789640961304
820910,nested_prefix,mixed_p2,0.4018848901208098,0.41432376239227386,0.012438872271464063
820910,nested_prefix,mixed_p3,0.5981151098791901,0.738301093228737,0.1401859833495469
820910,nested_prefix,estimated_adaptive_dp,0.0,0.002322221753293096,0.002322221753293096
